Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_D11_452054
Composite Element REF	Signal
AACS	6.93574650992869
FSTL1	8.48404622713946
ELMO2	5.28727344608012
CREB3L1	4.58893967318699
RPS11	9.85960539936105
PNMA1	6.64024923966151
MMP2	7.50993491998388
SAMD4A	4.43146240728655
SMARCD3	6.53076530011663
A4GNT	3.71031416575177
C9orf39	3.18103878947906
PKNOX2	4.32415554479315
RALYL	3.05487007338462
ZHX3	4.50544426767247
ERCC5	7.09481239223022
RXFP3	3.24675306385506
APBB2	4.13744335983723
BBOX1	4.24953348031578
PRO0478	3.10789517212338
GCSH	6.91890062382858
XDH	4.32777204567394
EDN1	6.8657764955458
MTERF	5.65133817042853
PDCL3	6.97238141289756
CLK4	5.96925072122415
KCNG1	3.57365758766653
CXCR4	6.58529576460343
DECR1	7.80727570958783
SALL1	3.26079853353778
PTPRR	3.32085686450328
CADM4	3.38333027338576
IRAK1	8.18601748904428
CFHR5	3.20510549506742
HNRPD	7.23436415009315
TMSB10	11.5901415661526
CXCL3	4.42993127330086
LMAN1	4.10745894743218
SUHW1	3.49391700101943
CHD8	5.92173154486925
SUMO1	7.53295654899943
GP1BA	3.27138950428255
OR7A10	4.09415196264187
DDB1	7.34589829818585
CHRNA10	3.70447645144002
STYK1	3.42741413274026
MYO9B	4.48624803168310
CCNI	9.43528759958185
MMP7	8.67056819131386
EP300	4.05650442740795
CRNKL1	5.47419077622798
C9orf45	3.33161868715705
XAB2	4.33022129380052
RTN1	3.31080025061032
HIC2	4.08853448182119
TBX10	3.6526181995799
CENPQ	3.95010856644117
UTY	3.14644468632196
OR2W1	2.89315522787448
ATP5G2	10.4270751972458
ZEB1	3.39087742250571
ZG16	3.71297172043104
ERG	3.78604373811849
PARN	6.92581708732163
SOD2	6.0709792879138
JOSD3	8.21071057793728
ADAM5P	3.22822125960068
CHD9	5.34769137845918
hCG_40738	3.78688010037611
STK16	4.61228978151818
PDE1C	3.53444609108686
SEMA4D	4.82293224439687
AGPAT1	5.98793940587514
TOB2	6.74304021639022
BANK1	4.89445051193021
MAP3K3	5.33297404094033
MAX	4.85157187202822
GRM2	3.90807408447945
OSBPL8	6.69204896462358
