Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_A03
Composite Element REF	Signal
AACS	7.59736016403402
FSTL1	7.59841365136412
ELMO2	5.81640997949746
CREB3L1	4.09550471324014
RPS11	10.0619408631220
PNMA1	7.15720428210463
MMP2	7.13572634912844
SAMD4A	3.64775868292056
SMARCD3	6.83592279474142
A4GNT	3.62086135514696
C9orf39	3.57178793454464
PKNOX2	3.86650140149405
RALYL	3.28715830081026
ZHX3	4.0907528986482
ERCC5	6.49644543636241
RXFP3	2.82351097849083
APBB2	3.72638022570446
BBOX1	5.863787479556
PRO0478	2.96603222656534
GCSH	8.94525601491147
XDH	4.99419656936223
EDN1	5.63973262490169
MTERF	6.84706203088367
PDCL3	7.44059965577034
CLK4	5.96620794367472
KCNG1	3.32709509607631
CXCR4	7.98128819596328
DECR1	7.69630993354364
SALL1	3.3383442630309
PTPRR	3.3526322710523
CADM4	3.38060057252788
IRAK1	9.47271500617318
CFHR5	3.27818314135445
HNRPD	8.0989748323179
TMSB10	11.9122039146279
CXCL3	7.49798884566917
LMAN1	4.93362942923619
SUHW1	3.26598410114908
CHD8	6.1985832251631
SUMO1	7.26527294291214
GP1BA	3.12265677075121
OR7A10	3.64213004773177
DDB1	7.18252589963044
CHRNA10	3.77449924344989
STYK1	3.16637351059933
MYO9B	4.45705705542416
CCNI	9.71406279172667
MMP7	6.53635275937533
EP300	6.765645357317
CRNKL1	6.43703323145999
C9orf45	3.37367539114048
XAB2	4.16899110097079
RTN1	5.11224636122019
HIC2	4.36235883100569
TBX10	3.64302779360985
CENPQ	4.61163339777431
UTY	3.11672833804458
OR2W1	2.91027600863359
ATP5G2	10.8762896715210
ZEB1	3.47685137190234
ZG16	3.32558928996127
ERG	3.61362581990059
PARN	6.87396652834686
SOD2	9.17726973005528
JOSD3	7.5003667047584
ADAM5P	3.20920568935287
CHD9	6.36637411246477
hCG_40738	3.86740827107987
STK16	4.60177407488839
PDE1C	3.76998358614672
SEMA4D	5.36846210022954
AGPAT1	6.31045524453389
TOB2	6.53017209980791
BANK1	5.48298307178935
MAP3K3	6.4532256636493
MAX	5.74693546859923
GRM2	3.55289842124371
OSBPL8	7.41918289815709
PROSC	6.18770515668694
NR4A2	5.36917930677937
RICS	6.30462747284767
PIR	5.87932803545848
PPCS	8.8901844777638
IPO9	6.26942278225881
LONP1	6.81592159231452
EVC	4.29808424911793
CXCL13	3.96095651912099
SCYL3	5.56842597421791
KIAA1199	7.53241050534865
SORL1	8.72733749083835
NAT10	7.61149596162152
CHD1	6.9414285310355
SYN3	3.43833945241329
DMC1	3.94594484193426
SLC22A2	3.65892119804871
SERPINF1	7.29395990375078
C20orf27	7.31666257015753
OR7A17	3.07858963180503
RPS6KA5	5.38219681356045
LHB	3.35060054088744
TAOK3	5.31508514373079
STK25	5.98414966138049
SLC12A4	3.70326012082578
BRCA1	3.66175189841897
GBL	5.70573478075626
C14orf108	9.10658690082203
CDC25B	8.53929408299054
BMP3	3.41654203563914
MAP1LC3C	3.1351307458374
TMEM180	3.60233380064312
CRYGC	3.58967526004427
SLK	6.06303508022388
POU3F1	3.04152213337347
C20orf32	3.64770412542254
USP52	6.485303338342
HIGD1B	3.96742065314039
BAZ1B	7.08174900121224
USP6NL	5.64096067544216
SLCO2B1	5.01620129366372
ABCD4	4.80081065744494
DIMT1L	6.38095641393327
SLC25A46	6.86614743852371
LARP7	7.24646836291612
TEK	3.61499599486614
CD160	3.57865496994682
TERF2IP	8.11319783824591
PHF20	6.63549683097921
COL1A1	7.68774974903924
KIAA0090	6.58010430463186
GTPBP1	4.90914881693043
GRK5	3.93636206649546
AP1S2	6.63945200161105
RAB33B	4.85558215679121
CA11	4.50577049324623
ALDOC	7.12829284336423
NUDT1	5.83740388045976
ZNF212	5.91734649136167
ACBD3	7.99157409001266
ZNF83	6.94140578406563
PRDM2	5.02914060142754
GDPD5	4.76896741902388
PDCD4	6.9407297487885
CEP350	6.73534302325977
FOXP3	3.24210282988532
SMYD3	7.46307317615257
CST7	4.2968779884923
SELL	5.20147470114099
CIAO1	6.80842877507871
LGI2	3.7995415138897
WDR45	7.28611269384456
ANKRD6	8.374417076331
LTBP4	3.88566342210527
PSCD3	3.36038925885860
PYY	3.08097590429655
KCNC1	2.99539409737832
SIRT6	4.27569329686707
CCL19	3.92507238773944
ARHGEF9	4.62887813017192
ABR	4.92924567445613
C10orf22	7.37181279632555
STK17A	4.60661259893977
FOXE1	3.10235203945023
GML	3.23628373512075
CNGA3	2.83252133280863
CD38	4.08232562817069
ZDHHC6	7.86602119084706
NEFH	3.30411272792808
PGBD5	3.78413558050944
CTDSP2	7.92191637201202
RMND5B	5.42937864533642
ZNF257	3.85113004508105
DUSP4	5.86594787154237
FLJ22167	6.8382349527016
EXOSC7	7.0531020866642
ROR2	3.53030297728876
FOXM1	6.39926527529191
ZBTB48	5.13259339056143
BUD31	8.14232320473402
MAOA	5.1598528635586
CCDC41	5.108623355875
TNNT3	3.74554538954850
FBXO11	6.05314767199916
GYPC	6.25226378747096
PLIN	3.3452511927998
RFXAP	3.49821387708595
C6orf15	3.71767046207821
RNF4	7.8289442533215
F8A1	8.2772550443014
PPP1R3D	4.75772642106256
GRB2	8.17343879601398
TPM3	3.31323845478440
SYT13	3.33414805199022
EPB42	3.53815754690126
RP5-1077B9.4	5.83695047149535
EIF1	10.2492787003472
CETN3	7.24992894395796
FPGT	6.19413612767357
PRY	3.29936245600111
NTHL1	5.31458601003887
POLR2B	8.07989196093366
RPS28	12.0469109994381
GDF10	3.16134781334752
COQ9	7.49305393728176
P2RX3	2.81349537513206
GCC2	7.54900553107599
RARRES3	8.05023726872737
PLXNA1	6.46123836845501
WBP4	4.67039270795581
KIAA0100	7.58647412395387
PMF1	7.33671112192893
HS2ST1	6.74729020710046
CRELD2	7.30120855680706
C8G	3.12257115110183
CD82	7.10802028505101
