Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_E05_543642
Composite Element REF	Signal
TARS2	5.72161855780303
SKIV2L2	8.20168273332473
ABCF1	8.2417085602923
CDT1	2.97613204239647
ZHX2	6.49018703688955
FCF1	4.90025710932743
LRRC49	4.28096810202583
GUCY1B2	3.668638971478
CD28	3.26237748321372
SMARCA4	6.56661385785962
SEPT2	9.53007908502695
SOHLH2	3.49568549253169
MCOLN3	3.91819402693603
LRP8	4.71932343096271
TAGLN3	3.49294530004103
MASP2	3.4181919506011
GPATCH3	4.15379769925617
TTRAP	9.01269699285366
AGL	7.16589927635804
NFE2L3	5.90438279053376
PSD4	3.99170183749857
PALMD	5.85337257293287
CCNB1IP1	7.76990653103764
TMEM43	7.80695370445528
OBFC1	6.45100769017083
STAT5B	4.95194266573341
C14orf79	3.96316076401474
ENPEP	4.11955447741686
SSB	8.11160819246085
SCT	2.95686974869981
TIMM23	7.47512940968351
SKI	3.53169961378912
SLC22A13	3.05190607603065
AKAP3	3.41228775859651
OAS2	5.28890394229639
KIAA0423	6.23709133315999
SEC61G	10.2363022771421
CAPN11	3.04710427019613
TMEM50B	7.69536573165778
DEGS1	8.99961419133181
ARHGEF4	3.43258777497323
DBNDD1	3.88064213967915
TBL1XR1	5.67679320654238
FAIM	5.64239571708333
SP140	3.31054275187453
G6PD	5.00258241462756
