Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_C12_433682
Composite Element REF	Signal
AACS	6.3226071977071
FSTL1	8.619390616016
ELMO2	6.02122094740894
CREB3L1	4.47536892083406
RPS11	9.8098475968782
PNMA1	8.6820564167238
MMP2	8.25318226670727
SAMD4A	4.13624534432621
SMARCD3	8.08422658780903
A4GNT	3.47698927737777
C9orf39	3.12597212208373
PKNOX2	4.13781090217384
RALYL	3.23076750099407
ZHX3	4.34992639455836
ERCC5	6.76375599712656
RXFP3	2.90301362580022
APBB2	3.91233093681307
BBOX1	4.66953756954566
PRO0478	2.98034322341787
GCSH	7.83514379622982
XDH	3.74963551522592
EDN1	5.53855152907676
MTERF	5.26736250058498
PDCL3	6.86760047269233
CLK4	6.81746003796291
KCNG1	3.50223611051553
CXCR4	8.88923202061017
DECR1	7.41498323773209
SALL1	3.14969146387643
PTPRR	3.18804517081592
CADM4	3.26998913311237
IRAK1	8.47321548045442
CFHR5	3.4095121363256
HNRPD	7.70167915403563
TMSB10	12.5547165961986
CXCL3	5.73738878139694
LMAN1	3.91796448590614
SUHW1	3.38600915170618
CHD8	6.80158344843529
SUMO1	8.72889745240595
GP1BA	3.1036033314266
OR7A10	3.96052786826699
DDB1	7.85222992898474
CHRNA10	3.57629542246659
STYK1	3.43312694686788
MYO9B	4.31557747154213
CCNI	9.8517579040792
MMP7	9.4252654694739
EP300	5.82218335585441
CRNKL1	5.66820385671896
C9orf45	3.01007030030651
XAB2	4.55839969199999
RTN1	5.12829866527429
HIC2	3.95550784182504
TBX10	3.5063983879199
CENPQ	4.25138850136828
UTY	3.1412307596942
OR2W1	2.78907051017076
ATP5G2	10.5653605826987
ZEB1	4.37056848759378
ZG16	3.23905436400104
ERG	3.65764195452492
PARN	7.30868509801768
SOD2	8.32412284944437
JOSD3	7.61003366796046
ADAM5P	3.16453594296470
CHD9	5.83692023916389
hCG_40738	3.78238009151869
STK16	5.31036676103358
PDE1C	3.57806743204313
SEMA4D	5.10348856011134
AGPAT1	6.68051115708121
TOB2	6.15152758625087
BANK1	3.75582125680756
MAP3K3	5.2990903272239
MAX	5.72573975464318
GRM2	3.49036076891504
OSBPL8	7.69453770613935
PROSC	6.6232153985203
NR4A2	5.5613902742861
RICS	4.42949907191658
PIR	5.39763207343509
PPCS	8.7309719485218
IPO9	6.17060864246017
LONP1	6.92186399462196
EVC	4.52861614215879
CXCL13	4.86828385826155
SCYL3	4.98721395425569
KIAA1199	6.05258811595499
SORL1	7.46934321863716
NAT10	6.782419387795
CHD1	6.12964431216472
SYN3	3.36512163031804
DMC1	3.93937188431477
SLC22A2	3.77680086918491
SERPINF1	8.87666700716246
C20orf27	6.01398027438231
OR7A17	3.14164426513016
RPS6KA5	4.55312524704699
LHB	2.95407221124525
TAOK3	5.25772175164171
STK25	5.9128530724116
SLC12A4	3.73140459734265
BRCA1	4.18901419409635
GBL	5.81902628526365
C14orf108	7.95099063427128
CDC25B	7.86620716171413
BMP3	3.26472434908813
MAP1LC3C	3.20279028747020
TMEM180	3.82211108178996
CRYGC	3.7739513997272
SLK	5.97996825231296
POU3F1	3.17973691680552
C20orf32	3.79638980579972
USP52	6.11982325459199
HIGD1B	4.01565324946406
BAZ1B	6.01870243860096
USP6NL	6.32010006872793
SLCO2B1	4.44953596031236
ABCD4	4.69015776235299
DIMT1L	5.54131585002321
SLC25A46	7.25771988162153
LARP7	7.27995213496696
TEK	3.4369326159686
CD160	3.81125777196098
TERF2IP	7.88052145125459
PHF20	6.50939422742896
COL1A1	8.5099049673429
KIAA0090	6.13168601996036
GTPBP1	4.58578766676359
GRK5	3.75986543293143
AP1S2	6.15104395420916
RAB33B	5.20036119667223
CA11	4.95000601509266
ALDOC	6.57780900546789
NUDT1	5.73355472657112
ZNF212	5.06296544001934
ACBD3	7.55366198466735
ZNF83	5.90595232011803
PRDM2	4.51740195449278
GDPD5	4.7571724749537
PDCD4	4.98543929352013
CEP350	6.31399733579584
FOXP3	3.30247939785942
SMYD3	7.58373769379124
CST7	5.91239270758936
SELL	4.53909572723221
CIAO1	6.73592833797483
LGI2	3.61361851390649
WDR45	7.40480673693828
ANKRD6	6.61299691934508
LTBP4	4.30155647868445
PSCD3	3.48423533086163
PYY	3.16114741751524
KCNC1	3.10599767960012
SIRT6	4.45325681645102
CCL19	5.05565264983319
ARHGEF9	4.47495581347558
ABR	4.76856285153041
C10orf22	6.26350705138261
STK17A	5.07214847281451
FOXE1	3.15741648335000
GML	3.25322901945663
CNGA3	2.80356761452416
CD38	4.57737869107033
ZDHHC6	7.33816550929108
NEFH	3.24674625140318
PGBD5	3.91663275523571
CTDSP2	7.91247028282078
RMND5B	6.5095249496089
ZNF257	3.16444724869285
DUSP4	4.31530216462386
FLJ22167	6.33734110541481
EXOSC7	7.27935482308745
ROR2	4.07442667432594
FOXM1	5.34479976612931
ZBTB48	5.12723806062687
BUD31	8.40716064167158
MAOA	4.41502928708389
CCDC41	4.53581665976297
TNNT3	3.9445363868672
FBXO11	5.3638502851181
GYPC	7.09997650091859
PLIN	3.18609262241529
RFXAP	3.33227029560864
C6orf15	3.72392971920357
RNF4	7.9174035859276
F8A1	8.56481771658614
PPP1R3D	4.88951779593606
GRB2	8.12146285019208
TPM3	3.36285922967932
SYT13	3.85212875295994
EPB42	3.65202402202258
RP5-1077B9.4	5.76863715186984
EIF1	10.4236837635034
CETN3	6.794873125186
FPGT	5.16636676757211
PRY	3.50959030625737
NTHL1	5.85342644978567
POLR2B	8.03595706457602
RPS28	11.6054667449265
GDF10	3.2162269056415
COQ9	7.42619064827429
P2RX3	2.96492787061476
GCC2	7.14955254798301
RARRES3	7.53416405388437
PLXNA1	6.05875807779958
WBP4	4.82336568498814
KIAA0100	6.19945443689144
PMF1	7.28568709983877
HS2ST1	6.15762711156711
CRELD2	6.7507854824412
C8G	3.06596728811189
CD82	6.24083135666005
PMM1	5.36564309610998
CBLL1	5.30085147632439
LIM2	3.31495906309957
VAX2	3.95507783490048
SETDB1	5.14006335512452
LRAP	3.34878946738099
GCLM	7.12475964909091
CPEB3	3.32543255633182
PPM1A	5.87012781681621
INTS1	4.09393508250584
MMP16	3.17941756764855
CAMTA1	3.77923582247739
SAMSN1	7.63956052605982
DRD3	2.70062650566647
GMPPA	6.04523073389233
C11orf73	5.80612191849863
AIPL1	3.5591365382046
PTP4A2	10.1112950523389
