Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_G11_491186
Composite Element REF	Signal
AACS	6.56249340606263
FSTL1	8.19335736170901
ELMO2	5.72752602171602
CREB3L1	4.21556795475982
RPS11	10.4877574951195
PNMA1	8.17620922309518
MMP2	7.20513757070992
SAMD4A	4.06679296686366
SMARCD3	9.68171325209038
A4GNT	3.76827520448961
C9orf39	3.16996107912952
PKNOX2	4.43210614653222
RALYL	3.59953855939238
ZHX3	4.6076472773503
ERCC5	5.15028697618443
RXFP3	3.13387814349148
APBB2	3.94755418606081
BBOX1	6.88928949589411
PRO0478	2.88343439555571
GCSH	8.84823217874558
XDH	3.95974720396626
EDN1	5.13845618064926
MTERF	6.39291953122179
PDCL3	7.53912070072866
CLK4	5.43348382082027
KCNG1	3.58220229212229
CXCR4	6.00551473308809
DECR1	8.76068665361926
SALL1	3.08348890380129
PTPRR	4.14940679594802
CADM4	3.33917366804425
IRAK1	9.05100227461257
CFHR5	3.24219487363038
HNRPD	6.64939927369319
TMSB10	12.2456044939207
CXCL3	3.77520325097966
LMAN1	4.26702567056907
SUHW1	3.59470741632573
CHD8	4.97552579196461
SUMO1	8.28344943275349
GP1BA	3.24492719075322
OR7A10	3.63878190590798
DDB1	7.54799990494178
CHRNA10	3.62088618281816
STYK1	3.38910586664065
MYO9B	4.04236175058786
CCNI	11.0443319124137
MMP7	11.7452708654072
EP300	5.4451112358398
CRNKL1	7.29450478629821
C9orf45	3.05596470130901
XAB2	4.77361844885333
RTN1	4.54154497669794
HIC2	3.75672519522914
TBX10	3.66786257692803
CENPQ	4.39711486196747
UTY	3.19090192701459
OR2W1	2.81036854455875
ATP5G2	11.1746407701666
ZEB1	3.67267232838165
ZG16	3.54684584040072
ERG	3.90157181349509
PARN	7.09154902218277
SOD2	5.98694619786278
JOSD3	8.04492001940333
ADAM5P	3.32245907958663
CHD9	5.75982531435771
hCG_40738	3.68327125589497
STK16	6.12303915368885
PDE1C	3.52955423113398
SEMA4D	5.34726423822977
AGPAT1	6.55104520266178
TOB2	5.93123617016443
BANK1	3.39209137072880
MAP3K3	5.58648683728623
MAX	6.04359940320401
GRM2	4.07213015023712
OSBPL8	7.84815613459326
PROSC	6.52154281338727
NR4A2	4.38340793283997
RICS	4.84320953615704
PIR	4.65953780248752
PPCS	8.87818715310808
IPO9	5.24854738676414
LONP1	6.81114289931711
EVC	4.40916715519087
CXCL13	4.13242551824019
SCYL3	5.40265507655318
KIAA1199	4.88692182941815
SORL1	8.49566243919936
NAT10	6.50185831797565
CHD1	5.52261696836509
SYN3	3.49252607179528
