Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G11_516338
Composite Element REF	Signal
AACS	6.8806787552235
FSTL1	7.31661810475062
ELMO2	5.33446520677795
CREB3L1	3.50904332116223
RPS11	9.65191369472306
PNMA1	8.02400352522477
MMP2	5.91982633696084
SAMD4A	4.00851308411836
SMARCD3	5.8930889236612
A4GNT	3.84253392377501
C9orf39	3.05658694817118
PKNOX2	3.90649970635195
RALYL	3.20619984121621
ZHX3	4.32110908745485
ERCC5	7.11608786470822
RXFP3	3.09958795532945
APBB2	3.95249874202812
BBOX1	7.35241338501536
PRO0478	3.20964344506581
GCSH	8.69893903752678
XDH	3.61752822260622
EDN1	4.09585187569138
MTERF	6.6052937878044
PDCL3	7.48682348537613
CLK4	5.76992841752767
KCNG1	3.52103426002998
CXCR4	7.73995990150817
DECR1	8.58683097097256
SALL1	3.37448911453131
PTPRR	3.44939981364456
CADM4	3.07725841371216
IRAK1	8.62438116369494
CFHR5	3.10288221756469
HNRPD	7.53498270014422
TMSB10	11.7069928563516
CXCL3	4.1402835540714
LMAN1	4.3493349586512
SUHW1	3.28984610227158
CHD8	6.151338210115
SUMO1	7.91482752987664
GP1BA	3.21879911445923
OR7A10	3.86696061259708
DDB1	7.5540696780406
CHRNA10	3.79557796372147
STYK1	3.28619675391374
MYO9B	4.0448955127849
CCNI	10.3706098576938
MMP7	10.4304556144490
EP300	6.0038906720723
CRNKL1	7.09624722046216
C9orf45	3.34728370559821
XAB2	4.55240807431404
RTN1	4.40936102298629
HIC2	3.74832369765533
TBX10	3.40525912491074
CENPQ	4.21656707303107
UTY	3.26585994910976
OR2W1	3.02363152767703
ATP5G2	10.6030863687421
ZEB1	3.35973454932623
ZG16	3.43139099050273
ERG	3.74124076165262
PARN	7.78185853956699
SOD2	4.82662209095736
JOSD3	8.5368220388119
ADAM5P	3.06240622091156
CHD9	6.19175098561395
hCG_40738	4.01841108809336
STK16	5.22766881957985
PDE1C	3.23188400580546
