Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_D11_471996
Composite Element REF	Signal
AACS	6.18337702294986
FSTL1	8.80040011044115
ELMO2	4.94204874029465
CREB3L1	3.83820388150538
RPS11	9.17040907049448
PNMA1	6.80490922243782
MMP2	8.37184761833943
SAMD4A	3.52334407497413
SMARCD3	6.3616943072766
A4GNT	3.70575850630401
C9orf39	3.29034430469474
PKNOX2	4.08266347094809
RALYL	3.32516365398849
ZHX3	3.99262073245915
ERCC5	4.88606344015084
RXFP3	3.49564719208405
APBB2	3.91699039611025
BBOX1	5.11928169178592
PRO0478	3.24947402121356
GCSH	8.18109734461909
XDH	3.70439803326836
EDN1	4.5512139888808
MTERF	6.12880508153627
PDCL3	7.23125048328124
CLK4	5.00699012752295
KCNG1	3.73750936960947
CXCR4	8.52658424713168
DECR1	7.6079825643901
SALL1	3.03010283336025
PTPRR	3.48828968256715
CADM4	3.33743053614074
IRAK1	8.54325760612416
CFHR5	3.06297004987673
HNRPD	8.36455950181414
TMSB10	11.5859511767725
CXCL3	4.45289952377816
LMAN1	5.0302417824856
SUHW1	3.28603723306705
CHD8	5.37251598493138
SUMO1	8.42489720463661
GP1BA	3.49728210651305
OR7A10	3.55169582473507
DDB1	7.16952288818893
CHRNA10	3.46049589240180
STYK1	3.29026062658629
MYO9B	4.08263634899204
CCNI	9.1452563024684
MMP7	11.4621636169305
EP300	5.39111454979916
CRNKL1	6.18696430670922
C9orf45	3.12097124621108
XAB2	3.95402986596244
RTN1	3.84488684301673
HIC2	3.49154597141981
TBX10	3.37616116743547
CENPQ	4.45114997512699
UTY	3.10934128765295
OR2W1	2.92528468077913
ATP5G2	10.590701825366
ZEB1	3.42879629272273
ZG16	3.41976348658734
ERG	3.71256530758058
PARN	6.47762796862646
SOD2	6.32172307700093
JOSD3	8.18211424728719
ADAM5P	3.06332759821853
CHD9	5.9421144433977
hCG_40738	3.57139922265142
STK16	5.11161822073654
PDE1C	3.52236374152214
SEMA4D	5.35860090196738
AGPAT1	5.78819388881858
TOB2	5.89653224654098
BANK1	4.8514453908444
MAP3K3	4.98158983986253
MAX	4.82393414140356
GRM2	3.73604760274271
OSBPL8	6.90465731279274
PROSC	5.14468500138261
NR4A2	4.42469183214662
RICS	4.49247790774639
PIR	7.71101867505189
PPCS	9.1458129206384
IPO9	5.61506213388329
LONP1	6.32177385260114
EVC	3.92101670548714
CXCL13	4.98694758622889
SCYL3	4.78481264204329
KIAA1199	5.45406165703326
SORL1	8.81785853986487
NAT10	7.03130560500481
CHD1	5.05045135183884
SYN3	3.52012647099717
DMC1	3.92964886894970
SLC22A2	3.59005028211436
SERPINF1	8.73376313071237
C20orf27	5.51733178399791
OR7A17	3.2767659287807
RPS6KA5	4.01678261888155
LHB	3.86271075071983
TAOK3	4.65109166589599
STK25	5.04690733686542
SLC12A4	3.52960641535282
BRCA1	4.47994551206783
GBL	4.76531928659642
C14orf108	6.25610457381438
CDC25B	6.56337900556641
BMP3	3.33246671783725
MAP1LC3C	3.76815049586623
TMEM180	3.56735232489242
CRYGC	3.96345413857047
SLK	4.65566271790676
POU3F1	3.28781297020851
C20orf32	4.24987774519146
USP52	5.370100829855
HIGD1B	3.96833026388432
BAZ1B	5.31200462892546
USP6NL	5.22565213134017
SLCO2B1	4.14526376692589
ABCD4	4.00507864124647
DIMT1L	6.33918848665391
SLC25A46	6.71303089416328
LARP7	7.13590275957517
TEK	3.53275862759742
CD160	3.74702247060256
TERF2IP	7.97844618228094
PHF20	5.30207283376772
COL1A1	8.31477448440907
KIAA0090	6.01461544351213
GTPBP1	4.50306348390404
GRK5	3.65742073165204
AP1S2	4.90516230465091
RAB33B	4.07662055808951
CA11	4.16976585138476
ALDOC	5.35888617424015
NUDT1	5.12223352004722
ZNF212	4.86876425828428
ACBD3	7.38281371187016
ZNF83	5.49070584469185
PRDM2	4.48870119617265
GDPD5	3.84671703650888
PDCD4	4.93621934691867
CEP350	4.91998486713607
FOXP3	3.36559424172643
SMYD3	6.11618450126705
CST7	4.62370481094373
SELL	5.13090813338378
CIAO1	5.99705238992117
LGI2	3.71573633791489
WDR45	6.59200266062943
ANKRD6	6.32381605404815
LTBP4	3.47280943921955
PSCD3	3.40013324977063
PYY	3.14717433051184
KCNC1	3.3343948248962
SIRT6	3.64406706636801
CCL19	3.70463812929018
ARHGEF9	4.08103102311059
ABR	4.23618985335477
C10orf22	6.36564563222134
STK17A	4.39614000001389
FOXE1	3.51636262556617
GML	3.19899200359045
CNGA3	3.02089383046436
CD38	4.3894443864293
ZDHHC6	6.58286370372254
NEFH	5.30445145520563
PGBD5	4.01853079341236
CTDSP2	6.53992293659817
RMND5B	4.27530867069453
ZNF257	3.78472329730615
DUSP4	3.88868389406979
FLJ22167	6.13179762813328
EXOSC7	7.24885005921623
ROR2	3.82854231373294
FOXM1	5.22407765286711
ZBTB48	4.41392653666207
BUD31	8.26361249566984
MAOA	3.6202369441263
CCDC41	4.1900458859296
TNNT3	3.76228480474016
FBXO11	4.86035927364533
GYPC	5.96767913060462
PLIN	3.49370827610841
RFXAP	3.81874209153281
C6orf15	4.40046854073284
RNF4	8.09935952963282
F8A1	8.08232124219137
PPP1R3D	4.10324313976104
GRB2	7.6081658051542
TPM3	3.38362005764984
SYT13	3.19232352054385
EPB42	3.40406361923003
RP5-1077B9.4	4.55837119601344
EIF1	9.95271379078877
CETN3	6.52077919688429
FPGT	5.47389782331233
PRY	3.43418953957478
NTHL1	5.15251695487403
POLR2B	8.8544734124583
RPS28	11.5834844128343
GDF10	2.95197493752749
COQ9	8.2601386674746
P2RX3	2.88922663508659
GCC2	6.38530856059827
RARRES3	7.90089637430188
PLXNA1	5.42234392266171
WBP4	3.74645619743972
KIAA0100	5.19281171950657
PMF1	6.50352976481966
HS2ST1	5.74560498598268
CRELD2	8.20844156699759
C8G	2.99922501003976
CD82	5.5063271958573
PMM1	5.99978096346741
CBLL1	3.90345639774678
LIM2	3.43363803131765
VAX2	3.69416699107935
SETDB1	4.99917811882342
LRAP	5.6255698430379
GCLM	7.34162943930592
CPEB3	3.34821674968381
PPM1A	5.06135998485217
INTS1	3.86693307725443
MMP16	3.24793750650616
CAMTA1	3.56657518850488
SAMSN1	4.96784585434023
DRD3	2.93851956344374
GMPPA	4.87682454462747
C11orf73	6.29668310097301
AIPL1	3.86067620771161
PTP4A2	9.60591475440147
IL24	3.46379075905937
BDKRB1	3.30442791957360
HPCA	3.44867553924797
MLF1	6.21970783111145
SEC14L1	5.75516815055055
CHFR	4.69579071490628
EMILIN1	3.81961594269863
THADA	5.46144797192218
TAF12	5.9724875572356
NDUFS4	8.71058112950683
ID1	4.53561438459041
PIK3CB	3.7339484454841
COL18A1	5.430988312227
PDZD3	2.92427682613047
TBC1D17	4.08123375767985
COX8A	10.6429307639525
CDCA4	6.39466168806769
C2orf44	3.97513434397148
C9orf16	8.20063673513027
ERBB2IP	8.08226227384134
EMX2	2.86761706172426
FUS	6.00200031869606
NIPSNAP3B	3.5893587807602
TF	3.25190839291026
CXorf56	5.35225751791434
CLCN4	3.64773958254229
PWP2	4.72632876978461
MMP15	4.40103248254683
MTMR14	5.40000787028851
NPR1	6.47759289118463
DNAL4	6.32600766613822
ELAC2	4.35978226230878
ASS1	11.3899043728992
IPP	5.2776358888481
TMEM59	10.0753009064331
POLR2J	8.88236048043068
SEC23IP	4.84360856071577
RGS4	4.10617680402502
UQCRC1	9.57518963835688
SNX6	7.66083984267789
DDX18	7.48515430720702
POLG	4.76350690087336
ADAM23	3.87842853647317
ZNHIT2	4.8678520211064
TFR2	3.82575509427818
NCDN	4.06854016517039
RAG1	3.47067116076878
POMT1	5.08039841218902
CYP1A1	3.20962782915489
SNAPC1	5.57978871033183
GNA11	4.86147439115332
CCDC52	3.09867612342727
CAPN1	7.0566358961331
DDHD2	5.47543720391914
UPF3A	4.52948333858909
LAGE3	5.62202019525422
GNRHR	3.12927719900585
UNC13B	4.01394569817138
TTLL4	4.08229801252303
PPBP	2.98035490428174
HTR3A	6.7195976103164
SDC2	5.2239018356776
ANKRD49	7.51914046773988
BTF3	10.7216602744621
COX7A2	11.1068237676711
SARS	8.95411677454022
C13orf18	3.86857023361071
CACNB1	3.84332514290453
QKI	5.37581832318163
SETMAR	5.61937214391865
LAMB4	3.29361477515596
MAN2B1	5.75291633057313
EML3	5.12014894921779
ACADL	3.30021680521174
OFD1	7.54959197944042
CGA	3.68865189130478
EIF3EIP	10.6050458464311
PEX16	4.93349904581815
GNG12	9.10432456498413
HABP4	4.8248958287754
CNTN2	3.2198277489994
ASNSD1	7.14208274453434
FUT4	4.32220530428638
DBH	3.5950245463301
CD53	7.385044401306
HIST1H2BJ	3.88336866861833
TFAP2B	3.28459905685082
ACF	3.67889795922374
TMEM11	5.70658043468046
CDH8	3.59900374985029
C3orf32	3.91204096260064
AGPS	5.24205716935561
C4orf18	3.81413415121823
PCCB	7.53025081825988
IPO13	4.56343603225524
PECI	6.80752276736078
UNG	8.68018823245924
C6orf105	4.17742197128922
GSTP1	9.07724667658522
SUV420H1	6.32991510853255
ARHGAP15	3.76221037931757
LTBR	6.00037435765664
TDRKH	3.36757192206937
PSG4	3.13110460739008
SLC9A3R1	7.39878360970576
NBPF3	8.9968745298649
SLC9A3	3.62576724806127
OSBP	6.24188469329706
PRR5	5.01338589109889
CHMP7	5.36682430786714
ADRA1A	2.9932280507526
ASAH1	6.58866900629994
FKBP4	6.96956824160546
ZNF350	4.04897936642275
DOM3Z	5.0146273609034
GIPR	3.68642678982447
AHI1	4.13572947993662
BST1	7.4728250535372
NCR2	3.38976339948217
NADSYN1	5.67773716654569
UBE2W	6.45250355923604
RGS14	3.69913851934494
KRT15	3.27424604674769
SCN11A	3.54795344011538
GFI1	3.47509674599106
FHL1	4.28768067935897
SMC6	5.22295597210772
GATA1	3.87475936416291
OSGEP	4.79274284104485
ARMC6	4.74406730807225
HK3	3.62978526918689
PSMD5	5.96512081292742
RSU1	7.59104369931502
RPL4	11.5556313191996
MAD2L1	7.40160453641939
RBPMS	4.51159233629742
EIF4A3	9.80854268568722
E4F1	5.04606869591178
DLEC1	3.36008217464229
PRPF3	4.94062778302492
EMR1	3.43361078144614
CHMP2B	7.71510987607322
CAMSAP1	4.42043148496436
RPS21	9.5719801109324
XCR1	3.81852308280319
ARID5A	4.35158252815585
RBM6	5.46312083482187
UBE2N	8.32207874382372
KLF4	5.1631258564248
MGC4172	4.15330199226366
LMO4	6.87731091026942
KLKB1	3.42676855189690
HDAC3	6.04974071943775
HP	8.47976003834219
SCHIP1	6.16460192305552
BTK	3.82054769479629
KRCC1	7.44078123651203
PRND	3.1744656811472
C6orf27	3.81247826786357
PIGL	3.92001213547909
CLCA1	4.17096569431163
C1orf112	4.22942056841458
OLFML2A	4.45724421807244
HUS1	4.35940681499288
SFRS6	6.83934134362721
CXCR7	4.84629151269997
UIMC1	5.4192486198922
FXYD2	3.63484616103021
GOT2	8.41433723097907
ZNF667	3.52962940916978
TFEC	4.3308162401849
ATP7B	3.76096952533863
RAB38	3.58662713464021
POLD2	6.39851459999304
PPM1H	5.39318146689162
DCX	3.36136915989846
NFYC	5.75748370795641
ZNF228	3.62053956329506
KIN	5.04553621567452
PLSCR4	5.53226757018345
HIST1H4I	4.12562062557251
PPARGC1A	3.4531394874759
HIG2	8.34183110516714
KCNK10	4.10903562825756
EXOC1	7.56040770827645
OR6A2	3.93013029719116
ETFA	9.16373642343609
PDAP1	5.0370971408691
C19orf6	3.66312319188254
POLRMT	4.16270002649689
ZNF146	7.77764310697537
MIA2	3.18370776202387
LY6G6E	3.10693428158014
EIF4E2	7.48260968063707
NENF	4.91599386417644
HOXB5	4.83924896850860
ZNF324	4.03961773661864
CUGBP1	4.94760572820561
ENTPD7	4.09265295472988
TTC13	6.11152255133048
GJB5	3.31387365047578
PRSS22	4.00114666846871
CYP3A5	3.16835382995074
MBOAT5	4.12397486147723
CUL4B	4.8724857959324
CENPJ	3.5516485401252
KIAA0664	5.23760210655186
PITX1	3.44896509105845
PDGFRB	5.42636202161079
RDX	7.14813223394068
CELSR3	4.08941653565071
JUND	5.99754871375515
ITSN1	4.46080819874895
CHRNB1	3.7342750668607
EHBP1L1	4.20005446541568
C19orf2	6.77128221276496
FETUB	3.2632896914912
CAMK2B	3.24791158233112
DCTN1	4.62368795666134
TNKS2	5.72889226398234
MRTO4	8.27296530927392
C1QBP	6.55252874185176
TTC3	6.55802067269597
NDUFB8	8.18200434231608
CADPS2	5.55585549292432
EDG2	4.90192676422886
MYF5	3.0393347638069
SEMA3G	3.41687830158258
IL23A	3.98453945345401
GJA9	3.57121391405931
R3HDM2	5.87199930414674
C5	4.20704918421893
SLC2A10	5.78682796654254
TRIM45	4.06134251368426
TSP50	3.83323755828894
PAQR3	4.77396377074129
ANKRD26	3.35429983281095
TCP1	8.0950210895414
TMED7	6.62101635334462
CMA1	3.00482617893104
PTCRA	4.24708828371564
HCRTR1	3.6787363790223
FST	4.20905914613014
PAWR	4.21636369277127
LDLR	6.03931283988277
ASTN2	4.62681323331441
SCRN1	6.25438682091666
GPATCH8	6.13988557964892
KIF4A	6.53582852252904
TANC2	3.81669746455746
ZMYM5	3.31642517529604
PGM1	9.48382992012578
ZNF586	5.35576482892794
POLR3G	3.44711362887391
CPD	5.70880236641523
SNCAIP	3.75885979613749
DCT	3.43098601598805
HLA-DOA	3.65280154640859
TANK	6.88242410757983
RCAN1	5.83255629302034
UPK1B	5.63135371032505
DNAJB4	5.5694845705102
UGT1A8	3.75705555446049
LIMD2	3.66827788202207
HIST1H4L	3.58544351332644
PECR	4.77994703829282
HSPA2	5.07251209511925
SERP1	9.18675127024195
TACR2	3.47834094272898
NUP85	7.74507571222425
CD177	3.46158548423256
GPR135	3.31224773869700
PIGG	6.62128482091938
