Hybridization REF	APEEK_p_TCGA_GBM16-Ov15_Expr_HT_HG-U133A_96-HTA_B06_464064
Composite Element REF	Signal
AACS	7.47118611554096
FSTL1	6.44890965482695
ELMO2	5.37935522927984
CREB3L1	3.68299083437133
RPS11	10.1250716153124
PNMA1	6.95871217930245
MMP2	6.97209151404628
SAMD4A	3.81060350288929
SMARCD3	6.91042955272235
A4GNT	3.68465895762541
C9orf39	3.19731854543391
PKNOX2	4.20538878037960
RALYL	3.30781532659303
ZHX3	4.27669849561450
ERCC5	5.79348791525466
RXFP3	2.98264427031559
APBB2	4.10263397110271
BBOX1	3.24287767518488
PRO0478	2.78938498833418
GCSH	9.8883919145046
XDH	3.75769193916592
EDN1	3.92602094338216
MTERF	6.45613742596824
PDCL3	7.55408771698216
CLK4	6.236099761997
KCNG1	4.24108021134999
CXCR4	9.39242683235456
DECR1	8.06004444057774
SALL1	3.36411875422399
PTPRR	3.23169785960951
CADM4	3.40086810370040
IRAK1	9.48434413418806
CFHR5	3.17359144202526
HNRPD	7.22509002534296
TMSB10	11.8416952487999
CXCL3	5.10861458284206
LMAN1	4.23730756950507
SUHW1	3.47791324994521
CHD8	5.40638331087897
SUMO1	8.26957059702017
GP1BA	3.32307950629820
OR7A10	3.98743135046703
DDB1	8.12476485433858
CHRNA10	3.56944470318083
STYK1	3.36706342121372
MYO9B	4.65821616884572
CCNI	9.98827529373162
MMP7	10.4206775522573
EP300	6.17508228414029
CRNKL1	6.60615226504976
C9orf45	3.30755256972938
XAB2	4.14998258571607
RTN1	3.55749969448143
HIC2	3.72461023174289
TBX10	3.62903682893588
CENPQ	4.98469746136356
UTY	3.33088105400413
OR2W1	3.09119000564362
ATP5G2	10.5180789724837
ZEB1	3.42502530741628
ZG16	3.49414303472396
ERG	3.8809416686365
PARN	7.42665493456927
SOD2	5.57705961778502
JOSD3	7.82778257352402
ADAM5P	3.27611091289479
CHD9	6.21940754961883
hCG_40738	3.57813252105118
STK16	6.04412042209632
PDE1C	3.65502261079873
SEMA4D	5.47737289665377
AGPAT1	6.29179812248448
TOB2	6.83851639070101
BANK1	3.43837448200898
MAP3K3	4.95382842033346
MAX	5.02096400584025
GRM2	3.78663576282733
OSBPL8	8.11482480587875
PROSC	6.22160924549648
NR4A2	4.0070994891085
RICS	4.39015294609003
PIR	4.63898226047676
PPCS	10.0727273137273
IPO9	5.77340918360529
LONP1	6.76459697433329
EVC	4.25483371129417
CXCL13	3.73420641943902
SCYL3	5.60129280907023
KIAA1199	7.09793599041715
SORL1	9.82014779212546
NAT10	6.79154626497353
CHD1	5.07174794057178
SYN3	3.63707776773093
DMC1	3.68426503868556
SLC22A2	3.51055472759146
SERPINF1	4.37441004478543
C20orf27	6.2694809968297
OR7A17	3.22584876523842
RPS6KA5	4.88622265332856
LHB	3.61784889362505
TAOK3	4.97663963471091
STK25	6.00426830851949
SLC12A4	3.68199327884364
BRCA1	3.96812157452361
GBL	5.38479257533615
C14orf108	9.04659398599492
CDC25B	6.56575290006395
BMP3	3.13570505945258
MAP1LC3C	3.6922901665335
TMEM180	3.8479096322745
CRYGC	3.5226459399504
SLK	6.23429704479883
POU3F1	3.43465507656281
C20orf32	3.70246462249328
USP52	5.16436898451271
HIGD1B	4.07933259181696
BAZ1B	6.97391645847341
USP6NL	5.9982447956815
SLCO2B1	4.19240509919078
ABCD4	4.38293241737818
DIMT1L	5.33939620306938
SLC25A46	7.79492744726308
LARP7	6.53479680907065
TEK	3.63105446178235
CD160	3.54753683667961
TERF2IP	7.66854029493128
PHF20	6.120660764734
COL1A1	5.83435511734059
KIAA0090	6.04444331598097
GTPBP1	4.25176309060419
GRK5	3.81937445595017
AP1S2	5.54799696417434
RAB33B	4.09529495895508
CA11	5.80067234044398
ALDOC	5.90530464037281
NUDT1	6.11382052343892
ZNF212	7.16657057697452
ACBD3	7.75471484673
ZNF83	6.28678687002123
PRDM2	5.08861502899804
GDPD5	4.47415561511419
PDCD4	6.76719498124927
CEP350	6.37566059011284
FOXP3	3.41532644419089
SMYD3	6.44265614945996
CST7	3.83356484899033
SELL	3.85689109123785
CIAO1	6.42234828605852
LGI2	4.05207296676044
WDR45	7.56053995297114
ANKRD6	7.60657317977566
LTBP4	3.79805633471792
PSCD3	3.10299559593172
PYY	3.30497693790096
KCNC1	3.14115356512258
SIRT6	4.03276411816515
CCL19	3.63756913385424
ARHGEF9	4.65072922446518
ABR	4.23763317604759
C10orf22	7.31334392493458
STK17A	4.82187935236777
FOXE1	3.39868981424562
GML	3.16899247772226
CNGA3	2.98409001842400
CD38	3.4995619908599
ZDHHC6	7.83777093144406
NEFH	3.65578225608153
PGBD5	4.61843109750848
CTDSP2	8.06893437470172
RMND5B	5.55901420412337
ZNF257	4.38872326205366
DUSP4	3.33220212893238
FLJ22167	6.0662749813628
EXOSC7	6.74516528896596
ROR2	3.64111959462023
FOXM1	5.73941196704768
ZBTB48	4.46799055328718
BUD31	7.47095000367654
MAOA	6.56390089025164
CCDC41	3.81352297093812
TNNT3	3.31612792781979
FBXO11	6.08077313348668
GYPC	6.57421977878616
PLIN	4.15059548570779
RFXAP	3.25578685509119
C6orf15	3.62584091969443
RNF4	8.40412626431149
F8A1	8.49337637918137
PPP1R3D	4.88120051915334
GRB2	6.78846892948497
TPM3	3.2945542853773
SYT13	4.207957736035
EPB42	3.44002929547537
RP5-1077B9.4	5.05595427862183
EIF1	9.92928134794155
CETN3	5.91240833261808
FPGT	6.32008753246201
PRY	3.30095017785277
NTHL1	6.15667487667089
POLR2B	8.65370743653263
RPS28	12.3928303312716
GDF10	3.96072979450294
COQ9	7.94998723102626
P2RX3	2.97567805622125
GCC2	7.47802969272949
RARRES3	6.78361805972922
PLXNA1	6.46996369792156
WBP4	4.22732523676763
KIAA0100	6.64682762947765
PMF1	6.11625622076796
HS2ST1	6.04829262413202
CRELD2	7.04125474318995
C8G	3.43168339433047
CD82	6.90724167266809
PMM1	5.15326147468066
CBLL1	5.66416166038122
LIM2	3.43753633067899
VAX2	3.25947217785448
SETDB1	5.42556487955342
LRAP	2.93143637633487
GCLM	7.29451726639611
CPEB3	3.78130457796020
PPM1A	6.3750525599869
INTS1	4.24197384243474
MMP16	3.13553801851977
CAMTA1	3.87411647911796
SAMSN1	4.46014976449633
DRD3	2.96441666900506
GMPPA	5.52970196238651
C11orf73	7.15551126069724
AIPL1	3.54354306312987
PTP4A2	8.63630289587846
IL24	3.34698747576768
BDKRB1	3.89689647467971
HPCA	3.45368145752105
MLF1	6.30569843372999
SEC14L1	5.12200312089075
CHFR	5.27467559743895
EMILIN1	3.18329023681662
THADA	6.85289673203341
TAF12	4.53368547389609
NDUFS4	7.00665805563492
ID1	3.47369348872821
PIK3CB	4.03592435310921
COL18A1	8.11202024941994
PDZD3	3.21866580954985
TBC1D17	5.08950737839002
COX8A	10.4029103078747
CDCA4	6.17487083744055
C2orf44	4.46194075735919
C9orf16	8.2361200585961
ERBB2IP	6.71176652439453
EMX2	9.2621414535963
FUS	6.69335061451067
NIPSNAP3B	4.03741055005364
TF	3.19934958972657
CXorf56	5.79694196581298
CLCN4	4.26337982029843
PWP2	5.71858137089143
MMP15	5.62269923686453
MTMR14	5.95662297408389
NPR1	7.45483317410986
DNAL4	5.10794943161316
ELAC2	4.45256426158378
ASS1	10.3139040885628
IPP	6.19972550638515
TMEM59	9.47053575298422
POLR2J	9.21833589344388
SEC23IP	5.89287026485033
RGS4	3.83094115484518
UQCRC1	8.36774986836289
SNX6	7.80912535488131
DDX18	6.44580977590237
POLG	4.26094881330697
ADAM23	3.85064955365506
ZNHIT2	4.64042136670262
TFR2	3.35006497306691
NCDN	4.11653402084471
RAG1	3.5034818454183
POMT1	3.96137859498388
CYP1A1	3.70679814563478
SNAPC1	5.07262445108801
GNA11	5.46236010431899
CCDC52	2.84617442142095
CAPN1	6.97506820282752
DDHD2	5.85684057232997
UPF3A	6.21659045844280
LAGE3	6.335467094187
GNRHR	3.15979867408258
UNC13B	5.87130423264154
TTLL4	4.77932620911176
PPBP	2.94576833567826
HTR3A	4.43513521895076
SDC2	5.70421110008625
ANKRD49	7.1682304744006
BTF3	9.33143267403184
COX7A2	10.5888696957413
SARS	8.42190867168996
C13orf18	4.34182621992091
CACNB1	3.90279315470037
QKI	5.33825393666421
SETMAR	5.31709389632758
LAMB4	3.15469915249839
MAN2B1	7.61968401076992
EML3	4.67720358292191
ACADL	3.20767346550647
OFD1	7.75979657049105
CGA	3.46006112539716
EIF3EIP	11.2033058793062
PEX16	5.62647360522948
GNG12	8.21967209010838
HABP4	4.74743537676415
CNTN2	3.52864248991471
ASNSD1	8.34253359416888
FUT4	4.18723969659882
DBH	3.38438576774137
