Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_B05_547212
Composite Element REF	Signal
AACS	6.36053272999483
FSTL1	8.12086322584937
ELMO2	5.34299766247225
CREB3L1	4.3034708500527
RPS11	9.44858064735686
PNMA1	8.11011112838252
MMP2	7.76598945752576
SAMD4A	3.63672262831239
SMARCD3	7.16244649661499
A4GNT	3.67573644769861
C9orf39	2.97827570328010
PKNOX2	3.87081508507293
RALYL	3.29118391104272
ZHX3	4.5098009737094
ERCC5	5.64565645364067
RXFP3	3.06201697792019
APBB2	4.23486054459691
BBOX1	7.48392338250763
PRO0478	3.14834732544072
GCSH	8.57452677712752
XDH	3.58425387285007
EDN1	3.61793809945328
MTERF	5.91085907824933
PDCL3	7.00519603060187
CLK4	6.44565686104545
KCNG1	3.96509711501056
CXCR4	7.8722353360999
DECR1	7.94882240829311
SALL1	2.98956237086195
PTPRR	6.05149905376956
CADM4	3.46684643468899
IRAK1	9.03890810791549
CFHR5	3.52297787448669
HNRPD	7.47962030069754
TMSB10	11.6178279361793
CXCL3	3.93094068002943
LMAN1	3.91595722256391
SUHW1	3.10585832746829
CHD8	5.8320354720121
SUMO1	7.2798923582448
GP1BA	3.35354153847579
OR7A10	3.64312536736523
DDB1	7.87198191969347
CHRNA10	3.60238194504336
STYK1	3.25998973950492
MYO9B	4.55415951910474
CCNI	10.3810521617602
MMP7	10.2785926647494
EP300	5.9964751265661
CRNKL1	6.13031147997461
C9orf45	3.21004910207129
XAB2	5.15688499613394
RTN1	4.43582665360639
HIC2	3.59061388877376
TBX10	3.60841885126966
CENPQ	3.93568905776669
UTY	3.10573270724517
OR2W1	2.93324499842170
ATP5G2	10.2145158231155
ZEB1	3.82150619172356
ZG16	3.50151432049956
ERG	3.46422614901844
PARN	5.77125047174422
SOD2	5.4826459902149
JOSD3	7.49390039206803
ADAM5P	3.29592374060075
CHD9	6.08236363943292
hCG_40738	3.82333322276767
STK16	4.77930376329206
PDE1C	3.30964829046719
SEMA4D	5.51516503289154
AGPAT1	5.79613944739783
TOB2	6.17048960553664
BANK1	5.95429279497542
MAP3K3	5.24796560257209
MAX	5.49384922064072
GRM2	3.68525963476249
OSBPL8	6.0702670676153
PROSC	5.35254445122848
NR4A2	4.03869330947817
RICS	5.39926931783726
PIR	3.90382963674705
PPCS	8.66754438771867
IPO9	5.81902755255456
LONP1	6.01787611317398
EVC	4.5665419761596
CXCL13	4.60105404346206
SCYL3	5.31886754966087
KIAA1199	5.31784137018714
SORL1	8.47975522853345
NAT10	7.09734965510986
CHD1	5.59088247827474
SYN3	3.34335693486863
DMC1	3.81743310291309
SLC22A2	3.76971669971651
SERPINF1	7.91718293524966
C20orf27	5.52367764339999
OR7A17	3.06847718661470
RPS6KA5	4.18747244541444
LHB	3.45720312955779
TAOK3	4.54940666871653
STK25	5.5758156187959
SLC12A4	3.63423907696711
BRCA1	3.74967970267785
GBL	5.2080003196715
C14orf108	7.90331866103593
CDC25B	5.9169781907765
BMP3	3.45181454055038
MAP1LC3C	3.21959203886429
TMEM180	3.06478781932614
CRYGC	3.81423206079634
SLK	5.03354045959355
POU3F1	3.31396786810798
C20orf32	4.12683788829182
USP52	5.08183561557397
HIGD1B	3.80599256952628
