Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_C06
Composite Element REF	Signal
AACS	7.41900964079973
FSTL1	9.06884681832934
ELMO2	6.14039793189803
CREB3L1	4.66724789650766
RPS11	10.0079993963925
PNMA1	9.02797161469563
MMP2	9.37725978744784
SAMD4A	4.31102276903902
SMARCD3	6.58418171755554
A4GNT	3.4890655396413
C9orf39	3.13530049590772
PKNOX2	4.61595174018796
RALYL	3.15336663246389
ZHX3	4.29982161807241
ERCC5	5.90650062384102
RXFP3	2.8697883891047
APBB2	4.48521070249736
BBOX1	4.78237169217575
PRO0478	3.03729776410907
GCSH	8.72610930787316
XDH	3.56772797258744
EDN1	3.78248317947075
MTERF	5.52831459895897
PDCL3	7.71263352325801
CLK4	6.3560862701322
KCNG1	3.77106666238872
CXCR4	7.7930983054199
DECR1	9.07254595002217
SALL1	3.09136048506784
PTPRR	3.25494094438966
CADM4	3.21411838860657
IRAK1	9.53061422507463
CFHR5	3.03135710111057
HNRPD	8.26531300942322
TMSB10	11.7830835628882
CXCL3	3.81259185919790
LMAN1	4.04891719062864
SUHW1	3.26354243911538
CHD8	5.94878026503412
SUMO1	7.75265320881937
GP1BA	3.12384781006698
OR7A10	3.74517124003012
DDB1	7.73718337655673
CHRNA10	3.7162983613738
STYK1	3.71783809240584
MYO9B	4.06806841520358
CCNI	9.5345141280179
MMP7	10.1225624624770
EP300	6.11979223222111
CRNKL1	7.05905988351442
C9orf45	3.19130761553813
XAB2	4.24422445013096
RTN1	4.60851574839518
HIC2	3.87504389450154
TBX10	3.41038173387563
CENPQ	4.15044875434728
UTY	3.07546968291979
OR2W1	2.76045377822510
ATP5G2	10.5354346265473
ZEB1	4.28719254938439
ZG16	3.25759098823521
ERG	4.02131669559017
PARN	7.32663575726106
SOD2	6.39800945158125
JOSD3	7.76716820277424
ADAM5P	3.21263575268057
CHD9	6.94160530038091
hCG_40738	3.50092172857151
STK16	5.5182123925969
PDE1C	3.61996693858624
SEMA4D	6.32457200221748
AGPAT1	6.65575583845166
TOB2	6.37955129378414
BANK1	6.6606773150923
MAP3K3	6.05494772102387
MAX	5.86046110554069
GRM2	3.50269124887312
OSBPL8	7.58700890341765
PROSC	6.41289257179644
NR4A2	6.04783117586426
RICS	5.22385971883144
PIR	7.04851896926824
PPCS	8.81598020750669
IPO9	5.96169599806802
LONP1	6.9417797202269
EVC	4.63601950190302
CXCL13	5.12653748925451
SCYL3	5.59454204836371
KIAA1199	7.73999027900306
SORL1	8.62145933718341
NAT10	7.44887374613114
CHD1	7.38299229400626
SYN3	3.39011475732308
DMC1	3.78373764240002
SLC22A2	3.71932635581744
SERPINF1	8.97375568905294
C20orf27	6.32319553167814
OR7A17	3.10208527497534
RPS6KA5	4.58652898519035
LHB	3.04580497948243
TAOK3	5.57218521738908
STK25	6.71054077280157
SLC12A4	3.61351667573666
BRCA1	3.49205829907809
GBL	5.26247498114115
C14orf108	8.34642432266469
CDC25B	7.27744306693508
BMP3	3.17912488273557
MAP1LC3C	3.25445083564547
TMEM180	3.35671013466601
CRYGC	3.67901687670742
SLK	6.83030262113631
POU3F1	3.16739073363047
C20orf32	3.6529289784196
USP52	5.54204528932585
HIGD1B	3.64699985212318
BAZ1B	6.81610202179685
USP6NL	6.44730095065718
SLCO2B1	4.79193490347138
ABCD4	4.65649142137258
DIMT1L	6.5313813415229
SLC25A46	7.8359484233237
LARP7	7.83337047178293
TEK	3.35244867842509
CD160	3.9101083542322
TERF2IP	8.17320972044698
PHF20	6.33487392669539
COL1A1	10.0775148135043
KIAA0090	5.73248296081695
GTPBP1	4.40097282899749
GRK5	4.03265466732016
AP1S2	6.03634333929053
RAB33B	4.26037631720421
CA11	5.05961693555824
ALDOC	5.34418874763189
NUDT1	4.63094773884552
ZNF212	5.15726257887017
ACBD3	7.5082487541128
ZNF83	6.41647064956464
PRDM2	4.71248522875446
GDPD5	4.47086202568601
PDCD4	6.75377711167005
CEP350	6.5433582718625
FOXP3	3.16871434724895
SMYD3	7.52553514635635
CST7	5.91768829654854
SELL	5.22814094719991
CIAO1	6.65895583594438
LGI2	3.82880173299291
WDR45	6.9907994056652
ANKRD6	7.18579614788195
LTBP4	4.99764268676994
PSCD3	3.25796584039191
PYY	3.1530604164058
KCNC1	3.11341836026627
SIRT6	4.13601638966476
CCL19	4.09203155204461
ARHGEF9	4.50546995167761
ABR	4.97527247819472
C10orf22	7.27858458317526
STK17A	5.17249648604848
FOXE1	3.14316956135191
GML	3.0843998385437
CNGA3	2.7642908161429
CD38	4.69525155315463
ZDHHC6	7.51032098767467
NEFH	5.99542817216335
PGBD5	4.03836761873289
CTDSP2	7.3139114212787
RMND5B	5.63572697562679
ZNF257	3.01699730482191
DUSP4	4.5077028325606
FLJ22167	7.55653610769905
EXOSC7	7.2855536262068
ROR2	4.17019479788363
FOXM1	4.84282430519095
ZBTB48	4.72996752909337
BUD31	7.05732330724842
MAOA	3.91443185079798
CCDC41	5.18135125832323
TNNT3	3.47263915783309
FBXO11	5.66651409492676
GYPC	6.98514149434659
PLIN	4.09512478284246
RFXAP	3.49942318492634
C6orf15	3.59451744655131
RNF4	7.97733452013378
F8A1	8.20775075570462
PPP1R3D	4.53309192824151
GRB2	8.13693386729816
TPM3	3.03952687676835
SYT13	3.58958577510895
EPB42	3.44624456657861
RP5-1077B9.4	5.17820619252595
EIF1	10.1579303560207
CETN3	7.95018743343955
FPGT	5.65599008700674
PRY	3.17237180545957
NTHL1	5.0022664978966
POLR2B	7.99077880864689
RPS28	11.5228864295352
GDF10	3.00972356233642
COQ9	8.22151263385748
P2RX3	2.90174617002248
GCC2	7.5266416724509
RARRES3	8.22019098620474
PLXNA1	6.17863901924815
WBP4	4.6358188461129
KIAA0100	6.87942358245472
PMF1	6.48705554135771
HS2ST1	6.20192617215086
CRELD2	7.31612502686887
C8G	3.05079076374465
CD82	6.71920444702373
PMM1	5.28270922805373
CBLL1	3.94822703175704
LIM2	3.2074621249234
VAX2	5.44832807597475
SETDB1	5.13378723070293
LRAP	7.70810319550727
GCLM	7.57435111000003
CPEB3	3.94644478113224
PPM1A	6.11085173221586
INTS1	3.80763871465517
MMP16	3.08878257859726
CAMTA1	3.51591695239246
SAMSN1	6.49053301109391
DRD3	2.83513916897689
GMPPA	5.36178960213151
C11orf73	6.92982040690354
AIPL1	3.61498847122050
PTP4A2	8.85043390506276
IL24	3.24536715479349
BDKRB1	3.62312350354261
HPCA	3.30912603374513
MLF1	6.089045669828
SEC14L1	6.92748348078045
CHFR	6.03664349876416
EMILIN1	4.88751599294497
THADA	6.80429677985103
TAF12	5.57706653486176
NDUFS4	8.4890312293475
ID1	8.45858559121407
PIK3CB	3.94313567919283
COL18A1	7.42558959283594
PDZD3	3.23446472908984
TBC1D17	4.77404473288939
COX8A	9.84058048225414
CDCA4	6.26978715539266
C2orf44	4.33668715343385
C9orf16	7.5453339340515
ERBB2IP	8.57978077068597
EMX2	8.25866192092898
FUS	6.37661560535467
NIPSNAP3B	4.06728089213814
TF	3.15430729895238
CXorf56	5.31054413863594
CLCN4	4.09605350379783
PWP2	5.62006731538215
MMP15	3.94044784694592
MTMR14	6.2762042207694
NPR1	6.58194276689624
DNAL4	5.69846707852824
ELAC2	4.54215891349417
ASS1	10.0883298588304
IPP	5.68660727937691
TMEM59	10.2917541485214
POLR2J	7.70268918996503
SEC23IP	6.27551001901656
RGS4	5.37738186355538
UQCRC1	9.5912885792461
SNX6	8.13274257657627
DDX18	7.3314097111601
POLG	4.88395581637110
ADAM23	3.60465830322806
ZNHIT2	4.97016567554974
TFR2	3.3116100251247
NCDN	4.45724020948838
RAG1	3.38428325731994
POMT1	4.10456436287253
CYP1A1	2.96105953186296
SNAPC1	6.31397672231219
GNA11	5.78854609476352
CCDC52	2.73031827428086
CAPN1	6.83651791554167
DDHD2	7.3112893300446
UPF3A	5.68506517753873
LAGE3	5.909905257659
GNRHR	3.05803946667626
UNC13B	6.1347509281888
TTLL4	4.69207706789247
PPBP	2.88571052166095
HTR3A	3.43438389217135
SDC2	6.3060180089775
ANKRD49	6.91915238930606
BTF3	10.8380566930619
COX7A2	10.6860114391726
SARS	8.82245199297657
C13orf18	4.44654053810815
CACNB1	3.68880532316654
QKI	6.62235539887612
SETMAR	5.61631618003421
LAMB4	3.10462770509262
MAN2B1	6.74023461436729
EML3	4.90727431812611
ACADL	3.306346136448
OFD1	7.66201973991142
CGA	3.11278245939003
EIF3EIP	10.2081140683974
PEX16	5.51814646466812
GNG12	7.66875235461503
HABP4	5.39366723166341
CNTN2	3.31013997995084
ASNSD1	7.81367170520026
FUT4	4.29140258961261
DBH	3.39689844254394
CD53	8.21099291347005
HIST1H2BJ	3.47330083741831
TFAP2B	3.17601727475794
ACF	3.63841790511507
TMEM11	6.26822515269187
CDH8	3.19520217027367
C3orf32	3.20341925192594
AGPS	5.755529631634
C4orf18	3.5585849021944
PCCB	7.3958746796476
IPO13	5.32910801680393
PECI	7.27004789533071
UNG	7.90579609571085
C6orf105	3.36476493315841
GSTP1	9.01940442631254
SUV420H1	7.73214785772685
ARHGAP15	4.81719330024814
LTBR	7.03556816949627
TDRKH	3.00225722538233
PSG4	3.23373376359657
SLC9A3R1	7.56470016556325
NBPF3	9.1250321895343
SLC9A3	3.28546924644090
OSBP	6.94332377688632
PRR5	5.23257770507546
CHMP7	5.57441682887212
ADRA1A	2.95173986143659
ASAH1	7.13862397765252
FKBP4	7.65355186597534
ZNF350	4.70134517395925
DOM3Z	5.12346579930674
GIPR	3.44223457922125
AHI1	5.26776482149043
BST1	5.04431123176289
NCR2	3.3635038340288
NADSYN1	5.79010464650337
UBE2W	6.81057261531005
RGS14	4.28565577838286
KRT15	3.77452206575762
SCN11A	3.56272222152306
GFI1	3.71336543190202
FHL1	5.68911501802588
SMC6	6.3679179308119
GATA1	3.72707786998723
OSGEP	5.60775314212691
ARMC6	4.76221909966103
HK3	3.33091058844968
PSMD5	7.84621106129865
RSU1	8.03627977795991
RPL4	11.9399799798002
MAD2L1	7.99896515329546
RBPMS	4.66178592487229
EIF4A3	9.62109910169664
E4F1	4.60673627098847
DLEC1	3.65173253388243
PRPF3	6.06293152418715
EMR1	4.90909698136891
CHMP2B	7.42375338325478
CAMSAP1	4.45504157735367
RPS21	9.29010450823355
XCR1	3.10909399076535
ARID5A	4.48106549341788
RBM6	6.32145183071986
UBE2N	8.08526886041203
KLF4	5.38293492327808
MGC4172	4.52935310169338
LMO4	7.37382683790044
KLKB1	3.2152539217187
HDAC3	7.0936627276902
HP	6.1309299651503
SCHIP1	5.93908810240179
BTK	4.30065991745566
KRCC1	8.61579316664911
PRND	3.39205664075335
C6orf27	3.28657989859329
PIGL	3.49322817970939
CLCA1	3.54368382373645
C1orf112	3.97434622730459
OLFML2A	6.50882408226396
HUS1	4.98011316086213
SFRS6	8.30119725107864
CXCR7	7.17258499204458
UIMC1	6.52232410719924
