Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_D04_547316
Composite Element REF	Signal
BTG3	9.12841116513916
PAK2	6.29284018002767
ATP2B1	6.11049127497897
GATA4	3.40580302355835
PRKAG1	8.11026058605984
FAM64A	6.16833990323939
ATF7IP2	4.24446183212873
EEF1G	11.9798053654015
INCENP	3.86332498830322
SMAD5	4.73113721164988
GARS	9.66965347692497
CDK10	3.93599058867659
HLX	3.97248519076652
ELAVL3	3.94382355216498
MDM4	2.9600143092403
GNL2	11.2685214408721
CDX1	4.55651482507527
PFDN2	7.88632388553331
ZNF200	5.36430247108541
NDN	4.25707299690782
PRR3	5.70500046670226
HBA2	5.25539645206640
FBLN5	6.43573676168013
PUM1	8.3649382848375
CCDC88A	4.46590052719005
TNNT1	6.99156180766778
KLHL24	6.76434164452012
HNRPH2	8.99840105147278
RAB7A	8.1782130324411
SGPP1	3.59614185973649
PMS2	6.49224965674637
ARNT2	6.09442148664393
CBR1	6.63040156253802
ITPR3	5.78188674719895
BIRC3	4.19277620875406
NRSN2	4.83905122165568
SPOCK1	3.88309379502281
H2AFY	7.6142259090751
RXRB	4.91406015848734
ZNF638	7.5946788313458
APBA1	3.61590112872994
RAB2A	6.24618360578331
ACTN4	6.38386207123432
FXC1	5.26952508424304
C6orf162	4.28410296213268
HPSE2	3.84798167645537
PLCE1	3.78078564005869
INSL3	3.44866583611398
PTPLA	4.83997147057705
EIF2B5	6.41279258386129
DLG1	5.63794926387065
PINK1	6.74318653353298
TFIP11	5.51998159390867
VPS33A	4.67908100429023
SKIP	5.58263645304911
GRAP2	3.07620413668619
GAPDHS	3.11975012936506
POLR2G	8.91662583110402
CNTNAP1	4.13248639382529
PSTPIP1	3.41639797130419
CYP26A1	4.07246466420893
APOL2	4.50460492448892
TACC2	5.69555041617115
CNBP	10.6283029093847
WASF1	7.54093550685784
HSPB1	11.0794707860878
INPP5E	4.44211521108185
COX7A2L	10.8181670007658
HSD17B1	4.49309646121793
ARRB2	5.58581322000493
CUBN	3.38525602229926
SLC7A6	4.02249396340208
IGF1	4.07985925430785
ITPK1	6.00141317701523
NAALAD2	3.3632337797286
G3BP1	6.93501402582403
HSD17B10	9.20883223512396
NUP155	7.83617193150854
CYP39A1	3.13305156688556
GLULD1	3.74768808260697
RBM15	7.09331906825389
AMZ2	7.75710460320147
GDF15	4.10676914639937
CYCS	9.97289978949816
TECTA	3.30784755999362
CCDC46	3.61111386309733
GNAL	3.27425529033011
LPO	3.33401557659576
GZMM	3.33530788585712
PAIP1	8.96171931039975
DDX11	4.71707298337768
TAF9B	3.42243529456895
CACNA2D1	3.98957458362573
IMP4	8.37364061321574
SH3BP4	8.27555903746672
PADI1	4.21783422318847
DEC1	3.26096603634943
PON3	3.52947773852532
PROP1	3.50162498682882
UBB	9.5934408203579
RPA4	2.96305357833438
TCF25	6.83839356890694
NDUFS1	8.07817133477599
UPK1A	4.44719562456676
AES	6.13660881150888
PPP1R13B	7.54893711616155
TCL6	3.55832915172673
ARL2	8.46861584015971
CD2BP2	6.89586830744647
TOP3A	3.65737144524813
CHRM5	3.51980683455207
FGFR1	5.69839161858947
UGT2B17	3.21529436471385
CEACAM6	4.17585179205317
CERK	5.6313111863937
FXYD6	7.2801628918939
AP3S2	5.8374042654599
ZNF208	3.47316394172917
CARKL	4.53260455106229
HIST1H4E	3.73306157316243
GOT1	7.01226971750287
BBC3	4.50743850522208
CASP6	5.8056327905263
HOXA1	4.9555551986139
RCL1	5.43046008099649
RAB40B	8.50336598307403
PI4KB	6.03240076318883
LRRN2	5.31342931965660
B3GAT1	3.07275544023096
OAZ2	7.26525162135083
BET1L	4.59176395003758
NOC4L	5.45763637911986
FRY	4.14994197480006
C10orf12	3.1640666300534
AK3L1	7.63606299393462
FADS1	4.97700926839805
CSF3R	3.74685358559624
DKK2	3.01234474707486
POLR3K	6.47162523294563
LBX1	3.53676632134717
ATG2B	5.07963305386331
RHOT1	7.31872607958203
DARS	8.69758006883164
EPS8	7.12995695288106
OXT	3.39649882373002
C10orf56	4.8401223065676
ARL4A	6.76693728096096
CCDC64	3.66667889155170
DAD1	10.2647121811939
HERC2	6.49258609124036
HSD11B2	3.88325967650132
USE1	7.30497192625149
FAM96B	8.00585135038357
HNMT	5.0331214988891
PCGF3	4.75404329175581
BSN	3.97384106720149
CAND1	8.28236054869896
ACTR10	8.27860953666182
NASP	6.4207437198519
C20orf4	6.86991374293269
ACSBG2	3.28852577948983
COL9A2	9.26275725783674
RWDD2A	4.76869943602666
PALLD	7.55764015162584
GPC5	3.37107016966372
CENTD2	4.92777027758039
TBL3	5.25207086573228
TLR1	4.39886852912537
LMO6	4.18457347291145
CCDC106	3.93837176224928
KPNA2	8.96542673658356
PARP16	5.61064651608284
PDIA3	10.6221442296718
MACROD1	5.70266150400591
SFRS1	7.04839524054484
DCP1A	6.41813428948951
TMCO3	3.10782223777062
NTN2L	3.07417397253154
CLN5	5.58786230765305
BIRC5	5.89941556367327
PRR16	2.80508079758542
FAM63B	4.52850538094437
GLE1L	3.6934069825192
CES2	5.1059428672368
GNAS	9.85230318666801
KATNB1	4.49945992539505
CPLX3	3.3402548908933
WNT8B	3.76544565659914
TSPAN13	8.55642255776212
MRPL52	4.39818420518034
GHR	3.62113007519682
DUX4	3.89882831097960
BCLAF1	7.04408005527893
GOLGA3	5.71617640580743
CLEC4E	3.56020535276152
SCUBE3	3.79770149638698
UCRC	9.53886680309816
CDKL3	4.67164288528387
MGAT4B	6.3611485159101
BBS7	3.9586584661934
ZNF345	3.9345036301626
RTF1	6.09691424985537
SERPINB9	4.77362156748083
DHRS7	4.8633382233038
RIPK4	6.33237233469382
PLEC1	4.3593336175235
PIP3-E	5.27586561363933
KNTC1	4.89750482524816
EXOSC2	5.44592707119496
MS4A2	3.23236441854612
FGF17	3.3366497018631
WDR59	4.13264688595390
LAIR1	4.13381591587382
EVI2A	4.7836285498338
IL17RC	4.11968206575848
GTF3C3	6.84187277159608
HS3ST1	4.19890824941049
ITGB1BP2	3.03960150608912
RBPJ	9.06601674030523
LRRC8D	7.8446339395268
ALDH18A1	7.16481978936376
INE1	3.75106345552967
TPI1	9.91007412544756
FLJ20035	5.6238287006187
GATA6	6.3760091703923
CABP1	3.53932461504677
RASGRF1	3.72325284417659
C4orf15	5.7402823851774
ALDH2	8.1349603492969
DAPK3	3.85576776750955
C3	10.5139095971698
EMP2	8.36958643086382
GJB1	5.89653390947032
PIN1	7.13827945711862
SLC6A15	3.91234336428236
POLE3	8.22191113360869
RIN2	8.75647722344695
CTSL2	8.57330382412517
APOC4	4.31073702416007
CYorf15B	3.20097655826982
TRIM2	5.53993571196773
CP110	4.06755039517287
KIAA1622	3.2926109076928
DNM1	4.62139572671732
HYOU1	8.67694682898543
OTUD4	5.34428547673345
USP7	7.46699027679798
ZSCAN16	5.68752455244951
ASCC1	6.2666567393259
OTUD3	3.53845656635890
YME1L1	8.67856973048347
HNRNPR	8.66726002590448
SERPING1	8.55368717595936
TPCN1	5.09359600097706
STARD13	4.34038027443673
PCBP4	4.43849263716201
ADI1	8.9981987335822
ASIP	3.07329758589296
CDH10	3.71267843889682
WBSCR22	8.94388997910613
SCP2	7.90836568170385
KL	3.08370703531371
SLC35D2	5.54893194376807
MAFK	3.60943532665061
SON	8.0847086534232
SBNO2	4.00725761232883
RACGAP1	7.76447478207914
SC4MOL	7.35546173242908
SLC6A6	3.36538145224785
OBP2A	4.27884458866566
PSMD3	6.16802062329586
ERLIN2	5.93229072792465
PPP1R9A	5.92681970548837
RAB35	4.31894848195688
PDZRN3	4.96846158029872
AVEN	6.12111784363334
FLJ21075	3.98180956554978
BCAM	5.48874262297236
C14orf132	6.01997767785277
PCK2	7.44045036990625
FKRP	3.30508732898651
HLA-DRA	10.0051992865208
GUCY2C	3.34370093906549
RP11-125A7.3	5.20800969981410
BARX2	3.95045987417391
DAO	3.37637701017295
EDNRA	3.49686572114689
NIPBL	6.60798899626424
ZNF331	4.84653274434645
PPP2R5A	6.37903430290135
HMGN4	8.83184765214274
DDX39	9.15763867518342
EFHC1	5.0588114102072
EIF3M	9.62612676567778
SLC17A3	2.98371506336981
ZNF24	5.41668557023078
ASCIZ	6.8401547774759
FNDC8	3.57249889404293
ESRRA	4.97672396846504
PTMS	4.68277153632602
PHF7	3.72455725552132
PIP4K2B	4.91640961748312
IRF3	5.423126043184
GPR19	4.92812408384885
HHLA2	3.71963562574007
GMFG	4.72470826904929
BDH2	6.80648039553165
APOBEC2	3.62248521348958
PRSS21	6.2675321005263
PENK	3.35471978461348
PHF16	6.26893414385012
ZMAT5	4.93270938010311
SMAD9	3.14411845422719
SLAMF1	3.16292924061979
RGL1	7.73531006836154
DLGAP4	4.9415846157254
MBD5	4.93711910692542
PHLDA1	3.50722712947894
BACE2	7.90180747517748
APPBP2	6.24025809992069
LIF	3.42730862362208
OXTR	4.0313746026365
ACTC1	3.55035142244163
USP19	3.91933381875889
SUV39H2	2.98166752712438
ERO1L	5.04492568754151
ZNF395	6.67541643687365
CNTFR	3.84012480435572
HIST1H2BL	3.08408106058129
WNT3	3.24995425341154
ZNF549	3.94985831765921
ZNF467	4.78144256300603
SLC25A21	3.1817713160838
IL5	2.9678743431777
CLSTN2	4.18129498859091
LSM12	6.75104843408835
KRT37	3.04190224348136
NACAD	4.51571836342201
NAG18	2.91753224530271
PTGES	4.78097912513458
GDAP1L1	3.17844815380601
MFAP5	5.12588433479026
OPRK1	3.02360225776962
C12orf4	4.57701995923824
NTAN1	8.07354259635048
CST3	10.6803977285188
WDR6	4.68624905661409
NUP88	7.98309659202292
CD300A	4.20643894182208
FCGBP	6.54212879569334
CNIH	8.5649268874443
VASH1	3.92859689533441
DHX16	7.04202302234096
SLC35A5	6.8764501542757
CLEC3B	3.31920944734626
ARL2BP	5.25460192221009
C10orf79	3.45753318258715
ZNF79	3.70352279567748
CRP	3.43383525920181
OCRL	5.3328309433616
GLA	6.25454137415088
NEBL	3.98200862223793
HSPA8	10.264273782247
DIDO1	5.5047433540011
PLA2R1	3.14251470269066
NGDN	8.03068026869032
CBFA2T2	4.84700428258555
SAC3D1	7.13566247915834
PNOC	5.29205646001044
PIGP	8.49429040769912
AGGF1	5.11662095128454
PRRG1	3.69083926009247
DPF2	6.79341617381783
MYH13	2.88759733432064
TMED9	7.24908205062926
TRPV5	3.87206019506631
UGT2B4	3.05488845092194
PJA2	6.68987387872621
COLEC11	7.38815212165632
SCYE1	6.80349755505718
MED12	5.63890638525578
CARS	7.04506655029258
MYH1	3.44357973088127
CYP7A1	2.80439378366552
PHF1	5.85241054198817
LOC644096	5.43841509496827
FRYL	5.54982590464491
RHOBTB2	3.72709459766866
MMP27	3.0882954016695
ZNF432	3.68074946751478
SRD5A2	3.75338764557044
UTP14C	6.93875805948652
RABEP2	4.66349121986514
VWA1	5.02494028367298
FUBP1	5.49501789456487
IGLL1	3.46575147059699
KIAA0586	4.24840956363288
IL27RA	6.0635667374074
STON1	10.4251900308729
IL5RA	3.28383754567182
PERP	9.601807959201
SMPD2	3.9740505068583
TNFSF12	4.34513313683695
FN1	7.26246967627636
MTR	7.24644589176353
CSRP3	3.37568100359912
MMP20	3.1369161929038
PHLPPL	4.35713354789957
CBX6	6.27763461196655
DHFR	6.42763625217003
PRG3	3.36519947499376
ALPP	3.48646962326038
ASH1L	4.32284000260464
CHRNA2	3.69000170256366
PPP1R12A	5.67154614161468
RBM38	5.9318365250424
ZNF7	5.3037592915491
RDH8	3.01266835265306
GPR132	3.70665472986536
DGKD	5.01247297040161
TPMT	5.35629519538529
ATP1A1	9.89558619100489
SERTAD2	7.06775289964698
C5orf4	4.78272802132665
ZNF672	5.77130599288164
PLXNB3	3.26953535684484
FAIM3	4.14582364664482
UBQLN2	8.24067227090887
NR1I3	3.24368653012813
ACVR2A	5.82174800304462
YWHAZ	9.2249568590188
LILRP2	3.60856887548859
GNAO1	3.61990091213686
OPA1	5.77416310042417
RPS6KA6	3.53419623860046
RPL10	12.4915591824390
MMP23B	3.75884759983578
PFKL	6.10606575269733
TMEM140	4.54009977077928
AURKB	6.26144317639184
IFI16	7.8704798639878
CSTA	7.36995431469658
PRPF39	4.33593439456064
DISC1	3.73512513506218
USP4	7.8387362319534
OSBPL10	8.45716542229968
CAPN6	3.07122272798735
CLTCL1	4.2277639917946
NUAK1	4.94211766581624
ALG6	7.15988195877266
NPPA	3.80579896703888
LAMB3	6.6701675955253
PPL	9.17957717513622
LRTM1	3.0483376964213
RRAD	3.35706990284701
TIPIN	5.78446960795573
CARD14	3.43385830343805
RBM9	5.66440767819065
LCN1	3.85379230225424
RALGPS1	3.75217317888452
NCOA3	6.2556347401281
CCDC6	7.93428161962937
RASSF4	3.94224834672564
MTHFD1	7.40166728836852
FCMD	4.72658561529455
IGHD	3.60696517748374
PLA2G6	3.87506124209741
TPT1	11.7272773427466
S100A3	3.24297780774581
SEC63	6.65255288484826
C10orf59	3.05854192101284
TOR1AIP1	5.84770427706249
PAFAH1B3	6.29875774887119
CEBPD	6.49493576550909
ZNF107	5.97641850829984
ALDH6A1	8.2695588979481
G6PC2	3.48514607503036
SNTG2	2.85983541257400
GRWD1	4.45250808372272
FLJ22222	6.49349182493987
BCKDK	5.80156381302373
CTSB	9.139666412742
PFKFB1	3.33578286899871
ZFP36	6.05754113400624
SVEP1	3.42761387553820
PXN	4.27785705605538
TNF	3.18703546294594
SIRT2	5.22435341003808
C5orf21	6.13658800419294
VIL2	7.82454733729815
DIXDC1	4.13040779697564
GANAB	7.60744771579556
PDSS1	4.37691270121472
GRM6	2.99050305721661
NGFR	3.09495812925799
ATP8B4	2.90269537137521
MEIS1	8.18668115774436
BMP8A	3.54998978243179
NGFRAP1	10.6907303699454
EDAR	3.73185171792729
NEDD4L	5.33955074751621
CRYBB3	3.53012720097607
C6orf60	3.96035791019183
IL1A	2.96569605073651
GNRH1	2.89607588477291
PDGFD	4.11239877972068
CACNA1H	3.53988957815541
TXNDC3	2.96615019532247
ERCC1	5.29616481289508
CAV3	3.20304653768236
HARS	6.52178408585069
AQP8	3.70349153491326
CREBBP	5.15725270868399
ITGB1	4.98951940882885
SPACA1	3.30900262419593
ZNF254	5.12836364878387
PARK7	10.6337857021749
PAX1	3.25892539777067
PSMC4	6.65544905286176
KCNH4	3.59732958539207
TUBA1A	10.2562210723501
PRMT8	3.45586485841482
SELP	3.10203207640029
PSMD8	7.86276919775733
SOX10	3.90960564030499
HTR1E	3.49487120610448
RABGEF1	6.55530166439551
EPS8L3	3.54467713467923
MAP1LC3B	6.63363029626311
AGXT2L1	3.05403787202769
CYB5R4	5.26821172903952
MEMO1	9.48775651394755
LRBA	6.31915803000795
TRAPPC2	4.84644379367572
FLJ14107	3.26499888676171
FNTB	4.09363065412391
MYST3	4.71114705540699
KRT8	8.2529790766655
AURKAIP1	9.64735894928947
LMAN2L	6.81744042226986
C1GALT1C1	7.26818316766148
DSE	5.88956866877826
FHIT	5.44238216180253
OSBPL3	5.21062274545935
PPOX	5.91724440756683
SLC39A9	3.83651300376548
EPB49	4.85201870883247
LOC137886	6.14903133911578
C7orf49	7.4726640692473
RHCE	3.79204346908696
CST8	3.37193161302091
ATG7	5.47771738754243
SPP1	10.9468132203032
GLI1	3.63002599496589
HYPK	7.87528974203871
SFTPD	4.11057872957375
MCFD2	9.05862894906845
ZNF157	3.31631288593353
EPS15	6.38012677362898
SFRS2B	7.40525470952077
BTNL3	4.08642668856394
GPR23	3.2917864617878
TRPA1	3.06259726241559
ASPSCR1	5.40582054851237
GNS	8.71055758823262
FDFT1	8.37787919705623
ENO2	4.59931755303601
CBX1	7.60404415015412
PTGS2	3.39660961506002
BMP7	4.5527125967899
CCDC90B	7.68567830268063
LRP5	5.84845703963426
UBE2D3	8.81314911054737
ARFGEF2	5.38772996048726
ARR3	3.89883541329595
MAP1A	3.55541038742132
NEFL	3.06716023956986
CD2	3.97187161843397
FLJ23861	3.98149437983051
NAV2	6.228910705159
ENTPD2	3.07172110355462
COX7B	7.94387969788192
ATP6V1A	7.51849456371235
TRGV3	3.15023444086751
ANKRD17	8.17048547956215
ADH1C	3.39903144040862
ATXN7	3.58808244431876
IL21R	3.60886278749343
CHN2	3.48724609141599
HAS2	3.01590637582316
C6orf48	10.3422580931927
TGIF2	6.59152622715396
KIAA0241	4.6554327837617
IGF2AS	3.69457351846019
CYP2C9	3.39321145549165
DNMT3A	5.50573040042868
CNOT7	8.87377583001033
FCAR	3.25762695294995
SFRS10	7.79181530297928
MARCH3	3.69329711604292
RUNX1T1	3.31449446041119
CTSK	4.61402725550398
LRRC61	5.52286584165255
HNF4G	3.25299913718285
LRCH4	4.47917188950142
PSIP1	6.47078756903429
AP2B1	7.19922361326968
C7orf28A	4.67745598977665
SMCHD1	5.67286867884233
EIF2C3	8.25689194385687
S100B	3.43396766305464
BMP2	3.45694692629469
POP7	8.41566776399485
UGT2A3	2.64497086703521
ESR1	4.94067975241652
ZFPL1	4.60192705794489
ARHGAP12	5.50476783839925
PGGT1B	3.81367649966807
LRRC19	2.87652762555033
ZNF767	4.12629454087903
DEPDC6	9.03228993936465
SLCO1B1	3.24586383946881
SST	10.5564742468951
NACA	12.3461575461526
KCNN3	3.76919004425283
GLOD4	5.98377350433423
SCCPDH	7.08219550511401
PRF1	3.67780565140165
LST1	4.1000877010269
CDK4	11.0378026346515
TCF15	4.51835816788539
PARC	4.48073227704273
PRMT1	7.70292671788725
ITIH3	3.3435617478779
PPM2C	6.12266324730763
TEX10	7.17087678337129
EDA2R	3.47042962709281
LOC283345	5.30262247000594
NARFL	4.51030468724936
DENND2A	3.71641444512127
C1orf103	5.3408117659253
DMXL1	4.45727177678636
KCNAB1	3.53419493222375
FLJ20254	6.89735506996414
RBM3	8.6471614020006
GPR1	4.43860646815167
DMTF1	6.43331673023108
HTR5A	3.11635966828099
MXRA5	8.67559400211694
GRM1	3.35960292836825
SCFD1	6.90910128580623
RAPSN	3.49143930024026
ACOT9	6.79076579080236
PDE4D	3.24301486520448
TRPC4	3.05303992252245
EPHB3	4.43757696723939
GEMIN4	4.38787047553839
RAMP3	3.72507486121195
CNTN5	3.56688985495458
DLEU2	4.3508695987957
TSPYL5	8.70849223862883
GRTP1	3.91526277011002
ITGB8	4.95566835198689
GAP43	3.16317746363382
FRS3	3.92774523486058
PDE3A	3.50999784265991
TNFRSF10C	3.13367797103093
JMJD5	3.68973442162225
OTOF	2.75668386955850
TEX14	3.12369044020005
XYLT2	4.92874326197442
HIPK3	3.35204921977009
XPOT	10.1756276674580
RRH	3.12060334285535
CDR2L	5.91902223713337
GAL3ST1	3.94446748744138
DHCR7	5.47651371969903
PDZD7	3.59597335641042
FGFR4	3.85783353322499
CRAT	4.97492339912891
C1orf217	3.34960263300455
SLC19A1	3.86598061563053
PPP1R14D	3.25481540592365
LIMS1	7.61486415694772
TMPRSS11D	3.16321202100074
TRIM14	5.21969970823396
PIK3CD	4.47719882892195
MFAP3L	4.63623528917395
DERL2	8.27697814522951
SLC7A11	4.02300691773172
FHL5	2.87505036471034
OR10H2	2.98012754629574
ACAN	3.17734121395405
BRWD2	6.70350357461211
PPM1E	3.01417153569184
DCUN1D2	4.37193653027953
TINAGL1	3.91525966953335
C3orf36	2.903541809969
DOCK4	4.48768905677403
ENOPH1	7.67125792364084
FAM127A	9.13479682486967
SLC5A3	6.66956557414064
ARPC1A	9.59995369192092
CHST2	6.26238608623706
SPATA2	5.7312183338945
PGLYRP4	3.51615832567821
RUFY1	6.53337037255676
NTS	3.09895524147940
FRMD4A	3.16724799799828
RPS4Y1	5.38842399008488
BCL11B	3.1743426946928
TNFRSF8	4.08685085789668
FOXE3	3.34285501329724
PTGIR	3.85486800289251
ART4	3.17900548304718
EVX1	3.41034459447302
PRM1	3.26967645504223
GLCE	4.48006401038833
GPR18	3.45262822878883
ACAA2	7.8141751351569
PIGK	7.14147697498132
HIST1H2AG	3.341268514617
C16orf67	3.72682994508774
UQCC	6.23631527101506
PLS3	9.52313190542965
DAG1	6.47299196746895
WWOX	4.46737967351337
GTSE1	4.39711969413686
GP2	3.32717159263326
CHIT1	3.34138892337468
PLOD2	6.02915223089382
RPS24	12.2789823697442
KLF9	5.0668409129968
TTC27	8.54182439345294
PYROXD1	6.57908755172247
MIA	4.10167966642385
TSPAN2	3.24033089781056
MRPL9	7.03567672841114
PCSK2	3.21329203855034
PI3	4.40290068223235
RPL24	11.9985937006062
HIST1H2BE	4.46409250376348
CD86	4.25376873084117
CALM2	11.9132568555882
LFNG	3.28248201631974
GYG2	4.16692127627912
INTS12	6.53792705238205
RAB4B	4.37011639871114
CTSF	6.87267300176021
HUNK	3.19708182896951
GNA13	3.69126781534880
B4GALT4	5.64398903681623
TSPAN31	8.18154098186492
CHD1L	5.63294063299063
CNKSR2	3.5061983631942
C1orf156	6.03333175069623
IBSP	3.51738561372348
FUT8	6.7233225356211
TRMT11	6.3277118882825
AGA	5.27220346973756
GFRA2	3.46716769549228
WWP1	6.33306428888923
B9D2	3.84216261457242
CPZ	3.28849987044233
STAT1	6.47077801348576
PTTG1	8.45215475401175
TMEM62	5.13373236676564
COL8A1	2.84794880793848
RBPJL	3.21070270146971
CASP8AP2	5.54895851086489
SSBP2	5.55522125792102
MMP12	2.87850412419981
NME4	7.55235225190261
LOC55565	3.74314800342139
GABRA1	3.48275146743233
PEX11B	8.33438350345899
HABP2	3.34943674285022
REEP1	3.92125121038876
C9orf156	4.73158928312387
SMARCA1	5.83038319079403
WEE1	6.5966404278322
APOF	2.91972551943364
GCDH	6.53602910713383
SSR4	10.7449049571874
SPAST	7.20197925071523
RGS1	5.79693770933590
ACCN4	4.12681426189766
PLXND1	4.85873401142007
FLJ20489	5.99093016390961
MLCK	3.24911518921458
INTS5	6.24906396156066
BSG	7.48933202931888
PARP8	5.2484305564514
ZNF215	3.38437101090585
TEAD4	5.13962082683797
PDE7B	3.2573875549308
MS4A3	3.13532993392456
DTX4	6.93980677670012
EFEMP1	6.59139256929083
TNRC6B	5.40393494133984
TULP2	3.44289377421452
RERE	5.07464422050393
BNC1	3.31719052663475
FGFBP1	4.0973597829887
TIMM8A	6.60405659644775
PIGB	5.99397656353342
AJAP1	3.22066246752601
COMMD8	7.18697865909897
TRIP11	5.08234463392699
SLC25A42	2.82318946661096
SYP	3.40586533353881
PCDHB6	3.50335554894025
FLJ12716	5.36007105300136
FKBP8	5.01245796613298
KIAA1109	4.10692150583845
PTPRC	4.74178234561067
POT1	7.018288655784
CCT7	7.98469911261998
MMP11	3.52867062544859
MYO1E	4.83697608182825
EEF1A2	4.20851688116087
MIPEP	4.22451136143834
ZFX	4.23615510241164
UCHL3	7.49970832481015
LRFN4	4.51101038739836
XCL1	3.39207590616374
CARHSP1	6.82313736483239
GREM2	3.20547842359676
CCDC102B	3.08437891329562
HDDC2	6.61616998877692
SHC2	3.45082688877590
SDS	5.24353720143159
CASQ1	3.55304847021218
LYPLA3	5.25017898188405
INPPL1	6.22601331706393
SLC25A40	4.9165873833472
IHH	4.41123748694517
CHGB	3.01699441535785
COL9A3	3.92414749799138
C2orf18	4.67814705957352
DDEF2	6.91122473743331
BUB3	7.35722431109199
C6orf211	7.27226968928604
FOXD2	3.50531850636747
GGH	7.70399817152429
GGT1	3.60071884329687
ADARB1	4.1444334202897
VPS35	9.45971089143014
CNN2	5.054204516348
DBP	4.58014986048366
WNT1	3.74469928546922
COL5A3	3.56305751908091
RHOD	5.86399254267839
ASNA1	8.66759408572416
WDTC1	5.17070490390599
COL4A2	6.33081350536057
HEBP1	8.78864884263724
SLC1A6	3.88548012876453
LUM	4.2340622247983
C1S	6.87988841898839
TCF7L1	5.95649544993989
ZCCHC6	5.17487357974307
ME2	7.07092411118495
PAGE1	3.75017763851778
DTX2	3.53335884605219
KPNA4	5.76541985737773
H3F3A	10.4108124552169
GLO1	10.8718877580957
WDR61	8.0152562892081
CD302	5.98030844177807
SIRT7	6.51700059087077
D4S234E	5.50650589580495
RABIF	5.93996563664785
DYRK3	4.76029051970397
PKIG	7.62269800821969
PFAS	6.96593053679847
ALOXE3	3.53937159528208
RPLP0	12.4828719506406
RBM34	6.48651946133113
MKNK2	9.64024383277434
ZNF528	3.9636874019749
U2AF2	5.02172334271658
SEC16A	6.67358761127809
EFNA5	3.14180670354228
ZNF44	4.87320649433215
FCGRT	6.4059162180266
NOL4	3.13675414146024
CCS	5.47625078567956
IGF2BP2	8.99388494210627
MFSD7	3.60355922686387
OR1D5	3.33390191911135
SIX6	3.19635283434311
CCR6	2.92445072565305
TSSC4	5.10909893392942
COL11A2	3.56468423555813
CHRNA6	3.87933046628243
PLD2	4.52907149719796
PALM	5.04972593164272
ORC1L	3.60623553140978
SASH1	5.88129556875951
PUM2	7.82342778881761
ZNF365	3.75807668601105
CDC14B	4.44502975325745
PHC1	6.58158827122671
KIAA0913	3.88853647174834
LDLRAP1	5.40968032356345
NAT8B	3.26515245048487
PPP3CB	6.45801516233552
ANGPTL4	3.84104417693099
HHEX	5.22658344174254
LSM14B	4.94995375739175
PLCH1	3.97256398333505
INSM1	2.87753137822074
TLN2	4.98020784053584
ZNF493	3.56504441999607
HDAC4	4.81435793477677
GLRA1	3.2450778267924
RPS6	11.4960697824557
SFXN1	4.73258967641413
FAM102A	6.35595982542781
KLHL1	2.99790450413066
SAPS2	4.03473885888112
CTNNBIP1	7.65483725211949
SCGB1A1	6.57097937949358
SCAND2	3.46047689439628
HMGN2	11.0137893284068
NEUROD2	3.04450735246127
YAF2	5.13483786435118
BRPF1	5.67332341882241
RICH2	4.42350540365576
TBCE	6.27614940134904
LIAS	5.33937010422018
MAPK1	5.58866511802369
MRM1	3.97717832458391
HDHD1A	7.45696559496413
CTA-246H3.1	4.40851076399237
ATP9A	8.20187204495588
HSD17B3	3.37026303046353
HN1L	5.77337899861271
SAG	3.36881468809745
C20orf10	3.44510820401219
CTRC	3.48474116598358
HNRNPA2B1	9.99173279964108
RNF216	4.40860742135128
GADD45A	8.22727190725982
MSH4	3.62778544858804
HOXD12	2.92450355288368
TMEM70	6.30636852818417
PPP1R14B	6.90298502256582
SBF1	3.74005741614648
HIST1H2AM	3.34421841733158
GNG3	3.57253023482811
C1orf50	9.25772549167482
FTO	7.22996339304488
CALCB	3.47452810603961
PPP3R1	5.60371303932195
USP46	6.283391779118
CCNJ	4.43935331672296
PSD	3.48972646620508
GNAZ	4.05684241840237
FAM57A	4.9406079804021
LILRB3	4.1168660098193
DHX8	5.79521983936582
SPI1	3.83715630409609
OXSM	7.35215498940379
GYS2	2.96223040924308
UBE3B	5.12717003443627
PLAT	6.77425209595532
NUPL2	6.12626775418317
SF3A1	6.78503772632067
COPE	8.6116884361001
EIF3A	8.38182161145603
IQCE	3.65393764580298
FBXW10	2.78244218514408
KIAA0182	5.72427402350575
YRDC	5.57613081437532
GPRC5D	3.48288881010323
LRRC23	4.34677030106834
BLVRA	5.90323461495406
SLC22A7	3.30116989364083
RASL12	3.89135087056744
DAZAP2	9.09908048979488
IKBKB	4.08609669284152
PPFIA2	3.56322153037031
ZNF271	7.2000769223321
CXorf6	5.95691821257908
FRG1	7.57584954139266
BTN2A2	4.10964879505464
THBS4	6.7971085524819
ARHGAP1	5.32703079744567
ENOX1	3.23757760056210
ZNF706	8.67770889006038
DOK1	4.3393181769806
FCHO1	5.45196944443243
PGAP1	4.24959785541297
HOXD10	3.03460370036231
CXCR3	3.19957664911175
FSCN1	6.09337758640783
KIF17	3.3638450729288
TRIM66	3.48558391248504
CHI3L2	3.53907631625392
SRPX2	3.55961071818917
C13orf24	5.04604437537838
CBR3	5.20536566017713
ZNF132	2.99961900812594
AQP3	4.8188612354798
BNIP1	4.16037925764937
ST6GALNAC4	4.83919302149222
