Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_A12
Composite Element REF	Signal
AACS	7.20201274153694
FSTL1	7.5623361835677
ELMO2	5.78382754765496
CREB3L1	3.63306417569911
RPS11	10.0051154871092
PNMA1	8.94144912837597
MMP2	7.68543781072455
SAMD4A	4.22564904263584
SMARCD3	7.06569929674529
A4GNT	3.37101139197516
C9orf39	3.43180439366686
PKNOX2	4.5526014423958
RALYL	3.23048329234853
ZHX3	4.36842186750046
ERCC5	6.20406212573413
RXFP3	2.95776053290792
APBB2	3.45049340993076
BBOX1	7.18558445106702
PRO0478	2.84618829302457
GCSH	8.43866179412937
XDH	3.31198301718527
EDN1	3.81705576416968
MTERF	7.14678570925859
PDCL3	7.67538542263049
CLK4	6.0590981825698
KCNG1	4.05601565558463
CXCR4	9.18013877413121
DECR1	8.77847923866306
SALL1	4.32786166046181
PTPRR	3.57832707935603
CADM4	3.36131667967832
IRAK1	9.32387623670349
CFHR5	3.32515788830519
HNRPD	8.12051601925446
TMSB10	12.0710058112876
CXCL3	4.22439875107257
LMAN1	3.97541453531670
SUHW1	4.04766678877444
CHD8	6.69147773220785
SUMO1	8.52357045047946
GP1BA	2.89554948962759
OR7A10	3.71609432861831
DDB1	7.64594807278776
CHRNA10	3.62655013713202
STYK1	4.08036278908314
MYO9B	4.80218254534805
CCNI	9.57045008959763
MMP7	9.56937018077074
EP300	6.16058729966328
CRNKL1	6.97359350043922
C9orf45	3.27961440645074
XAB2	4.27298922147617
RTN1	3.46437287026967
HIC2	3.96662223792391
TBX10	3.43221232507168
CENPQ	4.38259368516678
UTY	2.98602237792160
OR2W1	2.78428997171538
ATP5G2	10.6902525199304
ZEB1	3.21146042875666
ZG16	3.3501174594061
ERG	3.6904711101289
PARN	7.02752639871576
SOD2	6.16074623462578
JOSD3	8.29515374844064
ADAM5P	3.29359527152279
CHD9	6.45823600027041
hCG_40738	4.02218322414746
STK16	5.51568119261277
PDE1C	3.72251447064925
SEMA4D	6.2719693272198
AGPAT1	6.3040830576474
TOB2	6.32398093205264
BANK1	4.77949834892321
MAP3K3	5.7197537387009
MAX	5.76246568104301
GRM2	3.83145425259426
OSBPL8	6.77796399734089
PROSC	5.86444858549892
NR4A2	5.91785343391774
RICS	6.02614922306008
PIR	6.5186595181968
PPCS	9.06011785111838
IPO9	6.96185025865614
LONP1	7.81763978726698
EVC	4.27879454762986
CXCL13	4.1900484487824
SCYL3	5.33998615576144
KIAA1199	8.92027670254018
SORL1	8.32974721261805
NAT10	7.57757496446745
CHD1	7.53585877214102
SYN3	3.66489806933585
DMC1	3.89341402591452
SLC22A2	3.56643629542856
SERPINF1	6.8687063361746
C20orf27	6.45226198131577
OR7A17	3.14840582602301
RPS6KA5	4.15299143149547
LHB	3.37472178793868
TAOK3	4.79730292876856
STK25	6.64239659852609
SLC12A4	3.55223673017880
BRCA1	4.59540330291598
GBL	5.34721759659092
C14orf108	8.84201266336116
CDC25B	7.84141673388987
BMP3	3.21417339259876
MAP1LC3C	3.3440696562591
TMEM180	3.85224307563091
CRYGC	3.53934745449583
SLK	6.39603675305997
POU3F1	3.16892164980269
C20orf32	3.88840185560148
USP52	6.25526763910855
