Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_B04_547216
Composite Element REF	Signal
AACS	6.35117109981372
FSTL1	8.17806619513855
ELMO2	5.74421998944206
CREB3L1	3.81229669900325
RPS11	9.86668297192737
PNMA1	9.08821338060924
MMP2	7.42645672256324
SAMD4A	3.6341219512485
SMARCD3	6.04086543476034
A4GNT	3.67005983605003
C9orf39	3.43184684940609
PKNOX2	3.88968813863721
RALYL	3.23663905805373
ZHX3	4.11599820431231
ERCC5	5.99365296967085
RXFP3	3.0524431762789
APBB2	4.02566036245189
BBOX1	5.92802836404124
PRO0478	3.05318496802008
GCSH	8.28239674966503
XDH	3.55334441949848
EDN1	3.54062352224636
MTERF	6.54261674474334
PDCL3	7.78487742599538
CLK4	5.41885707477842
KCNG1	3.51128202494090
CXCR4	8.20839616822125
DECR1	8.346142528361
SALL1	3.05297062706872
PTPRR	3.56533408348539
CADM4	3.23683682727874
IRAK1	9.19482672581816
CFHR5	3.22939078855221
HNRPD	8.50582851078887
TMSB10	11.7578257934821
CXCL3	3.84571045903642
LMAN1	4.470923449531
SUHW1	3.48700289946124
CHD8	6.05724033271676
SUMO1	7.93427117970369
GP1BA	3.42394055782408
OR7A10	3.70222384733561
DDB1	7.59810828626052
CHRNA10	3.78809598877415
STYK1	3.68930573052483
MYO9B	5.01860023492461
CCNI	10.5962232030493
MMP7	7.73077039513588
EP300	5.51946709072542
CRNKL1	7.72341566063721
C9orf45	3.10862000617781
XAB2	4.7741335345922
RTN1	3.82095177022796
HIC2	3.76196831804962
TBX10	3.60286998192054
CENPQ	4.23600017310684
UTY	3.20263352656515
OR2W1	2.86221858571841
ATP5G2	10.7506831707732
ZEB1	3.59141562644137
ZG16	3.54249430063067
ERG	3.82110489984802
PARN	7.40802660234474
SOD2	6.35310091223695
JOSD3	8.1226141195315
ADAM5P	3.20905066550832
CHD9	6.52025058838804
hCG_40738	3.54962452680567
STK16	5.32939562152891
PDE1C	3.56785629936870
SEMA4D	5.63622466655595
AGPAT1	6.40131039910074
TOB2	6.20853191375438
BANK1	4.22001351343518
MAP3K3	5.21197397126441
MAX	5.21716091546575
GRM2	3.75011117519835
OSBPL8	7.21116719093071
PROSC	5.45626165655804
NR4A2	6.25018230771826
RICS	4.79284082335382
PIR	4.89628777507525
PPCS	8.43971981234415
IPO9	6.31734125699142
LONP1	6.86475971160215
EVC	4.52984467547229
CXCL13	4.97804373918031
SCYL3	5.68365067005847
KIAA1199	5.44348007680886
SORL1	7.60386106408308
NAT10	7.00192629497808
CHD1	5.76515839923946
SYN3	3.61886154870719
DMC1	4.00672618795551
SLC22A2	3.98063852846894
SERPINF1	7.21764640312032
C20orf27	6.43883993951379
OR7A17	3.18723214409393
RPS6KA5	4.37821599447800
LHB	3.53750221112120
TAOK3	5.03323225885605
STK25	6.0678016343246
SLC12A4	3.49675188579278
BRCA1	4.51087424770298
GBL	6.65907782442655
C14orf108	7.9471192147335
CDC25B	7.19848251122843
BMP3	3.18316709151121
MAP1LC3C	3.35087108218392
TMEM180	3.40601343875392
CRYGC	3.43348000036749
SLK	6.11460799343109
POU3F1	3.18430998486572
C20orf32	3.84871194784551
USP52	6.54896497623478
HIGD1B	3.97390752730893
BAZ1B	6.85380334110529
USP6NL	5.84688055576807
SLCO2B1	4.41008342700532
ABCD4	4.26641597547180
DIMT1L	5.8703923776564
SLC25A46	7.44099357969256
LARP7	8.24959351560908
TEK	3.52699930552608
CD160	3.60304560761474
TERF2IP	7.92028760773307
PHF20	6.75165897563388
COL1A1	7.66963574542922
KIAA0090	6.25510235552599
GTPBP1	4.57665110559302
GRK5	4.14008723374342
AP1S2	5.23267782322302
RAB33B	4.61221923993429
CA11	4.72672768703622
ALDOC	5.9597078545879
NUDT1	4.82193811515604
ZNF212	5.74653195255595
ACBD3	8.02146954057944
ZNF83	6.2921335730144
PRDM2	4.71853622059205
GDPD5	4.24659665924471
PDCD4	6.26897667795098
CEP350	6.16511631084474
FOXP3	3.38866454237935
SMYD3	6.77579833373894
CST7	5.61667548054873
SELL	4.88960505846995
CIAO1	6.18969412888084
LGI2	3.90969224554262
WDR45	7.34295183186071
ANKRD6	7.75149563817726
LTBP4	3.89509087480964
PSCD3	3.34360715251618
PYY	3.18725857768805
KCNC1	3.13539256600438
SIRT6	4.04952503523081
CCL19	4.45163861897619
ARHGEF9	4.95073261938434
ABR	4.30084742760267
C10orf22	6.92467597547748
STK17A	4.46886115704294
FOXE1	3.02748674606750
GML	3.25427623022240
CNGA3	2.84195816667323
CD38	4.96814311294393
ZDHHC6	7.68093238510893
NEFH	3.15565454463033
PGBD5	3.87045098467789
CTDSP2	7.14646706114039
RMND5B	5.22542354935634
ZNF257	4.67797324819135
DUSP4	3.57759847399375
FLJ22167	6.12265771854177
EXOSC7	6.50126793291493
ROR2	4.25240759557639
FOXM1	5.82087076947632
ZBTB48	4.75733303439338
BUD31	7.73258388023137
MAOA	4.30368154343173
CCDC41	4.36201550074069
TNNT3	3.2894892937476
FBXO11	5.47095744867635
GYPC	6.28160153336384
PLIN	3.47149710882348
RFXAP	3.45921371579838
C6orf15	3.65204744359769
RNF4	8.97549675410721
F8A1	8.58917530756708
PPP1R3D	5.44115154983861
GRB2	7.53733631609876
TPM3	3.09995114673585
SYT13	3.64128114266979
EPB42	3.73846443523289
RP5-1077B9.4	5.25667257728800
EIF1	10.8117543046915
CETN3	7.18892955689448
FPGT	5.44358263946274
PRY	3.44561114759460
NTHL1	7.42283536351019
POLR2B	9.25489266165703
RPS28	12.2055091486091
GDF10	3.17845712018422
COQ9	7.92967387864776
P2RX3	3.05846760447589
GCC2	6.97575693695512
RARRES3	7.31953720703365
PLXNA1	5.51662339957343
WBP4	4.48081028910727
KIAA0100	6.81466147377586
PMF1	7.08940311888947
HS2ST1	5.33408406693848
CRELD2	6.90072283620704
C8G	3.20499986418957
CD82	6.30524155610626
PMM1	5.97884205579689
CBLL1	4.8012786254131
LIM2	3.46918383310468
VAX2	3.72962499591404
SETDB1	5.3201779013478
LRAP	6.31416416966372
GCLM	6.20059722605757
CPEB3	3.53873646346205
PPM1A	5.45648389105774
INTS1	3.78113725714104
MMP16	3.21936279006483
CAMTA1	4.01505427907157
SAMSN1	5.38933514434808
DRD3	2.85321397673747
GMPPA	5.63398785999107
C11orf73	6.36664344624132
AIPL1	3.7098460190966
PTP4A2	9.01883790673378
IL24	3.42002946334939
BDKRB1	3.28839918684594
HPCA	3.64086085951337
MLF1	6.94676048992616
SEC14L1	5.93479848148236
CHFR	5.49059054298995
EMILIN1	3.36449337822101
THADA	6.29691046718614
TAF12	5.50693040103081
NDUFS4	7.01370296006214
ID1	4.59740574660562
PIK3CB	4.52180648596386
COL18A1	6.78123643109325
PDZD3	3.1652580305748
TBC1D17	4.89986110019389
COX8A	9.75512993911158
CDCA4	5.7647972986439
C2orf44	4.28420493461097
C9orf16	8.27197360023389
ERBB2IP	8.39006659341614
EMX2	8.31630446042592
FUS	5.9208251315618
NIPSNAP3B	3.9886178638709
TF	3.26092857596935
CXorf56	5.37942503817279
CLCN4	3.71394494585631
PWP2	5.22649995122975
MMP15	3.61188043476079
MTMR14	6.30270961713776
NPR1	7.45928464415849
DNAL4	5.9785448990051
ELAC2	4.02094095343625
ASS1	11.0041336946935
IPP	5.15753228641713
TMEM59	9.09613121883987
POLR2J	8.922518983673
SEC23IP	5.56462051377866
RGS4	4.54835416474308
UQCRC1	9.24078783906217
SNX6	7.89124387070884
DDX18	7.22215516404615
POLG	4.87460225761387
ADAM23	3.76593979968837
ZNHIT2	4.63779286891041
TFR2	3.25431588235883
NCDN	4.10550956853115
RAG1	3.34038978303666
POMT1	5.06936486488168
CYP1A1	3.26303589634933
SNAPC1	5.18841061174442
GNA11	5.44553777574068
CCDC52	3.00143242008508
CAPN1	6.73889453414071
DDHD2	6.22481043544726
UPF3A	5.83382577899895
LAGE3	6.5467830917645
GNRHR	3.10921246258445
UNC13B	5.9552575522284
TTLL4	4.6544386011281
PPBP	2.99196309215561
HTR3A	5.64692472691558
SDC2	4.80472374476668
ANKRD49	7.25054781355285
BTF3	10.5267988939051
COX7A2	10.9030390095462
SARS	7.91270371433244
C13orf18	3.72755718147202
CACNB1	3.75070259112825
QKI	5.94894312899673
SETMAR	6.03374510614933
LAMB4	3.19520262092859
MAN2B1	7.16132751357862
EML3	4.91826328254102
ACADL	3.12861584518944
OFD1	7.35058853663353
CGA	3.33748321191918
EIF3EIP	10.9292461260247
PEX16	5.39351772257252
GNG12	7.4766103763894
HABP4	4.86604157238571
CNTN2	3.47974178564961
ASNSD1	7.28079398704866
FUT4	3.90494069212105
DBH	3.43350839882456
CD53	7.85057888245725
HIST1H2BJ	3.46539775757104
TFAP2B	3.12016683022396
ACF	3.57144655875607
TMEM11	5.45895098778952
CDH8	3.30117798926321
C3orf32	3.9738549023642
AGPS	5.67375742374124
C4orf18	3.24681249026262
PCCB	8.5611747686293
IPO13	4.57118972148721
PECI	7.3651129509773
UNG	7.80576256529563
C6orf105	4.21298670912276
GSTP1	8.62958252158221
SUV420H1	6.88825375403902
ARHGAP15	4.35876828999864
LTBR	6.47065515079498
TDRKH	3.30473134660104
PSG4	3.06289217423706
SLC9A3R1	6.12626917231483
NBPF3	9.3079259174986
SLC9A3	3.57676422766197
OSBP	6.66576441736551
PRR5	4.29066715825684
