Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_D02_458644
Composite Element REF	Signal
AACS	7.03164921416332
FSTL1	8.18853074475999
ELMO2	6.14123263102648
CREB3L1	3.96196247794682
RPS11	10.0614392617389
PNMA1	7.65050266601899
MMP2	7.75132329149279
SAMD4A	4.11850199730922
SMARCD3	5.28744043971946
A4GNT	3.64432973850951
C9orf39	3.53253285706484
PKNOX2	3.76708230619826
RALYL	3.38894669024025
ZHX3	4.69438732719563
ERCC5	7.10220031819754
RXFP3	2.94503654630099
APBB2	4.57940099746674
BBOX1	6.98717300445536
PRO0478	2.94835519971181
GCSH	8.68234034223806
XDH	3.59798932633307
EDN1	4.96086480862142
MTERF	6.88498356516428
PDCL3	7.20085506310846
CLK4	6.45053481583516
KCNG1	3.62518208814129
CXCR4	8.04818584209275
DECR1	9.1935222022442
SALL1	3.19826097578072
PTPRR	3.21468804532122
CADM4	3.35129661676809
IRAK1	8.35958791584638
CFHR5	3.23560525446507
HNRPD	7.99517789783841
TMSB10	11.6769507016087
CXCL3	4.58186567006394
LMAN1	3.62114763027893
SUHW1	3.32288111427424
CHD8	6.02236087020443
SUMO1	7.57137364430548
GP1BA	2.99878288146582
OR7A10	4.26555452967567
DDB1	7.61114966802213
CHRNA10	3.56501314866941
STYK1	4.54518814852513
MYO9B	4.54029976245186
CCNI	9.51375445793375
MMP7	10.0977481254697
EP300	6.6150404621794
CRNKL1	6.10221089274087
C9orf45	3.32749042169163
XAB2	4.07835117826777
RTN1	3.51089283490800
HIC2	4.07937117034811
TBX10	3.35183091906661
CENPQ	3.98971939660299
UTY	3.09593169353886
OR2W1	2.93854702210706
ATP5G2	9.54181517887955
ZEB1	3.58431409509445
ZG16	3.53435263897236
ERG	3.67904652398441
PARN	7.22589567692078
SOD2	6.73229745769536
JOSD3	8.18415528996993
ADAM5P	3.20122729672168
CHD9	6.38272019143047
hCG_40738	3.63594845103091
STK16	4.65297655744335
PDE1C	3.69898130921146
SEMA4D	5.3772306571321
AGPAT1	6.19627553151016
TOB2	7.92151564114075
BANK1	3.1784549925741
MAP3K3	5.42274247733975
MAX	5.13673177192586
GRM2	3.44794926205226
OSBPL8	6.98650688644468
PROSC	6.00345803510198
NR4A2	4.61013440021710
RICS	5.07403412626984
PIR	5.65597709845102
PPCS	8.73918758345079
IPO9	6.10026354979267
LONP1	7.15529352834283
EVC	4.4923008849396
CXCL13	4.80473260570735
SCYL3	5.49199568965303
KIAA1199	7.1446588651294
SORL1	7.98177804136788
NAT10	6.66195941469312
CHD1	5.71163935434251
SYN3	3.28249573204409
DMC1	3.89947604597512
SLC22A2	3.53201674538819
SERPINF1	6.54505519625308
C20orf27	5.79650199742567
OR7A17	3.12716121599153
RPS6KA5	4.61820097801823
LHB	3.13954620022848
TAOK3	5.33336748611224
STK25	5.95175355451365
SLC12A4	3.65944122361453
BRCA1	4.56244181568077
GBL	5.55835274339403
C14orf108	8.23117414884202
CDC25B	7.89620756906176
BMP3	3.32980988509821
MAP1LC3C	3.19050139918884
TMEM180	3.66247541272064
CRYGC	3.54752224573165
SLK	6.5886990829063
POU3F1	3.07195002036911
C20orf32	3.7969118732405
USP52	5.34096222112057
HIGD1B	3.96043825168366
BAZ1B	6.78449546814074
USP6NL	6.01253690729707
SLCO2B1	4.41012225568622
ABCD4	4.62774148368691
DIMT1L	5.73393551972374
SLC25A46	6.6524655751114
LARP7	7.9613502425632
TEK	3.43088689152254
CD160	3.87677406332947
TERF2IP	7.4145407278649
PHF20	6.5441898821156
COL1A1	7.4849015456772
KIAA0090	6.39525824227257
GTPBP1	4.6613292729963
GRK5	3.64063285623531
AP1S2	4.55217574036019
RAB33B	3.97605300730858
CA11	4.92118373283018
ALDOC	4.44450259504514
NUDT1	5.1170014482613
ZNF212	5.69069137206222
ACBD3	7.61386644742859
ZNF83	7.28569260218648
PRDM2	5.2872833112205
GDPD5	6.18836835152134
PDCD4	5.99506512648265
CEP350	6.23363284108594
FOXP3	3.31230535871123
SMYD3	6.97943888982161
CST7	4.20850601592151
SELL	5.71461069052772
CIAO1	6.32658899248103
LGI2	3.67751567049821
WDR45	5.92896395840388
ANKRD6	7.8966113259477
LTBP4	4.30265914216053
PSCD3	3.38313788671609
PYY	3.20636202849415
KCNC1	3.19643643682251
SIRT6	4.34869776679237
CCL19	3.64240530274439
ARHGEF9	4.17873763329679
ABR	4.23602543604205
C10orf22	6.08764460534503
STK17A	4.61382183152975
FOXE1	3.20948980689797
GML	3.34682209601074
CNGA3	3.02425400704713
CD38	4.93740641952558
ZDHHC6	7.51543805506043
NEFH	3.28183836184909
PGBD5	3.37313039638121
CTDSP2	7.56716870121203
RMND5B	6.1378679558589
ZNF257	3.59969552485451
DUSP4	3.59176303711056
FLJ22167	5.70994790360081
EXOSC7	6.60650303584887
