Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_D03_472006
Composite Element REF	Signal
AACS	6.15010503155829
FSTL1	8.98467347447825
ELMO2	5.3682897044147
CREB3L1	4.00436244499305
RPS11	9.27778868084745
PNMA1	8.14151470660656
MMP2	9.24722174128056
SAMD4A	4.1294518841972
SMARCD3	6.69469912022652
A4GNT	3.65013361071275
C9orf39	3.24289264464525
PKNOX2	3.83073037229936
RALYL	3.32675204550896
ZHX3	4.78744956224118
ERCC5	4.9734954077641
RXFP3	3.04817153735636
APBB2	4.10421049102495
BBOX1	5.69694726280597
PRO0478	3.01480134360602
GCSH	8.3227984772541
XDH	3.70971636618152
EDN1	3.08109231796171
MTERF	6.0074629412949
PDCL3	6.71058775042099
CLK4	5.88698088478896
KCNG1	3.62824738860977
CXCR4	8.29779914766571
DECR1	7.8505923302798
SALL1	3.2922986006577
PTPRR	3.23186657850247
CADM4	3.28615232680285
IRAK1	7.61078482152524
CFHR5	3.20671987911514
HNRPD	7.37766119626153
TMSB10	11.8082964900078
CXCL3	3.93169020142233
LMAN1	4.62482032745224
SUHW1	3.25202219801538
CHD8	6.23276637222715
SUMO1	7.81222882516369
GP1BA	3.03498765176611
OR7A10	3.69325233747022
DDB1	6.72198291207515
CHRNA10	3.64588795108549
STYK1	3.43916077410902
MYO9B	4.02073075276106
CCNI	10.1895935464821
MMP7	7.44417902769627
EP300	6.14138373309654
CRNKL1	6.48981415863531
C9orf45	3.35323864763705
XAB2	3.99325085909356
RTN1	4.17192793446681
HIC2	3.53764889382846
TBX10	3.35433050607489
CENPQ	3.85415787169243
UTY	3.13280626222679
OR2W1	3.05315596008713
ATP5G2	10.3789763778039
ZEB1	4.61715837049412
ZG16	3.40824058139627
ERG	3.88647237139402
PARN	6.83411135834477
SOD2	7.34545302987173
JOSD3	7.16270816944551
ADAM5P	3.1734534360919
CHD9	5.55889256014276
hCG_40738	4.21782165331746
STK16	4.98135483655766
PDE1C	3.48017127935045
SEMA4D	5.5695171357379
AGPAT1	6.30996546601647
TOB2	6.27625122747353
BANK1	3.67582300639737
MAP3K3	5.56723312305333
MAX	5.43052962973811
GRM2	3.60055597775773
OSBPL8	7.46670058704357
PROSC	5.34427951602395
NR4A2	3.99461680121359
RICS	4.06249169864277
PIR	3.54110477076686
PPCS	9.23546136855194
IPO9	6.0785138977599
LONP1	7.06622980894105
EVC	4.41799308725944
CXCL13	5.51909198396249
SCYL3	4.63477737838804
KIAA1199	7.43366158803477
SORL1	7.54043563689617
NAT10	7.07845379630121
CHD1	6.29953616109048
SYN3	3.55855897886942
DMC1	3.69222502683270
SLC22A2	3.62408135793621
SERPINF1	9.54592682409526
C20orf27	5.00269125252177
OR7A17	3.02762611609108
RPS6KA5	4.18722368524152
LHB	3.49809612963498
TAOK3	4.44185909955254
STK25	5.97675700148308
SLC12A4	3.61320684566824
BRCA1	3.50254910184497
GBL	5.15143592077576
C14orf108	6.74836813005828
CDC25B	5.71441973048627
BMP3	3.24065931621895
MAP1LC3C	3.29958814277932
TMEM180	3.53078518036663
CRYGC	3.76811494940989
SLK	6.03231533373935
POU3F1	3.35290674088327
C20orf32	3.87574091609944
USP52	5.22031750712017
HIGD1B	3.78108821805644
BAZ1B	6.43940683849781
USP6NL	5.54678768322067
SLCO2B1	4.51801928370389
ABCD4	4.4535685586508
DIMT1L	5.61324226139903
SLC25A46	6.73314124225127
LARP7	6.67207588486004
TEK	3.53764344384924
CD160	3.39496463920554
TERF2IP	7.83312085072417
PHF20	5.59790296914259
COL1A1	9.07977789132566
KIAA0090	5.39348643105602
GTPBP1	4.13321121208909
GRK5	3.5589693768249
AP1S2	5.22908928784415
RAB33B	4.22840946968546
CA11	4.41635402753020
ALDOC	4.81026792048276
NUDT1	5.13209002885667
ZNF212	4.9005681633799
ACBD3	7.94150662026602
ZNF83	6.33299656932317
PRDM2	4.55821083720025
GDPD5	4.88911650600599
PDCD4	5.97070626118958
CEP350	5.17859556006993
FOXP3	3.31500620637969
SMYD3	7.77210078905588
CST7	4.50530529958281
SELL	4.07154697809677
CIAO1	6.05150901084116
LGI2	3.63860571668893
WDR45	5.27835388476657
ANKRD6	6.54776909528639
LTBP4	3.75268301400368
PSCD3	3.60016552462737
PYY	3.04343520071965
KCNC1	3.14177069430130
SIRT6	3.73526946771838
CCL19	3.87786019201542
ARHGEF9	4.25207303191297
ABR	4.25316509479235
C10orf22	6.50696307803456
STK17A	5.35570811238629
FOXE1	3.42284780775001
GML	3.26224169203333
CNGA3	2.98651304918539
CD38	3.57626151035248
ZDHHC6	6.84391194871827
NEFH	3.24895686962856
PGBD5	3.05906714720650
CTDSP2	6.97846154447845
RMND5B	5.33004194114523
ZNF257	3.51162104758277
DUSP4	3.29820398052371
FLJ22167	5.1222477410117
EXOSC7	6.49150242312948
ROR2	3.94822052501336
FOXM1	4.83812240060822
ZBTB48	4.3230498110994
BUD31	8.55111915176687
MAOA	3.67647386049531
CCDC41	4.67819499644374
TNNT3	3.74473079496466
FBXO11	5.19643508601306
GYPC	5.43259070579992
PLIN	3.4952222816508
RFXAP	3.41199333562568
C6orf15	3.96451467583199
RNF4	7.27244298498724
F8A1	7.16098821909875
PPP1R3D	4.10301256989214
GRB2	7.7081863601853
TPM3	3.11898161551717
SYT13	3.28854112756482
EPB42	3.46954469252927
RP5-1077B9.4	4.57787525833372
EIF1	10.4173947873957
CETN3	7.11984193100378
FPGT	4.76346313490986
PRY	3.38089116970475
NTHL1	5.17810967026584
POLR2B	8.16490401195632
RPS28	11.6950154139635
GDF10	3.17238584591738
COQ9	6.92430582594385
P2RX3	2.82201107886337
GCC2	7.09869346950588
RARRES3	6.23885471243463
PLXNA1	5.52518204984531
WBP4	4.52108387703783
KIAA0100	6.26023746559088
PMF1	6.07743331819259
HS2ST1	5.50811598139576
CRELD2	7.41426896211899
C8G	3.20400255435152
CD82	5.71489844534734
PMM1	4.39810785912436
CBLL1	4.2424631192951
LIM2	3.74728375249959
VAX2	3.60386977760562
SETDB1	4.99682859635567
LRAP	5.1908425630921
GCLM	7.20273768704438
CPEB3	3.75194872898226
PPM1A	5.84214851233936
INTS1	3.77166456161404
MMP16	3.15689255492762
CAMTA1	3.52679853578912
SAMSN1	5.40768774806337
DRD3	2.82578818124723
GMPPA	4.64603522832057
C11orf73	5.0763886296227
AIPL1	3.87624713544557
PTP4A2	9.84993686538733
IL24	3.24533842772703
BDKRB1	3.39432321274904
HPCA	3.34912664313563
MLF1	6.0224568814168
SEC14L1	6.34751972654082
CHFR	5.30430703228863
EMILIN1	4.1583472708859
THADA	5.55985130813516
TAF12	5.07343145600253
NDUFS4	8.19405073806375
ID1	4.80000584376533
PIK3CB	4.09064485290177
COL18A1	6.94397437177749
PDZD3	3.23807114097675
TBC1D17	4.84983581468939
COX8A	8.92822838318876
CDCA4	5.12774721038816
C2orf44	4.28597220668902
C9orf16	6.70951844688774
ERBB2IP	8.15295477225249
EMX2	9.04398530558479
FUS	5.85710596675195
NIPSNAP3B	3.48078748980904
TF	3.4547674223481
CXorf56	4.59018189380689
CLCN4	3.62119179657893
PWP2	5.26007662798997
MMP15	4.1445519815952
MTMR14	5.49958777979885
NPR1	7.10939278257474
DNAL4	5.38426309695838
ELAC2	4.64137332171006
ASS1	9.81801160792923
IPP	6.16049513090436
TMEM59	9.65203606119746
POLR2J	9.0915609663413
SEC23IP	6.11159816411544
RGS4	4.42825371026729
UQCRC1	8.90086321576961
SNX6	7.57546030666676
DDX18	7.10774179823502
POLG	5.10164568692382
ADAM23	4.18696793258958
ZNHIT2	4.19780625689866
