Hybridization REF	APEEK_p_TCGA_GBM16-Ov15_Expr_HT_HG-U133A_96-HTA_B01_464074
Composite Element REF	Signal
AACS	6.54658599856223
FSTL1	6.49289543904095
ELMO2	5.75984126035478
CREB3L1	3.65017898067656
RPS11	10.3287769471458
PNMA1	7.80698122907054
MMP2	6.0837445233462
SAMD4A	3.78904980793751
SMARCD3	6.44895677575952
A4GNT	3.42795856502823
C9orf39	3.37670766790304
PKNOX2	4.34965419139632
RALYL	3.50527100984351
ZHX3	4.43210372460163
ERCC5	6.5943413491087
RXFP3	3.02948000844933
APBB2	4.37205334346828
BBOX1	4.94788561092111
PRO0478	2.95155445860733
GCSH	9.4426499489291
XDH	3.71883082172762
EDN1	4.77048394078491
MTERF	6.61396410310722
PDCL3	7.18262833976612
CLK4	6.62445624484961
KCNG1	3.70086849977059
CXCR4	7.05554525277551
DECR1	7.95649279122068
SALL1	3.20535014705937
PTPRR	3.28020707895808
CADM4	3.26303245669577
IRAK1	9.5174848570149
CFHR5	3.29881031784839
HNRPD	8.17715641321371
TMSB10	11.0539896641666
CXCL3	3.60571597019251
LMAN1	4.32870601332525
SUHW1	3.62745662544920
CHD8	5.65842473909891
SUMO1	8.55181420545996
GP1BA	3.34341075023593
OR7A10	3.94960321686209
DDB1	7.82159027075897
CHRNA10	3.57758671927849
STYK1	3.30845916342839
MYO9B	3.99247508669757
CCNI	10.3318982767572
MMP7	8.37482696947169
EP300	6.33670254234293
CRNKL1	7.18210196866449
C9orf45	3.20996806900791
XAB2	4.53486114956003
RTN1	3.94042185830689
HIC2	4.10628800657284
TBX10	3.58081612298483
CENPQ	4.70062290772161
UTY	3.13740849238812
OR2W1	2.99359181808115
ATP5G2	10.0280436393823
ZEB1	3.5549129330467
ZG16	3.5764098411327
ERG	3.63310753512905
PARN	7.74507838011134
SOD2	5.93420457839949
JOSD3	9.41062926233563
ADAM5P	3.28102174785318
CHD9	6.87226840755661
hCG_40738	3.6910789599293
STK16	5.8219058153766
PDE1C	3.59262013532529
SEMA4D	5.24657476994391
AGPAT1	6.76941767985954
TOB2	6.44605433022008
BANK1	6.19919829681597
MAP3K3	4.99016370503049
MAX	4.99064872908739
GRM2	3.44616567265945
OSBPL8	6.7242917206296
PROSC	6.86747868827684
NR4A2	5.65663020149032
RICS	5.18124448046612
PIR	5.85119887793902
PPCS	9.00718608254251
IPO9	6.27441597699145
LONP1	6.94110278529778
EVC	4.61845764739553
CXCL13	4.52398171211477
SCYL3	5.82934656490512
KIAA1199	5.31439820257376
SORL1	8.52139424423179
NAT10	6.59134987834627
CHD1	5.95759370219781
SYN3	3.53794612346987
DMC1	3.82350767431959
SLC22A2	3.75741290046334
SERPINF1	5.39778585617735
C20orf27	6.06775125872009
OR7A17	3.15821134367538
RPS6KA5	4.48775541012828
LHB	3.24297141342135
TAOK3	4.72393409249794
STK25	5.58689509330179
SLC12A4	3.54390136801823
BRCA1	3.91793635961251
GBL	5.73012139884671
C14orf108	7.80483863740863
CDC25B	5.3503300837522
BMP3	3.1369507594373
MAP1LC3C	3.31382218097667
TMEM180	3.44065135728987
CRYGC	3.86025383453697
SLK	6.47669973480641
POU3F1	3.24200569046485
C20orf32	3.59825620555401
USP52	5.19129737304309
HIGD1B	3.57452516030212
BAZ1B	6.95187989813811
USP6NL	5.67033921586478
SLCO2B1	4.18586101161719
ABCD4	4.50003451216454
DIMT1L	5.32102497214631
SLC25A46	6.75664396778771
LARP7	6.94620050111892
TEK	3.67519986168586
CD160	3.67242048598259
TERF2IP	7.66600105711473
PHF20	6.62747955867473
COL1A1	6.00686381227623
