Hybridization REF	APEEK_p_TCGA_GBM16-Ov15_Expr_HT_HG-U133A_96-HTA_B11_464094
Composite Element REF	Signal
AACS	6.17323275165925
FSTL1	8.78881300501259
ELMO2	5.11847950139158
CREB3L1	4.35456941233508
RPS11	10.1589897465908
PNMA1	7.49100237988323
MMP2	9.28936771106534
SAMD4A	3.79963923316635
SMARCD3	7.09076888679334
A4GNT	3.63785067623128
C9orf39	3.30029585758411
PKNOX2	4.82138249710615
RALYL	3.39120372475807
ZHX3	4.08665441773042
ERCC5	5.65060729486786
RXFP3	2.96963911420824
APBB2	4.26185231488248
BBOX1	6.09070848620424
PRO0478	2.96998596210801
GCSH	8.14913463438144
XDH	3.60240210857364
EDN1	4.57815832543796
MTERF	6.20526258431483
PDCL3	7.76295962953131
CLK4	6.85739143676382
KCNG1	3.6020505657623
CXCR4	7.63638986154642
DECR1	8.50592806781537
SALL1	3.1490093142437
PTPRR	4.34355524202164
CADM4	3.26703724727972
IRAK1	8.05747122809189
CFHR5	3.07338405530854
HNRPD	7.50820558618198
TMSB10	11.8207050542506
CXCL3	4.69235647402514
LMAN1	4.01757253283784
SUHW1	3.39850638018686
CHD8	5.08594681713524
SUMO1	8.09285535289995
GP1BA	3.40134607897896
OR7A10	3.76132549746288
DDB1	7.59887691494002
CHRNA10	3.53886917064842
STYK1	3.65600831444657
MYO9B	4.02107044892854
CCNI	9.5191686691876
MMP7	10.8926523139646
EP300	6.36060131246303
CRNKL1	6.09680955935189
C9orf45	3.11315808663931
XAB2	3.72546642816627
RTN1	3.73089557916397
HIC2	3.89057480258564
TBX10	3.48508009305174
CENPQ	4.75138213891147
UTY	3.21515495752069
OR2W1	2.88251254652201
ATP5G2	10.4160837632215
ZEB1	4.03150097754604
ZG16	3.37210609899805
ERG	3.7668963478553
PARN	6.54017239071292
SOD2	6.5957471373414
JOSD3	8.05718033023165
ADAM5P	3.19623890503245
CHD9	6.66142735661151
hCG_40738	3.34575458221818
STK16	5.33119236588051
PDE1C	3.48558010470737
SEMA4D	4.75504729704488
AGPAT1	5.59651702467092
TOB2	6.36126647359938
BANK1	5.49229147082572
MAP3K3	4.85531258431601
MAX	5.14658669837828
GRM2	3.66523744825038
OSBPL8	7.99124606361449
PROSC	5.66857394525764
NR4A2	6.58938415652396
RICS	5.01728282331727
PIR	5.33487665383347
PPCS	9.1637447140669
IPO9	5.82528548800558
LONP1	6.3107321711382
EVC	4.44986991233983
CXCL13	4.11558109120152
SCYL3	5.63436018183098
KIAA1199	6.29234003016537
SORL1	9.47117532198962
NAT10	5.30349077805882
CHD1	6.60136366020658
SYN3	3.51617528162561
DMC1	3.67515333308672
SLC22A2	3.6482138337848
SERPINF1	9.18468454420477
C20orf27	5.01787985019474
OR7A17	3.13800190591776
RPS6KA5	4.83671032843791
LHB	3.3167873973919
TAOK3	5.43022958908988
STK25	5.55442877451884
SLC12A4	3.57619322231626
BRCA1	3.46437050190577
GBL	5.59644047528567
C14orf108	8.01868631059495
CDC25B	5.87056104279506
BMP3	3.04096323142943
MAP1LC3C	3.4800600647112
TMEM180	3.52242983621873
CRYGC	4.31119590761213
SLK	5.77086146156313
POU3F1	3.25740093579610
C20orf32	3.86705066458545
USP52	5.54263185766451
HIGD1B	3.86259914623927
BAZ1B	5.98149106997158
USP6NL	5.28839411727626
SLCO2B1	4.17206684963102
ABCD4	4.72396418456877
DIMT1L	6.26272500453384
SLC25A46	7.2425532502745
LARP7	6.63501826940789
TEK	3.65933734239002
CD160	3.60037630530532
TERF2IP	7.26270063489342
PHF20	6.1776914338683
COL1A1	9.10331310402394
KIAA0090	4.81170061253046
GTPBP1	4.45341407758382
GRK5	3.73560394988897
AP1S2	5.22130272092962
RAB33B	3.91202103787068
CA11	4.35687089323884
ALDOC	5.07426757699992
NUDT1	5.39346378028799
ZNF212	5.24268480232242
ACBD3	7.19120051762005
ZNF83	7.88655442281368
PRDM2	4.65562548984069
GDPD5	5.06213130732172
PDCD4	5.9702629414901
CEP350	5.4847851646397
FOXP3	3.20767614616069
SMYD3	7.80197610055597
CST7	5.68311112881301
SELL	4.65743785065056
CIAO1	6.13464550127346
LGI2	3.82150959779823
WDR45	6.6007012646844
ANKRD6	7.32634211514694
LTBP4	3.46764286109088
PSCD3	3.14983811725771
PYY	3.10398455636603
KCNC1	3.21153929866873
SIRT6	3.78480305896209
CCL19	3.61049242730504
ARHGEF9	4.15494956780786
ABR	4.29611803037048
C10orf22	7.17099028898225
STK17A	5.23523828049615
FOXE1	3.28788791555182
GML	3.19749748210295
CNGA3	3.03143652940813
CD38	3.78549457435369
ZDHHC6	7.50162024936625
NEFH	3.16890237421617
PGBD5	3.37361021503001
CTDSP2	7.37195327541292
RMND5B	5.87131880485198
ZNF257	3.99300953893924
DUSP4	4.78738100750607
FLJ22167	5.43950981793861
EXOSC7	7.1542100916727
ROR2	4.08684033210268
FOXM1	4.74767978611751
ZBTB48	4.4416308016695
BUD31	7.76442962805577
MAOA	3.883361769447
CCDC41	4.51976736983192
TNNT3	3.45552175631471
FBXO11	5.44404250095239
GYPC	6.69173574644954
PLIN	3.53521556435792
RFXAP	3.71112572951076
C6orf15	3.79898234144156
RNF4	8.85884800155121
F8A1	7.19348941612002
PPP1R3D	4.23865969758997
GRB2	7.40676515302329
TPM3	3.21305867061454
SYT13	3.54777591893535
EPB42	3.32378623659709
RP5-1077B9.4	5.2028077707098
EIF1	10.2997092863820
CETN3	8.17577551442484
FPGT	5.65068956835044
PRY	3.47442858647374
NTHL1	6.27205934270833
POLR2B	8.5030797449992
RPS28	11.6668381445653
GDF10	3.07743723007273
COQ9	6.48751843737239
P2RX3	2.92274444455956
GCC2	7.4396759392274
RARRES3	8.20495286491461
PLXNA1	5.96542444658123
WBP4	4.63943654476905
KIAA0100	5.48564115077061
PMF1	6.30770347666535
HS2ST1	6.07195083844841
CRELD2	7.23577512362404
C8G	2.88547221562769
CD82	5.27772115360272
PMM1	5.19229778167396
CBLL1	3.98279743860132
LIM2	3.41133641884842
VAX2	4.21169613449502
SETDB1	4.83471089102893
LRAP	6.23875910306924
GCLM	6.62937340826817
CPEB3	3.8386431449087
PPM1A	6.34935034823492
INTS1	3.90875230994857
MMP16	3.20767614616069
CAMTA1	3.46419722684134
SAMSN1	5.87387118232945
DRD3	2.89026631833956
GMPPA	5.07847334176575
C11orf73	7.4648231627138
AIPL1	3.79459394881648
PTP4A2	9.07781760975143
IL24	3.35699967519531
BDKRB1	3.50800629562703
HPCA	3.46294890687742
MLF1	7.04826185441728
SEC14L1	7.22959542101806
CHFR	5.34530805116989
EMILIN1	3.75208097280038
THADA	6.19998814061509
TAF12	5.84861854721723
NDUFS4	9.05538935561003
ID1	6.33324804411508
PIK3CB	3.89750879512125
COL18A1	6.74739081317775
PDZD3	3.04502404286401
TBC1D17	5.6946177247282
COX8A	10.4605575092113
CDCA4	6.32791961935563
C2orf44	4.27536409046672
C9orf16	7.3808453384925
ERBB2IP	8.10854008966718
EMX2	8.40459848428873
FUS	6.58848418722829
NIPSNAP3B	3.7190563040509
TF	3.18216972716839
CXorf56	5.33104116173874
CLCN4	3.53121605020589
PWP2	4.73439322788954
MMP15	3.73638665321002
MTMR14	5.40654394860159
NPR1	6.06407681243487
DNAL4	5.82999732480208
ELAC2	4.29266103341580
ASS1	10.1475139389062
IPP	5.19836575219779
TMEM59	10.2263726482960
POLR2J	7.28295675903838
SEC23IP	5.02651297380054
RGS4	4.76849248477341
UQCRC1	8.9094475219843
SNX6	6.90765051289081
DDX18	6.81601312866189
POLG	4.43254980111521
ADAM23	3.86663458681933
ZNHIT2	5.14434519315297
TFR2	3.45217247912178
NCDN	4.12758853363272
RAG1	3.31060529348839
POMT1	4.41254322975241
CYP1A1	3.32173614948074
SNAPC1	6.66043751539391
GNA11	4.80761857193809
CCDC52	2.88785081111278
CAPN1	6.73874984227848
DDHD2	6.54699463676352
UPF3A	5.52344745593302
LAGE3	6.08762728775844
GNRHR	3.1521969392656
UNC13B	5.0611054782545
TTLL4	3.99986748128144
PPBP	6.5275989417336
HTR3A	4.44293742306924
SDC2	7.84698611625224
ANKRD49	7.67981413335633
BTF3	11.0077642086533
COX7A2	11.7288566708933
SARS	8.59727172291687
C13orf18	4.04628539708307
CACNB1	3.92164865545907
QKI	5.83964966644702
SETMAR	6.11629985367567
LAMB4	3.39359444283302
MAN2B1	5.98000129832342
EML3	5.1489345512546
ACADL	3.15381192164686
OFD1	7.45194291580827
CGA	3.32200349011139
EIF3EIP	11.0740589597735
PEX16	5.00605379685505
GNG12	7.7314556653778
HABP4	4.6877612802087
CNTN2	3.41713450680922
ASNSD1	7.28841101577258
FUT4	4.09693917504603
DBH	3.51441585172165
CD53	7.69748292791252
HIST1H2BJ	3.38136260514501
TFAP2B	3.20896377345833
ACF	3.68030478986146
TMEM11	5.86265816527748
CDH8	3.3305093605498
C3orf32	3.53518814957534
AGPS	5.11488229939159
C4orf18	3.59233726821242
PCCB	7.47864101748322
IPO13	4.39635587989271
PECI	7.99838822449999
UNG	7.23577643809673
C6orf105	3.69857210117134
GSTP1	9.70875070061814
SUV420H1	7.56299884763334
ARHGAP15	4.26185848263252
LTBR	6.5493502599661
TDRKH	3.41311603399014
PSG4	3.59664531824695
SLC9A3R1	6.4150442495821
NBPF3	8.73561179968181
SLC9A3	3.67006653747578
OSBP	6.25802164274456
