Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_F10_298084
Composite Element REF	Signal
AACS	6.27985212796635
FSTL1	8.78338635882951
ELMO2	4.92827601131532
CREB3L1	4.40949012422765
RPS11	10.2308903133980
PNMA1	7.82264405438544
MMP2	8.542989562623
SAMD4A	3.65735029083267
SMARCD3	8.29424338055979
A4GNT	3.68035619662550
C9orf39	3.2614014239698
PKNOX2	4.3154124595463
RALYL	3.29485418823727
ZHX3	4.14755213402599
ERCC5	6.24812938884745
RXFP3	3.14474318396031
APBB2	4.86821715478801
BBOX1	5.67166868969786
PRO0478	2.82013405750280
GCSH	7.28743325304948
XDH	4.08289471769774
EDN1	4.37835135298004
MTERF	5.9795106747356
PDCL3	6.92224856559703
CLK4	6.20719608071217
KCNG1	3.74438856704632
CXCR4	8.10131306229488
DECR1	8.3190669079178
SALL1	3.23799677069034
PTPRR	3.70390843019355
CADM4	3.55056667207412
IRAK1	9.2214726598215
CFHR5	3.37007501445831
HNRPD	7.09738470048322
TMSB10	12.3288376078589
CXCL3	3.78367630382209
LMAN1	3.57554444011519
SUHW1	3.76321783858346
CHD8	6.62465759477718
SUMO1	7.1383964939556
GP1BA	3.10503568390679
OR7A10	3.62287011999845
DDB1	7.94266913042936
CHRNA10	3.68016429731530
STYK1	3.46344853910918
MYO9B	4.21040737721104
CCNI	10.6847148102842
MMP7	12.0338274270359
EP300	5.98716927380137
CRNKL1	5.22252017422056
C9orf45	3.58045122912399
XAB2	4.11033260064951
RTN1	3.97874309760123
HIC2	4.34446320293843
TBX10	3.48988984418472
CENPQ	3.92882240219436
UTY	3.15419077307066
OR2W1	2.98086807157141
ATP5G2	10.5499793277024
ZEB1	3.79292450510274
ZG16	3.56542485289144
ERG	3.89511806289813
PARN	7.12493488210276
SOD2	4.63744730304279
JOSD3	8.04826917267919
ADAM5P	3.28054565990599
CHD9	5.25136104981696
hCG_40738	3.70179261352130
STK16	5.11488849330737
PDE1C	3.96751168400169
SEMA4D	5.30272732479144
AGPAT1	6.34803799900463
TOB2	6.48087523432235
BANK1	4.67872713918186
MAP3K3	5.73203872796469
MAX	4.92544967538018
GRM2	3.64403845235388
OSBPL8	6.13683595155868
PROSC	5.77729414923378
NR4A2	4.50311590707617
RICS	4.49421605155103
PIR	4.77237639745917
PPCS	8.55935748368742
IPO9	6.53897653496935
LONP1	6.40528405862407
EVC	4.41728390665254
CXCL13	4.49071184208663
SCYL3	5.73254589395723
KIAA1199	6.47366587037942
SORL1	8.90109006016655
NAT10	7.53523336588582
CHD1	6.23871362809878
SYN3	3.55221468031118
DMC1	3.81115593566598
SLC22A2	3.88714501812312
SERPINF1	8.33928514375868
C20orf27	6.40472359538069
OR7A17	3.14227926101516
RPS6KA5	4.21643444985479
LHB	3.88794440129581
TAOK3	4.65585757641998
STK25	6.05788284750235
SLC12A4	3.76336344081417
BRCA1	3.66731124982167
GBL	5.75193218488705
C14orf108	6.64620402910679
CDC25B	6.30370439456766
BMP3	3.36204212982191
MAP1LC3C	3.49417758997063
TMEM180	3.27910426384313
CRYGC	3.63681565210093
SLK	5.12113397318437
POU3F1	3.43641863066504
C20orf32	3.88132899336063
USP52	4.59803716144673
HIGD1B	4.26032634939348
BAZ1B	6.53172043289248
USP6NL	5.3518456082369
SLCO2B1	4.16264840220615
ABCD4	4.55952506688536
DIMT1L	6.06430168178461
SLC25A46	7.16857266061857
LARP7	5.54269974578722
TEK	3.75522714702471
CD160	3.86628141126948
TERF2IP	7.46370583522343
PHF20	5.97218628327892
COL1A1	8.49846443895154
KIAA0090	6.24478655389613
GTPBP1	4.61823044522118
GRK5	3.91572203782109
AP1S2	4.99045051479231
RAB33B	4.10013310928469
CA11	4.25006242824287
ALDOC	5.42441312964444
NUDT1	5.30725015252210
ZNF212	5.75715456607582
ACBD3	7.47436892095482
ZNF83	5.76587173229911
PRDM2	4.84713861074028
GDPD5	5.9590685642355
PDCD4	4.66281090803703
CEP350	6.2155611415608
FOXP3	3.51368242333147
SMYD3	5.86804463475076
CST7	4.50348730467094
SELL	4.55843589510555
CIAO1	6.3315194649183
LGI2	4.08884192789038
WDR45	6.55924707353423
ANKRD6	5.67662041553724
LTBP4	4.44647642661312
PSCD3	3.29081168774542
PYY	3.34913973968275
KCNC1	3.1731548101133
SIRT6	4.02936744337124
CCL19	5.28800455206333
ARHGEF9	4.67416629326895
ABR	4.47072936607563
C10orf22	6.94765370176536
STK17A	4.58624583757753
FOXE1	3.58121529602095
GML	3.11215980325371
CNGA3	3.08579157809704
CD38	3.63274553817602
ZDHHC6	6.17489917431528
NEFH	3.4754814872358
PGBD5	3.48146737024251
CTDSP2	7.8974318884265
RMND5B	5.59357086941898
ZNF257	3.60486684539402
DUSP4	4.8679579429465
FLJ22167	4.4831584116752
EXOSC7	6.90503951733031
ROR2	3.77073506106723
FOXM1	4.63131196360473
ZBTB48	4.69331583541433
BUD31	6.95743526600494
MAOA	3.81008960444396
CCDC41	4.48386595305070
TNNT3	3.93607643344759
FBXO11	5.30202582394306
GYPC	6.17892405469154
PLIN	3.9535239345729
RFXAP	3.6669047656107
C6orf15	3.67755846704522
RNF4	8.05430952882563
F8A1	8.62481854295767
PPP1R3D	5.0877150064773
GRB2	7.42505963702861
TPM3	3.14969766516692
SYT13	3.56636219816757
EPB42	3.43624984598701
RP5-1077B9.4	5.18412819395133
EIF1	9.95530456244538
CETN3	6.7339181473194
FPGT	4.24584135889823
PRY	3.37016150752521
NTHL1	5.15753043610831
POLR2B	8.82161294401182
RPS28	11.6574467917028
GDF10	3.11939806340986
COQ9	7.36047271766062
P2RX3	3.046423129486
GCC2	6.62228858783558
RARRES3	7.31470852809407
PLXNA1	6.39246875957373
WBP4	4.42970222907796
KIAA0100	6.16881272405651
PMF1	6.70457839924447
HS2ST1	5.66050541191253
CRELD2	6.90201962981779
C8G	3.25964328247504
CD82	5.98670833367199
PMM1	5.13105184002129
CBLL1	3.95350857094613
LIM2	3.56007401059280
VAX2	3.68533236230282
SETDB1	4.97762100939955
LRAP	5.29869664900935
GCLM	5.23187097196004
CPEB3	3.52312843482804
PPM1A	5.29095367246249
INTS1	4.49835158192296
MMP16	3.24212856782729
CAMTA1	3.23656461390552
SAMSN1	4.74573545357468
DRD3	2.78976575351659
GMPPA	5.59327017729587
C11orf73	4.33276102793281
AIPL1	3.52367034592032
PTP4A2	9.64875089611126
IL24	3.36011379715287
BDKRB1	3.41934558935259
HPCA	3.73643382900931
MLF1	4.77524334615049
SEC14L1	5.76508037758946
CHFR	5.11360467271709
EMILIN1	3.97324760647287
THADA	6.19219120883457
TAF12	4.75129212999521
NDUFS4	8.23736899105806
ID1	5.86667702998396
PIK3CB	3.65212350637090
COL18A1	7.59444557496487
PDZD3	3.56606054354767
TBC1D17	4.28486842708964
COX8A	10.160574067115
