Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_D06_452030
Composite Element REF	Signal
AACS	6.90804503149604
FSTL1	8.903794615222
ELMO2	5.27969077061204
CREB3L1	4.61941143882398
RPS11	9.62834084920632
PNMA1	7.8305917998397
MMP2	9.08653812809549
SAMD4A	3.82200602016538
SMARCD3	4.64674535515390
A4GNT	3.55129825722384
C9orf39	3.16412004550025
PKNOX2	3.99250663732376
RALYL	3.21666031640259
ZHX3	4.20383338210241
ERCC5	5.55075476902512
RXFP3	2.89379533277276
APBB2	4.21976291778293
BBOX1	4.74094452745863
PRO0478	3.02001601090738
GCSH	8.20500807025518
XDH	4.16128245322241
EDN1	3.34143398923157
MTERF	6.24818788978277
PDCL3	7.15572386547707
CLK4	5.56801848994555
KCNG1	3.6020381021503
CXCR4	7.93250601646343
DECR1	8.82172289936837
SALL1	3.19963924891099
PTPRR	3.32654359765228
CADM4	3.39411003852369
IRAK1	8.362516553569
CFHR5	3.36524954439223
HNRPD	8.00374916156837
TMSB10	11.8311539366272
CXCL3	4.36376060610773
LMAN1	4.26357954515795
SUHW1	3.66144138354583
CHD8	5.68364456680995
SUMO1	8.01370159720658
GP1BA	3.22037345623877
OR7A10	3.8629270307572
DDB1	7.34246875918495
CHRNA10	3.74287199498962
STYK1	3.61122397729431
MYO9B	4.44796918220036
CCNI	10.0634054503585
MMP7	10.5413261313707
EP300	6.40842407782333
CRNKL1	5.48641880138573
C9orf45	3.23442979037855
XAB2	3.98882698930353
RTN1	5.61389296907225
HIC2	4.05121043478026
TBX10	3.71044723338892
CENPQ	4.09055311264255
UTY	3.13844133733047
OR2W1	3.01968115592363
ATP5G2	9.57851216760995
ZEB1	4.31864940968856
ZG16	3.47159385413047
ERG	3.82808029831676
PARN	6.94232379613446
SOD2	7.70291414510293
JOSD3	7.41629655066185
ADAM5P	3.23881885966512
CHD9	5.6522837175677
hCG_40738	3.816025046521
STK16	5.35358528411909
PDE1C	3.54761802554975
SEMA4D	5.41155766552028
AGPAT1	6.21121057130573
TOB2	5.97164116553448
BANK1	5.88423061896836
MAP3K3	5.58458122213361
MAX	5.14675945568704
GRM2	3.68720180548749
OSBPL8	7.0870984348112
PROSC	6.12836679561075
NR4A2	3.65093844172012
RICS	5.01971406811477
PIR	4.27664355299943
PPCS	8.56953463489827
IPO9	5.7097087948483
LONP1	6.40781272118591
EVC	4.05699518286735
CXCL13	5.8985970515247
SCYL3	4.9960082689331
KIAA1199	6.13226594298168
SORL1	7.56788217219234
NAT10	5.84918497022458
CHD1	5.82080154527807
SYN3	3.60489455073434
DMC1	3.71482101078355
SLC22A2	3.67006437572894
SERPINF1	9.83183576765563
C20orf27	5.29039788426242
OR7A17	3.18163136096527
RPS6KA5	3.96221805106871
LHB	3.76555653741193
TAOK3	5.11983844897924
STK25	5.24372618388707
SLC12A4	3.60983815519772
BRCA1	4.09721107286349
GBL	5.30541010136832
C14orf108	8.26722703492004
CDC25B	6.04844945631848
BMP3	3.13921751618749
MAP1LC3C	3.34354778735861
TMEM180	3.66002647738136
CRYGC	3.76807718034036
SLK	6.39671177593978
POU3F1	3.08342884692526
C20orf32	3.94828773023978
USP52	4.67804741887493
HIGD1B	3.91614670982059
BAZ1B	6.34880891417938
USP6NL	5.75849538714506
SLCO2B1	5.8984939091087
ABCD4	4.49393751769541
DIMT1L	5.9523702306496
SLC25A46	7.52992353090492
LARP7	7.16852323533463
TEK	3.72884764276901
CD160	3.55997567110593
TERF2IP	7.259765959611
PHF20	5.58184751551605
COL1A1	9.46683212435227
KIAA0090	6.24787363660928
GTPBP1	4.22568345925336
