Hybridization REF	TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_F06_586104
Composite Element REF	Signal
AACS	6.9119231467829
FSTL1	7.63645513767482
ELMO2	6.21889901117307
CREB3L1	3.54135945661390
RPS11	10.1748597158269
PNMA1	9.480768633901
MMP2	6.54255865297874
SAMD4A	4.06327015282547
SMARCD3	6.86593730268667
A4GNT	3.51360544592665
C9orf39	3.5061844379223
PKNOX2	3.73208521783848
RALYL	3.2489855247353
ZHX3	4.10977598735129
ERCC5	6.44934968425317
RXFP3	2.97275415456569
APBB2	3.4807678944486
BBOX1	9.10150078422366
PRO0478	2.97170404389281
GCSH	8.17774571566735
XDH	3.6183639924513
EDN1	3.52867658629634
MTERF	7.54809083051295
PDCL3	7.65964352008737
CLK4	6.85825993588023
KCNG1	3.75421266278602
CXCR4	8.43725603422714
DECR1	8.88208765421493
SALL1	3.05421677371891
PTPRR	3.66065882016389
CADM4	3.31892090757889
IRAK1	9.61264086304061
CFHR5	3.06877385062636
HNRPD	8.2738476631745
TMSB10	12.2256053588235
CXCL3	4.06425792794949
LMAN1	5.37874386051585
SUHW1	3.52782178774298
CHD8	6.58261980113744
SUMO1	8.14648322051567
GP1BA	3.26723389424678
OR7A10	3.51249128327442
DDB1	7.59642216197776
CHRNA10	3.81987560791916
STYK1	4.76307191763923
MYO9B	4.50625176233874
CCNI	10.1230857403050
MMP7	7.42695917348353
EP300	6.55189644442771
CRNKL1	7.13986794137912
C9orf45	3.24967105147172
XAB2	3.717063881211
RTN1	5.08318956849481
HIC2	4.39464363456661
TBX10	3.43488956987598
CENPQ	5.22140037923229
UTY	3.0628938207
OR2W1	2.76360283689367
ATP5G2	10.1379606437479
ZEB1	3.57609770592434
ZG16	3.27638002651578
ERG	3.61927821244329
PARN	6.4503699402854
SOD2	6.65884952328416
JOSD3	8.18672830273008
ADAM5P	3.15678040304586
CHD9	6.68359370540147
hCG_40738	4.00010748515271
STK16	5.18745991025713
PDE1C	3.44682420989987
SEMA4D	6.64049285959087
AGPAT1	6.26117513638784
TOB2	6.11967240996352
BANK1	3.24453833775847
MAP3K3	5.85499770247436
MAX	5.79469497803723
GRM2	3.66603194858321
OSBPL8	7.81462920623301
PROSC	5.98728491958927
NR4A2	8.41942853550926
RICS	6.47750642905935
PIR	7.99270828571303
PPCS	8.93677145313478
IPO9	6.45892746504376
LONP1	7.03121539824578
EVC	4.4006015669726
CXCL13	8.37084728050288
SCYL3	6.38365472766444
KIAA1199	5.93493360528239
SORL1	7.61782278082518
NAT10	7.32148252222866
CHD1	7.04133062019067
SYN3	3.37036906973152
DMC1	4.76337559899957
SLC22A2	3.51946577094297
SERPINF1	7.22730716665935
C20orf27	6.45895023706952
OR7A17	3.03699606445824
RPS6KA5	5.74745268960231
LHB	3.46211055825028
TAOK3	4.94467372908291
STK25	6.25760724439731
SLC12A4	3.63235060947991
BRCA1	6.26540558742674
GBL	5.98113007556996
C14orf108	8.6301587881651
CDC25B	7.80507853367444
BMP3	3.06719586185406
MAP1LC3C	3.24611719303343
TMEM180	3.38523495377223
CRYGC	3.57312257482858
SLK	6.86303728610754
POU3F1	3.10309375390327
C20orf32	3.4345910709527
USP52	7.2240701435257
HIGD1B	3.68187760822465
BAZ1B	7.00685046123806
USP6NL	5.56204312169126
SLCO2B1	4.80722224362619
ABCD4	4.80544012381265
DIMT1L	5.39574696865758
SLC25A46	7.6689743347264
LARP7	7.61346002092759
TEK	3.44165891350893
CD160	3.63904874465360
TERF2IP	8.11945015052423
PHF20	6.43035492203659
COL1A1	7.26384599295171
KIAA0090	5.95612530908977
GTPBP1	4.27031714401223
GRK5	4.14084068987819
AP1S2	6.32674560053302
RAB33B	5.02553668520871
CA11	4.31169552253682
ALDOC	4.37600002620597
NUDT1	5.47483206857315
ZNF212	5.42903518919742
ACBD3	8.9935058732595
ZNF83	7.4832006131115
