Hybridization REF	TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_E11_586156
Composite Element REF	Signal
AACS	7.62207729710797
FSTL1	7.02732643701856
ELMO2	5.67478772979324
CREB3L1	3.29183984733795
RPS11	9.84054734864217
PNMA1	9.01015944803077
MMP2	5.80875742200372
SAMD4A	4.14440899109358
SMARCD3	4.42588855160161
A4GNT	3.81769238068377
C9orf39	3.49420054494198
PKNOX2	5.59947136432879
RALYL	3.20873431758185
ZHX3	4.84840039786135
ERCC5	5.79146786890698
RXFP3	2.90370030106094
APBB2	4.38948351198977
BBOX1	5.38110960740631
PRO0478	3.16258064252103
GCSH	9.83505905730783
XDH	3.88981994316449
EDN1	3.92808539898779
MTERF	7.03332116320838
PDCL3	6.57897887156283
CLK4	7.02493369128946
KCNG1	3.92258712466217
CXCR4	8.77731321465987
DECR1	9.06867874111386
SALL1	6.07109209074168
PTPRR	3.23904824370660
CADM4	3.29526096942839
IRAK1	9.72915716104757
CFHR5	3.33131115801845
HNRPD	8.46367129061759
TMSB10	11.8113202031707
CXCL3	4.24889897878765
LMAN1	3.88756851675784
SUHW1	3.39724258251871
CHD8	7.08929109214527
SUMO1	8.49248609819304
GP1BA	3.27678040875479
OR7A10	3.53370234389708
DDB1	7.73575350175514
CHRNA10	3.51883777749355
STYK1	5.33384379069466
MYO9B	4.38468192659645
CCNI	9.9129635052313
MMP7	10.7151103998968
EP300	6.82294274416053
CRNKL1	6.86605761320901
C9orf45	3.26830383563168
XAB2	4.30713603470385
RTN1	3.34992045710969
HIC2	4.31579317484240
TBX10	3.36226932681895
CENPQ	4.7273977402988
UTY	3.07471591209499
OR2W1	2.94545187384087
ATP5G2	10.0589775040836
ZEB1	3.24312603186964
ZG16	3.27391082021076
ERG	3.58848292909654
PARN	7.63276439442636
SOD2	5.25419591328308
JOSD3	7.89819698753664
ADAM5P	3.03514761535142
CHD9	6.73339180906931
hCG_40738	3.88204024959779
STK16	6.0162140482656
PDE1C	3.51897256771069
SEMA4D	5.4104161549073
AGPAT1	6.48159806080621
TOB2	6.64167407551307
BANK1	6.86064059635744
MAP3K3	5.80544041903158
MAX	5.98467182319249
GRM2	3.70134274126849
OSBPL8	7.74520653549234
PROSC	5.34252003060572
NR4A2	4.82870538824636
RICS	6.11259985840862
PIR	6.90347956711633
PPCS	9.88086826317615
IPO9	6.19080293556097
LONP1	8.93703125814124
EVC	4.76248646414319
CXCL13	4.0289216465873
SCYL3	5.5921671790676
KIAA1199	8.43264842912952
SORL1	9.86697588882764
NAT10	7.17610602169154
CHD1	7.14514821901631
SYN3	3.39270444648132
DMC1	3.83303444822337
SLC22A2	3.75247303765949
SERPINF1	5.5493313390371
C20orf27	5.3216883999543
OR7A17	3.01321258967896
RPS6KA5	3.93099462322056
LHB	3.31149084685840
TAOK3	5.84518048485468
STK25	8.00972099992301
SLC12A4	3.51395030641101
BRCA1	4.28130664595513
GBL	4.92040510595744
C14orf108	9.33215595408342
CDC25B	6.89399173266793
BMP3	3.23659439202577
MAP1LC3C	4.58230739861855
TMEM180	3.63967643837724
CRYGC	3.32218398237742
SLK	7.09807546712874
POU3F1	3.04753283605108
C20orf32	3.64272644066821
USP52	7.60072825627226
HIGD1B	3.91659029885281
BAZ1B	7.2198380862817
USP6NL	5.27036120588148
SLCO2B1	3.9362890008689
ABCD4	5.00839681928936
DIMT1L	5.79517643031816
SLC25A46	8.25008426469146
LARP7	7.77293752124567
TEK	3.79461011000133
CD160	3.54568354714574
TERF2IP	8.07439319020683
PHF20	6.55488717779739
COL1A1	6.54859828520987
KIAA0090	6.35687169900111
GTPBP1	4.42462763923921
GRK5	3.50581324961549
AP1S2	5.11280329479255
RAB33B	4.55195357487399
CA11	4.27988173416056
ALDOC	5.59670115878424
NUDT1	5.34883079151425
ZNF212	6.31311442752552
ACBD3	7.41152689215263
ZNF83	7.08926587280416
PRDM2	4.8445948652875
GDPD5	4.33860799998047
PDCD4	6.97754581147397
CEP350	6.55467631867052
FOXP3	3.17941118905661
