Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_D03_452040
Composite Element REF	Signal
AACS	6.30766359763761
FSTL1	7.81475690325485
ELMO2	5.99067079929988
CREB3L1	4.25744539390895
RPS11	10.0376984242711
PNMA1	8.19665209984434
MMP2	6.68797416320538
SAMD4A	3.55998045408303
SMARCD3	5.95927547129647
A4GNT	3.89305882646947
C9orf39	3.20445293660520
PKNOX2	4.20598947743057
RALYL	3.72131878813277
ZHX3	4.31267955577821
ERCC5	6.82319977009806
RXFP3	2.94092693980624
APBB2	4.18109795139566
BBOX1	3.11870127681119
PRO0478	2.94706988532572
GCSH	8.53710794224653
XDH	3.76094953228085
EDN1	3.34024443045192
MTERF	6.39683744218869
PDCL3	6.51763394941808
CLK4	6.06207694432689
KCNG1	4.48642272971041
CXCR4	6.95168170886918
DECR1	7.05709734747623
SALL1	3.48425782984954
PTPRR	3.3400430861387
CADM4	3.31230037245480
IRAK1	8.21841970992596
CFHR5	3.30464209360034
HNRPD	8.63903251042803
TMSB10	11.5076988407916
CXCL3	3.48416893836014
LMAN1	3.77481902446085
SUHW1	3.14074335093944
CHD8	6.18473054398016
SUMO1	7.85809504476916
GP1BA	3.21369741260848
OR7A10	3.86026122405173
DDB1	7.0100299941631
CHRNA10	3.82754584185919
STYK1	3.89769508990353
MYO9B	4.5758809248535
CCNI	10.3877728131132
MMP7	4.56601024228312
EP300	6.5938775381818
CRNKL1	6.62134687108076
C9orf45	3.32885609312225
XAB2	4.03134397482679
RTN1	4.10447398342543
HIC2	5.12994783711726
TBX10	3.61527883301908
CENPQ	3.64197487684454
UTY	3.22562742152030
OR2W1	2.89444209272947
ATP5G2	10.3590842356285
ZEB1	3.80278159075736
ZG16	3.45633824546590
ERG	3.91703976289922
PARN	8.36139593478552
SOD2	4.35450444343421
JOSD3	8.09065809661225
ADAM5P	3.23390165960905
CHD9	6.10073980618147
hCG_40738	4.02375621421328
STK16	5.03952537075577
PDE1C	3.65530284275414
SEMA4D	5.52715601064359
AGPAT1	6.6542339342468
TOB2	6.86284334075378
BANK1	3.27268345702439
MAP3K3	4.54234846404444
MAX	4.60341569905208
GRM2	3.70871292343662
OSBPL8	7.7597870229316
PROSC	5.92966710711166
NR4A2	4.68185488037713
RICS	5.2880665289816
PIR	4.38374396945882
PPCS	8.81087812812499
IPO9	6.95783659209955
LONP1	7.25340418449541
EVC	4.06549502464514
CXCL13	4.61103087782693
SCYL3	5.37422668181908
KIAA1199	5.4871802054144
SORL1	8.83262234812436
NAT10	6.89526250258595
CHD1	6.99476136789078
SYN3	3.57879441890994
DMC1	3.95077675209838
SLC22A2	3.5290206046982
SERPINF1	5.98534182926252
C20orf27	5.47051725909231
OR7A17	2.99776895067896
RPS6KA5	4.05460713307216
LHB	3.97466429110718
TAOK3	3.932588554742
STK25	5.66593721265037
SLC12A4	3.71544937862711
BRCA1	4.75593349081509
GBL	7.17613737865099
C14orf108	7.88838606130338
CDC25B	6.74724533165881
BMP3	3.21658838633302
MAP1LC3C	3.34250646691505
TMEM180	3.86370922658910
CRYGC	3.44321434112178
SLK	6.06279124247065
POU3F1	3.28520902090196
C20orf32	3.76198900690066
USP52	7.13603313604248
HIGD1B	4.13142352620363
BAZ1B	7.54789779798716
USP6NL	6.26293929629289
SLCO2B1	3.85258351299212
ABCD4	4.62857636530813
DIMT1L	5.66884928580408
SLC25A46	6.2855606811476
LARP7	7.19369318935707
TEK	3.92633472765292
CD160	3.66718681478104
TERF2IP	7.49082101479316
PHF20	6.98638761920747
COL1A1	7.33164041673646
KIAA0090	5.57088455928811
GTPBP1	4.3682289479664
GRK5	3.85065308235556
AP1S2	4.96874403708344
RAB33B	4.28793679697682
CA11	5.92684404056533
ALDOC	5.40043857230623
NUDT1	5.4546933852891
ZNF212	5.76270289473381
ACBD3	6.99263023997981
ZNF83	7.35815631735236
PRDM2	4.91556714134754
GDPD5	5.15954217013769
PDCD4	5.63245190346762
CEP350	6.05227218180639
FOXP3	3.39205152947884
SMYD3	5.89150607116298
CST7	3.73337360254214
SELL	3.72287036676647
CIAO1	6.30917850389835
LGI2	4.20675847577379
WDR45	6.05963013714556
ANKRD6	6.30663664570512
LTBP4	5.09474861758525
PSCD3	3.39714241817591
PYY	4.9783205727226
KCNC1	3.24006050793222
SIRT6	4.1836676351797
CCL19	4.63722815857372
ARHGEF9	4.44256769446759
ABR	4.76135319628526
C10orf22	6.77652148646998
STK17A	4.16831005983378
FOXE1	3.33290577096521
GML	3.16781211954056
CNGA3	2.99887617171922
CD38	3.41768424770761
ZDHHC6	7.70898397121484
NEFH	7.06368818452899
PGBD5	4.19292050336313
CTDSP2	7.39892500885933
RMND5B	5.06719175794909
ZNF257	4.37182422654491
DUSP4	4.02859559681613
FLJ22167	6.37041390456816
EXOSC7	6.0624253262004
ROR2	3.47679576112622
FOXM1	7.16720802336405
ZBTB48	4.5147555832953
BUD31	8.27869545275167
MAOA	3.91273979919934
CCDC41	4.72471388882037
TNNT3	3.89874935300397
FBXO11	6.07567352683717
GYPC	5.77413403741753
PLIN	3.35783104255324
RFXAP	3.57538655602841
C6orf15	3.78662629154660
RNF4	8.70671216110975
F8A1	7.0798652749862
PPP1R3D	5.00360317679453
GRB2	6.78060714633503
TPM3	3.1184763329243
SYT13	3.68315204591841
EPB42	3.52141377476033
RP5-1077B9.4	5.2842053583043
EIF1	9.95325997715774
CETN3	7.65785202488482
FPGT	4.67048185703360
PRY	3.47109542238560
NTHL1	7.38937650500332
POLR2B	8.35061456820366
RPS28	11.3224907124028
GDF10	2.91808153637134
COQ9	7.58034874784506
P2RX3	3.05941444107599
GCC2	7.01047893418325
RARRES3	3.86417603528673
PLXNA1	6.36915906739828
WBP4	6.13056914889563
KIAA0100	6.60532465030093
PMF1	7.31998889166804
HS2ST1	5.50514571814243
CRELD2	6.89226894433571
C8G	3.33589092797424
CD82	4.85420115917996
PMM1	4.46596415484661
CBLL1	4.97472703784655
LIM2	3.32152463597182
VAX2	5.14027543961099
SETDB1	6.0869541685372
LRAP	5.22002060095265
GCLM	4.71964972461234
CPEB3	3.98485275810531
PPM1A	5.57702065096642
INTS1	4.40131847272707
MMP16	3.14726782008355
CAMTA1	3.87070956090967
SAMSN1	4.14951967753342
DRD3	2.75375120493199
GMPPA	5.21791259756093
C11orf73	5.54931183024177
AIPL1	3.56171411327144
PTP4A2	10.0447164517975
IL24	3.32162454797382
BDKRB1	3.35971484715682
HPCA	3.37323184339937
MLF1	5.92524166316896
SEC14L1	6.32996436524041
CHFR	5.76737877932964
EMILIN1	3.62357142232841
THADA	6.28571870278075
TAF12	4.54320496919008
NDUFS4	7.18688483720938
ID1	7.32920904774745
PIK3CB	3.6151149081736
COL18A1	7.34453648153071
PDZD3	3.15377280973508
TBC1D17	4.57629772938416
COX8A	9.31267401692905
CDCA4	6.06555435363358
C2orf44	4.89314550468192
C9orf16	6.96786229704038
ERBB2IP	8.25374738282283
EMX2	9.59098980873395
FUS	7.25206956602231
NIPSNAP3B	3.52555223140665
TF	3.23497321814977
CXorf56	5.25507338932132
CLCN4	3.83817935114094
PWP2	5.3250649478022
MMP15	5.09937333572641
MTMR14	5.92395171645141
NPR1	4.94804492098473
DNAL4	5.89268473543299
ELAC2	4.79994203196382
ASS1	11.0951157663295
IPP	5.65894897378582
TMEM59	8.41195442800811
POLR2J	8.7924920474974
SEC23IP	5.33002853326233
RGS4	3.77242573356071
UQCRC1	8.31611535699034
SNX6	7.50148577182537
DDX18	6.90683290000826
POLG	5.00029027751005
ADAM23	4.32193813863921
ZNHIT2	4.86543660880532
TFR2	3.54696297173441
NCDN	4.50627283084522
RAG1	3.43676732200616
POMT1	4.52589842890469
CYP1A1	3.56865164754847
SNAPC1	5.18844079686015
GNA11	5.21753325560841
CCDC52	2.94227904607154
CAPN1	6.63256439469832
DDHD2	7.28417315725716
UPF3A	7.81087920652162
LAGE3	6.13245046498905
GNRHR	3.11799004913964
UNC13B	5.48152440254762
TTLL4	5.57452308152394
PPBP	2.99796590375845
HTR3A	3.13314723067104
SDC2	5.70129747131804
ANKRD49	7.56226373899279
BTF3	10.0340454706850
COX7A2	9.99823446412362
SARS	7.90217230662842
C13orf18	3.51713795631904
CACNB1	3.76673604061203
QKI	5.48548048475947
SETMAR	5.3945660542697
LAMB4	3.42441761493854
MAN2B1	5.84849572287233
EML3	4.52792007718413
ACADL	3.18142511849516
OFD1	7.37025278535349
CGA	3.16169732441712
EIF3EIP	10.7651645719785
PEX16	4.92400592159295
GNG12	5.87369333015312
HABP4	4.76537412585942
CNTN2	3.76571110884958
ASNSD1	6.99519687914326
FUT4	3.80905193286861
DBH	3.46990645510296
CD53	5.17286359788573
HIST1H2BJ	3.70047157426810
TFAP2B	3.08655626859989
ACF	3.70498748996786
TMEM11	6.11551933932505
CDH8	3.09063241662393
C3orf32	3.59664634182003
AGPS	4.12009451364
C4orf18	3.11505921256919
PCCB	6.42952397329557
IPO13	5.27355118644181
PECI	6.12185882613891
UNG	8.28844481217142
C6orf105	3.64821471168003
GSTP1	8.7604412908191
SUV420H1	7.74714748196318
ARHGAP15	3.67519318406247
LTBR	7.70303099381665
TDRKH	3.52585112731437
PSG4	3.45044759775813
SLC9A3R1	5.83546583585186
NBPF3	9.36576402361573
SLC9A3	3.55891018864875
OSBP	5.25964673021852
PRR5	5.73583560409534
CHMP7	5.45438364331195
ADRA1A	3.00747714213458
ASAH1	6.11763787038254
FKBP4	8.95519767850777
ZNF350	5.12853592745708
DOM3Z	5.15021289928483
GIPR	3.75579528489939
AHI1	4.74040561420967
BST1	3.40765935535733
NCR2	3.58644159563851
NADSYN1	4.54719026179293
UBE2W	7.32741640918752
RGS14	3.91117983530666
KRT15	3.8601553040566
SCN11A	4.19001075931186
GFI1	3.72909449492376
FHL1	5.69327743916909
SMC6	6.20797590123647
GATA1	3.63592554135883
OSGEP	5.19409944684068
ARMC6	4.99985759133673
HK3	3.47172531812393
PSMD5	6.92847346599732
RSU1	6.54115736619158
RPL4	12.1520164736332
MAD2L1	8.40817954033539
RBPMS	4.68189594033135
EIF4A3	8.06342585910399
E4F1	6.67528925270011
DLEC1	3.41855897133178
PRPF3	6.26550760236495
EMR1	2.94472492748726
CHMP2B	6.2695917121784
CAMSAP1	4.77489652122779
