Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H09_516362
Composite Element REF	Signal
AACS	6.84049644624853
FSTL1	7.36540081017942
ELMO2	6.30467091693589
CREB3L1	3.57802768598351
RPS11	9.33994919736884
PNMA1	7.37433720657078
MMP2	5.65371487026439
SAMD4A	3.51374241226407
SMARCD3	6.25538132362379
A4GNT	3.51750023550967
C9orf39	3.19472890491635
PKNOX2	4.08733836090749
RALYL	3.19581087673434
ZHX3	4.54625356353936
ERCC5	5.93716644244717
RXFP3	2.95452763297673
APBB2	4.17706788299154
BBOX1	8.53793356737829
PRO0478	3.18632328916267
GCSH	7.46645564929398
XDH	3.89522745740908
EDN1	3.65672413234312
MTERF	6.2312770015941
PDCL3	7.167899994841
CLK4	6.30437123751117
KCNG1	3.67133049649753
CXCR4	7.81918186127392
DECR1	7.54738244755675
SALL1	3.26513699467099
PTPRR	3.40407011780891
CADM4	3.33553142681553
IRAK1	8.1662984160173
CFHR5	3.06128762646903
HNRPD	8.33138278399371
TMSB10	12.2541713991435
CXCL3	3.87463152293634
LMAN1	3.73859740545344
SUHW1	3.8044592698625
CHD8	6.07300839059522
SUMO1	7.84180876994925
GP1BA	3.04576849185937
OR7A10	3.84128436767438
DDB1	7.94449277775553
CHRNA10	3.5239191571865
STYK1	3.23759174990459
MYO9B	4.46497754838592
CCNI	10.7549877836727
MMP7	10.0153801702277
EP300	6.81024114505812
CRNKL1	7.03472727436137
C9orf45	3.34944794677291
XAB2	4.19172026735258
RTN1	3.54949621307824
HIC2	4.04171161616108
TBX10	3.30322096014812
CENPQ	4.67340613243836
UTY	3.13421917213832
OR2W1	2.87845080158629
ATP5G2	10.6819577960717
ZEB1	3.31705192914979
ZG16	3.51817540607888
ERG	3.65753009347754
PARN	8.48316985416912
SOD2	6.7384903086935
JOSD3	7.78596145168686
ADAM5P	3.13982236184259
CHD9	5.25820341688456
hCG_40738	4.10914629177186
STK16	5.02837284931004
