Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_C07_443130
Composite Element REF	Signal
AACS	6.64641170610025
FSTL1	8.66236859845403
ELMO2	5.00307984324042
CREB3L1	4.40515743764882
RPS11	10.2299246790032
PNMA1	7.43849530220425
MMP2	7.44301067426633
SAMD4A	3.85908240220227
SMARCD3	4.87619363564932
A4GNT	3.63342764486401
C9orf39	3.20129790255088
PKNOX2	4.60886211086533
RALYL	2.95371148195987
ZHX3	4.55242883125646
ERCC5	6.09890513910846
RXFP3	2.90609797358255
APBB2	4.42150603427543
BBOX1	6.19887079069024
PRO0478	2.83604987335604
GCSH	8.02574415958557
XDH	3.86571363999539
EDN1	3.93578858611707
MTERF	6.34346713899604
PDCL3	6.8976616730858
CLK4	5.68075129144104
KCNG1	3.99474272607614
CXCR4	7.77958751688499
DECR1	9.24173532342249
SALL1	3.6075861024774
PTPRR	3.42315695492014
CADM4	3.30377085587527
IRAK1	7.80298318878014
CFHR5	3.34300579793161
HNRPD	8.3098111881075
TMSB10	11.5720261554164
CXCL3	3.65992405333932
LMAN1	3.61436173731483
SUHW1	3.86702954294826
CHD8	5.61270598539962
SUMO1	7.94200613014332
GP1BA	3.32843648778203
OR7A10	3.87356154585058
DDB1	7.35265584141409
CHRNA10	3.58504688440732
STYK1	3.74621209334248
MYO9B	4.05230933460815
CCNI	10.0651085869669
MMP7	7.21733075117696
EP300	6.71552562739285
CRNKL1	6.69467839987611
C9orf45	2.98454136564437
XAB2	4.37133463963188
RTN1	3.65353459147039
HIC2	4.18931951057815
TBX10	3.44914247268592
CENPQ	4.2226590189492
UTY	3.18353028692943
OR2W1	2.84950751806121
ATP5G2	9.63636209063694
ZEB1	3.95491255680732
ZG16	3.43293293444445
ERG	4.60531843263495
PARN	6.94235162997341
SOD2	5.52844171026167
JOSD3	6.97598043809425
ADAM5P	3.30862497259935
CHD9	6.3967209204228
hCG_40738	3.51422391978635
STK16	4.80054635282023
PDE1C	3.49188623891672
SEMA4D	5.4941808867177
AGPAT1	6.09338564657363
TOB2	7.52064745253369
BANK1	6.73739342355915
MAP3K3	5.1581446082828
MAX	5.1889453984597
GRM2	3.58514628114127
OSBPL8	6.52397274168935
PROSC	5.90149668824241
NR4A2	6.02506063163617
RICS	4.70365532956954
PIR	6.63475799460351
PPCS	9.29123703780516
IPO9	5.75989773011184
LONP1	6.8293122043659
EVC	4.48490363479696
CXCL13	3.78254466877672
SCYL3	5.44780565233949
KIAA1199	7.14497511310842
SORL1	8.9073959984796
NAT10	6.98814325422028
CHD1	6.26049720917356
SYN3	3.33027382307977
DMC1	4.03928104123283
SLC22A2	3.66179864381971
SERPINF1	8.43881989291226
C20orf27	4.90495584698386
OR7A17	3.04088583051024
RPS6KA5	4.15385536090685
LHB	3.5750805487109
TAOK3	4.96137320718358
STK25	5.66904312864666
SLC12A4	3.69678503902868
BRCA1	3.68408489810145
GBL	5.12045131411926
C14orf108	8.19681881513099
CDC25B	5.71185892830035
BMP3	3.34901903092194
MAP1LC3C	3.34097770027754
TMEM180	3.70305391871955
CRYGC	3.73325732361953
SLK	6.50886529785222
POU3F1	3.35759321275058
C20orf32	3.83437595118117
USP52	5.2689554110573
HIGD1B	3.77342940719701
BAZ1B	6.31235785186513
USP6NL	5.75189807485737
SLCO2B1	4.36343071045417
ABCD4	4.61833900930379
DIMT1L	5.78804250445859
SLC25A46	7.34724585214059
LARP7	7.38847720144755
TEK	4.01996088561866
CD160	3.91998059504896
TERF2IP	7.23093969920968
PHF20	6.1319370084946
COL1A1	7.49977011390822
KIAA0090	5.39833923396963
GTPBP1	4.48413315891185
GRK5	4.66818318523222
AP1S2	5.89232815185549
RAB33B	4.25864970179557
CA11	4.56158314145044
ALDOC	4.45033230574381
NUDT1	4.90177525807847
ZNF212	5.46668453294631
ACBD3	7.71970100157111
ZNF83	6.25003104680749
PRDM2	4.54499366632046
GDPD5	4.38469101591999
PDCD4	6.22717405791223
CEP350	6.00780834134762
FOXP3	3.33603535734541
SMYD3	5.78248057986511
CST7	4.51639725387447
SELL	4.52622495868685
CIAO1	6.10679885296157
LGI2	3.99663174651902
WDR45	6.10752918644136
ANKRD6	6.38109943903327
LTBP4	4.32999952802807
PSCD3	3.36373815207009
PYY	3.28498615488955
KCNC1	3.0886840889604
SIRT6	3.84797202618359
CCL19	4.09735608551736
ARHGEF9	4.94801514640579
ABR	4.53165726085731
C10orf22	6.6950429283462
STK17A	4.91804349146092
FOXE1	3.11901091331124
GML	2.98445383687942
CNGA3	2.80290107425729
CD38	4.99937393331903
ZDHHC6	7.99976058028488
NEFH	4.57578446468807
PGBD5	3.92020054564533
CTDSP2	7.05740164933847
RMND5B	5.63201505701842
ZNF257	3.72894528879254
DUSP4	5.55998068739858
FLJ22167	4.45746266906068
EXOSC7	6.39629028300714
ROR2	3.87384481091103
FOXM1	4.79094064655983
ZBTB48	4.28340350786288
BUD31	6.93456022973384
MAOA	4.98384159550761
CCDC41	4.08979894170594
TNNT3	3.53453276933953
FBXO11	5.77462742573989
GYPC	7.02678310998462
PLIN	3.26200635730254
RFXAP	3.31724256627591
C6orf15	3.60657995678598
RNF4	8.34524225770934
F8A1	7.40731859929308
PPP1R3D	4.56099723492083
GRB2	7.58861914408063
TPM3	3.02879841720253
SYT13	3.4219545005222
EPB42	3.74259716719475
RP5-1077B9.4	4.62389198069904
EIF1	9.91934045709815
CETN3	7.43336538207954
FPGT	4.83431836802728
PRY	3.71710698521654
NTHL1	5.55098134514666
POLR2B	8.45189840697337
RPS28	11.8141885353807
GDF10	3.14243321399011
COQ9	7.87800842855016
P2RX3	3.01754789704806
GCC2	7.21596513826873
RARRES3	8.40657106580633
PLXNA1	5.69089902897888
WBP4	4.48168156846368
KIAA0100	5.70494571042035
PMF1	5.88804867238303
HS2ST1	5.77928292043249
CRELD2	6.79502002798736
C8G	3.18420176072761
CD82	6.77121480004942
PMM1	5.71457757303475
CBLL1	4.59060395274384
LIM2	3.26181631190839
VAX2	3.80278119640599
SETDB1	4.83378264774514
LRAP	4.0287154716626
GCLM	6.32443589759653
CPEB3	3.83855986153228
PPM1A	5.88616570709165
INTS1	3.82126716251539
MMP16	3.16854787167853
CAMTA1	3.65541793395316
SAMSN1	5.31669004964618
DRD3	2.71095784272766
GMPPA	5.34390990392894
C11orf73	6.03815391226097
AIPL1	3.78309655543815
PTP4A2	8.85746168011863
IL24	3.48363080046725
BDKRB1	3.53636663364537
HPCA	3.69952808087415
MLF1	5.48423188836258
SEC14L1	7.31681004188323
CHFR	5.09295339694352
EMILIN1	4.28332281782205
THADA	6.60985156585316
TAF12	4.41579488401552
NDUFS4	7.653989126326
ID1	7.18833544806198
PIK3CB	3.48742704772666
COL18A1	7.02601089265123
PDZD3	3.3646501997527
TBC1D17	5.52214543987642
COX8A	9.57811362826106
CDCA4	5.68103697565703
C2orf44	4.22084295950513
C9orf16	7.5219673492864
ERBB2IP	7.64955046871326
EMX2	9.25049461276576
FUS	6.27778031104544
NIPSNAP3B	3.49959009104917
TF	5.388362893137
CXorf56	5.27467289626189
CLCN4	3.88413958301069
PWP2	4.98774090569136
MMP15	3.5878954904855
MTMR14	5.96383739379033
NPR1	5.0271796120511
DNAL4	6.36590776200193
ELAC2	4.37607185289179
ASS1	10.5948326824667
IPP	4.8427041511455
TMEM59	9.84133303454749
POLR2J	8.56886859001306
SEC23IP	5.51509330937636
RGS4	4.91513983625902
UQCRC1	8.42535793721663
SNX6	7.2111802646057
DDX18	6.56967114424037
POLG	4.70951644862677
ADAM23	3.98171272664428
ZNHIT2	4.50419634664062
TFR2	3.48632979741301
NCDN	4.28663164423401
RAG1	3.51338545342493
POMT1	4.38255239344277
CYP1A1	3.89924147850662
SNAPC1	5.28058063216364
GNA11	5.33316463361094
CCDC52	2.68437762850698
CAPN1	6.27852219757053
DDHD2	5.79451899027915
UPF3A	5.23031602426743
LAGE3	5.52355597403936
GNRHR	3.07639270744939
UNC13B	5.83820965329523
TTLL4	4.16035817479485
PPBP	3.65258472204664
HTR3A	3.08148603870393
SDC2	7.41333042182576
ANKRD49	6.42269846978718
BTF3	9.88454551994052
COX7A2	10.5284129740707
SARS	8.5497294488723
C13orf18	4.08602912918026
CACNB1	3.47611923887762
QKI	5.97608159682803
SETMAR	5.62033137259516
LAMB4	3.56977542960151
MAN2B1	6.73321180262752
EML3	4.73593298483869
ACADL	3.21476407147492
OFD1	7.51021146942731
CGA	3.22113010625094
EIF3EIP	10.8841823529222
PEX16	5.00436107328526
GNG12	7.47163341861126
HABP4	4.97494614870852
CNTN2	3.48251982588853
ASNSD1	6.65586849208482
FUT4	4.15947703612554
DBH	3.32779136676404
CD53	7.06412748100938
HIST1H2BJ	4.77796540151824
TFAP2B	3.24303927901007
ACF	3.39058778054839
TMEM11	5.96007265733627
CDH8	3.29718832612354
C3orf32	3.19267794775209
AGPS	4.7555044694521
C4orf18	3.26349773867709
PCCB	7.19592198712822
IPO13	4.87872497109186
PECI	7.91638738381962
UNG	7.47383578296182
C6orf105	3.24292534438251
GSTP1	8.08658801393374
SUV420H1	7.38402418181155
ARHGAP15	4.35552974986781
LTBR	6.84677039746223
TDRKH	3.09911854386005
PSG4	3.3804211655944
SLC9A3R1	6.16905305348653
NBPF3	8.91219824862962
SLC9A3	3.7254867110192
OSBP	6.49615343213481
PRR5	4.50490285875458
CHMP7	5.95663032919799
ADRA1A	3.08212467165066
ASAH1	7.29278739305563
FKBP4	6.43076313584824
ZNF350	4.81852873883419
DOM3Z	4.95789892400034
GIPR	3.82046345758982
AHI1	4.28437623779897
BST1	4.23310719857958
NCR2	3.3863545829525
NADSYN1	5.1024478383165
UBE2W	6.28395323878607
RGS14	3.81091577349390
KRT15	3.70779681337094
SCN11A	3.49486046626352
GFI1	3.73835640079011
FHL1	5.20633266321564
SMC6	6.4523670638837
GATA1	3.63996220524903
OSGEP	5.05595212789923
ARMC6	4.77252138038003
HK3	3.39958342809452
PSMD5	7.22497849018605
RSU1	7.4887478931604
RPL4	11.5821530100462
MAD2L1	7.4825076396766
RBPMS	5.91407047189072
EIF4A3	8.5019398110094
E4F1	4.87780806229085
DLEC1	3.52646138986426
PRPF3	5.04034173365215
EMR1	2.96093063225839
CHMP2B	6.79686010066831
CAMSAP1	4.09356118581459
RPS21	9.37799751520763
XCR1	3.08009615717931
ARID5A	4.24490179295439
RBM6	5.5407895126059
UBE2N	6.76135390650448
KLF4	5.46071622599174
MGC4172	4.26619075913262
LMO4	7.5006425415733
KLKB1	3.25592555958528
HDAC3	6.03708607812447
HP	6.56935580897672
SCHIP1	5.49552874700445
BTK	4.49164590732986
KRCC1	7.8294955156386
PRND	3.44374690156835
C6orf27	3.54788979851956
PIGL	3.33784304356770
CLCA1	3.48779625087895
C1orf112	3.60067189091204
OLFML2A	5.11023095069354
HUS1	5.05964284355927
SFRS6	7.73078334928503
CXCR7	7.95922673271528
UIMC1	5.9800038268788
FXYD2	3.56666286077817
GOT2	7.39808058237437
ZNF667	3.77144403073255
TFEC	4.02978075677928
ATP7B	4.78989716233063
RAB38	3.91094789494178
POLD2	7.28507931396534
PPM1H	4.96610785093067
DCX	3.48821244172985
NFYC	5.69814613451874
ZNF228	4.34148543317278
KIN	5.79979632106268
PLSCR4	5.96780742868994
HIST1H4I	4.03781804776655
PPARGC1A	3.52460101502302
HIG2	7.12942169708904
KCNK10	4.06954990667289
EXOC1	7.7300123230599
OR6A2	3.73666989129045
ETFA	8.72051492278245
PDAP1	4.93596757601638
C19orf6	3.31806252942597
POLRMT	3.83948484495717
ZNF146	8.06475378187505
MIA2	3.14473540567671
LY6G6E	3.12098880073281
EIF4E2	8.23446341342149
NENF	5.08328843393288
HOXB5	7.32890798752159
ZNF324	4.01239129755234
CUGBP1	5.60068085054306
ENTPD7	4.51808809972526
TTC13	5.54414730455544
GJB5	3.30982020660475
PRSS22	4.02339345981612
CYP3A5	3.33988275140685
MBOAT5	4.41849154535154
CUL4B	4.90235321555503
CENPJ	3.22722166112651
KIAA0664	6.05204924490136
PITX1	4.13006083708615
PDGFRB	5.93254836748006
RDX	5.91323119437918
CELSR3	3.82556111757383
JUND	6.30046484194494
ITSN1	5.13897934913536
CHRNB1	3.36159673060097
EHBP1L1	3.56998084971272
C19orf2	6.63402842114075
FETUB	3.09784567687478
CAMK2B	3.38595321696222
DCTN1	6.36095154122151
TNKS2	6.18563526113569
MRTO4	6.00821488022523
C1QBP	5.62969368059567
TTC3	7.98270858557063
NDUFB8	8.58796860444689
CADPS2	6.02417468968979
EDG2	5.44006669266865
MYF5	3.25330159865528
SEMA3G	5.47712247463165
IL23A	3.76672188905397
GJA9	3.48066362786633
R3HDM2	6.63665050586097
C5	4.10159070896229
SLC2A10	6.43262014116386
TRIM45	4.68032539571544
TSP50	3.76236328188531
PAQR3	4.42916726791282
ANKRD26	3.45428510933314
TCP1	8.5653775512375
TMED7	7.49504156834287
CMA1	3.196167150467
PTCRA	4.26247598476202
HCRTR1	3.53539238312334
FST	3.90039845559006
PAWR	3.90893532671234
LDLR	5.62729341050915
ASTN2	3.89231601404866
SCRN1	6.10777627287089
GPATCH8	6.14561346457054
KIF4A	6.0040952802919
TANC2	3.96964306610963
ZMYM5	3.34712539042153
PGM1	8.8242115833936
ZNF586	4.92656384570842
POLR3G	3.40855222638719
CPD	6.37728004591156
SNCAIP	6.03225899462173
DCT	3.59823268944522
HLA-DOA	4.066575547279
TANK	6.2663085909868
RCAN1	4.66043305413258
UPK1B	3.97076523148917
DNAJB4	5.16344407147561
UGT1A8	3.31978166892891
LIMD2	3.61276705602904
HIST1H4L	3.49399466975434
PECR	4.40291499059634
HSPA2	6.53205873095553
SERP1	9.62859538736805
TACR2	3.13552408452210
NUP85	6.38032365821267
CD177	3.38431224558135
GPR135	3.29268181331693
PIGG	6.67402336919122
LGR5	4.00683488487071
JAK2	3.87976906946398
DPYSL4	3.28834595547581
TM9SF4	5.54595933645396
PTHR1	3.55912323137416
SIRPG	3.03433267357927
ZNF264	3.9503177414707
BICD1	5.26748152268069
RAB5A	7.15544949599212
FLJ13224	3.27399061602605
METTL5	9.02254865335778
HERC6	7.48301531131814
CASP1	6.86372293061572
USP9Y	2.77237025549986
LRP1B	3.01694291393945
XAF1	6.95981007231883
PLA2G4C	4.30610077813726
APOA2	3.25796972361519
SPAG6	3.10062159890397
KALRN	3.28521367827910
SECTM1	5.81725615836258
THOC7	9.00626991393446
IFNAR1	4.36644682019712
TCTA	6.15683563160951
NY-REN-7	3.49603917472844
TALDO1	9.2021822768922
B2M	12.0497334086367
LPPR4	3.60785200243034
SQLE	6.7051100785252
SEPHS1	6.35825506614516
EIF5A	6.20639184034822
FAM49A	4.74241871692998
YTHDC2	4.22549121575069
EHD2	5.19218323060754
NCF1	4.124824634473
SPG7	5.36251200540743
ZNF614	3.54396896051056
HOXA5	3.19609674346011
NUP133	7.65123567521424
FGF12	3.88998969336671
SLMO2	6.67260683632344
INPP5B	4.19583850498298
PPID	6.97094949814106
SNTA1	4.00653393698231
IL20RA	5.21642127568165
UBE2J1	5.30091583551273
CACNG2	3.18774592637456
GCM1	3.50512330020112
ELF1	6.1710180911485
TLR5	5.91286065409131
TCFL5	6.28934843138864
C1orf107	5.38588925127936
C19orf22	6.16451246559985
SAFB2	6.13526166186027
MAP3K7IP1	4.33611778460941
NCK2	7.59976021280872
OXA1L	7.77648935850683
KIAA0652	5.82641290707249
KLRG1	3.3709499521029
FRAG1	5.87582807870089
ZSCAN12	2.96099883828166
PSMD12	7.32459782081773
E2F4	4.75349578447046
CLEC4M	3.4243309822203
KIAA0999	5.23393587991829
CLDN10	7.64362128362628
MGC13053	4.08109052955466
TAC1	2.76867470438999
GYPA	3.38165819713215
HPCAL4	3.71381356362282
TRAIP	3.86716729948645
MEX3D	4.22009324599925
KIAA0232	7.07886077594831
ERCC8	4.57964417892197
NFAT5	5.04961294123883
GPX4	8.59778353772077
CSPG4LYP1	3.29805207660257
KIAA0368	6.32450072400227
FBXO3	6.4279047446841
DVL1	5.63947927149277
CMKLR1	3.67810643021669
GPR157	3.19854860554107
TYMS	7.9307806427083
OR52A1	2.84659070280024
PEF1	6.19091337764246
ZNF750	6.4454751351984
ALG9	5.8617614587729
MCM5	6.17350116781415
SDK2	3.35081215004208
BAIAP3	3.60883842868197
RABGGTB	6.86794069819469
KCNK7	3.30945553687833
PTP4A3	5.04588211694462
ANKRD40	4.30438460743666
CALCOCO2	7.79896464757767
TMSL8	4.58341061214645
SNCA	4.6252759705099
ZNF551	3.95088618828634
HBQ1	3.55612817506339
ARHGAP26	4.56101448800583
GEMIN6	6.396576822758
HRAS	4.82867265861711
KLRC4	2.71561286863338
BSDC1	5.59048574300023
DSC1	3.70235343544745
RNF43	3.84089007668049
NDUFAF1	6.28101325524297
MAP2K4	5.03030274745349
FOLR2	5.87979449164677
LYZL6	3.69756373773712
EPB41L3	3.99015028512736
TEKT2	3.61535685919358
CDKN2B	3.66383201540278
WSB1	5.48726927962808
ZNF480	3.57891243908616
MAP3K6	3.83074216920032
PROS1	6.65140912438844
PSMB8	9.10927241231468
HN1	7.09714692181762
MAS1	3.27565607487772
APOL1	5.97812912586251
CSHL1	3.40005387878611
ZBTB7C	2.83956480735525
AHCTF1	5.58164285889165
SAE2	8.79577264538993
ITGA2	3.95443728788448
AP2S1	9.58015296651208
P15RS	7.1388743869759
MME	4.33879186643029
VAT1	6.8985929923919
MAST4	6.18498397038939
TUFM	8.8161621925027
KRT33B	3.57027612608541
THEG	3.91689894468015
KCTD2	5.46724520045831
WDR26	8.56031032458303
MFI2	3.34249765044773
KRT34	3.03452411041668
NR4A3	3.97380420197461
SGSM3	5.13219470113011
ARSA	4.416399388823
TOMM22	5.56160598080895
SOCS3	3.63126088884642
UNKL	3.82319354913352
POP4	7.77852545898917
BHLHB3	8.46272155124178
MALL	6.53871219365534
SOX15	3.53051492836972
CCNA2	5.57087888608678
PARK2	3.28194530390695
GPR124	5.35214070758762
TMEM132A	4.88883408770997
CGRRF1	5.9664911940352
RUVBL2	8.23314260829333
MCAT	6.09358504073875
WNT10B	3.38979884102293
ISCA1	6.91586160362496
RPAP1	4.50492152305194
C12orf48	4.78981310583888
RAI16	5.64248319765129
RPL27	9.56705110942466
EPN1	3.86226617309943
MAGI1	3.19156290129542
GBX2	3.23876755659164
SLC35A1	7.18796681764933
GAL	3.80456354926464
SLC14A2	3.36988484454409
RDH11	8.03311040561665
ZNF518	4.30890016820385
PCYT1B	3.22072401148198
AUH	6.66234751718623
EIF3H	10.9713453286153
KIF1B	5.52359916364985
MBD2	4.50756117848538
AMOTL2	7.34280497426599
C6orf120	6.77232162234149
PIGT	7.87440976704601
PSRC1	5.31462514504071
PLA2G10	3.48479180119204
ALAS1	7.08428352925025
FOXO1	6.6980262391627
C17orf62	6.52513054191358
KIF5C	4.9790404753256
DUSP10	4.40235620859176
CRLF3	6.49418393925456
CLCNKB	3.28600690659602
PSMA5	9.42789426162811
FARS2	6.48085588662285
CCDC28A	6.94375131051226
AMPD3	4.74350819412111
PIAS1	6.65178945696004
ADCYAP1R1	3.36432758837287
TMEM134	6.8951755815872
CDH20	3.11616815760764
FBXO7	8.22389211651453
FLJ14213	4.32942176457018
ZNF3	5.32861604012240
LRRFIP1	6.6430275733456
TMEM49	8.50843592112302
CNOT2	6.72719901142041
CBX2	2.80238886198814
ZC3H14	6.56377523627882
ALDH5A1	5.91308388472984
HNT	3.21885497471684
SERPINA4	3.19767474701019
FLJ20920	6.19610124720947
CRTAP	5.64083747622006
DDX50	8.0888053806581
STYXL1	7.58074460048036
TK2	4.87697326219162
BLVRB	7.68165084974994
STMN1	6.08509457908828
GUCA2A	3.50109648161806
DPP6	2.91922687363161
GALNT10	4.63011067287819
STK39	5.17254760655342
MMP24	4.13320070553133
CKS2	9.94660326880081
RHO	3.83071180648937
BANF1	8.77095912708906
CR1	3.04214028342665
RPS6KA2	5.48025265048446
HMBS	5.88991535470297
C20orf112	3.58764660063654
SLC25A24	7.1743541251026
MRPL22	8.20317128443223
SLC25A15	4.59536733271357
GADD45B	5.79296867678514
TDP1	5.75124533540016
ZNF287	3.04708429509011
DAAM2	6.81638986121068
C11orf57	5.99272850949997
RFK	6.97243733466999
ZFYVE9	4.10617568556506
TCTN3	7.23157086805353
STCH	5.90722067281169
LOC283871	3.64906261872787
NDUFB3	8.08035123985087
DEFB4	3.91416639213741
FPR1	4.38206181538889
FMNL1	3.71512726691429
SEPT7	9.89046468359978
PTCD2	4.17861789764323
GNLY	4.12632731451275
GRAMD1C	4.24825420728115
ZNF165	5.31484085249993
TR2IT1	4.20334650925351
ARMCX3	8.41721500433672
NDE1	5.70355775201362
MAGEF1	8.38511591081408
ITGA10	3.57444524067376
ARHGDIB	7.51593415172563
FSHB	3.95582875562797
ANXA2	11.0605145333383
HLCS	4.0189041083369
MCF2L	3.76956396924691
AK1	5.95043993905981
FH	6.42500519603259
LGALS2	3.80950369384686
SYNPO2L	2.8865574926742
KIAA1045	3.42311988641057
C1orf183	4.60229539725197
MAGEA8	3.74414647440409
DGCR8	4.37328694579256
GSR	6.0840247601572
NEU2	3.50837063306329
HIST1H4B	3.81588622666336
CACNA1C	3.17393495084727
FAM20B	6.11052568397671
HES2	3.30294426076418
PDCD6	8.71443000230626
INTS7	5.27908668905033
AMPH	3.80511495268089
UCKL1	5.18745643664005
ASB4	3.04940139276348
C10orf97	4.78136961969134
ALDH1L1	3.7645920139545
CCL23	3.15139999623078
OBSL1	4.80993853841022
SLC12A7	6.98576890324787
THAP4	5.78691568586899
RBM4B	5.07963874999325
OGFRL1	4.36315368955175
KIAA0831	5.24351453930583
C12orf11	7.04952154546778
PPP1R15A	4.73180201018497
KIAA0240	5.71923401111353
CD1B	3.17588315453872
FCGR2A	5.44409938866581
MDC1	5.61014994886499
MAN1A1	3.64275772438406
KRT9	3.33193516869886
HTR1A	3.07484948737905
OCEL1	5.52258009459687
