Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_F05_297968
Composite Element REF	Signal
AACS	5.92260744838202
FSTL1	7.95458371863558
ELMO2	6.73546171663915
CREB3L1	3.78737751989613
RPS11	10.1559205394584
PNMA1	8.17712112346703
MMP2	6.54593424545906
SAMD4A	3.89197435312194
SMARCD3	6.60587056994361
A4GNT	3.66269760017717
C9orf39	3.61353612221179
PKNOX2	3.74794729826227
RALYL	3.43090564532217
ZHX3	4.37067876088611
ERCC5	6.48297839576734
RXFP3	3.42836106731333
APBB2	3.4162541503384
BBOX1	5.07663458351007
PRO0478	3.08600207042377
GCSH	7.40349214971918
XDH	3.44405552211587
EDN1	3.8987982410451
MTERF	6.24740024502022
PDCL3	7.21680061411985
CLK4	6.57970390344945
KCNG1	4.20819118612325
CXCR4	7.47348937293016
DECR1	6.86965257683213
SALL1	3.20212307633352
PTPRR	3.62549381650783
CADM4	3.62130684623714
IRAK1	8.7584771896946
CFHR5	3.30903649693433
HNRPD	7.7417439836754
TMSB10	12.1006894449706
CXCL3	4.01814107792902
LMAN1	3.56284005023989
SUHW1	3.64740023424374
CHD8	6.25472647022762
SUMO1	7.36743088237419
GP1BA	3.22055737921116
OR7A10	3.70851981292044
DDB1	7.80936620781608
CHRNA10	3.93979521115627
STYK1	3.29141889080054
MYO9B	4.63482400916851
CCNI	10.3868690892478
MMP7	7.87307757642913
EP300	6.27572497742208
CRNKL1	8.90943094922875
C9orf45	3.42198543737019
XAB2	5.02284272447618
RTN1	4.48617534714371
HIC2	3.99034793469314
TBX10	3.60867850738241
CENPQ	4.15990705099927
UTY	3.18671515668704
OR2W1	3.06115361377398
ATP5G2	10.9633281871098
ZEB1	3.60670984333176
ZG16	3.55889010847917
ERG	3.54021319346908
PARN	6.35579022968933
SOD2	4.4362493375696
JOSD3	8.16318068902309
ADAM5P	3.11582870713738
CHD9	5.58102250647494
hCG_40738	3.89110366477504
STK16	4.77970563090172
PDE1C	3.59832947792784
SEMA4D	5.80167007786462
AGPAT1	6.10977997189121
TOB2	5.42106346571018
BANK1	3.45392430456903
MAP3K3	5.50771964625411
MAX	5.20722870579385
GRM2	3.67333495803392
OSBPL8	7.32522391772769
PROSC	5.87499597654477
NR4A2	4.43126549244679
RICS	5.29321117863696
PIR	3.6063976441175
PPCS	8.2419274506672
IPO9	6.89293518987936
LONP1	7.64550078204994
EVC	4.24037472036904
CXCL13	4.03473096798646
SCYL3	5.68512818112676
KIAA1199	6.87658279904866
SORL1	7.13818585206733
NAT10	7.31272455813938
CHD1	5.71039016085815
SYN3	3.48846805631719
DMC1	3.62585095033686
SLC22A2	3.53441462440536
SERPINF1	6.67437138506147
C20orf27	7.62228166076138
OR7A17	3.10746198055095
RPS6KA5	4.54866412951452
LHB	3.22380596652506
TAOK3	4.88184184250696
STK25	6.18217245563209
SLC12A4	3.74584950048382
BRCA1	4.12923301335113
GBL	4.95553693007428
C14orf108	8.18469559033728
CDC25B	9.4311940659143
BMP3	3.23346915609116
MAP1LC3C	3.50376266683617
TMEM180	4.01832720355407
CRYGC	3.45774658085853
SLK	5.23872499697578
POU3F1	3.32512837313693
C20orf32	3.93006955202469
USP52	6.69761760843896
HIGD1B	3.98972771078246
BAZ1B	6.05184999906658
USP6NL	5.33614475978209
SLCO2B1	4.44011486389582
ABCD4	4.52875979715936
DIMT1L	5.64107846038446
SLC25A46	6.28252599101603
LARP7	6.94377554047965
TEK	3.50262327253701
CD160	3.51611214676849
TERF2IP	7.57147873253229
PHF20	7.20859754928308
COL1A1	7.1933711994124
KIAA0090	5.72987969984898
GTPBP1	4.67889441410764
GRK5	4.13617476819174
AP1S2	5.29332022818851
RAB33B	4.7193574842611
CA11	5.61579092202948
ALDOC	6.13658096405569
NUDT1	5.55869314455873
ZNF212	5.41596723881106
ACBD3	6.43541402004311
ZNF83	6.51078022174302
PRDM2	5.24866000975731
GDPD5	4.44390431767562
PDCD4	6.0557100684008
CEP350	6.00647281532192
FOXP3	3.21152860469604
SMYD3	7.67913245467847
CST7	3.54265724229302
SELL	3.81159439806304
CIAO1	5.65187910625314
LGI2	3.39220328730112
WDR45	7.01242267138583
ANKRD6	6.35759576305236
