Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C05_458626
Composite Element REF	Signal
AACS	6.37055718044684
FSTL1	9.73826052375534
ELMO2	6.04698341657956
CREB3L1	4.19738934281298
RPS11	9.96644806751968
PNMA1	8.58231865547237
MMP2	8.6903466318136
SAMD4A	3.8421692339404
SMARCD3	6.37739166097306
A4GNT	3.33574512139616
C9orf39	3.43946999671123
PKNOX2	4.06505318524781
RALYL	3.07439792703184
ZHX3	4.10913927589329
ERCC5	6.26967431513218
RXFP3	2.91430802483681
APBB2	4.44420266573699
BBOX1	5.06983422490816
PRO0478	2.88252542009321
GCSH	8.09067828496137
XDH	3.32998352017264
EDN1	5.36328378369462
MTERF	5.80338048607721
PDCL3	7.8043927004102
CLK4	6.13211403980951
KCNG1	3.94669258892006
CXCR4	8.8163406385883
DECR1	7.82598688115737
SALL1	3.37073050262575
PTPRR	3.14520078435407
CADM4	3.19727594533673
IRAK1	7.92584578461039
CFHR5	3.10395047108320
HNRPD	7.82523122936277
TMSB10	12.2613392952769
CXCL3	3.72267049214148
LMAN1	3.49978884472627
SUHW1	3.39392222543068
CHD8	6.85575313240615
SUMO1	8.20151089581158
GP1BA	3.36069641166268
OR7A10	3.8963481114529
DDB1	7.93138903278925
CHRNA10	3.37030919908273
STYK1	3.32920904774745
MYO9B	4.50308544847423
CCNI	9.94651679880205
MMP7	7.22644864920475
EP300	6.23810074220056
CRNKL1	7.60792388631947
C9orf45	3.05282158083155
XAB2	3.93984568645383
RTN1	5.46633665029725
HIC2	4.036670996286
TBX10	3.3921466748508
CENPQ	4.58058728448963
UTY	3.06735163745464
OR2W1	2.75168573710625
ATP5G2	10.2726181106856
ZEB1	4.15445842858286
ZG16	3.36297062869679
ERG	4.00314762992701
PARN	7.72912240451046
SOD2	5.19656760940473
JOSD3	7.8461374936053
ADAM5P	3.15202220059103
CHD9	6.3964918989894
hCG_40738	4.36464645974424
STK16	4.83995552139119
PDE1C	3.56058298236106
SEMA4D	5.42162468019101
AGPAT1	6.3988608331013
TOB2	6.82486398350888
BANK1	5.34077224846631
MAP3K3	5.46983629540538
MAX	4.98856819970974
GRM2	3.56383969348011
OSBPL8	8.13513669682344
PROSC	6.07995265335424
NR4A2	4.81467731394188
RICS	5.5925391588743
PIR	4.33392074894128
PPCS	8.7476138222073
IPO9	6.9304621390757
LONP1	7.50862802014715
EVC	4.80667439821339
CXCL13	9.10719057099713
SCYL3	5.58264541054967
KIAA1199	6.31585203510025
SORL1	7.8439695334878
NAT10	7.29450394493941
CHD1	6.64224134611479
SYN3	3.43323763563541
DMC1	3.77121399389923
SLC22A2	3.46532613258027
SERPINF1	9.17428645575765
C20orf27	5.46107883456172
OR7A17	3.11556029587763
RPS6KA5	4.11569363473824
LHB	3.06572903950605
TAOK3	5.55826059355354
STK25	5.83664003040493
SLC12A4	3.66415015609565
BRCA1	4.06202455623006
GBL	5.93521649662004
C14orf108	8.14491398449679
CDC25B	8.45065021750975
BMP3	3.30145879549396
MAP1LC3C	3.34793246760960
TMEM180	3.63830487495418
CRYGC	3.69653238346587
SLK	7.19706937702826
POU3F1	3.17985762239906
C20orf32	3.85814447613085
USP52	6.54766626604776
