Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_D01_443150
Composite Element REF	Signal
AACS	6.76264744699225
FSTL1	6.07474595944724
ELMO2	5.77778485322086
CREB3L1	3.83412023355382
RPS11	10.3355363334237
PNMA1	6.48509987567493
MMP2	5.04816438493497
SAMD4A	3.82933756349086
SMARCD3	3.55307132786495
A4GNT	3.80799720797179
C9orf39	3.57626843125683
PKNOX2	4.51282869603390
RALYL	3.14226585947286
ZHX3	4.35016508674516
ERCC5	6.83848494085383
RXFP3	2.97088184869017
APBB2	3.86803794459049
BBOX1	4.68537150531423
PRO0478	2.86609988464201
GCSH	9.70644311024623
XDH	3.75311756897503
EDN1	3.81835417179673
MTERF	7.08406434915732
PDCL3	7.49664608642559
CLK4	6.56531676575409
KCNG1	4.39701037867088
CXCR4	8.39076094305675
DECR1	7.75038846035617
SALL1	3.08938323598974
PTPRR	3.30728740218219
CADM4	3.65242071467043
IRAK1	8.8974917153571
CFHR5	3.17552549041217
HNRPD	8.21710277024933
TMSB10	11.2187040879408
CXCL3	3.63596051443182
LMAN1	3.9278974734206
SUHW1	3.63674419797706
CHD8	4.83761676985652
SUMO1	7.89861568648779
GP1BA	3.10431704566001
OR7A10	3.95341407660343
DDB1	7.70062830463553
CHRNA10	3.76551455343512
STYK1	3.48495389564853
MYO9B	4.49254416345913
CCNI	10.0332083932390
MMP7	7.73801709117461
EP300	6.41474290591815
CRNKL1	8.17539909150526
C9orf45	2.99059593230721
XAB2	4.21431793487277
RTN1	3.41935163365223
HIC2	4.01191514998947
TBX10	3.61771866114268
CENPQ	4.04343720330154
UTY	3.18880508140039
OR2W1	3.07197979815688
ATP5G2	10.4161891942346
ZEB1	3.24812417577771
ZG16	3.51610589326082
ERG	3.6481918862306
PARN	6.43901235416149
SOD2	4.72048058366722
JOSD3	8.82062326063676
ADAM5P	3.33185660139203
CHD9	6.52214579914927
hCG_40738	3.85280941084898
STK16	4.73948757790054
PDE1C	3.9226421069224
SEMA4D	5.45579388711559
AGPAT1	5.52326210679589
TOB2	6.10313490460599
BANK1	6.20758946915098
MAP3K3	5.0684363474881
MAX	4.89974698662818
GRM2	3.78125644519127
OSBPL8	7.1948477617047
PROSC	5.71230500890024
NR4A2	6.00584021671628
RICS	5.9859208718277
PIR	7.09348687842154
PPCS	9.22898099629847
IPO9	6.04537756654296
LONP1	6.84604574398207
EVC	4.86706122528808
CXCL13	4.28628362964377
SCYL3	6.11662015814727
KIAA1199	6.15072407642473
SORL1	7.97017884370525
NAT10	7.69272733533968
CHD1	5.84726633039642
SYN3	3.56092180853872
DMC1	3.90998873298752
SLC22A2	3.58235816863133
SERPINF1	4.0041456989843
C20orf27	7.30908355650907
OR7A17	3.16873576734289
RPS6KA5	4.40287375610805
LHB	3.54319717970487
TAOK3	5.27964019220396
STK25	6.20693743751901
SLC12A4	3.70536988541338
BRCA1	4.2397555486881
GBL	5.02920683756891
C14orf108	7.52953909974035
CDC25B	7.65060619931713
BMP3	3.22173003781826
MAP1LC3C	3.43561062381949
TMEM180	3.59464364029387
CRYGC	3.65513706908519
SLK	6.98340673069903
POU3F1	3.40005622478916
C20orf32	3.88344064178969
USP52	6.0850551804854
HIGD1B	3.67961142451400
BAZ1B	6.69298842410949
USP6NL	6.25009337516501
SLCO2B1	3.9939306240164
ABCD4	5.5689864974871
DIMT1L	6.05270535055512
SLC25A46	6.38636958266427
LARP7	7.12022205423322
TEK	3.61578463707592
CD160	3.55502320714255
TERF2IP	7.48267208331329
PHF20	6.08032651442305
COL1A1	5.24408810115888
KIAA0090	6.29946153894041
GTPBP1	4.6623092658519
GRK5	3.59855279371135
AP1S2	4.37041390456816
RAB33B	5.01220952050239
CA11	4.02142260431775
ALDOC	4.375032933289
NUDT1	5.66299654856489
ZNF212	5.62002490507959
ACBD3	6.54204009216443
ZNF83	6.89182077858075
PRDM2	5.00255786488248
GDPD5	4.5076910991476
PDCD4	6.99585546202409
CEP350	6.83901247663198
FOXP3	3.14982990134196
SMYD3	6.14430597936025
CST7	3.77125047174422
SELL	3.72047494738177
CIAO1	6.58690700142058
LGI2	3.71674359485511
WDR45	6.6358244909761
ANKRD6	7.95362801217534
LTBP4	4.52017324112283
PSCD3	3.38828589415842
PYY	3.32591478036479
KCNC1	3.04173083039790
SIRT6	3.85919627000370
CCL19	3.79166678192323
ARHGEF9	4.52961141921983
ABR	4.85446761025129
C10orf22	6.957676765759
STK17A	4.71977295333438
FOXE1	3.49231457808649
GML	3.11604470146097
CNGA3	2.85323054162128
CD38	3.77121379236162
ZDHHC6	6.95068172272336
NEFH	3.48689785534459
PGBD5	4.51559493821055
CTDSP2	6.84010952935301
RMND5B	5.72053809339534
ZNF257	4.10484202430313
DUSP4	3.25475933527258
FLJ22167	7.0899466403228
EXOSC7	7.37801392546013
ROR2	3.58140518635652
FOXM1	5.36960373575149
ZBTB48	4.58706408778692
BUD31	7.54451324185032
MAOA	5.08151952114226
CCDC41	5.56474632670148
TNNT3	3.89888457512446
FBXO11	6.36428430086018
GYPC	4.73950416231246
PLIN	3.49505767605221
RFXAP	3.76985720957336
C6orf15	3.90881643257807
RNF4	8.52069288711284
F8A1	7.2387628925854
PPP1R3D	5.14310056908471
GRB2	6.80346828870277
TPM3	3.21722897050324
SYT13	4.31841841010972
EPB42	3.4997004185338
RP5-1077B9.4	5.87900348368499
EIF1	10.0357577647491
CETN3	7.86309354523938
FPGT	5.06361725933535
PRY	3.44105907542877
NTHL1	4.92768230971842
POLR2B	8.48772830496779
RPS28	12.1892370030584
GDF10	4.09554688578404
COQ9	8.26014670943468
P2RX3	2.94766440197002
GCC2	7.37136069840249
RARRES3	6.46004212166555
PLXNA1	5.80401439761194
WBP4	4.11733079291472
KIAA0100	5.730675359941
PMF1	6.58689005522195
HS2ST1	5.40144972792665
CRELD2	6.30102430426353
C8G	3.36776519604309
CD82	5.01304267614
PMM1	4.97103934153494
CBLL1	5.04994690200254
LIM2	3.51664347565485
VAX2	4.72822768021174
SETDB1	5.48571054607545
LRAP	3.96669167139918
GCLM	5.38433398639517
CPEB3	3.61901149880606
PPM1A	5.27732230955303
INTS1	4.21946146604956
MMP16	3.38912976785088
CAMTA1	4.17287275160066
SAMSN1	4.40417396112832
DRD3	2.78515519538708
GMPPA	5.48681256273116
C11orf73	6.17399745364396
AIPL1	4.03412088797462
PTP4A2	9.10484458314614
IL24	3.5713477182794
BDKRB1	3.10832887182957
HPCA	3.45732113062206
MLF1	7.0786181328354
SEC14L1	5.89730474796079
CHFR	5.40793755386028
EMILIN1	3.19340744754969
THADA	7.76409254810578
TAF12	5.48186679533656
NDUFS4	7.71764327129338
ID1	3.30715090806141
PIK3CB	3.58613952833249
