Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_C05_443134
Composite Element REF	Signal
AACS	6.59494074424398
FSTL1	8.63469995245695
ELMO2	5.09748147273533
CREB3L1	4.05847090751438
RPS11	10.3055205984754
PNMA1	8.17100403737318
MMP2	7.97497327273846
SAMD4A	3.97941725770125
SMARCD3	7.43619175813831
A4GNT	3.80415731928401
C9orf39	3.89897837456618
PKNOX2	3.81154256177975
RALYL	3.00915203145965
ZHX3	4.35120844595638
ERCC5	6.83586864563812
RXFP3	2.76597954632203
APBB2	4.68148711118933
BBOX1	5.23523769606825
PRO0478	3.2710873911597
GCSH	8.7101096002506
XDH	3.68334579728986
EDN1	3.53862517416285
MTERF	6.42393081508946
PDCL3	7.02852376829637
CLK4	6.89442183093509
KCNG1	4.21247961269317
CXCR4	6.89324180769946
DECR1	7.48109962403392
SALL1	3.22960319501257
PTPRR	3.2844585634217
CADM4	3.53339746542138
IRAK1	8.85552332280828
CFHR5	3.35173321206377
HNRPD	8.11947500602239
TMSB10	11.5585077147068
CXCL3	4.22452240119717
LMAN1	3.98922357703314
SUHW1	3.31851508965793
CHD8	6.36459182780113
SUMO1	8.4049623546638
GP1BA	3.31484513866751
OR7A10	4.02015220374388
DDB1	6.84555168820974
CHRNA10	3.51863094664534
STYK1	4.14301521968326
MYO9B	4.52517332589342
CCNI	9.47463813896113
MMP7	8.99803634218863
EP300	6.60734453796766
CRNKL1	6.54965777840972
C9orf45	3.10765880036224
XAB2	4.39749929535178
RTN1	4.28170170212693
HIC2	4.24264526528819
TBX10	3.41756991267335
CENPQ	3.90245378227351
UTY	3.22832535073991
OR2W1	3.09111767495288
ATP5G2	10.0080896982973
ZEB1	3.73598781670188
ZG16	3.30755632175063
ERG	3.98352841908007
PARN	6.41097389406619
SOD2	5.51734103612493
JOSD3	6.75036699106382
ADAM5P	3.20929509572359
CHD9	6.81146808673263
hCG_40738	3.64252792747901
STK16	4.87166529805528
PDE1C	3.73357210335216
SEMA4D	6.21774564023445
AGPAT1	5.71113245298005
TOB2	6.32711442623443
BANK1	3.21655064381258
MAP3K3	6.23452612561208
MAX	5.25623907190285
GRM2	3.37572898740992
OSBPL8	7.71057892252869
PROSC	5.64738563092421
NR4A2	5.95104454465735
RICS	4.5443092341178
PIR	3.59554546750218
PPCS	8.32129079282095
IPO9	7.6400043645922
LONP1	6.98353546434034
EVC	4.57702860581666
CXCL13	4.26520253763285
SCYL3	5.66895562134722
KIAA1199	7.6864635521092
SORL1	7.4553708708989
NAT10	6.16451507421481
CHD1	6.27161191601025
SYN3	3.1501634609113
DMC1	4.05749122516505
SLC22A2	3.48585669517996
SERPINF1	6.90188506940856
C20orf27	5.7482295046261
OR7A17	3.18362629579193
RPS6KA5	5.70955809601991
LHB	3.31567765805963
TAOK3	5.07804898277544
STK25	5.57972864409977
SLC12A4	3.82358366834361
BRCA1	4.64225214490687
GBL	4.96624113032515
C14orf108	8.43837676651829
CDC25B	7.24722478414297
BMP3	3.44279280745546
MAP1LC3C	3.72756393266378
TMEM180	3.42558587946819
CRYGC	3.68682439260109
SLK	5.49142829015113
POU3F1	3.22782758330936
C20orf32	3.96582241202404
USP52	6.2146049010228
HIGD1B	4.04843432267254
BAZ1B	7.19723919424222
USP6NL	6.04144041750709
SLCO2B1	3.94652242084804
ABCD4	4.72085628637259
DIMT1L	5.44997567288196
SLC25A46	5.08893377702408
LARP7	6.19561205786427
TEK	3.80876606184506
CD160	3.58033966105035
TERF2IP	7.2113919525114
PHF20	6.29026512704503
COL1A1	7.86619904780811
KIAA0090	4.9012324298641
GTPBP1	4.19635688699873
GRK5	4.30444602394001
AP1S2	5.27779236921937
RAB33B	5.5257638064158
CA11	4.80931968923320
ALDOC	4.01491590197233
NUDT1	5.2368305516239
ZNF212	5.94373146130586
ACBD3	8.10414153030216
