Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_B10_452004
Composite Element REF	Signal
AACS	7.03773444639533
FSTL1	7.06548631408963
ELMO2	4.85287016486057
CREB3L1	3.58088442251694
RPS11	9.63844530503264
PNMA1	6.8577601762272
MMP2	5.74924636172379
SAMD4A	3.66875105638526
SMARCD3	7.14231728331802
A4GNT	3.64969463194779
C9orf39	3.48780275095184
PKNOX2	4.52563980404746
RALYL	3.55575475945877
ZHX3	4.40192620893452
ERCC5	5.68692823639092
RXFP3	3.11055451681045
APBB2	3.52082582598742
BBOX1	4.63894592480627
PRO0478	3.01001086542982
GCSH	7.54009527626588
XDH	3.62008779273364
EDN1	3.54460061437335
MTERF	5.68650020659416
PDCL3	7.35339535110363
CLK4	6.23104564585569
KCNG1	3.72378060275887
CXCR4	7.96904866634308
DECR1	7.77709043447971
SALL1	3.22000450633149
PTPRR	3.26567870799971
CADM4	3.38500383816790
IRAK1	8.41239643951349
CFHR5	3.45463063904432
HNRPD	8.73367160207988
TMSB10	11.9024160590745
CXCL3	3.56376173946048
LMAN1	3.58694661810833
SUHW1	3.45695156216132
CHD8	6.18229295763244
SUMO1	8.15073662502544
GP1BA	3.29410747012915
OR7A10	3.74483958467524
DDB1	7.1358963421819
CHRNA10	3.71373187621826
STYK1	4.24284991587157
MYO9B	4.44321168478264
CCNI	10.1203684113677
MMP7	6.98170349525818
EP300	6.35992659787633
CRNKL1	5.84137565270934
C9orf45	3.23344823700996
XAB2	4.01540024884175
RTN1	3.8968573127893
HIC2	3.75622381251762
TBX10	3.77769607535501
CENPQ	4.60034805930494
UTY	3.05856157296816
OR2W1	2.9436984681018
ATP5G2	10.1965204847010
ZEB1	3.15385520632105
ZG16	3.46900790470006
ERG	3.60710067482247
PARN	6.97178130071755
SOD2	6.16728674629918
JOSD3	7.04529140208862
ADAM5P	3.2914256360658
CHD9	5.30849888159863
hCG_40738	3.86776550621808
STK16	4.88274639848827
PDE1C	3.54237515265134
SEMA4D	5.89509216949214
AGPAT1	5.76226523548474
TOB2	6.00048851999136
BANK1	6.11636807703198
MAP3K3	5.08245541463445
MAX	4.48167676505689
GRM2	3.61996369328901
OSBPL8	6.72299279974464
PROSC	5.97113277623898
NR4A2	4.69071683801245
RICS	5.06599932544047
PIR	6.13343794691593
PPCS	8.77013697811108
IPO9	6.5671009100782
LONP1	6.86161267912534
EVC	4.03750757577957
CXCL13	6.95318403160671
SCYL3	4.8579641051463
KIAA1199	5.09075047618651
SORL1	8.13854336253366
NAT10	7.41888177458807
CHD1	5.44593691902024
SYN3	3.46714144487285
DMC1	3.91956177821147
SLC22A2	3.6951649838946
SERPINF1	6.1795925123188
C20orf27	5.35574816363518
OR7A17	3.14995623525195
RPS6KA5	4.18718924511611
LHB	3.5969272283209
TAOK3	4.41837675952605
STK25	5.77471337689662
SLC12A4	3.62381541926178
BRCA1	4.16937241091609
GBL	5.77079453317446
C14orf108	7.17604300127486
CDC25B	7.34085413395728
BMP3	3.48364592911445
MAP1LC3C	3.37427776573987
TMEM180	3.77310106577046
CRYGC	3.6503528856547
SLK	6.10810804912449
POU3F1	3.3602847610958
C20orf32	4.31586695703758
USP52	5.75396079137961
HIGD1B	3.85791457271268
BAZ1B	6.77814001035008
USP6NL	5.53475312237955
SLCO2B1	4.09832353523926
ABCD4	4.54063499085546
DIMT1L	5.94654812135072
SLC25A46	6.8889109897178
LARP7	7.44082444251994
TEK	4.01337532661309
CD160	3.68647274253402
TERF2IP	6.7380899912199
PHF20	6.08522136070579
COL1A1	5.93852270416699
KIAA0090	5.99365296967085
GTPBP1	4.34263314681955
GRK5	3.76611475758672
AP1S2	5.22990620148069
RAB33B	4.36181757372399
CA11	3.97257967121931
ALDOC	5.79405854441506
NUDT1	6.30967534884483
ZNF212	5.2529327487933
ACBD3	7.10665031403329
ZNF83	5.52872868305746
PRDM2	4.55581969298612
GDPD5	4.42113809285141
PDCD4	5.41210656245614
CEP350	5.80513286655755
FOXP3	3.36545754744803
SMYD3	6.3026962316805
CST7	4.89104663266938
SELL	4.73082386911262
CIAO1	6.28269056608656
LGI2	3.8682383532601
WDR45	6.30362176649244
