Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_C10_433694
Composite Element REF	Signal
UGT2B4	2.93676785937649
PJA2	7.69254824836379
COLEC11	5.18989798653553
SCYE1	7.76014308382125
MED12	5.70512421457366
CARS	7.70059518208082
MYH1	3.4221456308509
CYP7A1	2.77255299277656
PHF1	5.68921421727055
LOC644096	5.60210982309911
FRYL	6.89201772546936
RHOBTB2	3.58134001494818
MMP27	3.09879288421119
ZNF432	5.25124921546738
SRD5A2	3.93780069637673
UTP14C	5.85262122858478
RABEP2	4.98313043648244
VWA1	5.65295194779939
FUBP1	5.28398304344564
IGLL1	3.53097468372815
KIAA0586	4.14702585289412
IL27RA	3.96658606783165
STON1	6.89274818677
IL5RA	3.52307529767818
PERP	8.49571330241062
SMPD2	4.41314948575611
TNFSF12	3.90484884106141
FN1	7.18116454357379
MTR	7.52912465231836
CSRP3	3.35300706152391
MMP20	3.25828192932746
PHLPPL	4.52242827967554
CBX6	4.40612077632624
DHFR	5.82791221198151
PRG3	3.17162135785138
ALPP	3.60384590016513
ASH1L	4.76508381832185
CHRNA2	4.04630421740104
PPP1R12A	6.66216603167648
RBM38	6.7713653407003
ZNF7	5.85533606459832
RDH8	3.34429360493399
GPR132	3.5483480494419
DGKD	5.38782854591273
TPMT	5.9348332082478
ATP1A1	9.48673094709227
SERTAD2	6.97460941829078
C5orf4	5.01563011204397
ZNF672	6.03846977130212
PLXNB3	3.44837042635782
FAIM3	4.03122263519015
UBQLN2	7.91162641668846
NR1I3	3.60810002620304
ACVR2A	5.54520983461293
YWHAZ	9.3920195508375
LILRP2	3.54502466736165
GNAO1	3.56987298752573
OPA1	5.37665706734457
RPS6KA6	3.78833191360732
RPL10	12.6682896781011
MMP23B	3.23128198288026
PFKL	5.26591887975081
TMEM140	5.95186309445161
AURKB	5.94403390855243
IFI16	9.70333004538095
CSTA	4.65687357997884
PRPF39	5.615080773534
DISC1	3.62027800560622
USP4	7.92465559027544
OSBPL10	7.8489780778224
CAPN6	2.97831245442493
CLTCL1	3.82163454652211
NUAK1	4.93399098347651
ALG6	7.16289713440043
NPPA	4.00506544505748
LAMB3	4.56134307325840
PPL	5.56906161934748
LRTM1	3.23759437554051
RRAD	3.42335831392068
TIPIN	5.47223072281697
CARD14	3.38646786639048
RBM9	5.3421468469676
LCN1	3.57180494336107
RALGPS1	4.025066209318
NCOA3	5.70727802640366
CCDC6	8.2771159627382
RASSF4	3.8190117600806
MTHFD1	7.62369454213286
FCMD	4.4710127886374
IGHD	3.73345884021189
PLA2G6	4.54389169483708
TPT1	11.6383193494966
S100A3	3.39648183845793
SEC63	6.82625403506815
C10orf59	3.01251133287891
TOR1AIP1	6.05279671066116
PAFAH1B3	7.0682646136899
CEBPD	8.20688841523528
ZNF107	5.27108140526057
ALDH6A1	7.01786337325772
G6PC2	3.43068211478579
SNTG2	2.90661292009658
GRWD1	4.27720324508203
FLJ22222	5.99785912011752
BCKDK	6.18975489715683
CTSB	9.26408145745861
PFKFB1	3.27438270352381
ZFP36	10.1523744421830
SVEP1	3.4388064437703
PXN	4.8228460073356
TNF	3.74528215106143
SIRT2	5.658512887471
C5orf21	6.30720553505886
VIL2	6.72496613155642
DIXDC1	3.6855600399699
GANAB	8.02333423285303
PDSS1	5.64282921173772
GRM6	3.18591680116844
NGFR	3.03877869694229
ATP8B4	2.7991588728034
MEIS1	10.1114286267737
BMP8A	3.73660290596318
NGFRAP1	9.45971226702438
EDAR	4.44845966059547
NEDD4L	4.68432186981723
CRYBB3	3.54380321760971
C6orf60	4.09221838815542
IL1A	3.40386032890242
GNRH1	3.01462089147464
PDGFD	4.37916059271053
CACNA1H	3.59247608533479
TXNDC3	3.12611773949456
ERCC1	5.6996862903486
CAV3	3.45569933688685
HARS	8.08019051699496
AQP8	3.49737141204076
CREBBP	5.20516740787667
ITGB1	4.90955592691615
SPACA1	3.37326981780419
ZNF254	4.57170520172736
PARK7	10.3630305372165
PAX1	3.33991441213444
PSMC4	7.96713846494895
KCNH4	3.69874546188566
TUBA1A	9.38844172742384
PRMT8	3.48792158674496
SELP	3.39312397608568
PSMD8	8.06688623047974
SOX10	4.19450784431733
HTR1E	3.60781430991735
RABGEF1	6.13853023871587
EPS8L3	3.98914101050986
MAP1LC3B	6.61528208887188
AGXT2L1	3.09167572206853
CYB5R4	6.14180748295314
MEMO1	8.66816262167929
LRBA	6.40853279103799
TRAPPC2	6.68331002646893
FLJ14107	3.61045671871167
FNTB	4.28830821352609
MYST3	5.2530278564308
KRT8	8.69283469173956
AURKAIP1	9.48545554798705
LMAN2L	6.50532492797137
C1GALT1C1	5.68450850848146
DSE	4.98972606527157
FHIT	4.90549571547783
OSBPL3	5.34933630862126
PPOX	6.21487017535436
SLC39A9	3.86789480541929
EPB49	4.61520944792638
LOC137886	6.10339507156728
C7orf49	7.54026925102612
RHCE	2.99660614717182
CST8	3.94046245414785
ATG7	5.13772727146207
SPP1	9.84620493877287
GLI1	3.72695173078990
HYPK	8.53000881380226
SFTPD	3.89297686631828
MCFD2	6.85697085433291
ZNF157	3.25510912863423
EPS15	7.80318613847942
SFRS2B	6.60861207505865
BTNL3	3.81211726223289
GPR23	3.35295804667305
TRPA1	3.20118226874222
ASPSCR1	5.2350969881617
GNS	6.60511040800076
FDFT1	8.79199797781064
ENO2	6.33068988588766
CBX1	7.26636864720984
PTGS2	4.21575708224536
BMP7	3.97045245078147
CCDC90B	8.72230089082949
LRP5	6.34888588851739
UBE2D3	9.10315587980439
ARFGEF2	5.13764707521696
ARR3	3.8139910406504
MAP1A	3.68930775697643
NEFL	2.94395944250118
CD2	4.18885502376748
FLJ23861	3.79067770875604
NAV2	7.15011417583074
ENTPD2	3.33559248563994
COX7B	10.1445739190363
ATP6V1A	7.02573757087434
TRGV3	3.07764487048585
ANKRD17	7.29486175861072
ADH1C	3.45884212931046
ATXN7	4.1472917350474
IL21R	3.31883583730176
CHN2	3.52835681164675
HAS2	3.10731175368959
C6orf48	8.65272847301899
TGIF2	6.38222637159163
KIAA0241	4.03680177000903
IGF2AS	3.80524270722347
CYP2C9	3.46054751071929
DNMT3A	4.41777926249743
CNOT7	8.46776958694294
FCAR	3.26967074860838
SFRS10	7.73912844256872
MARCH3	3.56609760040122
RUNX1T1	3.15242009110293
CTSK	5.18474401074211
LRRC61	5.68063090736141
HNF4G	3.24928622430726
LRCH4	4.79371194784062
PSIP1	6.00052273254619
AP2B1	6.3008047059155
C7orf28A	4.22475274489391
SMCHD1	5.30273178652816
EIF2C3	6.0567361019832
S100B	3.26825913967873
BMP2	3.47244691648303
POP7	7.64024857759478
UGT2A3	2.71238205380603
ESR1	4.7438301938075
ZFPL1	4.21152711941579
ARHGAP12	6.00054284708663
PGGT1B	3.86776003996156
LRRC19	2.77716891322470
ZNF767	5.58194058388315
DEPDC6	9.32698034363515
SLCO1B1	3.05179591093558
SST	12.0833126216538
NACA	12.1962226930159
KCNN3	3.79916549478016
GLOD4	7.62759032324802
SCCPDH	6.55027813864306
PRF1	3.87805587225371
LST1	4.00879550023661
CDK4	8.85841209714697
TCF15	3.74923418619579
PARC	4.95428249885954
PRMT1	9.45799437879404
ITIH3	3.37705427374891
PPM2C	5.3014758207545
TEX10	7.24798066415534
EDA2R	3.32878228758187
LOC283345	4.98207409770014
NARFL	5.38022151943016
DENND2A	3.58775852055733
C1orf103	5.87620628464188
DMXL1	6.85902902061337
KCNAB1	3.59558257140592
FLJ20254	7.39718590628717
RBM3	7.09598930125755
GPR1	4.69678164369915
DMTF1	7.10723831084869
HTR5A	3.28546416656505
MXRA5	7.5446073351175
GRM1	3.5731563296118
SCFD1	7.16747036539967
RAPSN	3.31395209642213
ACOT9	7.10919269138248
PDE4D	3.32140131905740
TRPC4	3.20498195988441
EPHB3	3.52166225668572
GEMIN4	5.91734075446217
RAMP3	3.72811607318822
CNTN5	3.27997168226762
DLEU2	3.96846351391834
TSPYL5	7.714980276276
GRTP1	4.12913819045632
ITGB8	3.99551900556942
GAP43	3.17605457044653
FRS3	3.55060459871414
PDE3A	3.40328591792400
TNFRSF10C	2.94690573916683
JMJD5	4.09379472144481
OTOF	2.64875835542630
TEX14	3.45844040798166
XYLT2	5.7509787407294
HIPK3	3.68122779364299
XPOT	8.6363260208489
RRH	3.08298759570554
CDR2L	6.81346102642328
GAL3ST1	3.53213996301765
DHCR7	5.8049736024237
PDZD7	3.96883612678109
FGFR4	3.64360047706728
CRAT	5.27884955014687
C1orf217	3.93715153237448
SLC19A1	3.72585830482137
PPP1R14D	3.68880607001331
LIMS1	7.73171253193265
TMPRSS11D	3.51274914172119
TRIM14	6.20607133062847
PIK3CD	4.19770413908591
MFAP3L	3.46510861994361
DERL2	7.43468167050414
SLC7A11	4.87894438141006
FHL5	2.7386707915204
OR10H2	3.13313656682549
ACAN	3.77690224874234
BRWD2	6.89853634784712
PPM1E	3.51903281714554
DCUN1D2	3.93524842522681
TINAGL1	4.18235706968896
C3orf36	2.84630576580979
DOCK4	4.33755507654599
ENOPH1	8.4995891178916
FAM127A	7.78910544451575
SLC5A3	7.25313204910364
ARPC1A	7.75063083672563
CHST2	5.96713811305889
SPATA2	4.90604960761673
PGLYRP4	3.53540887719168
RUFY1	7.142352499803
NTS	4.12859146131128
FRMD4A	3.36993195685164
RPS4Y1	5.17525607987137
BCL11B	3.20362252360361
TNFRSF8	4.31702072907515
FOXE3	3.72810371801948
PTGIR	3.94151360510592
ART4	3.05572429858580
EVX1	4.04633019902951
PRM1	3.84708010065446
GLCE	4.45365583941997
GPR18	3.3274398468913
ACAA2	6.56332709768178
PIGK	5.72147608631817
HIST1H2AG	5.53959582494994
C16orf67	4.7778363117878
UQCC	6.28761586791287
PLS3	4.87839092823281
DAG1	6.5436249490094
WWOX	4.73277338264135
GTSE1	4.98099833890167
GP2	3.33435922345069
CHIT1	3.26859939381942
PLOD2	7.64138589112287
RPS24	12.5628206068360
KLF9	5.3116655920905
TTC27	7.50902942332369
PYROXD1	7.23907053893993
MIA	3.95800481122652
TSPAN2	3.26349272411844
MRPL9	6.58132426762307
PCSK2	3.19775167500222
PI3	6.02443748571429
RPL24	12.1011148937750
HIST1H2BE	5.34999359397854
CD86	3.83574020200368
CALM2	10.8743904415255
LFNG	3.34236390481244
GYG2	4.77926488309944
INTS12	6.84261151158592
RAB4B	5.03715044199512
CTSF	6.00804044341353
HUNK	3.24935075512276
GNA13	3.54487920423464
B4GALT4	5.88690592590515
TSPAN31	6.30922611405265
CHD1L	5.10313170225879
CNKSR2	3.43133653282940
C1orf156	5.89160971435346
IBSP	3.52188901599982
FUT8	6.12783992116857
TRMT11	6.52593426241036
AGA	4.49524534201759
GFRA2	3.61341494279374
WWP1	6.72224918495785
B9D2	4.12554069939344
CPZ	3.81572658196806
STAT1	6.56518379584451
PTTG1	9.17465722652761
TMEM62	5.04094434130738
COL8A1	2.83746432422333
RBPJL	3.38688710877092
CASP8AP2	6.28115012172143
SSBP2	6.48101374148497
MMP12	2.79761720079923
NME4	7.46407280500179
LOC55565	3.72336149469253
GABRA1	3.46477456332069
PEX11B	7.51952120076605
HABP2	3.49279558965186
REEP1	3.53824329188748
C9orf156	4.6322711669407
SMARCA1	4.71249719363216
WEE1	6.16367531694678
APOF	2.94500983620186
GCDH	5.96331486807018
SSR4	10.7224950840348
SPAST	6.07172486731273
RGS1	7.05952089037407
ACCN4	3.96507632395253
PLXND1	4.8069173318368
FLJ20489	5.33921757962828
MLCK	3.19791286558121
INTS5	6.08743661871609
BSG	7.15665775104875
PARP8	5.17610267284976
ZNF215	3.21295955570963
TEAD4	5.83105591202652
PDE7B	3.41125080758358
MS4A3	3.02304940180931
DTX4	6.63575841148769
EFEMP1	3.46863125136409
TNRC6B	5.22527805586051
TULP2	3.71080033917956
RERE	4.79387999905146
BNC1	3.03174191740509
FGFBP1	4.00844862668668
TIMM8A	4.95846474612944
PIGB	4.83334701735022
AJAP1	3.2042851606439
COMMD8	7.0956059574655
TRIP11	6.07196065536387
SLC25A42	2.90411051355448
SYP	3.7091656583544
PCDHB6	3.97394701664737
FLJ12716	4.9086634495936
FKBP8	4.4928245552413
KIAA1109	4.40766454128143
PTPRC	4.50351969581171
POT1	5.93562845629324
CCT7	8.4264005426131
MMP11	3.74056671231541
MYO1E	4.76012358703938
EEF1A2	3.96924545058672
MIPEP	4.85938501856044
ZFX	5.00574360713421
UCHL3	6.44796376092147
LRFN4	5.7355356755474
XCL1	3.07587619975847
CARHSP1	6.37923887361796
GREM2	3.36901844912219
CCDC102B	3.15887329021254
HDDC2	6.17779269742439
SHC2	3.60562238861002
SDS	4.27210192719286
CASQ1	3.36068288384911
LYPLA3	4.45141840384395
INPPL1	6.84185770699618
SLC25A40	4.09595583113116
IHH	4.6374339253486
CHGB	3.08405737248615
COL9A3	3.39337775650128
C2orf18	5.13002531927363
DDEF2	7.52191955930093
BUB3	7.78640564295791
C6orf211	6.96039892114932
FOXD2	3.47626389024909
GGH	7.33358204735322
GGT1	4.11497981077429
ADARB1	3.88362540621101
VPS35	9.82881432027352
CNN2	5.01351981480904
DBP	4.40078134788373
WNT1	3.31165506085986
COL5A3	3.52217154680393
RHOD	4.767565887791
ASNA1	6.49198847472047
WDTC1	5.15351646906266
COL4A2	7.39076173011161
HEBP1	9.21301682952414
SLC1A6	3.81973540424834
LUM	7.21465573669783
C1S	7.07427770486799
TCF7L1	3.46114492396090
ZCCHC6	6.68603901891295
ME2	5.56958968054193
PAGE1	3.70798717803646
DTX2	4.35999226108987
KPNA4	4.58351402386857
H3F3A	10.7031438188557
GLO1	9.7407571245776
WDR61	6.97408867903826
CD302	4.44331287519911
SIRT7	6.90001824505593
D4S234E	7.9334165596149
RABIF	6.14350731108997
DYRK3	5.38911072570996
PKIG	6.8833992483319
PFAS	7.11839949546211
ALOXE3	3.37838165143304
RPLP0	12.5814247257113
RBM34	6.98891070031336
MKNK2	8.8631562314021
ZNF528	4.04731482428226
U2AF2	5.11266603007546
SEC16A	7.94219007882356
EFNA5	3.13620637921544
ZNF44	4.48906835795060
FCGRT	6.24957225038128
NOL4	3.24840348289736
CCS	5.37468703522978
IGF2BP2	9.13233106186098
MFSD7	3.31697862170994
OR1D5	3.53901583281147
SIX6	3.52064037947577
CCR6	2.95031231220438
TSSC4	5.57553728492364
COL11A2	3.55165217745790
CHRNA6	4.17556904216904
PLD2	4.95755411692048
PALM	4.43402851382667
ORC1L	4.43734837169677
SASH1	5.62651159318783
PUM2	8.11513591055358
ZNF365	3.58103733735470
CDC14B	4.67419162147393
PHC1	6.26313607266191
KIAA0913	4.03000918252174
LDLRAP1	5.34079764297147
NAT8B	3.40349878089551
PPP3CB	6.67718755730608
ANGPTL4	3.78599715958756
HHEX	3.67453571766372
LSM14B	4.82221263408827
PLCH1	3.87115963073158
INSM1	3.03966642711164
TLN2	5.90821310911213
ZNF493	3.49520153920706
HDAC4	3.58970485856502
GLRA1	3.35161393316656
RPS6	11.5897747955142
SFXN1	6.57571303847195
FAM102A	6.51617155373938
KLHL1	3.30976623352645
SAPS2	4.42546422937707
CTNNBIP1	5.7824215875549
SCGB1A1	3.20595950815843
SCAND2	3.59801239191842
HMGN2	11.2040845203546
NEUROD2	3.18082381409201
YAF2	4.77741746798146
BRPF1	6.96882496736929
RICH2	4.70881383576077
TBCE	5.99051119376359
LIAS	5.38441343640113
MAPK1	4.63215721029753
MRM1	4.20048901953496
HDHD1A	8.29845054556197
CTA-246H3.1	4.46921712787429
ATP9A	6.77407279200226
HSD17B3	3.65878470793112
HN1L	6.16560843572164
SAG	3.36955408347868
C20orf10	3.80681204268281
CTRC	3.63055631682279
HNRNPA2B1	10.5979478528012
RNF216	3.87262246891281
GADD45A	9.64088457331527
MSH4	3.04130939508808
HOXD12	3.16342963659831
TMEM70	5.97123453860961
PPP1R14B	7.565527818697
SBF1	3.86580235424146
HIST1H2AM	4.16637580935141
GNG3	4.08610641397125
C1orf50	6.73265550285579
FTO	7.04018752998652
CALCB	3.10034905974044
PPP3R1	4.95128631596822
USP46	6.41349945579426
CCNJ	3.69968374896805
PSD	3.42908258053365
GNAZ	3.69953136384406
FAM57A	4.99910902678616
LILRB3	4.79207048506125
DHX8	5.65017141911501
SPI1	3.89595167468103
OXSM	7.80405320751594
GYS2	3.03844833660854
UBE3B	5.2470656773028
PLAT	9.90812247426976
NUPL2	5.24746080377140
SF3A1	6.03908019146058
COPE	7.67248015955695
EIF3A	8.25135180286101
IQCE	3.78548848798914
FBXW10	2.95343761195743
KIAA0182	5.49048882014353
YRDC	8.35606450254559
GPRC5D	3.70761179443611
LRRC23	5.46451558818089
BLVRA	5.07068160327265
SLC22A7	3.33310729462458
RASL12	3.41776625948792
DAZAP2	8.67756169286414
IKBKB	5.19895095116525
PPFIA2	3.37283929413176
ZNF271	5.51370663603219
CXorf6	4.88189289341075
FRG1	6.8337870863677
BTN2A2	3.99461636964958
THBS4	3.88554985558824
ARHGAP1	5.48062874741029
ENOX1	3.02669177584724
ZNF706	8.6461579844971
DOK1	4.25579204054587
FCHO1	5.32858960857184
PGAP1	4.43913959031562
HOXD10	3.00304225886952
CXCR3	3.37186742132356
FSCN1	4.99830299540859
KIF17	3.49813485219438
TRIM66	4.32791619395383
CHI3L2	3.87768648134094
SRPX2	3.55076427889381
C13orf24	5.41775570250292
CBR3	5.91365605233938
ZNF132	3.07127920283343
AQP3	4.51504866089087
BNIP1	4.67881781598684
ST6GALNAC4	5.08354003133369
KIAA0391	5.03999199209454
KRTAP5-8	4.19284346778675
SIRPA	4.26295506232242
LYVE1	3.52833463225292
IGFBP6	4.00686004661131
APOH	3.51907038175478
TSC22D2	4.4912004847866
PLCD1	6.14455120366564
NPHS2	3.42081887741882
ARHGEF15	3.84589275118548
M-RIP	7.6180456770347
POLDIP2	6.02777441395753
NDUFV1	8.36416177947051
SRD5A1	5.06738791154993
RAB3GAP2	5.89310170320194
CLEC7A	4.24655664941052
REXO4	5.18508094149534
HSPA14	7.07019302500467
TAAR5	3.90761769258864
ZNF142	5.03068868686037
MUT	7.64139239630229
C2orf43	5.61116013910579
SELPLG	4.29859387795897
BAZ2B	6.9752163162872
SLC38A3	3.76833821106332
BRD7	8.48428942619648
POU6F2	3.09274020714408
NISCH	6.89400626260645
TCEB1	7.66074237183894
OPCML	3.357434816753
DTYMK	4.69088123707367
TAX1BP3	5.58143702387536
F13B	3.07950447809015
RPL34	10.7969089035447
AKAP12	5.95111215219518
MARK2	4.73426255755887
AMBN	3.79930049741122
C14orf32	6.62699521166117
FLJ21865	5.67959907639195
HSD3B2	3.0914809063077
HMG20A	6.09537641742602
WDR77	7.467262243528
ATF2	5.69518421015445
C10orf137	5.5846293892
ARL6IP5	7.64785308337559
QTRT1	6.12316059158207
CCNT1	5.59069897036602
AP1B1	5.09743164065871
CD74	10.0471806724246
DYNLL1	9.98650115767617
PLSCR1	8.19216968257378
LIPG	3.13524177466512
PHACTR2	5.95335821190519
SLC35E1	6.02276146729338
VENTX	3.61985346075454
FEZ1	3.97245872110712
APOD	3.84771584041735
LAD1	6.23595840797786
C16orf44	4.49547397354048
C1orf166	4.8245241274365
PAOX	4.43182453798719
MAPK8	3.68954173966798
NELF	4.79932599429367
RBBP8	8.81962247144016
DNAJC8	5.07387482224843
KCNJ12	3.30326737353725
WNT11	3.11451426953943
SRP54	7.19472274393093
GPR35	3.9433260128027
NRGN	3.92312379257134
IFNW1	3.73717274959408
ACVR1	7.2670521110683
SCN1B	4.65856845413438
RNASEH2B	3.95906821037159
STAR	3.3911119269228
C14orf65	3.42226897284457
TAAR2	3.01977751527157
VAMP5	4.19203871168777
TUBA1C	10.9911061625827
PIK3R2	4.30052865981466
ARD1A	8.37009391030945
SYTL2	3.20737081740621
UBXD2	8.19555468962254
EBF2	3.54232567205566
CAMSAP1L1	6.43109839983989
CYP3A43	3.22132868511142
CCDC91	6.41046105629691
AKR1B1	9.21216772739963
KAL1	4.03271939731777
GRID2	3.238547020048
ZNF423	4.73661240176117
PSMB4	10.4595900841294
ARPP-21	3.19768149524380
XPNPEP3	5.07423376247382
CYBB	4.18504281946678
UXS1	6.99777429038245
SART1	7.12719396994316
C7orf16	3.29270413733667
SPTA1	3.25606597889989
SHB	4.44891444258553
CHST7	3.36336988271912
SEMA6D	3.91536727388509
IKZF4	3.70150572248071
NDUFA1	9.77177335383418
HSPE1	9.54812247079717
MAPK13	6.09568031674294
MYCN	3.91313018888777
KCNJ3	3.09039949925255
ZNF573	5.88666595688618
PCDHGA8	3.95811927755431
ERO1LB	3.51602291145825
NTF3	3.77160472239586
GTF2B	7.34592806806527
GSPT1	7.974847797949
GUSB	8.07179097694125
EXTL3	3.93073878108868
PMPCB	8.76619616139904
COPS3	7.94602054462652
LIG1	5.21189141285201
NID2	4.0922466212145
LSM8	7.26938211627526
TMEM97	6.3738277669726
SUZ12	6.80614198376403
EXTL2	6.63127865418483
PDE6B	3.93049697037595
MRPS16	7.93826873218122
KRT18	11.3845607301436
C10orf118	3.88966094085222
ZDHHC13	7.2631145761853
JMJD2C	4.31122404586568
OR2F1	3.50120317022011
ZNF415	5.08320434192185
CDK5RAP3	7.71196581543584
YTHDF2	8.34370920608452
GGCX	5.02997229320241
FZD8	3.19642833194681
TCEA1	9.1214737587697
ARPC4	6.45994359830713
SUSD4	4.29374540060727
C22orf24	3.14724188587600
EGLN2	5.71662356071044
KBTBD4	5.79966956530649
TNFRSF14	5.80952174956849
ROBO3	5.36289721062288
TRIM28	8.31881446553613
FGF5	3.34016862394799
RTCD1	7.83157930942602
MZF1	5.00994254645478
CNIH4	8.33214994304762
ZFP2	3.51018248856617
CSPG5	4.72567423589147
FKBP15	5.10052952845318
BZW2	8.63221180408716
PTPRN	3.37140084926035
HTATSF1	6.24613357899599
WFDC2	11.3363014237937
TST	7.70348382522877
NDUFA7	8.33266666404222
TTC22	3.0462555838645
RNF24	5.3142900431458
SFRS4	7.93620550560416
CD70	4.16160676412407
DCPS	5.41778775945023
PDXDC1	8.45022883716172
SRC	3.94709165113129
NTNG1	3.10914916189416
SETD1B	7.61017507422444
TINP1	9.26900265453672
ZNF606	4.8172706036292
SSR1	7.67457784845061
NFS1	6.04978059588238
CRMP1	4.93694088867738
NUP107	8.15583640826594
OSBPL9	9.23046350265807
MYOZ3	3.98322952919039
PDE4B	3.8103334348109
ADAM18	3.39292018612027
FBXL7	4.58604833441914
IDH3G	7.35399938869348
CCDC87	3.55248582335925
ARFGAP3	6.31915610009898
MAPRE2	3.74934018146355
CSNK1G1	3.82632445302366
IL1RN	3.8290981826976
MAFB	5.17586427623104
RAC3	4.23627278499622
C1orf54	5.33561442802376
TMEM14B	8.13794626422954
ADIPOR1	7.62222255582404
GRINA	5.52615569373118
CLIP4	4.74232310949333
TFPI	3.03857141430235
DPEP1	3.06708800735355
C14orf118	3.75542215447118
FABP6	6.55388353579023
TMEM87A	8.40108679378609
BBS5	6.22645467618478
SMTN	3.73841062519534
CYP17A1	3.79459018115228
SCG3	2.82168825946996
GFER	4.42292003353799
CD209	4.03813515281479
NRIP2	3.18376575469825
CYB5R2	7.29331194800981
RIC8B	5.22740970784904
CSGlcA-T	7.07520687924621
DNTTIP2	8.26015719263677
TNNI1	3.42667348755947
GABRB3	2.86125107684051
PCBD1	7.91622654404095
KTELC1	7.12193800828794
HOXD3	6.46894503242566
GPR85	3.72269112698728
P11	3.27928070856721
SP3	8.61683608799081
GOSR2	4.36679629980706
DDX1	8.63705531834129
BFSP1	3.18964587433226
FLRT3	3.65095618545281
RNPS1	8.12606510459419
LCP2	3.93432076867787
TAS2R8	3.04546655885548
SEZ6L	3.50243789935906
NR2C1	5.28939557466838
EXDL2	5.50475729318961
SLC25A10	4.8157174951719
ADAMTS3	2.72605586680629
PCYOX1L	5.68351521469878
TNFRSF13B	3.9933636859613
VPS54	6.08013113610669
MKI67	5.40541157744087
C7orf54	4.76409913047483
GLS	4.24190854450335
PCDHB12	4.00301308311204
LGALS13	3.15141006138747
IL4R	6.2154955258449
SEC11A	9.99465684979156
C4orf6	3.41460420992222
SPP2	3.76650039908289
CCL5	5.03957071777885
PEX5	5.34501845625625
CLSPN	3.85901716830524
LOC51336	3.40464291750770
SPAG1	4.6630926725114
C9orf82	6.78648900084199
KIAA1024	3.50705033411024
TM4SF1	10.3262883451473
SMG7	5.21429139947901
WDR45L	9.11323059274666
TAS2R13	3.01759394014804
SPAG8	3.51783792034899
VASP	5.69142160826644
ZCCHC11	6.58055692328858
LOX	3.20143252273459
SYPL1	8.33188816546774
BAG5	8.86011882712397
RPS27L	8.50142223381207
MGC2752	5.40369965208518
IQSEC3	4.2462498704801
TGFBR3	6.56908132659526
PPA2	8.99879647949824
MED24	4.56497094874143
CASP9	5.80918562096034
PDCD1	3.48993503317793
MAP3K7	5.58791562865994
C17orf81	4.46642776756435
SRPR	7.41672576766442
BAG4	3.46088729562901
ZNF32	6.52990268585466
BRD2	8.50694008318315
IL32	4.51704361662614
LAMP2	7.4273304934187
FAM53B	4.66315066962523
CAT	9.29197119547928
C16orf80	7.2020230577495
SLC7A1	4.87795143789682
C1orf76	3.15151101876681
PRKCQ	6.20411139344025
ATXN1	4.62789107017842
LAMC2	4.18586751294966
CPOX	5.90991496008341
SPSB1	5.03874035692179
APH1B	5.20142818516897
USP36	7.2682641376975
CTNND1	7.14472622724812
MADCAM1	4.39135635851341
GABRG2	3.32233020307510
LYZ	6.93536354222384
F5	3.57683467943250
TMEM186	6.16502151650208
TPM2	4.93637213182684
SEMA4F	3.9245436930366
NUDCD3	5.11890686385512
OLFML3	5.62373974667686
PPP1R11	8.06710228991953
ELAVL1	8.13762081115011
GCNT3	4.06278284489294
DNAJC17	4.29971277941453
N4BP1	6.31522862999078
ABCA2	3.62589463854384
BNIP3L	7.54146037304538
SLC35F2	7.73209194787425
ATP10D	3.58095122415026
LCP1	6.36851432117148
IGBP1	8.0866722328632
GALNT8	3.33006123186018
PRKCH	4.34802029837475
DCAKD	3.88106876518802
ELA2A	3.47715323922499
PITRM1	8.0961299316683
RASSF8	3.86077224033306
GUK1	6.23716181050878
USP12	3.68598824185102
STXBP1	6.49367883968022
ADM	5.6142213025996
LSM2	6.2813901374708
GHRHR	3.36195702208871
SERF2	10.3248763027299
VPS72	7.92965464740221
CD22	4.10236902098404
CD47	8.628383572034
LAP3	8.50724358571428
IMPDH1	5.62294125949279
PPIC	6.78153991507249
ACP6	7.2472924499489
PRKACA	4.52432625384053
PPP1R1A	3.60859290047441
C9orf40	3.78020953550519
ASXL1	5.73625316934175
IDH1	8.47279085052581
XRCC5	8.9559449905715
TBRG4	4.60289512114533
RAB1A	8.0844616392487
INHA	3.66044415285476
MLL2	3.57803344634986
FXYD1	3.88885823612494
DKFZP566E164	3.76522063138268
KMO	3.28279094200668
KIAA1128	5.50756674329734
NUDT4	5.577559521727
USO1	8.359577996773
RAB9A	8.01002452883661
RUFY3	4.55867329489504
CLDN1	4.08420209094206
FBXO38	5.6443876145875
VRK3	6.24625349537571
ICOS	3.61682554587181
NFKB1	5.46912655933386
FASTK	7.38993272343112
LDB1	5.34719826352755
ABCC1	5.60629167982422
IFNA6	3.19133517953862
PCBP2	9.62591336165613
RBP3	3.40345366229002
MUC13	3.42480342619077
C8orf30A	6.0805347153124
NUP205	8.31535579278222
MFAP1	6.96499588792735
ACTA1	3.93185482572029
NHLH1	3.73642175132577
GABBR2	4.19641107141164
CXorf34	5.47992072606863
TDRD7	7.27299406080222
KCND2	3.20021674620077
WIPF1	4.2464689428122
TIMM17B	6.44707452159444
SNX15	5.03277218794485
AGXT	3.09469901313448
IGF2R	5.85516703606441
PIP5K1B	3.66570652523272
ATP8A2	3.07020350914508
FGF21	3.17782356162948
AFTPH	8.39209255022272
RBM15B	7.01993035378315
