Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_H05_516360
Composite Element REF	Signal
FLJ20699	4.51165060272086
ACSL6	3.08440681355895
CHAF1B	3.53307695276063
NDUFA3	9.91487250105442
FABP4	3.18175205979284
KCNB1	3.60816354863608
CANX	8.7642551744597
SLC25A28	5.06356048375581
SHARPIN	6.06002761336577
ADIPOR2	7.02308731483011
TTC23	3.80033068702648
UGP2	9.12338970078475
ECHDC2	6.32727262219217
CIRBP	7.35997591256918
SEC14L4	4.12206617616873
SMA4	4.08567084308066
FRZB	6.26166224919399
PABPC1	11.4264361192365
APOBEC3G	6.70434452070987
CUEDC1	5.20483901587996
CLDN8	3.04800901893842
VPS52	7.69838250377913
LOC23117	6.2297164265612
FAT	7.86600864096012
M6PRBP1	6.88894238090514
PPM1F	4.57385205709715
TSR1	4.93971478771761
E2F6	5.96307916247134
TMEM126B	9.0321617834487
ZFHX3	4.58533290379769
PCSK5	4.17706042916818
HEMK1	4.22323901546392
GIMAP5	5.34921561630672
DPY19L4	7.19473311240347
FAM77C	3.46057338167515
CTPS2	4.86128714647798
NDUFA9	8.99314018343246
SCRIB	6.76892866298012
AURKC	3.58693413782407
LOC51035	5.74654497096429
RSRC2	7.19795679626242
ORM2	3.35470485568735
FAM115A	5.66457911705484
EGLN3	4.82966235317065
FZD6	5.83831161777514
PITX3	3.87125637834743
GPX3	8.67766824836172
UNC119	5.44334866960955
NOV	4.86327913754086
GRM4	3.24053573136255
CABC1	6.19985113955609
KLK1	3.67061076226105
GPM6B	5.69953718844973
RRAGD	6.32069727491492
EIF2S2	6.67923169826079
RNF130	7.88420480894765
CKAP5	6.12457997766722
UCHL5	5.40678110956736
C10orf18	7.10688190032023
TMEM93	6.5683018736335
KCNMB2	4.00379410337797
AIM2	5.11246480152573
PNO1	7.3453383747177
ANK3	4.8953269502008
OR2F2	3.35587328302537
GNAT2	3.36242879827411
KRT5	4.24123983412823
ST13	8.03475396898449
SIX1	4.12779128416761
TIMP2	6.85636948382695
CDH12	3.44058444908844
ZMAT4	3.55386408845523
QRSL1	4.9143942570092
CCL15	3.71234174744754
GTF2IRD1	7.57113867267137
CCDC22	4.2621820373791
SNX24	5.15870613731483
RARS	9.05620638726946
MORC2	5.58834281210521
FAM48A	5.72877655728794
FOXD1	3.13125300526831
COX4I1	8.48355158772452
DSN1	4.87811669523241
AMT	3.9739626894998
GPRC5B	7.20299842886808
CTAGE1	2.96902072783262
DTWD1	4.26154116788037
STRN4	4.87184462213755
KITLG	3.18191853482206
HSD11B1	4.44994495276152
HDGF	8.80104214338306
KRT6B	3.47440754290020
SUMO4	7.20720129481585
ARID4B	4.76418206575181
SATL1	4.80547367997832
SETX	5.24258406796272
DDR2	4.66479175974357
KCTD12	9.53342824134772
WWP2	4.35597769766852
CTSH	8.53114321605557
FASTKD1	7.62033014193212
PAF1	5.12030812984898
IFT57	8.19244859588268
TMEM2	5.14929375045434
ZNF592	4.56483783068774
TNFSF9	3.7991975170449
PPFIA4	3.33113194080992
CFP	3.66222971721586
DCTD	7.50962413108649
CNIH3	3.68239864241234
MAP4K4	5.53609884852846
ROD1	4.18207786587898
MFNG	3.80118901157584
JMJD2B	4.44575813264767
DOCK3	3.02610531008153
STX16	4.91328005073665
ALDH3B1	4.16511922513523
THSD4	5.16456617142736
DLAT	5.93997209108404
KIF21B	3.79155272326817
FEZ2	6.13768537612406
CDC5L	6.55890785375967
KCNJ5	3.68196680084574
LMNA	6.35277489952768
TBCD	4.81915905230691
ZNF250	5.31842875416547
CASQ2	3.27251916015942
PEG10	6.5143519173824
TPSD1	3.39196555250628
PRAME	7.38043701983032
NP	6.50946357689968
ZNF12	6.31372200389099
XTP3TPA	8.79942323408102
SIGLEC7	4.13385635629342
FAM70A	3.50746608946843
PANK4	4.5080258873022
SNED1	3.54658929544415
HIP1	4.71092789841358
WNK1	6.15086814638429
AHNAK2	5.87306705967537
FLJ10490	3.68683261918215
TOE1	5.70052777057121
RECQL4	4.62976415097411
PPA1	11.1219923743530
DPAGT1	6.3456886737801
HAS1	3.85844406415117
ST7	4.86797047588814
MAGED2	8.41621406864372
ANKRD55	3.37661706250551
TRPS1	6.10890231050384
POPDC3	3.44866167760801
ACOX2	3.94082543593789
TFPI2	6.22445630857993
CYP4F11	2.85020925670511
PDHB	7.74908428577167
ERN1	3.73796903905979
LHX2	3.05757550730341
B3GALT1	3.26559873723977
ADAMTS5	4.8519292381996
NOTCH3	5.25149382378961
C1orf116	3.89679505797349
UGCGL1	4.93926919471356
NF2	3.78691907491777
POM121	3.43239929757199
CLPP	7.48288216479113
MTMR3	4.08427087579086
ATP1B3	8.29837502813252
TMEM16A	3.05549726075076
HIST1H3F	3.12731285424073
TRIM25	4.18929537723977
CRKL	4.63572288005926
HOXB2	6.37810192887155
ANP32B	9.4918603119393
NUP62	6.3611541395376
GATM	4.65579884872569
AP4E1	3.49980806180632
RASA3	3.15248492556079
EDG5	3.26369415239062
CDKN3	7.33158206045854
CDH4	3.49309768315159
PGD	6.98016207075119
TMEM168	6.44655277954606
RND1	3.80076662649087
GAD1	2.98852650823003
MPG	6.05065942545784
ZNF133	4.76384280096515
LOC440350	3.33323220877648
FJX1	6.00469247427191
CLCF1	5.47545043957799
AMELY	3.22625459639226
PHTF2	4.63428805197898
IGSF2	3.63925369984373
TFF3	4.11747110229372
NDFIP1	8.41563372590161
IQCC	3.59448168205727
CUTA	10.2372426436429
HEYL	4.16097437492794
FTSJ2	5.65913456733947
APPL1	4.76366351541225
TNR	3.47419684267149
WAC	7.67705439798928
ADCY9	3.75787003590887
PYCRL	5.23028743575741
PCGF1	6.46509753165125
PTPN13	3.94736556891564
AGPAT7	4.50493849038545
SSTR5	3.74474187957466
CDKAL1	3.47606718556211
PDYN	3.48331761413655
SFRP1	4.24826868667884
VAV3	6.52981680107079
MTMR11	4.53010445328923
SUOX	5.72963173743627
IDH3B	7.80647734713131
STXBP3	6.92597161140911
EIF3G	8.84003872424074
GOLT1B	6.8321460849282
ARHGAP22	3.56823541164154
NPFFR1	4.06396148544084
NPC1	6.2549729398178
ALDH9A1	8.60933093806252
ICAM5	3.16818363938216
ADD2	3.79619273142486
RASSF1	4.57886396562604
PITPNB	8.80531258358148
PAPOLB	3.29956131375444
URM1	6.13671315645450
TMEM106B	8.00092222011906
LRIG2	4.5275607633747
SLC27A5	4.53996007948858
CDKL1	3.76477918050982
PRODH2	3.41071620423035
SFRS11	8.24432245660723
IL7	3.46358423953086
SCN9A	3.39593846555041
BTG3	8.99237316913873
PAK2	5.3405724718229
ATP2B1	6.03426113013545
GATA4	3.16798112930316
PRKAG1	6.85924509482579
FAM64A	5.35914899861916
ATF7IP2	4.66722666981785
EEF1G	11.9848969020852
INCENP	3.49856267946841
SMAD5	5.26959955894899
GARS	8.91370973277204
CDK10	4.05636914267863
HLX	4.58656666529040
ELAVL3	3.7752721858475
MDM4	3.30827375120972
GNL2	7.28452182245794
CDX1	4.84130990118924
PFDN2	7.96129777586657
ZNF200	4.44044162517891
NDN	6.07763867756211
PRR3	5.00778490671291
HBA2	6.59310726672376
FBLN5	5.90636547141401
PUM1	7.81934609468454
CCDC88A	3.56168230359318
TNNT1	7.26633261377602
KLHL24	6.54025233937654
HNRPH2	7.41171824530168
RAB7A	7.35659462454854
SGPP1	3.62032644993669
PMS2	5.60991872994936
ARNT2	5.26418872142975
CBR1	5.38604336953923
ITPR3	4.47008649535148
BIRC3	4.67327165299957
NRSN2	4.36490222726714
SPOCK1	6.32477057381734
H2AFY	8.0742040311729
RXRB	5.02662289156386
ZNF638	7.25942490860108
APBA1	3.49018960812913
RAB2A	6.83165961455045
ACTN4	6.29606382237434
FXC1	5.67220583494426
C6orf162	3.95606485081981
HPSE2	3.57950699877718
PLCE1	3.27190765197348
INSL3	3.30400922754016
PTPLA	4.31690434408285
EIF2B5	6.23901909909115
DLG1	4.908989274671
PINK1	5.14791602380375
TFIP11	5.09070089557701
VPS33A	4.41832901519856
SKIP	4.8540224828808
GRAP2	2.9663833753291
GAPDHS	3.38562769952765
POLR2G	9.20707495922922
CNTNAP1	4.44035696333882
PSTPIP1	3.96027685709058
CYP26A1	4.17494975272985
APOL2	4.576999437818
TACC2	4.61251702122193
CNBP	10.5337243221236
WASF1	5.60989833312994
HSPB1	10.7674429364225
INPP5E	5.00961969553268
COX7A2L	9.90622186382152
HSD17B1	4.13879425447285
ARRB2	5.3071952492174
CUBN	3.90963145763221
SLC7A6	3.97929269224527
IGF1	5.75536907511783
ITPK1	5.2583027789835
NAALAD2	3.26387191884644
G3BP1	7.12839008191638
HSD17B10	8.09892151892117
NUP155	6.64729065084043
CYP39A1	3.94286632495923
GLULD1	2.97820237278262
RBM15	6.5261813699216
AMZ2	8.20466143523038
GDF15	3.72610161414505
CYCS	10.6031142215169
TECTA	3.46168789178836
CCDC46	3.97430526077101
GNAL	3.15779993942579
LPO	3.56386377693001
GZMM	3.77890038044335
PAIP1	7.67762265948546
DDX11	4.64821921088466
TAF9B	3.43871191560312
CACNA2D1	4.16373642343609
IMP4	7.77155273883822
SH3BP4	8.08596609931502
PADI1	4.24460104902497
DEC1	3.41396552021433
PON3	3.58470576510856
PROP1	3.39663900991634
UBB	11.9851851082193
RPA4	2.87290929916873
TCF25	7.00818803201086
NDUFS1	7.80376703381862
UPK1A	3.35542315194269
AES	5.6921730832642
PPP1R13B	5.47088200423367
TCL6	3.41350462076794
ARL2	8.3452323748933
CD2BP2	7.21766873576358
TOP3A	3.72686683518701
CHRM5	3.46319132185227
FGFR1	4.63482323384719
UGT2B17	2.96922805734658
CEACAM6	3.75776578434421
CERK	5.76148427653896
FXYD6	5.99173850767302
AP3S2	5.92210607662414
ZNF208	3.34521044292276
CARKL	4.49065113261276
HIST1H4E	4.01999582681532
GOT1	7.92529083898468
BBC3	4.52976486271512
CASP6	7.32191392344733
HOXA1	3.63891831350248
RCL1	5.85781388947872
RAB40B	6.30843235998927
PI4KB	5.9365231932306
LRRN2	5.46731287394171
B3GAT1	3.25502929040052
OAZ2	6.72916276351549
BET1L	4.28898812141998
NOC4L	4.75587055122189
FRY	3.59658060420771
C10orf12	3.27916308114892
AK3L1	7.53138574427241
FADS1	5.44407562251613
CSF3R	3.58752334135256
DKK2	4.24291182858097
POLR3K	6.48497478595189
LBX1	3.39721111050836
ATG2B	4.10485417876701
RHOT1	6.91213445891962
DARS	8.57556855977367
EPS8	5.66154380865324
OXT	3.56460400147155
C10orf56	5.36209070321162
ARL4A	5.6296778965375
CCDC64	3.77918922405120
DAD1	9.71442046419012
HERC2	4.82109497076595
HSD11B2	4.30471185343723
USE1	6.45709626888657
FAM96B	8.36920247519602
HNMT	4.8503561644725
PCGF3	4.51017934893793
BSN	3.84003651452732
CAND1	6.42149768760449
ACTR10	9.01848528958186
NASP	5.77085430521198
C20orf4	5.86184549545693
ACSBG2	3.49156578790326
COL9A2	4.18628474649935
RWDD2A	5.05866957137314
PALLD	8.13393989822165
GPC5	3.44869179500153
CENTD2	5.14516377109088
TBL3	5.13050552152033
TLR1	5.11031411937204
LMO6	3.57574050163585
CCDC106	3.93446547593955
KPNA2	9.00224314478374
PARP16	4.75080122205384
PDIA3	10.1760426968217
MACROD1	5.69151777376131
SFRS1	7.25822297349703
DCP1A	5.5457068752368
TMCO3	3.35926644954514
NTN2L	2.97213429685737
CLN5	6.06947336879245
BIRC5	6.55666742155914
PRR16	3.26503996272331
FAM63B	3.82892237271851
GLE1L	3.89554412763536
CES2	5.12461594529224
GNAS	9.79870791386242
KATNB1	4.78547980739199
CPLX3	3.59136620150365
WNT8B	3.81017425336431
TSPAN13	8.47031666581286
MRPL52	3.96138283455030
GHR	4.37758018210657
DUX4	4.07559258025851
BCLAF1	6.60448524915316
GOLGA3	4.8112392478955
CLEC4E	3.6425291393516
SCUBE3	3.74872896467329
UCRC	9.50641352183417
CDKL3	4.46324583777766
MGAT4B	6.20367046227221
BBS7	3.35019760195736
ZNF345	4.10823777060408
RTF1	5.46467810736852
SERPINB9	4.71509541846744
DHRS7	5.57111922502829
RIPK4	5.46970031247143
PLEC1	4.41611817736987
PIP3-E	4.07532555490751
KNTC1	4.68739800408894
EXOSC2	4.99294896495828
MS4A2	3.3413852583184
FGF17	3.48828269428060
WDR59	4.59469056150568
LAIR1	4.7215348079684
EVI2A	6.8910996772377
IL17RC	4.08303727973737
GTF3C3	6.42707941844163
HS3ST1	3.93284668165277
ITGB1BP2	3.03530235862563
RBPJ	8.65288905457976
LRRC8D	8.46914768007798
ALDH18A1	7.30005170307202
INE1	3.70357042479638
TPI1	9.84375470472049
FLJ20035	6.34699856351151
GATA6	5.35740340395491
CABP1	3.48578927192849
RASGRF1	3.53133576632644
C4orf15	4.81334632908366
ALDH2	7.28204177129058
DAPK3	3.54572313398629
C3	10.8886622507783
EMP2	8.10522707912774
GJB1	4.99540039480428
PIN1	6.014027964348
SLC6A15	3.08826078190905
POLE3	7.68234098526754
RIN2	8.5429272362583
CTSL2	4.99072151623428
APOC4	4.26608307184947
CYorf15B	3.14448959031174
TRIM2	5.05946642892376
CP110	4.75188530892031
KIAA1622	3.22206021088454
DNM1	4.57489709789289
HYOU1	7.7417478919085
OTUD4	5.61472904988667
USP7	5.8598107734397
ZSCAN16	5.75290826820649
ASCC1	6.50244979697772
OTUD3	3.51600547264645
YME1L1	9.093471242756
HNRNPR	8.24053485793367
SERPING1	9.15839165250768
TPCN1	5.9915283334224
STARD13	4.59638769592932
PCBP4	4.74504882785584
ADI1	8.23429602138238
ASIP	3.08834813858642
CDH10	3.65803557975232
WBSCR22	8.17984016246627
SCP2	7.98838400268271
KL	3.15645269064798
SLC35D2	5.71256992535899
MAFK	3.39999692187467
SON	6.99107674443668
SBNO2	3.86558178544644
RACGAP1	7.09444758252868
SC4MOL	9.19637354779665
SLC6A6	3.20725358378500
OBP2A	3.78374713266364
PSMD3	6.03462435273197
ERLIN2	4.45053783628017
PPP1R9A	4.56769710748151
RAB35	4.16325855694695
PDZRN3	5.21034078341921
AVEN	5.7177916639971
FLJ21075	4.13566028749154
BCAM	7.01776909438069
C14orf132	5.41470355631602
PCK2	6.090125021993
FKRP	3.54695602652357
HLA-DRA	11.0470611569132
GUCY2C	3.20396268942093
RP11-125A7.3	4.57274971689276
BARX2	3.54816316694545
DAO	3.22621681186186
EDNRA	5.57637177947883
NIPBL	5.43983532159747
ZNF331	5.17137947056272
PPP2R5A	5.65457462898832
HMGN4	8.32256332772254
DDX39	8.57319655688365
EFHC1	6.14504603771712
EIF3M	8.8994871095365
SLC17A3	3.16053667681675
ZNF24	5.7986013317308
ASCIZ	6.56892308139043
FNDC8	3.53844081757325
ESRRA	4.7530323624291
PTMS	4.14608431071667
PHF7	3.92643363655344
PIP4K2B	4.67294570134074
IRF3	5.74165666275921
GPR19	5.02427717568678
HHLA2	3.47548420851261
GMFG	6.50154663448745
BDH2	7.9109360042495
APOBEC2	3.41349868104661
PRSS21	7.94574360343598
PENK	3.72943995475905
PHF16	4.62135805100627
ZMAT5	4.47396667135658
SMAD9	3.21436596417672
SLAMF1	3.25223418663417
RGL1	6.91613741376805
DLGAP4	4.40800651182766
MBD5	4.72535814411128
PHLDA1	4.44395918800845
BACE2	6.83142216516812
APPBP2	5.6339351066259
LIF	4.28039103555443
OXTR	5.56021095145149
ACTC1	3.96722353185176
USP19	3.36184835523246
SUV39H2	2.99832572365861
ERO1L	5.18127011393962
ZNF395	5.98928630017363
CNTFR	3.5051531099278
HIST1H2BL	3.03300703238621
WNT3	3.42135630050301
ZNF549	3.67746814118679
ZNF467	4.35547530928863
SLC25A21	3.17274764580262
IL5	3.25683091608697
CLSTN2	3.72199719655869
LSM12	6.25604293666768
KRT37	3.12455726081045
NACAD	4.140173848946
NAG18	2.85065098421036
PTGES	3.94475762918207
GDAP1L1	3.22527334804025
MFAP5	6.68866160131514
OPRK1	3.05893969711871
C12orf4	5.97856767882838
NTAN1	5.60064943488347
CST3	9.5398926537888
WDR6	4.67379095260119
NUP88	6.64765088321905
CD300A	4.70216539146585
FCGBP	6.51415214946735
CNIH	9.52835287661789
VASH1	3.84658123449908
DHX16	6.52454410621153
SLC35A5	6.50044961938445
CLEC3B	3.63758007822387
ARL2BP	5.66948901975122
C10orf79	3.19512766005781
ZNF79	3.54310606320916
CRP	3.18928210373158
OCRL	4.52160690906477
GLA	5.92373668870335
NEBL	3.45757125595368
HSPA8	10.7428443501340
DIDO1	4.9326052240177
PLA2R1	3.00111693880238
NGDN	7.43936067291397
CBFA2T2	4.24020306227758
SAC3D1	6.46730416613467
PNOC	7.25137824321812
PIGP	7.95213139659788
AGGF1	4.89579639702627
PRRG1	4.76070441719997
DPF2	6.63908894290214
MYH13	3.17655195708412
TMED9	7.93804038845595
TRPV5	3.76902777141481
UGT2B4	3.17665147470229
PJA2	7.42475474098728
COLEC11	4.03285910333582
SCYE1	7.22162620717766
MED12	4.81605738054449
CARS	6.82895780751087
MYH1	3.15943391979544
CYP7A1	2.90935183687715
PHF1	5.8667903942709
LOC644096	5.40816709852842
FRYL	5.16379537799775
RHOBTB2	3.55043397969793
MMP27	3.04930682571431
ZNF432	5.4266818043397
SRD5A2	3.88466605851137
UTP14C	6.83321757677027
RABEP2	4.55246741257633
VWA1	4.77412217069286
FUBP1	5.43339098095361
IGLL1	3.61254716716670
KIAA0586	4.58623758972676
IL27RA	4.08074939101482
STON1	5.34648532800947
IL5RA	3.28994401220842
PERP	8.30272481505846
SMPD2	4.26973465937821
TNFSF12	4.33124568001763
FN1	9.37284952089056
MTR	5.50502041555937
CSRP3	2.93165539891895
MMP20	3.05732148913253
PHLPPL	4.36124853287012
CBX6	5.16880201462058
DHFR	4.89423659348558
PRG3	3.26241175161857
ALPP	3.28848226892181
ASH1L	4.36809809973337
CHRNA2	3.70975296039859
PPP1R12A	5.45423251328265
RBM38	5.57880224884016
ZNF7	6.1774945121599
RDH8	3.18485975918653
GPR132	3.91885022907363
DGKD	5.26697193054758
TPMT	6.26312575439311
ATP1A1	8.88294514752335
SERTAD2	6.59573962644197
C5orf4	4.71854719475313
ZNF672	4.89325995639441
PLXNB3	3.3997613805183
FAIM3	4.22076400626652
UBQLN2	7.03328519878053
NR1I3	3.35197901678915
ACVR2A	6.17606918400447
YWHAZ	10.4906111070260
LILRP2	3.93985357586118
GNAO1	3.23851247161323
OPA1	4.21829243112861
RPS6KA6	3.70163336590068
RPL10	12.0001924357516
MMP23B	3.3959035666456
PFKL	5.20465889820559
TMEM140	5.03654222288347
AURKB	5.53301693042399
IFI16	8.65679253110206
CSTA	6.08327252500943
PRPF39	5.24963662374856
DISC1	3.98796567973732
USP4	6.72658707037965
OSBPL10	6.04780022992832
CAPN6	3.32682746330032
CLTCL1	4.17230923219267
NUAK1	7.2025308531377
ALG6	6.22971583989215
NPPA	3.65792069719534
LAMB3	4.74689478388328
PPL	6.6046647499396
LRTM1	3.12268330865155
RRAD	3.31241837590142
TIPIN	5.50057848016616
CARD14	3.23726657171637
RBM9	5.76883156644486
LCN1	3.28935659361899
RALGPS1	3.62022967153528
NCOA3	5.07762189134565
CCDC6	7.89055838268036
RASSF4	4.08477254908867
MTHFD1	8.00494941622549
FCMD	3.71216392418406
IGHD	4.01172683051258
PLA2G6	4.22655786593683
TPT1	11.8429599818873
S100A3	3.78517755035378
SEC63	6.13610731859289
C10orf59	3.11414694027786
TOR1AIP1	5.74662574397467
PAFAH1B3	6.51927234977126
CEBPD	6.70423780630954
ZNF107	4.55836921061635
ALDH6A1	7.60458048801645
G6PC2	3.51346509313868
SNTG2	2.78766845722524
GRWD1	4.49674640099324
FLJ22222	5.15592023072905
BCKDK	5.64318406261926
CTSB	9.68478906315284
PFKFB1	3.56170420923436
ZFP36	6.32299220616999
SVEP1	3.96436166945193
PXN	4.34633828857035
TNF	4.8633782111751
SIRT2	5.01780137072585
C5orf21	5.58282075964815
VIL2	6.69428508181736
DIXDC1	4.11475857432375
GANAB	7.32718228537725
PDSS1	5.70479725663488
GRM6	3.30151154523828
NGFR	2.97326889330257
ATP8B4	3.09703742434526
MEIS1	9.25985989968583
BMP8A	3.69163373890525
NGFRAP1	9.81754620722636
EDAR	3.95940522642473
NEDD4L	4.24388130240671
CRYBB3	3.43768350578682
C6orf60	3.655288756009
IL1A	3.29961329453703
GNRH1	3.09210561173964
PDGFD	6.37669455431611
CACNA1H	3.50518013203397
TXNDC3	3.45104404902313
ERCC1	6.73983200009013
CAV3	3.28145777620675
HARS	6.90108223218838
AQP8	3.42583529410401
CREBBP	4.8503287873409
ITGB1	5.31031849501868
SPACA1	3.39464468115255
ZNF254	4.55505305696090
PARK7	10.053175685545
PAX1	3.47960241626208
PSMC4	7.555437186564
KCNH4	3.77580436067263
TUBA1A	9.2222815128326
PRMT8	3.63753530527773
SELP	3.69544166863537
PSMD8	8.56916293492047
SOX10	3.98549905444302
HTR1E	3.81366563870795
RABGEF1	5.87030959000583
EPS8L3	3.50209161139128
MAP1LC3B	7.34437501988278
AGXT2L1	3.16490815392419
CYB5R4	5.93806552239705
MEMO1	7.7297278784868
LRBA	7.15782923023135
TRAPPC2	4.81992802247072
FLJ14107	3.21537509917063
FNTB	4.17413434055359
MYST3	4.3106414859555
KRT8	7.32543036029311
AURKAIP1	8.40575278417698
LMAN2L	6.35392053361123
C1GALT1C1	6.55349782040557
DSE	7.05979531179538
FHIT	4.58679845070210
OSBPL3	5.30344019104423
PPOX	5.38058036063802
SLC39A9	5.08325288211703
EPB49	4.08366094479587
LOC137886	6.41592431317719
C7orf49	7.20330617805997
RHCE	3.62354418497775
CST8	3.45995460124942
ATG7	5.32142636865874
SPP1	11.5897655393479
GLI1	3.18343306008754
HYPK	7.74751067073068
SFTPD	4.14374846802354
MCFD2	6.84147979314568
ZNF157	3.19593730167365
EPS15	6.48979284839533
SFRS2B	7.34023206801433
BTNL3	3.94857175807234
GPR23	3.40825146742875
TRPA1	3.25920046627004
ASPSCR1	4.51524204746122
GNS	6.96775334966805
FDFT1	8.2805919590289
ENO2	4.18680294580683
CBX1	7.57846275931667
PTGS2	3.26570703289449
BMP7	4.36872371881887
CCDC90B	8.3438725038815
LRP5	5.29915714120023
UBE2D3	9.63683865824833
ARFGEF2	4.79691622878326
ARR3	3.91456342134475
MAP1A	3.56374009774684
NEFL	3.06275337065492
CD2	5.41684107139608
FLJ23861	4.11589917467356
NAV2	4.69733540119118
ENTPD2	3.14092024086455
COX7B	10.0017894012056
ATP6V1A	7.45641144612102
TRGV3	3.27697459671609
ANKRD17	6.69560892829898
ADH1C	3.11166517760805
ATXN7	3.80658777378244
IL21R	3.82526423128489
CHN2	3.60974495333349
HAS2	3.52681477029006
C6orf48	10.1592357220889
TGIF2	6.277310531265
KIAA0241	4.93896879687864
IGF2AS	3.35526586193095
CYP2C9	3.41518586968122
DNMT3A	4.58434368910476
CNOT7	8.36006770309271
FCAR	3.20582754649493
SFRS10	7.93456382899555
MARCH3	3.72236228914525
RUNX1T1	4.16998553806532
CTSK	10.3084729121495
LRRC61	4.57340322414727
HNF4G	3.18704769965209
LRCH4	4.56265724860846
PSIP1	6.1685449643058
AP2B1	6.59230920659598
C7orf28A	4.42311334481001
SMCHD1	4.91283425505848
EIF2C3	5.70494149019676
S100B	3.82603752197303
BMP2	3.71002822851916
POP7	7.86674870893804
UGT2A3	2.95070512473278
ESR1	4.3543976351973
ZFPL1	4.35311316489239
ARHGAP12	5.62758319894845
PGGT1B	4.01691843737332
LRRC19	2.99799931508074
ZNF767	4.2963286798349
DEPDC6	7.8196738233471
SLCO1B1	3.53071958640676
SST	5.45504069913707
NACA	11.3931687641089
KCNN3	3.61661008845864
GLOD4	6.70020580277368
SCCPDH	6.5618902772529
PRF1	4.10456420291391
LST1	5.12325312386877
CDK4	9.23980623406052
TCF15	3.84247244517938
PARC	4.26265676850329
PRMT1	8.6945387688323
ITIH3	3.46800895526022
PPM2C	5.47898458876294
TEX10	6.87600454341429
EDA2R	3.51787779822083
LOC283345	4.37793782795707
NARFL	4.80189925570007
DENND2A	4.10090451034895
C1orf103	5.09206930844261
DMXL1	5.21245052010548
KCNAB1	3.89029721612519
FLJ20254	6.4983221183328
RBM3	7.93176332000932
GPR1	4.65902913918882
DMTF1	6.68339302626668
HTR5A	3.19588385020078
MXRA5	9.28380420625149
GRM1	3.40798512484076
SCFD1	6.88326555053791
RAPSN	3.40110893447203
ACOT9	6.81736537270341
PDE4D	3.21862797353989
TRPC4	3.00246979138030
EPHB3	5.86134886985484
GEMIN4	4.9373184086157
RAMP3	3.84876007832373
CNTN5	3.29608049119984
DLEU2	3.75780972348308
TSPYL5	8.5361534057726
GRTP1	3.99342735235899
ITGB8	4.31645348796226
GAP43	3.19494271988933
FRS3	3.81889077619643
PDE3A	3.60406270640715
TNFRSF10C	3.28747975439811
JMJD5	3.91872841931874
OTOF	3.14331734632425
TEX14	3.11899349307296
XYLT2	4.60222164628021
HIPK3	3.38538018868040
XPOT	7.61122679196423
RRH	3.46154501875565
CDR2L	5.59169844605718
GAL3ST1	3.51750119666015
DHCR7	6.25671129992683
PDZD7	3.72908826966349
FGFR4	4.02964968202171
CRAT	4.50189329617547
C1orf217	3.70164616134567
SLC19A1	3.63769404950268
PPP1R14D	3.36887368853066
LIMS1	7.63215820898296
TMPRSS11D	3.09843373834493
TRIM14	4.90807765878084
PIK3CD	4.43507746782814
MFAP3L	3.48649454251096
DERL2	7.33729604765218
SLC7A11	4.4226704992747
FHL5	2.95020995335996
OR10H2	3.05583284049477
ACAN	3.42222418076969
BRWD2	6.9027065942572
PPM1E	2.95994349269926
DCUN1D2	3.95860076883038
TINAGL1	4.05078777514288
C3orf36	2.83406138603983
DOCK4	5.87625847227549
ENOPH1	8.01134534001131
FAM127A	8.28908031867024
SLC5A3	5.56734884299198
ARPC1A	8.87562975271129
CHST2	4.79149737971338
SPATA2	4.49172320918499
PGLYRP4	3.68349497561226
RUFY1	7.04658266279779
NTS	5.7056283800571
FRMD4A	3.28548575591386
RPS4Y1	4.9138274027868
BCL11B	3.36915161071262
TNFRSF8	3.8511008711614
FOXE3	3.44426232794621
PTGIR	3.73910340484465
ART4	3.53065648958406
EVX1	3.64249586757085
PRM1	3.37760745208497
GLCE	4.1003525891228
GPR18	3.59127944694121
ACAA2	7.8883306869866
PIGK	7.0759130759885
HIST1H2AG	3.20337354545941
C16orf67	3.95223184148925
UQCC	6.22813977257953
PLS3	7.8065553251537
DAG1	6.15220792743863
WWOX	4.93079697201939
GTSE1	4.4263094215047
GP2	3.31760306524018
CHIT1	3.30596556286733
PLOD2	7.67854802500158
RPS24	12.4453633605390
KLF9	4.01044820101765
TTC27	6.41986967748745
PYROXD1	6.65510441445025
MIA	4.22649348345317
TSPAN2	3.09321653485635
MRPL9	6.58798885601563
PCSK2	3.19043749733198
PI3	6.86102801201598
RPL24	11.6225472120448
HIST1H2BE	5.88619148205576
CD86	4.72149100163517
CALM2	11.2208047378226
LFNG	3.48302097161907
GYG2	3.47514425657198
INTS12	7.24411525581567
RAB4B	5.26420776746937
CTSF	7.00699560435665
HUNK	3.34036234376349
GNA13	3.81332372127966
B4GALT4	4.90745165442177
TSPAN31	6.47351142080925
CHD1L	5.60548415253408
CNKSR2	3.58585687718622
C1orf156	5.651179825398
IBSP	3.57697891610586
FUT8	8.51240604362919
TRMT11	4.93885360835101
AGA	6.22731421843585
GFRA2	3.58118333865274
WWP1	5.98086301748478
B9D2	4.3751723035826
CPZ	4.4416251032569
STAT1	6.8132608873404
PTTG1	9.53583492838216
TMEM62	4.37802848278595
COL8A1	2.80513335869388
RBPJL	3.41298105663089
CASP8AP2	4.71503150992362
SSBP2	6.19051752491772
MMP12	7.91180934347176
NME4	7.62974681157882
LOC55565	3.76724075613291
