Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_B07_433722
Composite Element REF	Signal
AACS	6.78152870941379
FSTL1	8.83850811955382
ELMO2	5.38837393019649
CREB3L1	4.01205176857164
RPS11	10.0750661535004
PNMA1	8.14401262015588
MMP2	8.12805963294511
SAMD4A	3.70039791252179
SMARCD3	6.99109240534792
A4GNT	3.8854650472192
C9orf39	3.44702115737064
PKNOX2	4.14431531607424
RALYL	3.32564692851979
ZHX3	4.34682425972766
ERCC5	6.30395517593404
RXFP3	2.81737581546469
APBB2	4.64851053194964
BBOX1	3.38625392295711
PRO0478	2.99450821563942
GCSH	9.22814256230138
XDH	4.28599646850038
EDN1	3.77590460497742
MTERF	6.3717682707704
PDCL3	6.83609052844172
CLK4	6.66367449296955
KCNG1	4.00267013792556
CXCR4	6.40042449996069
DECR1	8.0041755377886
SALL1	4.28765968640502
PTPRR	3.23097340368920
CADM4	3.40092033704385
IRAK1	7.63971363873742
CFHR5	3.05536436415799
HNRPD	7.82539613437013
TMSB10	12.2221712346927
CXCL3	3.48366130359338
LMAN1	4.62126704389485
SUHW1	3.48890451926309
CHD8	7.13238660672672
SUMO1	8.66589775557559
GP1BA	3.21169212470049
OR7A10	3.78588614302116
DDB1	7.19367709908535
CHRNA10	3.71897303224608
STYK1	3.38783275207437
MYO9B	4.50687654287236
CCNI	10.2677922483761
MMP7	5.42238909601329
EP300	6.10469936162530
CRNKL1	7.1462622564512
C9orf45	3.34122480117236
XAB2	4.55660451400626
RTN1	3.39444019000661
HIC2	3.90384710123188
TBX10	3.67234818376998
CENPQ	4.51278867835221
UTY	3.21974253743648
OR2W1	2.83789380625467
ATP5G2	11.2154666421346
ZEB1	4.24214136392133
ZG16	3.18296273496321
ERG	3.76770327380149
PARN	7.46407779205549
SOD2	3.23093647526168
JOSD3	7.9744300825213
ADAM5P	3.36868629055414
CHD9	6.49055565690126
hCG_40738	3.80934402825690
STK16	6.37430456748913
PDE1C	3.77763768964511
SEMA4D	5.11480225254915
AGPAT1	6.90989766043208
TOB2	6.11640742298922
BANK1	3.08694639620718
MAP3K3	5.7076201139529
MAX	5.45873801788542
GRM2	4.02097756590584
OSBPL8	7.85923931177779
PROSC	5.75934085799303
NR4A2	6.38651259839939
RICS	4.50534952366155
PIR	3.98614714508895
PPCS	8.7279395607357
IPO9	6.32410155585661
LONP1	7.06624705675991
EVC	4.64632226581152
CXCL13	3.90931072237948
SCYL3	5.10210017663411
KIAA1199	7.37980535797444
SORL1	7.62641422615304
NAT10	7.31802748836335
CHD1	7.66399744429334
SYN3	3.61104596641296
DMC1	3.88474271729357
SLC22A2	3.63983660283519
SERPINF1	7.43999925024834
C20orf27	6.30766651565263
OR7A17	3.18149685175706
RPS6KA5	5.66031879761698
LHB	3.27071379495637
TAOK3	4.49319274641822
STK25	6.68275642956662
SLC12A4	3.75989610511375
BRCA1	4.01276330637391
GBL	6.25756926511319
C14orf108	7.8658243432056
CDC25B	6.28402725491078
BMP3	3.13325653054349
MAP1LC3C	3.6109288568285
TMEM180	3.31247446570475
CRYGC	3.69717460003393
SLK	6.76149472592279
POU3F1	3.23689724730318
C20orf32	3.79420324913931
USP52	6.4203113271979
HIGD1B	3.72860272037102
BAZ1B	6.76416971183693
USP6NL	6.35006497306691
SLCO2B1	3.91370863727297
ABCD4	4.57848567852559
DIMT1L	5.91325119372365
SLC25A46	6.6236222119162
LARP7	7.81328692167219
TEK	3.95803358358647
CD160	3.89395600875741
TERF2IP	7.86872715072885
PHF20	6.07902343797705
COL1A1	7.6482454376763
KIAA0090	5.79592143778676
GTPBP1	4.3488220136111
GRK5	4.89993326913863
AP1S2	4.03940940306591
RAB33B	4.7621706301076
CA11	5.96177829598097
ALDOC	4.63095806721671
NUDT1	5.80088815260908
ZNF212	5.81227681709811
ACBD3	6.88202223916762
ZNF83	6.91832088683875
PRDM2	4.96629597025213
GDPD5	4.80831888209755
PDCD4	6.77966525883533
CEP350	6.53767258915094
FOXP3	3.39714933979485
SMYD3	7.15398876227286
CST7	3.61969027875923
SELL	3.49392677090152
CIAO1	6.46654862598887
LGI2	3.48387616016619
WDR45	6.17798547385788
ANKRD6	5.77646124595215
LTBP4	5.47225824468185
PSCD3	3.26429669339429
PYY	3.13045728852896
KCNC1	3.1914660636976
SIRT6	4.04703801836528
CCL19	4.08837385926675
ARHGEF9	4.58990323297581
ABR	4.39677395728138
C10orf22	6.88062140291277
STK17A	5.00913784709688
FOXE1	3.17119191891963
GML	3.14573892456646
CNGA3	2.95822089975346
CD38	3.65672075050217
ZDHHC6	7.39042391294447
NEFH	4.89449603027451
PGBD5	3.23148649378045
CTDSP2	7.55082568061102
RMND5B	6.68949599125112
ZNF257	4.04535990074927
DUSP4	3.4670727680072
FLJ22167	5.77027240532256
EXOSC7	7.36392378834659
ROR2	3.7859032000302
FOXM1	5.51997715621854
ZBTB48	4.89813156061512
BUD31	8.42815989411725
MAOA	4.52426407259578
CCDC41	6.38415333004727
TNNT3	4.00252009522813
FBXO11	6.3989567043696
