Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_B05_451982
Composite Element REF	Signal
AACS	6.66949615634904
FSTL1	7.94090875384835
ELMO2	4.82407180048839
CREB3L1	4.22932242457243
RPS11	10.3956889263545
PNMA1	7.37891831812355
MMP2	7.57042692655893
SAMD4A	3.72011501451976
SMARCD3	6.90730036060225
A4GNT	3.65815285080164
C9orf39	3.11201674846605
PKNOX2	3.75269158798375
RALYL	3.22524009862228
ZHX3	4.00652880080799
ERCC5	5.96538111200569
RXFP3	3.00582480072741
APBB2	3.96376676466646
BBOX1	3.71781341442866
PRO0478	2.96380662072698
GCSH	9.91660396520684
XDH	3.60837429219977
EDN1	3.77150055190986
MTERF	6.8326205133012
PDCL3	6.84139724927018
CLK4	5.2703766058291
KCNG1	3.76390792573691
CXCR4	7.92856915627888
DECR1	6.61527894528998
SALL1	3.30682282456419
PTPRR	3.49207016032318
CADM4	3.36438730697604
IRAK1	7.38285948059519
CFHR5	3.47381522608956
HNRPD	7.31691511319518
TMSB10	12.0867601716136
CXCL3	6.28592170695925
LMAN1	3.63133039448657
SUHW1	3.4485572069643
CHD8	6.64752188622848
SUMO1	7.58307541999074
GP1BA	3.4666725855952
OR7A10	3.8589856881021
DDB1	7.0900166060524
CHRNA10	3.60992695620928
STYK1	3.7858853450275
MYO9B	4.02984999583525
CCNI	9.35627544618998
MMP7	6.86616574257625
EP300	4.99388580567186
CRNKL1	6.14344939005796
C9orf45	3.20440472540415
XAB2	4.46194824899638
RTN1	3.71366780237281
HIC2	3.62191436646931
TBX10	3.65688874204914
CENPQ	4.33187668770193
UTY	3.20761404305893
OR2W1	3.10758074608298
ATP5G2	10.6301286746284
ZEB1	3.52146014372917
ZG16	3.69160051568450
ERG	4.20650690832701
PARN	6.8489883897291
SOD2	5.18678813837803
JOSD3	8.49001193693657
ADAM5P	3.31235217327834
CHD9	5.81446521729348
hCG_40738	3.47850536821826
STK16	4.68076105477181
PDE1C	3.56777554532964
SEMA4D	4.4937309942689
AGPAT1	5.93345447143591
TOB2	5.22479792621193
BANK1	4.12546534087326
MAP3K3	5.04791785422649
MAX	4.8544480157404
GRM2	3.88096987177694
OSBPL8	7.39411200159763
PROSC	5.61091072651422
NR4A2	5.73980069237952
RICS	4.11806595759998
PIR	3.79896128670749
PPCS	8.14810119355844
IPO9	5.46797550825645
LONP1	5.63907812040694
EVC	4.19055851661333
CXCL13	4.09707778341153
SCYL3	4.92171247981875
KIAA1199	6.04198159449385
SORL1	7.23728801910346
NAT10	5.68628614406468
CHD1	6.0527977054762
SYN3	3.6323490561761
DMC1	3.96578754269775
SLC22A2	3.45438489847846
SERPINF1	8.14225604198496
C20orf27	5.07114971664905
OR7A17	3.34343460728803
RPS6KA5	4.00558189151227
LHB	3.32347772034267
TAOK3	4.24470715840859
STK25	4.8277687176037
SLC12A4	3.77508858670968
BRCA1	3.73322856279618
GBL	5.5152639477287
C14orf108	7.96680861832973
CDC25B	5.82712053817048
BMP3	3.45074874838424
MAP1LC3C	3.29706963021315
TMEM180	3.45311574415629
CRYGC	3.74310854752073
SLK	6.04755746431721
POU3F1	3.40861739768049
C20orf32	4.05576864291329
USP52	6.28377383280381
HIGD1B	4.36754566146945
BAZ1B	6.13560893891659
USP6NL	5.72085712115855
SLCO2B1	4.00380165072015
ABCD4	4.40488143034548
DIMT1L	5.7397453872964
SLC25A46	6.69649524011051
LARP7	6.7477973664777
TEK	3.6834615644355
CD160	3.62929457991307
TERF2IP	7.46738091742391
PHF20	5.77615287551022
COL1A1	7.94648743887258
KIAA0090	5.68754772508188
GTPBP1	4.06984716947687
GRK5	3.75232776146681
AP1S2	4.31089619422887
RAB33B	4.2823063869637
CA11	5.28327646493462
ALDOC	4.32202206314747
