Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C11_458638
Composite Element REF	Signal
AACS	6.53304296021921
FSTL1	7.96653308713013
ELMO2	5.75512097201395
CREB3L1	3.96975116836939
RPS11	9.90674960880814
PNMA1	7.92681970548837
MMP2	7.81294883029053
SAMD4A	3.79649833375927
SMARCD3	6.24933310348244
A4GNT	3.72914450353996
C9orf39	3.33597813234294
PKNOX2	3.95187811997948
RALYL	3.33562451323109
ZHX3	4.600778041952
ERCC5	6.51736542781176
RXFP3	3.07274530167076
APBB2	3.72413608260017
BBOX1	5.54522032396234
PRO0478	2.87506808730758
GCSH	8.75975086351667
XDH	3.34283846941934
EDN1	4.89761302346194
MTERF	6.63188820584994
PDCL3	7.46175732497144
CLK4	6.8082641780025
KCNG1	4.35270782953639
CXCR4	7.87591776633222
DECR1	8.01221293116444
SALL1	3.23540381016836
PTPRR	3.23353191151487
CADM4	3.40129985123053
IRAK1	8.6311087641796
CFHR5	3.24514443251157
HNRPD	7.17180503682447
TMSB10	11.9028933228433
CXCL3	3.30125168525366
LMAN1	3.36283167949597
SUHW1	3.38723193540167
CHD8	6.9215343456016
SUMO1	7.86138039319882
GP1BA	3.12413772344228
OR7A10	4.00615518068912
DDB1	7.78584045717313
CHRNA10	3.74401617108949
STYK1	3.68905986882909
MYO9B	4.43342918738347
CCNI	9.89265351820356
MMP7	10.7602562005753
EP300	6.48621844264194
CRNKL1	6.12130458749027
C9orf45	3.17272521715301
XAB2	4.4234374390334
RTN1	3.76862685504034
HIC2	3.91850023715021
TBX10	3.37901816874715
CENPQ	4.48150580262675
UTY	3.19885460822225
OR2W1	3.07104657774481
ATP5G2	10.5298568256839
ZEB1	3.74987740449343
ZG16	3.40066345061187
ERG	3.73148850127315
PARN	6.64556212921615
SOD2	5.18477185173905
JOSD3	7.81588202571348
ADAM5P	3.32244408814018
CHD9	6.2767747303509
hCG_40738	3.89332069730451
STK16	4.66894101825267
PDE1C	3.66162296023070
SEMA4D	5.43996451363635
AGPAT1	6.6257515324454
TOB2	6.79001125247898
BANK1	4.38972874468932
MAP3K3	5.87820642783718
MAX	5.41275434374928
GRM2	3.79763243769033
OSBPL8	7.21118501863997
PROSC	5.80002609305048
NR4A2	4.42638697719473
RICS	5.8157836418315
PIR	4.22784961204878
PPCS	8.74169420420124
IPO9	6.41682651400306
LONP1	6.86246057442499
EVC	4.76620819461641
CXCL13	4.69499299838345
SCYL3	5.19911949838305
KIAA1199	7.50162073526057
SORL1	8.55036281397986
NAT10	5.3557054243432
CHD1	6.46873800671946
SYN3	3.7278510887231
DMC1	3.77963861064898
SLC22A2	3.59599463374319
SERPINF1	7.70167481850085
C20orf27	5.82064517009519
OR7A17	3.00681879482015
RPS6KA5	4.47718054379647
LHB	3.38119715809484
TAOK3	5.74749786591165
STK25	6.0135020953371
SLC12A4	3.63020723519292
BRCA1	4.13725040562376
GBL	5.18018628518364
C14orf108	8.2426233159522
CDC25B	7.0936348446806
BMP3	3.06646271921889
MAP1LC3C	3.39137681335664
TMEM180	3.92155913317851
CRYGC	4.32705643498306
SLK	5.87995589336384
POU3F1	3.16393062662570
C20orf32	3.86992503553554
USP52	5.38025243930732
HIGD1B	3.97800095663139
BAZ1B	7.2808106916732
USP6NL	5.10548239312113
SLCO2B1	3.98113390899659
ABCD4	4.5719503779094
DIMT1L	6.08711041587315
SLC25A46	6.23776867790348
LARP7	6.91382347756478
TEK	3.62048933626285
CD160	3.57059716621543
TERF2IP	7.31290524579435
PHF20	6.45646170674901
COL1A1	7.40824991228628
KIAA0090	5.70058332973593
GTPBP1	4.55806576310718
GRK5	3.59932220734525
AP1S2	4.66254147496194
RAB33B	4.6716431012223
CA11	4.91967242603726
ALDOC	5.61644968021356
NUDT1	5.60713861179696
ZNF212	5.19956107362009
ACBD3	7.10440359550948
ZNF83	6.18209044788643
PRDM2	5.56523005774521
GDPD5	5.10558437819215
PDCD4	6.17066059387953
CEP350	6.80163130246474
FOXP3	3.31174776076336
SMYD3	6.50841101528584
CST7	4.32077590149989
SELL	4.57572492385495
CIAO1	6.59839593104881
LGI2	3.76906309354931
WDR45	6.53988035121592
ANKRD6	7.08859400306031
LTBP4	4.3414709096074
PSCD3	3.42871784429004
PYY	3.25594241062468
KCNC1	3.06972017659984
SIRT6	3.77374228336452
CCL19	4.01189621680573
ARHGEF9	4.1708955742844
ABR	4.251972806547
C10orf22	6.32603263588752
STK17A	4.98778895061764
FOXE1	3.28078209550316
GML	3.16106359058708
CNGA3	2.99309404446670
CD38	3.74624213442057
ZDHHC6	6.80836916482211
NEFH	6.07642255678983
PGBD5	3.82711510960113
CTDSP2	7.48670873211146
RMND5B	6.71574963719861
ZNF257	3.72881578445368
DUSP4	3.45339272524088
FLJ22167	5.36689112490026
EXOSC7	6.91538003997052
ROR2	3.55783807716705
FOXM1	5.24824899466241
ZBTB48	4.96364004682261
BUD31	8.23170342530437
MAOA	4.19109145334183
CCDC41	5.34176854562464
TNNT3	3.71207153981163
FBXO11	5.8518835002696
GYPC	7.58086188632843
PLIN	3.64717238366056
RFXAP	3.40832274299276
C6orf15	4.15827406904753
RNF4	7.37133171463845
F8A1	8.01812868002253
PPP1R3D	4.94076030127401
GRB2	7.56933680090023
TPM3	3.07039106409616
SYT13	3.41065539720594
EPB42	3.40512704696105
RP5-1077B9.4	5.72046534477066
EIF1	9.46020639565342
CETN3	5.5066891734348
FPGT	4.96021674934211
PRY	3.19055278990231
NTHL1	5.48723112316581
POLR2B	7.50629983198702
RPS28	11.9520508578546
GDF10	2.9813407246887
COQ9	7.26173899571248
P2RX3	2.90118058534595
GCC2	6.13554459406743
RARRES3	7.82125528788211
PLXNA1	5.89243053158251
WBP4	4.8228946196162
KIAA0100	6.4873703709709
PMF1	6.47475274250799
HS2ST1	5.85517663832832
CRELD2	5.86843345879197
C8G	3.27447612323559
CD82	5.38471156548386
PMM1	4.67043712109406
CBLL1	4.36002951358433
LIM2	3.32569729175601
VAX2	4.30101160113776
SETDB1	5.22300091502694
LRAP	3.52765203183461
GCLM	5.89160730413127
CPEB3	4.84404531958983
PPM1A	5.66357688773899
INTS1	4.47341876790412
MMP16	3.19513111525371
CAMTA1	4.24084954924666
SAMSN1	5.07653591341282
DRD3	2.90223920692675
GMPPA	5.02227586023532
C11orf73	5.10373297841509
AIPL1	3.78551981752602
PTP4A2	9.39677826807336
IL24	3.32178568622409
BDKRB1	3.29594587442575
HPCA	3.46887482595641
MLF1	5.7687563676524
SEC14L1	5.75877391165298
CHFR	5.91738191393418
