Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_A07_458804
Composite Element REF	Signal
AACS	6.12218548375297
FSTL1	8.53748668889591
ELMO2	6.12046033187937
CREB3L1	3.74350439337669
RPS11	10.0380247686330
PNMA1	7.81339966643814
MMP2	7.8426618599106
SAMD4A	3.59504003096535
SMARCD3	6.46552081968624
A4GNT	3.67976292199978
C9orf39	3.49285950872259
PKNOX2	3.71764138883546
RALYL	3.2071463223176
ZHX3	4.29609898076416
ERCC5	6.05377246031903
RXFP3	3.06184810307985
APBB2	3.88887885483629
BBOX1	5.07699169653727
PRO0478	2.85644082182805
GCSH	8.12564569026692
XDH	3.50734328712636
EDN1	6.22996192662283
MTERF	5.69156526841838
PDCL3	7.87607219967779
CLK4	7.1373973909158
KCNG1	3.7428143409922
CXCR4	8.74815639840602
DECR1	8.47727122585964
SALL1	3.12748903692352
PTPRR	3.47877838176636
CADM4	3.39588265303968
IRAK1	9.105535624473
CFHR5	3.24139129210291
HNRPD	8.0198960895094
TMSB10	11.9685920938066
CXCL3	3.60939000985439
LMAN1	4.14929313015285
SUHW1	3.20331768003379
CHD8	6.52803756245086
SUMO1	8.30803705559659
GP1BA	3.15173071600865
OR7A10	3.90703661295504
DDB1	7.64413738839914
CHRNA10	3.59329742226498
STYK1	3.43989148795834
MYO9B	4.3961183056975
CCNI	9.1635472612854
MMP7	8.6809759386072
EP300	5.51457742079498
CRNKL1	6.36077355795724
C9orf45	3.09861059191471
XAB2	4.19235994552818
RTN1	4.71297224503153
HIC2	3.80241065566546
TBX10	3.34857067283454
CENPQ	5.34127435202644
UTY	3.15632800461327
OR2W1	2.69279330354849
ATP5G2	10.3971802907789
ZEB1	4.21419518605334
ZG16	3.4122122845103
ERG	4.62127095709515
PARN	7.4592447395666
SOD2	6.430835859541
JOSD3	8.08878257859726
ADAM5P	3.09627650095074
CHD9	7.05857874756704
hCG_40738	3.85342207117663
STK16	5.22985854011192
PDE1C	3.36439959774646
SEMA4D	4.85741820558074
AGPAT1	6.26617188226162
TOB2	5.87383598904779
BANK1	4.00024109952942
MAP3K3	5.50776512691797
MAX	5.6117593412776
GRM2	3.45669368510973
OSBPL8	6.94289370101639
PROSC	5.53034667986328
NR4A2	6.28719395877332
RICS	4.77010037125411
PIR	5.93631039069739
PPCS	8.98483146771094
IPO9	5.86864916524285
LONP1	6.92637970353803
EVC	4.38196864212762
CXCL13	6.65850253658155
SCYL3	5.89651358464696
KIAA1199	6.47784705982537
SORL1	8.40486142588166
NAT10	7.26746151965359
CHD1	5.91473657982313
SYN3	3.52055693875130
DMC1	3.90146529282952
SLC22A2	3.52672488138373
SERPINF1	8.08168139614589
C20orf27	4.88109733935892
OR7A17	3.24543331192251
RPS6KA5	4.86841857479937
LHB	3.22404540659517
TAOK3	5.45321511174136
STK25	5.32285911486432
SLC12A4	3.51507585932415
BRCA1	4.5535040310995
GBL	4.79472452204645
C14orf108	8.07963761076907
CDC25B	6.04605536964289
BMP3	3.13316965585377
MAP1LC3C	3.16467373051593
TMEM180	3.43782152436365
CRYGC	3.59225159872175
SLK	6.18737925977299
POU3F1	3.08952774448255
C20orf32	3.81153090080912
USP52	5.07240594585293
HIGD1B	3.75958600166503
BAZ1B	5.67261331013542
USP6NL	6.07423212890176
SLCO2B1	4.60977763665579
ABCD4	4.31513974760231
DIMT1L	6.4938840271789
SLC25A46	8.43641049691656
LARP7	7.92620721294353
TEK	3.52243594264115
CD160	3.85256627397118
TERF2IP	7.74938560562306
PHF20	6.40221970018887
COL1A1	7.69127164972053
KIAA0090	6.09970961778295
GTPBP1	4.30745570861818
GRK5	3.98733853167079
AP1S2	5.67836577203378
RAB33B	4.89140529466038
CA11	3.83508981068881
ALDOC	6.61393162686602
NUDT1	6.64075640384845
ZNF212	5.82625655698264
ACBD3	7.28207274698548
ZNF83	7.51160114276082
PRDM2	4.75181044719192
GDPD5	4.13645423571021
PDCD4	5.68644762902529
CEP350	6.79310604703716
FOXP3	3.24077779635316
SMYD3	7.40977250101398
CST7	5.16742289314329
SELL	6.53636497348334
CIAO1	6.54931265290714
LGI2	3.60689742404187
WDR45	7.24750788716831
ANKRD6	8.66498148433703
LTBP4	3.58727805037147
PSCD3	3.35382202598591
PYY	3.07761863186349
KCNC1	2.95659124918616
SIRT6	4.02820454337398
CCL19	5.05510565236738
ARHGEF9	4.49690825475035
ABR	4.45677438628531
C10orf22	7.79424272056099
STK17A	5.02389611422728
FOXE1	3.0639823798882
GML	3.09059187684407
CNGA3	2.92253368280043
CD38	6.44129633005726
ZDHHC6	7.64654541668197
NEFH	3.36408895648445
PGBD5	3.55416045613981
CTDSP2	7.49299076003927
RMND5B	6.0752790325998
ZNF257	3.95355261882546
DUSP4	4.19304658006011
FLJ22167	5.32901135998386
EXOSC7	6.39983203392777
ROR2	3.66748147776638
FOXM1	4.96174535971875
ZBTB48	4.53103252966971
BUD31	7.88147743404817
MAOA	4.03005146090122
CCDC41	5.16887697900269
TNNT3	3.56180790695766
FBXO11	5.83435772158711
GYPC	6.57002800068127
PLIN	3.86083351224512
RFXAP	3.56529154425679
C6orf15	3.74571360722957
RNF4	8.0992318972789
F8A1	8.3232561526025
PPP1R3D	4.17159173494604
GRB2	7.41663171422124
TPM3	3.03569820432288
SYT13	3.60626671269043
EPB42	3.49849645611256
RP5-1077B9.4	5.11805074453337
EIF1	10.701459928841
CETN3	7.45334788429202
FPGT	6.59102554572124
PRY	3.44661499473328
NTHL1	5.6076519048643
POLR2B	8.40488766544633
RPS28	12.0994948557577
GDF10	3.01369836041948
COQ9	7.49995096560628
P2RX3	2.84459630185916
GCC2	7.18018264221903
RARRES3	8.0078615382661
PLXNA1	5.71441260305799
WBP4	4.60818081090989
KIAA0100	6.72647741521273
PMF1	7.25270902629227
HS2ST1	6.21818303038973
CRELD2	7.21047857565525
C8G	3.16301249839565
CD82	5.71597057586529
PMM1	5.10323657543413
CBLL1	4.68024329251612
LIM2	3.25393056162494
VAX2	3.28797201311539
SETDB1	5.62083921118785
LRAP	3.36582181430764
GCLM	7.01655123904078
CPEB3	3.53160979078466
PPM1A	5.81345084887104
INTS1	4.12574562943560
MMP16	3.09283503372846
CAMTA1	3.68203840823829
SAMSN1	7.05125176444554
DRD3	2.74059882684795
GMPPA	5.24077299329371
C11orf73	6.80852874194066
AIPL1	3.89823906590708
PTP4A2	8.81877953226209
IL24	3.33163221693362
BDKRB1	3.47921692195534
HPCA	3.67288529188588
MLF1	6.92916863478076
SEC14L1	6.25186910784552
CHFR	5.89069864161394
EMILIN1	3.57392831246393
THADA	7.07707582537084
TAF12	6.45132645942461
NDUFS4	8.87400472129288
ID1	6.6939797905448
PIK3CB	4.04467810251401
COL18A1	7.21049314191859
PDZD3	3.18298682297006
TBC1D17	4.27313069389698
COX8A	10.0139341158071
CDCA4	6.13319788286099
C2orf44	4.91466140714613
C9orf16	7.13296546405471
ERBB2IP	7.38500146755962
EMX2	8.16924944832139
FUS	7.05594435218309
NIPSNAP3B	3.58073252639587
TF	3.11477032786718
CXorf56	5.49958303564185
CLCN4	3.61983376349594
PWP2	6.04465759356582
MMP15	3.57426690692951
MTMR14	5.93109979762254
NPR1	7.9563290933041
DNAL4	5.51013817087354
ELAC2	4.77342689184034
ASS1	10.7113640783733
IPP	5.55829633297366
TMEM59	10.5058379581010
POLR2J	8.22273418408695
SEC23IP	5.9710554846768
RGS4	6.05866973650212
UQCRC1	8.39643845977863
SNX6	7.58014422360019
DDX18	7.4973186578748
POLG	4.38224418529117
ADAM23	3.72735504654435
ZNHIT2	4.42859390240499
TFR2	3.27665704039846
NCDN	4.36442070556438
RAG1	3.4228162479224
POMT1	4.46836227735542
CYP1A1	3.06337763474858
SNAPC1	6.4739057484344
GNA11	5.36240485192364
CCDC52	2.93683065901407
CAPN1	6.20998650628837
DDHD2	6.07711886613287
UPF3A	6.0827638339917
LAGE3	6.73591997358218
GNRHR	3.08090159624956
UNC13B	5.9994141081392
TTLL4	4.13921064503319
PPBP	2.88662251636685
HTR3A	4.15127626649063
SDC2	5.18975896838904
ANKRD49	7.09511222411261
BTF3	10.3971981819732
COX7A2	10.7011145789492
SARS	8.91326023443222
C13orf18	4.22270205515434
CACNB1	3.74189392881929
QKI	6.03819980487777
SETMAR	5.88904685848754
LAMB4	3.20101650579828
MAN2B1	7.1726396188978
EML3	4.63907403434173
ACADL	3.11493756723849
OFD1	7.24888233474095
CGA	3.22491624452250
EIF3EIP	10.3193062117373
PEX16	5.52534361267918
GNG12	7.92000413681855
HABP4	5.10769263853304
CNTN2	3.51757147905365
ASNSD1	8.5843201745337
FUT4	4.31947642963721
DBH	3.45593858461846
CD53	8.88128511174203
HIST1H2BJ	3.87783333187193
TFAP2B	3.27113727268659
ACF	3.46490291201651
TMEM11	6.30299960488666
CDH8	3.38631800405413
C3orf32	3.32243033438257
AGPS	5.57302442715376
C4orf18	3.48065204222535
PCCB	7.75608543075032
IPO13	4.71223751250223
PECI	8.03843376753345
UNG	7.67241487459728
C6orf105	3.6451870791533
GSTP1	8.73137424570669
SUV420H1	7.40536353195951
ARHGAP15	5.27416910940227
LTBR	5.94745974679965
TDRKH	3.68310641577346
PSG4	3.17829222109752
SLC9A3R1	5.89596258045961
NBPF3	8.82363847484827
SLC9A3	3.55049480833759
OSBP	6.42689252275886
PRR5	4.3274398468913
CHMP7	5.7352491153121
ADRA1A	2.98467043263460
ASAH1	7.10513098495175
FKBP4	6.47341282205997
ZNF350	5.98857608715145
DOM3Z	5.87088129237202
GIPR	3.56003656538628
AHI1	4.29003614839344
BST1	5.06506337800864
NCR2	3.47674286711011
NADSYN1	4.38698785611814
UBE2W	6.3359515628202
RGS14	4.42681716919086
