Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_H08_491204
Composite Element REF	Signal
AACS	6.50115079901069
FSTL1	10.0806965382190
ELMO2	5.75018949934205
CREB3L1	4.77674505719996
RPS11	10.4256723088262
PNMA1	7.78638151214517
MMP2	9.53245783017788
SAMD4A	4.11166883858805
SMARCD3	6.05351379431692
A4GNT	3.34066333220332
C9orf39	3.51972238593161
PKNOX2	3.65214594138705
RALYL	3.27568761418272
ZHX3	4.31338738414435
ERCC5	5.34854500957156
RXFP3	2.86734539231117
APBB2	4.7016924777927
BBOX1	5.71533112222641
PRO0478	2.96187462802455
GCSH	8.36343779571589
XDH	3.83592867201293
EDN1	7.31961134923402
MTERF	7.75944367508123
PDCL3	7.56828285166583
CLK4	6.61317423994108
KCNG1	3.53396261588343
CXCR4	8.21506517274938
DECR1	7.8295902592726
SALL1	2.86032213873782
PTPRR	3.18763327843153
CADM4	3.44446076288276
IRAK1	8.54085441389901
CFHR5	3.20015581819378
HNRPD	8.08743888487984
TMSB10	12.2245537536516
CXCL3	4.86489324667163
LMAN1	3.85454075439973
SUHW1	3.16450111039743
CHD8	5.90050754258507
SUMO1	8.66250301145909
GP1BA	3.14278982938254
OR7A10	3.54027942157307
DDB1	7.58225846474343
CHRNA10	3.4979498756246
STYK1	3.70677201362512
MYO9B	4.14280229141069
CCNI	10.279820962895
MMP7	10.1648994097559
EP300	6.26518078571362
CRNKL1	6.36791953004331
C9orf45	3.16853287569321
XAB2	4.69307799624859
RTN1	4.31797257978975
HIC2	4.00308602139947
TBX10	3.54598831424307
CENPQ	5.08901834420712
UTY	3.07807472480390
OR2W1	2.77061852894911
ATP5G2	10.0338393547747
ZEB1	3.96506786648725
ZG16	3.31893276462601
ERG	4.05355704663404
PARN	7.02984359431012
SOD2	6.81836197412644
JOSD3	7.59112064974851
ADAM5P	3.27634537828991
CHD9	5.6700877224234
hCG_40738	3.61803514375079
STK16	4.87823852062547
PDE1C	3.5248444063713
SEMA4D	5.25769183102786
AGPAT1	7.57606436598467
TOB2	5.72877603840294
BANK1	3.99427556640856
MAP3K3	6.11327384026868
MAX	5.74000201793143
GRM2	3.75582339564974
OSBPL8	7.90021416828087
PROSC	5.83274122037834
NR4A2	5.01988540296051
RICS	4.57880351544252
PIR	3.98120987844142
PPCS	9.26655980954195
IPO9	5.78435268218264
LONP1	7.38088205640964
EVC	4.53999083402445
CXCL13	7.8439146315872
SCYL3	5.57371224512224
KIAA1199	6.8722727293387
SORL1	8.04810766331438
NAT10	7.15923726219155
CHD1	7.16284382728121
SYN3	3.50350101336984
DMC1	4.03599396893021
SLC22A2	3.64592301322369
SERPINF1	9.41583858699304
C20orf27	5.31238222798375
OR7A17	3.09133966053647
RPS6KA5	5.3865702217079
LHB	3.15660266996670
TAOK3	5.59773933081498
STK25	6.32120338438399
SLC12A4	3.55816948906594
BRCA1	5.13597554020839
GBL	5.40245093705069
C14orf108	8.97624709016167
CDC25B	6.98504687724942
BMP3	3.23085177077397
MAP1LC3C	3.86731795858641
TMEM180	3.54189326461842
CRYGC	3.59726728935056
SLK	5.92850572490339
POU3F1	3.26466422437614
C20orf32	3.76299915432053
USP52	4.73112073799319
HIGD1B	3.9172425862025
BAZ1B	6.57529248675409
USP6NL	5.63725425421201
SLCO2B1	4.78575965551557
ABCD4	4.69563303333113
DIMT1L	6.12503282035523
SLC25A46	8.22760389912773
LARP7	6.41958065536909
TEK	3.82336179733556
CD160	3.64880991140216
TERF2IP	7.57927507482273
PHF20	5.85200660823002
COL1A1	10.0219757451505
KIAA0090	5.60008678594641
GTPBP1	4.25581249410203
GRK5	4.07213767560957
AP1S2	6.61563300427267
RAB33B	4.56059674216615
CA11	4.49035366822753
ALDOC	4.45413647974739
NUDT1	5.07581533560033
ZNF212	6.03821504626334
ACBD3	8.035341461403
ZNF83	7.45025615258132
PRDM2	5.25220083081713
GDPD5	4.76521800048463
PDCD4	5.13963128674465
CEP350	6.04308804451914
FOXP3	3.13043529249265
SMYD3	7.52900070011741
CST7	4.75109687001168
SELL	3.68485453945691
CIAO1	6.5327236764931
LGI2	3.9047533097556
WDR45	6.69586132093431
ANKRD6	6.00832756887273
LTBP4	3.44921969239014
PSCD3	3.37988598293832
PYY	3.04382698631287
KCNC1	3.17558107196805
SIRT6	4.04355535071334
CCL19	3.90717628782993
ARHGEF9	4.92757824214591
ABR	4.62970601871807
C10orf22	6.93038949596398
STK17A	5.37429129935866
FOXE1	3.41322245699427
GML	3.44261135318885
CNGA3	3.02514868888367
CD38	3.72990230576172
ZDHHC6	7.75395875175554
NEFH	4.17999213270960
PGBD5	4.54391929862149
CTDSP2	6.76642386543292
RMND5B	5.92133820909719
ZNF257	4.02661444963623
DUSP4	3.59693132180890
FLJ22167	5.5156464268144
EXOSC7	6.71772578328533
ROR2	4.10336929711909
FOXM1	5.58057716416027
ZBTB48	5.45865592473345
BUD31	8.39567768365645
MAOA	4.34603388148255
CCDC41	5.33869939215084
TNNT3	3.39606393778470
FBXO11	5.78504311593494
GYPC	6.69592980017178
PLIN	3.42307512074706
RFXAP	3.3151932435684
C6orf15	3.79971995279416
RNF4	8.7450899751018
F8A1	8.41879480879827
PPP1R3D	4.4731293750622
GRB2	7.78774845470603
TPM3	3.04399564828354
SYT13	3.54215867727857
EPB42	3.62387925794285
RP5-1077B9.4	5.76392463690733
EIF1	11.4096461439109
CETN3	7.01586555199486
FPGT	5.9567261194886
PRY	3.36428256398843
NTHL1	4.04672919142375
POLR2B	8.89877637999374
RPS28	11.9809259308878
GDF10	3.06636762146842
COQ9	6.96412437170134
P2RX3	2.87325400232228
GCC2	7.13078059156968
RARRES3	8.22340710603119
PLXNA1	6.30193724043714
WBP4	4.7145771538211
KIAA0100	5.99602801537192
PMF1	6.92965582114754
HS2ST1	6.71675238510619
CRELD2	7.39386581128779
C8G	2.90303054834713
CD82	6.25422085959753
PMM1	4.92365454907223
CBLL1	4.76209031713751
LIM2	3.44590194631055
VAX2	3.72784049663963
SETDB1	5.24671059421527
LRAP	7.89817271809388
GCLM	7.63550690541901
CPEB3	3.76321267080211
PPM1A	6.0328616249808
INTS1	3.94971959828341
MMP16	3.25778863923138
CAMTA1	5.03449909072923
SAMSN1	6.05728281230624
DRD3	2.85328547093814
GMPPA	5.28899586340042
C11orf73	7.05135666012733
AIPL1	3.73886372134913
PTP4A2	9.2596825000709
IL24	3.71235119435135
BDKRB1	3.60366969280528
HPCA	3.3714673217342
MLF1	7.02700492150468
SEC14L1	6.27413696800226
CHFR	6.55507014716711
EMILIN1	3.9371334784055
THADA	6.52944568667828
TAF12	4.94560859541923
NDUFS4	8.74753546053733
ID1	6.94477031652529
PIK3CB	4.75279253256042
COL18A1	7.16752748317318
PDZD3	3.14671533618307
TBC1D17	4.7113381339769
COX8A	10.0281063839539
CDCA4	6.72728513409153
C2orf44	5.21267923733011
C9orf16	8.80733742885906
ERBB2IP	7.84345176288257
EMX2	8.40638772281621
FUS	5.67098012594121
NIPSNAP3B	4.00291525420747
TF	3.68163605292282
CXorf56	5.48187048977963
CLCN4	3.74098404258613
PWP2	4.84354300672648
MMP15	3.73207196475318
MTMR14	6.06147683845028
NPR1	6.79327000076436
DNAL4	5.0122310075387
ELAC2	4.29845571975966
ASS1	11.1539403805843
IPP	5.98099537643088
TMEM59	10.3291379982693
POLR2J	8.88386727946237
SEC23IP	5.42573018159082
RGS4	4.47154250550618
UQCRC1	9.44771410787162
SNX6	8.04338697103276
DDX18	7.33983274506553
POLG	4.33392293209407
ADAM23	4.00849667082815
ZNHIT2	4.46288527087562
TFR2	3.41067855592805
NCDN	4.30441970290158
RAG1	3.43801018341234
POMT1	4.82730296499879
CYP1A1	3.40890642214969
SNAPC1	6.67407683264562
GNA11	5.31999881115903
CCDC52	2.84184580872966
CAPN1	6.88807525008232
DDHD2	5.66954611154538
UPF3A	5.47287734787823
LAGE3	5.96305825408985
GNRHR	3.2425131281468
UNC13B	5.27506025027579
TTLL4	4.74544721931429
PPBP	3.17865573396811
HTR3A	4.56864851665947
SDC2	8.58630288392109
ANKRD49	7.42315169612382
BTF3	10.3873618486977
COX7A2	10.8362804938950
SARS	8.6061875154387
C13orf18	4.59903429302844
CACNB1	3.75188398125637
QKI	6.30917114708713
SETMAR	5.70493252218064
LAMB4	3.32996121833437
MAN2B1	7.43368170644
EML3	4.59925738622356
ACADL	3.16289068234668
OFD1	7.9063338147385
CGA	3.52479288638321
EIF3EIP	10.7378107444862
PEX16	5.34990062045628
GNG12	8.53494614108445
HABP4	4.92523170101316
CNTN2	3.43062099509952
ASNSD1	8.0261497297405
FUT4	5.46972837940523
DBH	3.40749235863665
CD53	8.18450204380181
HIST1H2BJ	3.91851707000244
TFAP2B	3.31191222261529
ACF	3.52759727145154
TMEM11	6.12574846672418
CDH8	3.15902240198286
C3orf32	3.48188896185304
AGPS	5.18437960729251
C4orf18	3.64165831174979
PCCB	8.32766282868948
IPO13	5.17000128328584
PECI	8.18768129833536
UNG	8.32500481471508
C6orf105	3.83557955909907
GSTP1	8.72431399787687
SUV420H1	7.40412600437901
ARHGAP15	4.22786547253289
LTBR	6.41441001312445
TDRKH	3.41532218846643
PSG4	3.14624081087959
SLC9A3R1	6.17271087484056
NBPF3	9.73391949162006
SLC9A3	3.33290768256848
OSBP	6.55727484110202
PRR5	4.55087158343820
CHMP7	5.37906895104891
ADRA1A	2.9719074808909
ASAH1	7.51001197271078
FKBP4	6.56539754131486
ZNF350	5.33710354939853
DOM3Z	6.04139379227024
GIPR	3.64117826125973
AHI1	4.61916423254775
BST1	3.86502818575219
NCR2	3.55200061487786
NADSYN1	5.14513220020423
UBE2W	6.26610695538017
RGS14	4.10028023505852
KRT15	5.88950767685392
SCN11A	3.73239787250248
GFI1	3.24951033351133
FHL1	5.0837263474521
SMC6	7.23031367856486
GATA1	3.44563046864973
OSGEP	4.82420730948186
ARMC6	4.92467606607773
HK3	3.51383937705116
PSMD5	7.85781445886643
RSU1	8.34007338468365
RPL4	11.4810482429798
MAD2L1	7.72391826527455
RBPMS	5.25596098974767
EIF4A3	9.8803310568826
E4F1	4.40412470471592
DLEC1	3.31989534200256
PRPF3	5.9728809506687
EMR1	3.67801732108625
CHMP2B	7.78171989403955
CAMSAP1	4.24766853863911
RPS21	10.5264773893624
XCR1	3.20499121046982
ARID5A	4.01979295252672
RBM6	5.87849289855022
UBE2N	8.81270916224049
KLF4	4.42002522147553
MGC4172	5.02925251008326
LMO4	7.69065834024372
KLKB1	3.03134548940409
HDAC3	6.76933423782081
HP	4.41946479884231
SCHIP1	6.34204101942635
BTK	4.14571887035548
KRCC1	8.58735646102962
PRND	3.05235826206151
C6orf27	3.29761669793988
PIGL	3.64752704632957
CLCA1	3.69602237468667
C1orf112	4.79436271498494
OLFML2A	5.61191532040258
HUS1	5.19161982611871
SFRS6	7.58544798337782
CXCR7	6.67663375754764
UIMC1	6.3113778955776
FXYD2	3.42426561977385
GOT2	7.7376747107131
ZNF667	4.39457063332382
TFEC	4.71261778146489
ATP7B	4.42020002776133
RAB38	4.30112760025434
POLD2	7.39266187109572
PPM1H	4.90551242531201
DCX	3.24171234206909
NFYC	5.52166189729244
ZNF228	4.96630838156751
KIN	6.4089981309462
PLSCR4	5.8141753307815
HIST1H4I	4.17693264334998
PPARGC1A	3.34532686808932
HIG2	8.9316669397385
KCNK10	3.94732784252726
EXOC1	8.03410157211789
OR6A2	3.66615995144377
ETFA	7.74449040219362
PDAP1	5.29371004450964
C19orf6	3.42689776793711
POLRMT	4.17166976098055
ZNF146	7.8722343965588
MIA2	3.18715586157827
LY6G6E	3.26185217144612
EIF4E2	8.52542940570482
NENF	5.03851850055335
HOXB5	7.40363737850699
ZNF324	4.59464887914563
CUGBP1	4.83646205513983
ENTPD7	4.35593079936211
TTC13	7.32636461016444
GJB5	3.18764671812543
PRSS22	4.15199263686198
CYP3A5	3.37295231571224
