Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_D12_543680
Composite Element REF	Signal
AACS	6.60950307373354
FSTL1	6.09654900622556
ELMO2	5.19086305446831
CREB3L1	3.6046180389042
RPS11	9.920355945065
PNMA1	7.44226862834346
MMP2	5.50975688587628
SAMD4A	3.81366857411064
SMARCD3	6.1911889186342
A4GNT	3.74153909515651
C9orf39	3.10052567868963
PKNOX2	4.14470242528837
RALYL	3.14871272124543
ZHX3	4.18126890053103
ERCC5	7.01991152549582
RXFP3	3.10720845366837
APBB2	4.14685421484931
BBOX1	3.99062163852186
PRO0478	2.9563919335206
GCSH	8.10212036573272
XDH	4.01992153335481
EDN1	4.26651277194590
MTERF	6.13562052381571
PDCL3	7.48121605634141
CLK4	6.44323862742432
KCNG1	3.88367452980213
CXCR4	8.66773234328198
DECR1	7.80514015015808
SALL1	3.16222658098119
PTPRR	3.38325155486807
CADM4	3.2215177964751
IRAK1	8.99934132809223
CFHR5	3.25360962281097
HNRPD	7.98654507765334
TMSB10	11.6082617039117
CXCL3	3.96888049996614
LMAN1	3.80307890101049
SUHW1	3.45897125708196
CHD8	6.23792720912907
SUMO1	7.66973131993759
GP1BA	3.25962101559999
OR7A10	3.80713781447915
DDB1	7.37710035797513
CHRNA10	3.62705033521067
STYK1	3.72252291312572
MYO9B	4.48834313570953
CCNI	9.9665916122112
MMP7	10.3920916328386
EP300	6.30637200513066
CRNKL1	6.42867005764922
C9orf45	3.179616656662
XAB2	4.26352710931342
RTN1	3.82935459837795
HIC2	3.94649386419697
TBX10	3.50571441144143
CENPQ	4.39200054680093
UTY	3.16033093590621
OR2W1	2.87203388449046
ATP5G2	10.5015480922443
ZEB1	3.3369694389007
ZG16	3.34914676046319
ERG	3.35716563790564
PARN	7.85805908499848
SOD2	6.46542827496504
JOSD3	9.02439335150272
ADAM5P	3.13813474958502
CHD9	6.26710213230885
hCG_40738	3.90850870958222
STK16	5.02233123582377
PDE1C	3.62898011309212
SEMA4D	5.38373223783941
AGPAT1	6.79667249614849
TOB2	6.62755158444467
BANK1	5.05497354745743
MAP3K3	5.11695165152998
MAX	4.80555663219374
GRM2	3.76921537250796
OSBPL8	6.93564347202908
PROSC	5.9889762098896
NR4A2	4.14351618588135
RICS	5.89520212078794
PIR	6.91809882918079
PPCS	9.65834813607792
IPO9	6.73967061392492
LONP1	6.56561079030848
EVC	4.10799586973226
CXCL13	3.99024889685876
SCYL3	5.40231027345959
KIAA1199	7.40991528675684
SORL1	9.30132858747223
NAT10	7.39337814931562
CHD1	7.04499053612585
SYN3	3.69203289015927
DMC1	4.00790173399348
SLC22A2	3.60873613973867
SERPINF1	5.30064330145705
C20orf27	5.56307172093771
OR7A17	3.18393351150262
RPS6KA5	4.19885191112660
LHB	3.34335286813461
TAOK3	4.71224853468031
STK25	5.84525017652133
SLC12A4	3.5303821649036
BRCA1	3.54391894473016
GBL	5.52865560400301
C14orf108	7.08451808482348
CDC25B	7.13812334113844
BMP3	3.16580070067609
MAP1LC3C	3.21856353180121
TMEM180	4.16097745142182
CRYGC	3.58668210457711
SLK	6.6345983730812
POU3F1	3.26045399361157
C20orf32	3.86316937340456
USP52	6.5607904149902
HIGD1B	3.59522275987962
BAZ1B	7.15217202211247
USP6NL	5.86811389022079
SLCO2B1	4.25116858532562
ABCD4	4.27517963384797
DIMT1L	6.09805297179697
SLC25A46	7.69783222291783
LARP7	7.78414876332741
TEK	3.54861345318216
CD160	3.76344429082224
TERF2IP	7.02006638509858
PHF20	6.29786140475366
COL1A1	6.33958812385406
KIAA0090	6.16581741149132
GTPBP1	4.37568670341708
GRK5	3.40226303552355
AP1S2	5.26770510907145
RAB33B	4.18499713221665
CA11	3.88843781021172
ALDOC	6.20586586880923
NUDT1	4.71598889864288
ZNF212	5.98819943534494
ACBD3	7.61591111649753
ZNF83	7.76736129981609
PRDM2	5.17574003862491
GDPD5	5.297248930057
PDCD4	7.19347437636423
CEP350	5.75154937098894
FOXP3	3.22970322644969
SMYD3	7.45876229453844
CST7	4.21939395940601
SELL	3.9125854958137
CIAO1	6.2857243460904
LGI2	3.75097087191283
WDR45	7.36239722646603
ANKRD6	7.54409245903198
LTBP4	4.73660816994587
PSCD3	3.23496737278627
PYY	3.18277668322259
KCNC1	3.28427427742843
SIRT6	3.6436917374707
CCL19	3.85948199026021
ARHGEF9	4.45929652775782
ABR	4.35413340553272
C10orf22	6.76945995397196
STK17A	4.72896303247192
FOXE1	3.29608077134652
GML	3.18834314572751
CNGA3	3.01809522212673
CD38	3.43103347085033
ZDHHC6	8.21700156535234
NEFH	3.59214048317596
PGBD5	3.43021146468732
CTDSP2	7.76733836394815
RMND5B	6.06443079720883
ZNF257	4.52827739353214
DUSP4	3.47918681822409
FLJ22167	5.47262428514193
EXOSC7	5.9004846018327
ROR2	3.39051221221255
FOXM1	5.60155715110279
ZBTB48	5.04499853780569
BUD31	7.81415244252326
MAOA	3.56772565192574
CCDC41	5.51098033638966
TNNT3	3.89457022579799
FBXO11	5.91880902050186
GYPC	5.38270990249289
PLIN	3.44771372957664
RFXAP	3.84809556389562
C6orf15	3.89156985246904
RNF4	7.94904041095147
F8A1	8.00805703291981
PPP1R3D	4.70173815831137
GRB2	6.88796596242387
TPM3	3.10386709476728
SYT13	3.56424033395058
EPB42	3.60242657629933
RP5-1077B9.4	5.57781384491065
EIF1	9.82607370675436
CETN3	7.94374925407563
FPGT	5.57270311732869
PRY	3.49824370816148
NTHL1	4.92861577927229
POLR2B	7.95240960291758
RPS28	12.1045482069622
