Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_E02
Composite Element REF	Signal
C9orf16	8.63684606880422
ERBB2IP	7.2679865072239
EMX2	3.91935091469394
FUS	6.23407962559891
NIPSNAP3B	4.00173099840371
TF	3.4607129768469
CXorf56	5.00481555157812
CLCN4	3.94522832636957
PWP2	7.17193953668475
MMP15	4.71949107824304
MTMR14	6.35082873759317
NPR1	7.38333370156532
DNAL4	5.39899726838951
ELAC2	5.12766047555445
ASS1	11.4372508265734
IPP	6.6467530445418
TMEM59	10.7345036268247
POLR2J	9.30048746479505
SEC23IP	5.68769081051145
RGS4	3.85890091570595
UQCRC1	9.66154054681924
SNX6	8.49138767442896
DDX18	7.26484774005365
POLG	4.97941359416488
ADAM23	3.96866292649825
ZNHIT2	5.48176815020805
TFR2	4.10038836373854
NCDN	4.81140252591069
RAG1	3.55315560500407
POMT1	4.81409707882453
CYP1A1	3.33042743288788
SNAPC1	6.10020851913467
GNA11	5.63001188149728
CCDC52	2.85042436656549
CAPN1	7.64748378874082
DDHD2	7.5245800929268
UPF3A	7.13774118419701
LAGE3	6.43227656375517
GNRHR	3.15667333383038
UNC13B	6.08976419639894
TTLL4	4.76426692011167
PPBP	2.88643711203755
HTR3A	3.77001989341038
SDC2	6.12113903339851
ANKRD49	7.25376988477911
BTF3	9.91683991717283
COX7A2	10.4755267587187
SARS	8.73499515099316
C13orf18	4.64186113303711
CACNB1	3.94333066349768
QKI	5.79368922867192
SETMAR	5.53823251482806
LAMB4	3.35185436776268
MAN2B1	6.9537922832148
EML3	6.09835245232069
ACADL	3.25292538815329
OFD1	7.80555023628515
CGA	3.56360116417609
EIF3EIP	10.3808757166921
PEX16	5.20323671613913
GNG12	8.78180102229656
HABP4	5.46622249663835
CNTN2	3.42428535698154
ASNSD1	7.4471962552848
FUT4	4.04398747422131
DBH	3.58559583111826
CD53	7.37529548457398
HIST1H2BJ	3.4679271392847
TFAP2B	3.08958318405568
ACF	3.70118704052678
TMEM11	6.19178320896952
CDH8	3.66059299805408
C3orf32	3.47551401852696
AGPS	5.80143563359509
C4orf18	3.17700262270002
PCCB	8.6227489402556
IPO13	5.96480248833046
PECI	8.68847987457336
UNG	6.8141043173087
C6orf105	4.67514891710003
GSTP1	8.81245339408466
SUV420H1	7.71401865307535
ARHGAP15	4.16837923437461
LTBR	7.17738562344356
TDRKH	3.52036857994859
PSG4	3.36867217145471
SLC9A3R1	6.90822383095649
NBPF3	9.77870731808732
SLC9A3	3.56935186829852
OSBP	6.82357288171185
PRR5	4.92291236053906
CHMP7	5.38781829334235
ADRA1A	2.97062850797345
ASAH1	7.08446520771249
FKBP4	7.8120600571736
ZNF350	5.29317131805652
DOM3Z	6.86206398685277
GIPR	3.58891829154979
AHI1	5.79654962424223
BST1	4.52865166978904
NCR2	3.4907891940053
NADSYN1	6.36451675559521
UBE2W	6.06030144360026
RGS14	3.68389820462398
KRT15	5.28869290982635
SCN11A	3.78110232947405
GFI1	3.73677774248549
FHL1	4.08607579219079
SMC6	5.49808760566158
GATA1	3.610876379642
OSGEP	6.24515749209592
ARMC6	5.02786551089045
HK3	3.17382945217968
PSMD5	7.94066962749223
RSU1	7.50613733318015
RPL4	12.1041216894836
MAD2L1	7.54029077465706
RBPMS	5.52714610518811
EIF4A3	9.12817498397076
E4F1	4.33654592188563
DLEC1	3.26145365017754
PRPF3	5.79961285257808
EMR1	3.10004887021698
CHMP2B	7.27877214909683
CAMSAP1	4.24258508551667
RPS21	10.3567151040798
XCR1	3.33362558355794
ARID5A	3.88987804471645
RBM6	6.65166619376955
UBE2N	6.93156902016630
KLF4	4.11123009152912
MGC4172	5.68243014924646
LMO4	6.77079402918385
KLKB1	3.23606982764268
HDAC3	7.50723293758343
HP	9.37957456062825
SCHIP1	5.44537801172201
BTK	4.20460278404608
KRCC1	9.16772561684823
PRND	2.73762778175807
C6orf27	3.27355246694258
PIGL	4.98890550101323
CLCA1	3.64709100757500
C1orf112	4.04061464377409
OLFML2A	4.44457197562513
HUS1	5.28924245893055
SFRS6	8.13128488133943
CXCR7	5.51562838195211
UIMC1	6.06949664198229
FXYD2	3.31094624320846
GOT2	8.23089177887667
ZNF667	5.20406466380858
TFEC	4.15135400531365
ATP7B	4.80718676236304
RAB38	6.22079396473305
POLD2	7.82668502444767
PPM1H	5.08030357795654
DCX	3.2266404712168
NFYC	6.44637470055992
ZNF228	4.45588266338730
KIN	6.71577812029145
PLSCR4	6.9169715415587
HIST1H4I	4.26973794043508
PPARGC1A	3.0028999785692
HIG2	7.87093461337135
KCNK10	4.05781576700166
EXOC1	9.02005637824437
OR6A2	3.78855176998235
ETFA	8.91946867108334
PDAP1	5.55439797490075
C19orf6	3.57384639555313
POLRMT	4.23859818519728
ZNF146	7.93841053124067
MIA2	3.10269964045115
LY6G6E	3.25533824271337
EIF4E2	7.81075842108811
NENF	5.52188374571774
HOXB5	4.64460314404364
ZNF324	5.16283092266805
CUGBP1	4.05507353775030
ENTPD7	4.35575851226705
TTC13	5.49958254906076
GJB5	3.25571483296013
PRSS22	4.54540640884291
CYP3A5	3.39092555935145
MBOAT5	5.48456761630013
CUL4B	5.48938911909551
CENPJ	3.4440279626213
KIAA0664	6.10389142002522
PITX1	3.53318641281023
PDGFRB	4.43180503114966
RDX	5.74145937413962
CELSR3	4.65727930132619
JUND	6.12574799384314
ITSN1	5.29250419166956
CHRNB1	4.49036689016934
EHBP1L1	4.25232861840143
C19orf2	7.67319734422792
FETUB	3.08911438581808
CAMK2B	3.54283397776748
DCTN1	6.33937676490886
TNKS2	6.84891248091241
MRTO4	8.28271954858343
C1QBP	6.14801489778663
TTC3	8.32087311163345
NDUFB8	8.70291477902745
CADPS2	4.0996662827292
EDG2	4.3171713391316
MYF5	3.06023876415759
SEMA3G	3.20749772286277
IL23A	3.43180949352138
GJA9	3.76513765459516
R3HDM2	6.66141583050139
C5	4.11913364084696
SLC2A10	7.00100248246006
TRIM45	5.94251047842277
TSP50	3.70983003656072
PAQR3	6.22089210018046
ANKRD26	3.69760668599860
TCP1	8.92532851214048
TMED7	7.55138991399726
CMA1	3.02004959389695
PTCRA	4.37011147524489
HCRTR1	3.40950307256124
FST	7.12023582034764
PAWR	4.11754767216536
LDLR	4.0523398522653
ASTN2	4.61031196031272
SCRN1	7.64833069888851
GPATCH8	6.15284076688167
KIF4A	5.76303077337229
TANC2	3.72358272893315
ZMYM5	3.59520761873688
PGM1	10.0234990469990
ZNF586	5.36920913271819
POLR3G	3.83172435790628
CPD	5.61029314628694
SNCAIP	3.64624699542424
DCT	3.5558664901126
HLA-DOA	3.54155691061278
TANK	6.57951436448546
RCAN1	4.10203015352349
UPK1B	3.88482421517677
DNAJB4	5.16429516675805
UGT1A8	3.26112031693423
LIMD2	3.24301486520448
HIST1H4L	3.35656077564572
PECR	6.5026270355965
HSPA2	5.14628603269057
SERP1	9.0136871167868
TACR2	4.25097175949494
NUP85	6.61484203305009
CD177	3.50177390528545
GPR135	3.21593493128456
PIGG	8.14121111055876
LGR5	3.25562177504291
JAK2	3.66486129578148
DPYSL4	3.41932989977577
TM9SF4	6.33191412674402
PTHR1	3.34586879833575
SIRPG	2.98521343046634
ZNF264	6.25536360153211
BICD1	4.95882588167559
RAB5A	7.52829528087633
FLJ13224	2.91916575857074
METTL5	9.78090035291465
HERC6	6.84283264751852
CASP1	5.94586690329096
USP9Y	2.82985307012485
LRP1B	2.79783287687200
XAF1	6.65136729701331
PLA2G4C	3.57011175646424
APOA2	3.02630324571090
SPAG6	2.95327294523818
KALRN	3.27927390627899
SECTM1	5.81388744047931
THOC7	9.61630024893567
IFNAR1	5.06115625129028
TCTA	7.0367415820371
NY-REN-7	3.49919140642780
TALDO1	9.57013515624274
B2M	12.2125979066117
LPPR4	3.75196803018689
SQLE	7.32750467551564
SEPHS1	6.57559717970654
EIF5A	6.94416030431085
FAM49A	4.35113725825024
YTHDC2	5.09234277080222
EHD2	6.59161445053876
NCF1	3.79594788596069
SPG7	7.51356159467668
ZNF614	3.86635952484703
HOXA5	3.04390673201658
NUP133	7.90380233657617
FGF12	3.81725352306186
SLMO2	7.7349267444984
INPP5B	4.63996430220882
PPID	6.47837810057832
SNTA1	4.27776215266397
IL20RA	4.47847808870925
UBE2J1	5.88803779954674
CACNG2	3.03387211355015
GCM1	3.21079691903602
ELF1	6.34810515132791
TLR5	6.70092933580336
TCFL5	7.58638764741417
C1orf107	6.42726194136818
C19orf22	6.73714128094461
SAFB2	6.29690010768218
MAP3K7IP1	3.86173230977061
NCK2	7.90502335307515
OXA1L	8.47475645521364
KIAA0652	5.3135524895256
KLRG1	3.30423878499306
FRAG1	7.0994991898366
ZSCAN12	2.95282254704735
PSMD12	6.97138208129837
E2F4	5.22348547285322
CLEC4M	3.49231812361227
KIAA0999	5.75006802352707
CLDN10	6.62709777318524
MGC13053	4.44262299529138
TAC1	2.66842646228558
GYPA	3.30207213630377
HPCAL4	3.31202180725723
TRAIP	4.32667964071995
MEX3D	4.67955440751995
KIAA0232	7.44797800749451
ERCC8	4.78868657475765
NFAT5	6.07200859367478
GPX4	9.2128176967833
CSPG4LYP1	3.10809576247560
KIAA0368	7.02934469337391
FBXO3	5.63705741953050
DVL1	6.61259902121742
CMKLR1	3.59326801135574
GPR157	3.68160978281961
TYMS	7.00171897400396
OR52A1	3.26212252366758
PEF1	7.82877752637535
ZNF750	2.85521133904628
ALG9	5.41792409007702
MCM5	5.07278405675039
SDK2	3.59289599139810
BAIAP3	3.84041269349619
RABGGTB	7.30973321044177
KCNK7	3.1941289118457
PTP4A3	8.85344025183588
ANKRD40	4.25899366678954
CALCOCO2	6.64710440584266
TMSL8	5.82053435350874
SNCA	4.35985114849421
ZNF551	4.54762096708971
HBQ1	3.14853212953529
ARHGAP26	4.76540569290313
GEMIN6	6.77719540636403
HRAS	6.32260706018572
KLRC4	2.79594154636767
BSDC1	6.8853928956698
DSC1	3.97619166555989
RNF43	4.38583199563933
NDUFAF1	5.84559513898508
MAP2K4	6.38536596868231
FOLR2	4.51236227647972
LYZL6	3.63916878390382
EPB41L3	3.64374457559621
TEKT2	3.26074369977189
CDKN2B	3.31467866009160
WSB1	6.57747250916692
ZNF480	3.71746630951191
MAP3K6	5.65855276494038
PROS1	5.22238072646879
PSMB8	8.58106354969957
HN1	7.31229123093993
MAS1	3.27625918011792
APOL1	5.28305160403191
CSHL1	3.24517127708449
ZBTB7C	3.28486715659336
AHCTF1	6.00749596230913
SAE2	9.09201202804951
ITGA2	4.69297821125588
AP2S1	9.00877122693081
P15RS	7.36637304516801
MME	3.92835644234258
VAT1	7.17961073450201
MAST4	5.76886467285845
TUFM	9.82357385348378
KRT33B	3.32460757133912
THEG	3.75890319380824
KCTD2	5.18405371512192
WDR26	8.6141814166479
MFI2	3.37318815831974
KRT34	3.09463442816052
NR4A3	3.46670618726803
SGSM3	4.663659944889
ARSA	4.10036012913802
TOMM22	6.25070220038157
SOCS3	3.80319500886898
UNKL	4.25617268843913
POP4	8.53419374460753
BHLHB3	9.86094847292235
MALL	4.11355396377619
SOX15	3.70621743979051
CCNA2	6.27398976261822
PARK2	3.31300589492672
GPR124	3.78597501680352
TMEM132A	4.13694544156298
CGRRF1	6.19271105327826
RUVBL2	8.42157730003782
MCAT	6.07390439694004
WNT10B	3.59826109049471
ISCA1	7.66447267544892
RPAP1	4.21476940649316
C12orf48	4.49437660231266
RAI16	5.45226663226116
RPL27	9.39327941861422
EPN1	4.08371028106933
MAGI1	3.91248928765947
GBX2	3.14511898066224
SLC35A1	7.17405324653598
GAL	3.75156285495456
SLC14A2	3.57059264991252
RDH11	6.46327939461134
ZNF518	4.90391263712395
PCYT1B	3.23321503454643
AUH	8.44826694302102
EIF3H	12.1127819822399
KIF1B	7.90987303781926
MBD2	4.91961396649316
AMOTL2	8.0850713940325
C6orf120	6.78308905975055
PIGT	7.92945202658906
PSRC1	5.98771358701433
PLA2G10	4.02404361200452
ALAS1	7.2776817139599
FOXO1	3.97806687615266
C17orf62	6.77446596445987
KIF5C	3.97564849669788
DUSP10	4.87597568077409
CRLF3	6.99563510528125
CLCNKB	4.04759856596016
PSMA5	9.24074330129848
FARS2	6.72010822838004
CCDC28A	7.52753129376302
AMPD3	4.8059271528928
PIAS1	7.6563604844942
ADCYAP1R1	3.61850704904952
TMEM134	8.09840064616842
CDH20	2.84529736965302
FBXO7	7.8112052374841
FLJ14213	5.15795424903627
ZNF3	6.62870951446093
LRRFIP1	7.64462921663385
TMEM49	8.56785270266142
CNOT2	6.65015815888964
CBX2	2.92859020909619
ZC3H14	6.0257091883897
ALDH5A1	7.09772980371227
HNT	3.05855067359743
SERPINA4	3.19038127944305
FLJ20920	6.75636350456196
CRTAP	5.62242634032321
DDX50	8.74343299915478
STYXL1	7.80840147447612
TK2	5.2413239309132
BLVRB	7.86673201560501
STMN1	7.34317459836176
GUCA2A	3.24404540777729
DPP6	6.34061294546445
GALNT10	5.94293324329298
STK39	6.23078977800581
MMP24	4.53118463200378
CKS2	9.66710526014647
RHO	3.74478108556745
BANF1	9.7118007565316
CR1	3.0310575228442
RPS6KA2	6.09707135176345
HMBS	6.85234681561441
C20orf112	3.89192736494075
SLC25A24	7.74004042621374
MRPL22	9.53574773516232
SLC25A15	5.27366030948411
GADD45B	4.77646978017844
TDP1	5.33457077316302
ZNF287	3.53052957327743
DAAM2	4.31773871208303
C11orf57	5.29077119845372
RFK	7.43687087117006
ZFYVE9	4.40413523195328
TCTN3	7.40716466215394
STCH	5.77749221668827
LOC283871	3.65078092914336
NDUFB3	8.78923183807007
DEFB4	3.87036161507273
FPR1	4.59041618317528
FMNL1	4.24325651462149
SEPT7	9.4562111382445
PTCD2	4.84592949390025
GNLY	4.37121085404325
GRAMD1C	4.0337256172518
ZNF165	4.9858534865928
TR2IT1	6.00898266447748
ARMCX3	7.2146418052333
NDE1	5.06646288345829
MAGEF1	6.70469701267431
ITGA10	3.60575179631716
ARHGDIB	8.11754481870267
FSHB	3.56278509575127
ANXA2	11.6711180594012
HLCS	4.28409519385066
MCF2L	5.84493969721364
AK1	6.99669363128002
FH	7.08692696519893
LGALS2	4.22205608234445
SYNPO2L	2.73855483570106
KIAA1045	3.33311179991314
C1orf183	5.01306193514947
MAGEA8	3.04037049867240
DGCR8	4.35243803661002
GSR	5.52706912674027
NEU2	3.46923439612757
HIST1H4B	3.37112482278663
CACNA1C	3.02633060327778
FAM20B	6.81023575068165
HES2	3.14772322333140
PDCD6	9.30139250670486
INTS7	5.82387788878052
AMPH	3.59129965208822
UCKL1	7.36013737959091
ASB4	3.03640907787915
C10orf97	5.54321464697676
ALDH1L1	3.80035221555510
CCL23	3.26321360062679
OBSL1	5.39183067891388
SLC12A7	7.02720003342969
THAP4	6.40432314971016
RBM4B	6.22432720580347
OGFRL1	4.88187376119958
KIAA0831	6.89658869268177
C12orf11	7.81243997773454
PPP1R15A	4.73240553272662
KIAA0240	5.21873689718183
CD1B	3.27754125467624
FCGR2A	5.83023674992182
MDC1	5.94628350919736
MAN1A1	3.63056064925951
KRT9	3.62773803322025
HTR1A	3.39980413797653
OCEL1	6.18081122103311
ATP11B	6.05280964320327
NLGN4X	3.41036089969434
FBXO34	7.69569313487312
ALOX12	3.21940370891949
RB1CC1	6.9133061676622
PCDH12	4.33328613012289
RPE	5.73392610969736
EIF4E	7.31023485784197
CSDC2	3.73590809812658
ABHD5	5.95930616425854
TMBIM1	6.8862568944281
PET112L	4.42254180226864
P2RXL1	3.07077870957860
F2RL2	3.09203494047966
TRMT1	6.78809150692438
IMPG2	4.03672045697253
LRRC32	5.12766204973582
BGLAP	6.0433158751978
HTR4	3.28331617588386
MRAS	5.39718603688012
TRAF6	5.56750610044749
AXL	4.42251998807888
ATP2C2	3.2182962747875
LMNB1	5.63495137772865
TELO2	4.53106680765176
PNPLA3	3.94129052126834
CSNK1E	5.6442404991702
SRP14	9.57947868648589
KCNQ4	3.16976371091852
PIK3C2B	6.93097044826057
C15orf15	8.49208030955857
TUBB2B	3.05615725931588
USP15	5.41170518754907
C12orf41	6.76451942850195
CEND1	3.82838745335247
RNF31	5.21287171165911
TCEAL2	3.26828470079258
PTGER2	6.13639290145169
UBN1	6.09266295435006
SLC5A7	3.34288579525370
SLC31A1	6.51647071604037
ADAM29	3.53950175922719
ST7L	4.09967286332118
GFOD1	8.59944707345117
CTNNA1	9.16134842848757
HRBL	4.67549278506885
CBX4	3.75335010111334
NTRK2	3.47839575330763
FOXN3	4.9301359834577
MFGE8	7.41776007979876
PFKFB2	4.06325023569387
TAS2R4	3.62614024863144
SH3TC2	3.22827983931810
IL10	3.52029171865569
PXMP4	6.36212295075716
RNF167	6.25987699209981
PRMT5	7.68835927989607
TSKU	5.8627540660654
ATPIF1	9.8127613482582
ETV3	3.27307020688359
PAK7	3.26746437724587
PDLIM1	10.0935686002252
CEP63	6.23904911803596
WDFY3	5.5279500159625
RNF126	4.64709924422969
DPM1	8.75914993607888
CLIC4	6.94434657037798
ACR	3.76715031649707
KLK7	10.9558668810122
ALOX5AP	8.68707512199178
LRP1	4.77415394915997
TNK1	5.63764916955
TAS2R9	3.14354249853845
ZNF16	6.37032024207816
POLR1B	5.80762712034506
SLC8A2	4.11927504169531
OLFM4	2.73805091230432
TACC1	5.87525064551793
SAMHD1	5.63291401558207
ATP13A2	6.20959659682597
KRT4	3.82287604991836
PAX6	4.13579459920658
SCG2	3.55081018367464
SLC17A6	3.55971584996336
TUBB4	4.11783726927389
PADI4	2.95546349885321
FMO3	3.03784786832593
NLK	4.47921359083566
POU4F3	3.17747170095849
MDM2	3.3500254383938
CAPNS1	9.93129244713844
SDF4	7.3387087758406
ITGBL1	2.94644138987701
TAP2	4.83926492550737
OR2C1	3.4601643912995
KLHDC3	6.2836312809645
EFHD2	7.2930604324799
GALR3	3.47108537258796
NBEA	3.60769174601718
ABCA6	3.16162106349564
ABBA-1	3.66179951348723
GNAI1	6.56787613910903
CLDN3	8.21893373696077
AKT2	3.38886972241440
EGFR	4.49999474606552
VPS4B	7.82293584154673
RBM16	8.07356286219685
GALNT6	5.06425743447761
ZDHHC3	6.07574989968674
SLC25A4	7.22363011622076
CYB5B	6.34210980821118
NDRG1	9.32422835110098
SESN1	5.44133559427870
GBE1	8.26550846080507
MRPL46	6.5826374866097
CLASP1	6.35469382701207
FARP2	5.1085557223868
ACOT11	4.50399407597418
LDHAL6B	2.86918668971412
MAPKAPK3	6.3594530642265
NCAM2	2.98969739843873
AFAP1	4.98332905004638
PRKD2	6.51991502712338
OR2H2	3.31296726974884
ZFP36L1	6.62903871942561
DZIP1	3.55278012945466
GPR161	4.96849304524134
RNF146	5.53966515751857
NKX3-1	3.78015635888994
CCNB2	7.85115607229574
ZNF10	3.88282744961773
WDR74	6.14185736437255
FAM134A	8.4970100134405
PCNP	8.52284166248496
PURA	5.81086959895961
DNPEP	7.76662241990055
ERBB2	5.24918435813224
CREB1	5.83116563339808
NEO1	6.07795269048258
DDX3Y	3.25880207417546
RPS3A	12.7337906398783
MXRA7	8.96937378513444
LGALS3	11.3661093986834
GLT8D1	7.39030057356823
TMPRSS3	8.87453209346143
UPB1	3.32266413043158
LAT	4.38267718846021
CLDN14	3.52652729710447
DHX38	5.48886603836907
KCNA3	3.25759587948909
BTBD1	8.37175365013916
TARS2	5.75469354365364
SKIV2L2	8.32766598061292
ABCF1	8.6978917028023
CDT1	3.26318221734993
ZHX2	7.4008915503229
FCF1	4.41095022267286
LRRC49	3.5666088645778
GUCY1B2	3.60120404185619
CD28	3.29369012124754
SMARCA4	5.90133850733505
SEPT2	9.44925811174725
SOHLH2	3.66396542377732
MCOLN3	4.23492733140956
LRP8	6.07040252954686
TAGLN3	3.82694933452249
MASP2	3.57424646182110
GPATCH3	4.79716674935103
TTRAP	8.75538619113033
AGL	8.21275240137638
NFE2L3	5.75002190502976
PSD4	4.04460623654651
PALMD	6.40435472684804
CCNB1IP1	7.99123031785555
TMEM43	6.75182709481528
OBFC1	6.75512881822743
STAT5B	4.22310744625583
C14orf79	4.59480000044038
ENPEP	3.59869760108694
SSB	8.37245527335754
SCT	2.92105421793366
TIMM23	7.2807755834248
SKI	3.83878142700949
SLC22A13	3.10010053742842
AKAP3	4.21993643443437
OAS2	4.9364900347652
KIAA0423	7.31300921747436
SEC61G	9.91231649888344
CAPN11	3.18228249936713
TMEM50B	7.89046245701295
DEGS1	8.58746336738178
ARHGEF4	3.50095514960198
DBNDD1	4.87820773776089
TBL1XR1	4.74816080126641
FAIM	7.43656591983229
SP140	3.26932832126577
G6PD	4.96906614960113
NUDC	7.63042111604153
GABRP	3.39931195948047
SCARA3	6.07498549937919
TACSTD2	6.14619962827211
