Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_G12_491188
Composite Element REF	Signal
AACS	7.04123117705375
FSTL1	7.23346432863780
ELMO2	5.45329965045503
CREB3L1	3.79847951393799
RPS11	10.2737569056552
PNMA1	8.6788098658788
MMP2	6.46686410464805
SAMD4A	3.92706991200814
SMARCD3	8.03292869911938
A4GNT	3.89703057762876
C9orf39	3.11292193951723
PKNOX2	4.11223267776962
RALYL	3.52092231587483
ZHX3	4.4593970966158
ERCC5	4.63981430671205
RXFP3	3.10297301705221
APBB2	3.86943589072834
BBOX1	7.76058169176953
PRO0478	3.02314519796688
GCSH	8.89917176478487
XDH	3.77560224376125
EDN1	4.37789137342129
MTERF	7.10115674230727
PDCL3	7.7980024270729
CLK4	4.93664234175171
KCNG1	4.07451993575118
CXCR4	9.53709739374837
DECR1	8.602115488109
SALL1	3.57115048004105
PTPRR	3.45475738364751
CADM4	3.44703894566456
IRAK1	8.47892733256463
CFHR5	3.24514733465164
HNRPD	7.58009498621223
TMSB10	12.3232638503154
CXCL3	3.98772572871243
LMAN1	3.67476467450613
SUHW1	3.83669212831690
CHD8	5.76673593952996
SUMO1	8.2633143377657
GP1BA	3.19153564284667
OR7A10	3.63764154203007
DDB1	7.85417899234311
CHRNA10	3.56698308057912
STYK1	3.67501869326995
MYO9B	4.02377346984567
CCNI	10.5047873528943
MMP7	10.7797480053294
EP300	6.10711073493961
CRNKL1	6.50558964280301
C9orf45	3.19220897152119
XAB2	4.39110746802206
RTN1	3.78533991286462
HIC2	3.71582681251174
TBX10	3.5955749458349
CENPQ	5.26467968525569
UTY	3.16142839446121
OR2W1	2.84600536847217
ATP5G2	10.5044873338219
ZEB1	3.55694743212451
ZG16	3.55832938530948
ERG	3.74086353864576
PARN	6.59980628702144
SOD2	6.21478541142953
JOSD3	8.29177550345682
ADAM5P	3.2272301825238
CHD9	5.75723871551901
hCG_40738	3.59314226725758
STK16	5.62269242345724
PDE1C	3.63526332782289
SEMA4D	4.76709109820039
AGPAT1	6.72652876189249
TOB2	6.18933655450514
BANK1	3.25288887305051
MAP3K3	5.42909778119854
MAX	5.25281410801993
GRM2	3.93505702288744
OSBPL8	7.27249096869536
PROSC	5.81370908205786
NR4A2	4.74867164662211
RICS	5.31074021327983
PIR	6.495781483135
PPCS	10.0314403997431
IPO9	5.38132180631814
LONP1	6.62412443025493
EVC	4.10504767683421
CXCL13	5.62061719361973
SCYL3	5.94439134572714
KIAA1199	6.15483571996806
SORL1	7.26585608706623
NAT10	7.19352099909684
CHD1	6.28666928907884
SYN3	3.48310722693553
DMC1	3.8860317070786
SLC22A2	3.86170647266257
SERPINF1	7.72519138533423
C20orf27	5.70039060964375
OR7A17	3.16535741013309
RPS6KA5	4.27302195777702
LHB	3.34994245253575
TAOK3	4.44806613139933
STK25	5.79883663243317
SLC12A4	3.53022164172494
BRCA1	3.89415220170672
GBL	5.40017690846702
C14orf108	8.88515304729607
CDC25B	6.22396235808329
BMP3	3.24331521348072
MAP1LC3C	3.78800614992784
TMEM180	3.63143187114896
CRYGC	3.51057766490229
SLK	5.90266758976718
POU3F1	3.25821118204183
C20orf32	4.01856593904535
USP52	5.21204835888107
HIGD1B	3.89776256736101
BAZ1B	6.15419494591061
USP6NL	5.05567201023959
SLCO2B1	4.38175640634423
ABCD4	4.87147514130725
DIMT1L	6.47893263873027
SLC25A46	8.99863088460833
LARP7	6.58216070689161
TEK	3.6864602392673
CD160	3.78146707673511
TERF2IP	7.4649292033985
PHF20	5.78667255068584
COL1A1	6.79872778591215
KIAA0090	6.48394035265903
GTPBP1	4.48484796486625
GRK5	3.83108926433939
AP1S2	6.44366951482321
RAB33B	4.57968422569906
CA11	5.09601408152394
ALDOC	5.21454769022
NUDT1	4.7393966177667
