Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_B07_547204
Composite Element REF	Signal
AACS	6.21075025684637
FSTL1	10.1928422640732
ELMO2	4.95238969472676
CREB3L1	4.30350053292651
RPS11	9.84170954739072
PNMA1	7.6404659398451
MMP2	6.71710447433892
SAMD4A	3.72318554550597
SMARCD3	5.09415566833414
A4GNT	3.60790041442296
C9orf39	3.46968714814623
PKNOX2	4.31685891963465
RALYL	3.33765470113011
ZHX3	4.21041094464885
ERCC5	5.72987690000945
RXFP3	2.84881154941949
APBB2	6.14706390562272
BBOX1	4.55703814623011
PRO0478	3.05616271806001
GCSH	8.2808826042889
XDH	3.80836405806285
EDN1	3.79674724388079
MTERF	6.67465930499963
PDCL3	7.70594956182621
CLK4	6.59321682582428
KCNG1	4.27301982282352
CXCR4	8.84509815244916
DECR1	7.25806493122736
SALL1	3.24686684154092
PTPRR	3.49314692621693
CADM4	3.77594066309911
IRAK1	7.34399757342836
CFHR5	3.34748661023795
HNRPD	8.13641402451366
TMSB10	12.2207957356574
CXCL3	4.245405456659
LMAN1	3.68935404462191
SUHW1	3.68729494173769
CHD8	5.72219101363712
SUMO1	9.07396664886771
GP1BA	3.20587123683424
OR7A10	3.63149015593894
DDB1	7.42924811864526
CHRNA10	3.98996317270015
STYK1	3.45068155181259
MYO9B	4.18118486950334
CCNI	9.85530973243384
MMP7	7.28711164815227
EP300	5.61657082934775
CRNKL1	7.46938731674622
C9orf45	3.11184741946291
XAB2	4.44001978755980
RTN1	3.36133823428547
HIC2	4.02268037483375
TBX10	3.62092409451873
CENPQ	5.99675301402144
UTY	3.28052824425501
OR2W1	2.85086412109982
ATP5G2	10.8245948240942
ZEB1	3.66545682524137
ZG16	3.66179233871449
ERG	3.54969467151874
PARN	7.11942640283299
SOD2	5.13091457300394
JOSD3	8.18792092094727
ADAM5P	3.24789652002664
CHD9	5.97382530546205
hCG_40738	3.75451270965819
STK16	5.90162290747963
PDE1C	3.63139023771442
SEMA4D	4.53219740547794
AGPAT1	7.37466435266674
TOB2	4.98955067769337
BANK1	3.08754118227905
MAP3K3	5.35785103887057
