Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B08_458670
Composite Element REF	Signal
AACS	6.31593216961917
FSTL1	6.07304762908275
ELMO2	5.3765047251059
CREB3L1	3.73671406481218
RPS11	10.1630435268174
PNMA1	7.63915509087858
MMP2	5.80403488621927
SAMD4A	3.52056940721222
SMARCD3	4.82464463985069
A4GNT	3.83631517048680
C9orf39	3.45217939311275
PKNOX2	3.70678897841110
RALYL	3.33359746941927
ZHX3	4.34540037355934
ERCC5	6.02926279041297
RXFP3	3.55336164715135
APBB2	3.41809863626527
BBOX1	8.59795398868654
PRO0478	3.0944609524596
GCSH	8.76803961226358
XDH	3.85519527224227
EDN1	3.49864289817547
MTERF	6.90430753585264
PDCL3	7.30859442292793
CLK4	5.44101549639178
KCNG1	4.30313063792155
CXCR4	5.42578689976908
DECR1	6.2502441957561
SALL1	3.20513473614699
PTPRR	3.22903807781463
CADM4	3.36938275004863
IRAK1	8.3767018396569
CFHR5	3.40697931923961
HNRPD	7.93014672412223
TMSB10	11.3765283060873
CXCL3	3.70532864432578
LMAN1	4.26970441624181
SUHW1	3.32882323026817
CHD8	5.57593146002112
SUMO1	6.9679498710456
GP1BA	3.41619589619017
OR7A10	3.86074894306544
DDB1	7.86334039761371
CHRNA10	3.73327615233721
STYK1	3.24652852589198
MYO9B	5.1613161332802
CCNI	9.8040754685633
MMP7	5.49009214269967
EP300	5.9454946502515
CRNKL1	7.20079476060219
C9orf45	3.26590986866791
XAB2	3.92106093918907
RTN1	4.62580313698186
HIC2	3.75964806831943
TBX10	3.52920378546139
CENPQ	4.31063177925265
UTY	3.23481480042263
OR2W1	2.92666364365823
ATP5G2	10.5567965020749
ZEB1	3.26591730639119
ZG16	3.44270284239761
ERG	3.57385725645474
PARN	6.7643619956193
SOD2	5.184240813171
JOSD3	9.04574883147899
ADAM5P	3.39530492553956
CHD9	6.11328274400934
hCG_40738	3.57865324258365
STK16	4.44442802931766
PDE1C	3.62746118985809
SEMA4D	4.50277815680905
AGPAT1	5.35898447079906
TOB2	5.86543443765235
BANK1	5.17626584373786
MAP3K3	5.36565550966516
MAX	5.00820992103854
GRM2	4.06646649672029
OSBPL8	5.95728000113985
PROSC	5.24569210803401
NR4A2	5.38100976936831
RICS	5.48841117526206
PIR	4.9139163107691
PPCS	8.83267420505614
IPO9	6.31802403939385
LONP1	6.86901466223984
EVC	3.88417555082065
CXCL13	4.04399381329401
SCYL3	5.75660253799567
KIAA1199	5.0329873654208
SORL1	9.2228061031408
NAT10	6.87745190130148
CHD1	6.45063058603351
SYN3	3.76401436751824
DMC1	3.83109409794396
SLC22A2	3.47048324957157
SERPINF1	6.59919267571904
C20orf27	6.26324584300847
OR7A17	3.38304544232324
RPS6KA5	5.11347320730065
LHB	3.38606640031606
TAOK3	4.9044510584787
STK25	5.45083519330303
SLC12A4	3.79609279749829
BRCA1	3.66494872635511
GBL	5.36741061844964
C14orf108	8.07231352911501
CDC25B	6.41498401168292
BMP3	3.43771271045089
MAP1LC3C	3.58875145816137
TMEM180	3.49163979149995
CRYGC	3.74025366110835
SLK	5.78006141723433
POU3F1	3.38957908943377
C20orf32	3.97666462947745
USP52	6.63739998303895
HIGD1B	3.70493241667423
BAZ1B	6.14518709888841
USP6NL	5.25366487264694
SLCO2B1	4.38828733956958
ABCD4	4.56218756344226
DIMT1L	5.29647866479542
SLC25A46	5.52678767289603
LARP7	7.4992193921601
TEK	3.3087118967617
CD160	3.78823003944437
TERF2IP	7.32057553984004
PHF20	6.38790648935373
COL1A1	6.77865558982787
KIAA0090	6.2589606106154
GTPBP1	4.23586786403598
GRK5	3.52537969894672
AP1S2	4.48407266380556
RAB33B	3.92465115079324
CA11	3.63911025635427
ALDOC	8.30106911329755
NUDT1	5.60604006817479
ZNF212	5.7225908680506
ACBD3	7.25270238625568
ZNF83	7.54849727890908
PRDM2	5.37321391807079
GDPD5	4.90677850442781
