Hybridization REF	APEEK_p_TCGA_GBM16-Ov15_Expr_HT_HG-U133A_96-HTA_B05_464066
Composite Element REF	Signal
AACS	6.52354592419387
FSTL1	5.34956470536734
ELMO2	4.80406886908508
CREB3L1	3.72103032879683
RPS11	9.9901734884941
PNMA1	8.5454263240422
MMP2	4.62503534289082
SAMD4A	3.66160871761614
SMARCD3	6.4731824017246
A4GNT	3.98557036474678
C9orf39	3.53093171435666
PKNOX2	4.11911432184984
RALYL	3.4493072366478
ZHX3	4.05830607666665
ERCC5	5.22498967351949
RXFP3	3.18782670735251
APBB2	4.20146737235748
BBOX1	4.79973299397488
PRO0478	3.06987387752376
GCSH	9.59808419965555
XDH	4.02785134063423
EDN1	3.74174645203438
MTERF	6.07956323375762
PDCL3	6.85302251476572
CLK4	5.55443826020034
KCNG1	4.00666644395863
CXCR4	7.11462292514984
DECR1	8.07378168251819
SALL1	3.41775982231113
PTPRR	3.30001203104536
CADM4	3.52784624144572
IRAK1	8.01956460001327
CFHR5	3.49153912121408
HNRPD	7.53918638724544
TMSB10	10.6225799417390
CXCL3	3.9605832792863
LMAN1	3.95539662707424
SUHW1	3.77528816299246
CHD8	5.44089349342379
SUMO1	7.68413873926614
GP1BA	3.60981809532916
OR7A10	3.87910681333278
DDB1	7.92061690572918
CHRNA10	3.41447104922054
STYK1	3.20640764038111
MYO9B	4.0759626779263
CCNI	10.3587540735007
MMP7	8.81019014287449
EP300	5.40133943790059
CRNKL1	5.8982815121426
C9orf45	3.45262558972644
XAB2	4.05989810325456
RTN1	3.85566940535659
HIC2	4.05437710379125
TBX10	3.79022518448562
CENPQ	4.13828086349211
UTY	3.21343785580158
OR2W1	3.18738182736725
ATP5G2	10.5789332787192
ZEB1	3.2489413840562
ZG16	3.76093968788156
ERG	3.48739944568867
PARN	6.88793566522978
SOD2	6.43780476476242
JOSD3	8.1009369036978
ADAM5P	3.4557013433221
CHD9	5.62058464308437
hCG_40738	3.46025977442193
STK16	5.48698179307984
PDE1C	3.68331548853789
SEMA4D	4.25045948182273
AGPAT1	5.59204498998129
TOB2	5.30081503741988
BANK1	4.80491886977467
MAP3K3	5.1198993831954
MAX	4.98970753149307
GRM2	4.06301055013344
OSBPL8	6.08164742990487
PROSC	5.68430549497498
NR4A2	4.38416453113511
RICS	4.27990794009351
PIR	4.29235028202941
PPCS	9.14797454187738
IPO9	6.03845269055644
LONP1	5.78773570322546
EVC	3.77106353823346
CXCL13	4.25762263723152
SCYL3	5.07285224354045
KIAA1199	6.25493647650314
SORL1	8.42520066167858
NAT10	6.7671562786141
CHD1	5.54087604701458
SYN3	3.94493506316077
DMC1	3.81362053060221
SLC22A2	3.64286952507773
SERPINF1	3.95204134580775
C20orf27	5.8925976589827
OR7A17	3.21817696875488
RPS6KA5	5.03847245061642
LHB	3.51347147858344
TAOK3	4.46875428652765
STK25	4.42865549135302
SLC12A4	3.68146212521679
BRCA1	3.8098666293452
GBL	5.46979258356785
C14orf108	8.1528381370721
CDC25B	5.68414580376288
BMP3	3.34192487154864
MAP1LC3C	3.43829249111362
TMEM180	3.71741965994257
CRYGC	4.18366899799649
SLK	5.67004308234947
POU3F1	3.26867919842589
C20orf32	3.94550491997339
USP52	5.11663808294314
HIGD1B	3.93261117084782
BAZ1B	5.66518159559207
USP6NL	4.61502923318924
SLCO2B1	4.15760660519294
ABCD4	4.68071813853904
DIMT1L	6.62880261145566
SLC25A46	7.22888971987524
LARP7	6.2796496846454
TEK	3.88857808965753
CD160	3.64708639502784
TERF2IP	6.97543334109166
PHF20	5.69514427023401
COL1A1	5.28073863390192
KIAA0090	5.36241876493542
GTPBP1	4.410537786561
GRK5	3.57012357224141
AP1S2	4.77167342647232
RAB33B	3.38885895184506
CA11	4.99046038287297
ALDOC	5.49654722770097
NUDT1	5.40008307321913
ZNF212	5.15850429556323
ACBD3	6.68561553696995
ZNF83	5.3387645327383
PRDM2	4.5181407003344
GDPD5	4.49313238563554
PDCD4	5.93309269262506
CEP350	5.54900400294322
FOXP3	3.52661254222120
SMYD3	6.78059162845083
CST7	3.88982514084271
SELL	4.26771953741827
CIAO1	5.77731622496727
LGI2	3.87269244422441
WDR45	6.22400550267638
ANKRD6	8.38363600859654
LTBP4	3.69856659058699
PSCD3	3.24780034929839
PYY	3.15631735642028
KCNC1	3.35674854644664
SIRT6	4.01260680839368
CCL19	3.89739985045444
ARHGEF9	4.27231625476122
ABR	3.93194668620699
C10orf22	6.2663609258355
STK17A	4.51026351276233
FOXE1	3.54825208285905
GML	3.10652699913301
CNGA3	3.12175798509485
CD38	3.66017612749275
ZDHHC6	7.03605989117726
NEFH	3.72338753626592
PGBD5	3.29705927185202
CTDSP2	6.82637178437348
RMND5B	5.72743077255576
ZNF257	3.78102426458256
DUSP4	4.17561929256255
FLJ22167	5.39151317156724
EXOSC7	7.87253436094174
ROR2	3.44806726600678
FOXM1	4.7312609134771
ZBTB48	4.05284313463244
BUD31	7.06965806891618
MAOA	4.00624371445994
CCDC41	4.23089177887667
TNNT3	4.03554702724256
FBXO11	4.96624174651569
GYPC	4.94263101258866
PLIN	3.49280646709330
RFXAP	3.60425708012775
C6orf15	3.87658926235946
RNF4	6.76933242161637
F8A1	7.05270170266308
PPP1R3D	4.29725690775238
GRB2	6.45297114015955
TPM3	3.45125752871171
SYT13	3.59983420319309
EPB42	3.40353583690808
RP5-1077B9.4	5.04757942971337
EIF1	9.2178382159481
CETN3	7.6961423305317
FPGT	4.45571250406727
PRY	3.59630226662919
NTHL1	5.27548018088361
POLR2B	8.7766906484744
RPS28	11.9724458366932
GDF10	3.28458747901516
COQ9	8.16542120574782
P2RX3	2.86051140310868
GCC2	6.45167030907826
RARRES3	6.38780081122739
PLXNA1	5.43208638855869
WBP4	3.76881794010882
KIAA0100	5.27712178172541
PMF1	6.65339682535768
HS2ST1	5.19819921558696
CRELD2	5.81986138356737
C8G	3.59092598232745
CD82	6.2985000492874
PMM1	5.1499253890972
CBLL1	3.87822149188794
LIM2	3.4564198439039
VAX2	3.73110467858706
SETDB1	5.10429832717233
LRAP	4.71891316134103
GCLM	5.51984174013737
CPEB3	3.93104270132138
PPM1A	5.53528724383847
INTS1	4.38010999094856
MMP16	3.32653207728723
CAMTA1	3.2545471407422
SAMSN1	4.4852495267319
DRD3	3.05528971823687
GMPPA	5.00451589656802
C11orf73	5.88072274869186
AIPL1	3.84570529136419
PTP4A2	8.45303948651341
IL24	3.42806453793664
BDKRB1	3.47314461423251
HPCA	3.61543263597122
MLF1	5.578178715185
SEC14L1	5.92938610548364
CHFR	4.49523875337897
EMILIN1	3.14984462795017
THADA	6.24017787239132
TAF12	4.99407197834448
NDUFS4	9.16730420566777
ID1	4.08393616772139
PIK3CB	3.4653333575232
COL18A1	6.5106066378263
PDZD3	3.27453157499792
