Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_B06_443094
Composite Element REF	Signal
AACS	7.79809075542653
FSTL1	8.18760352945031
ELMO2	5.6047210726151
CREB3L1	3.97537622325863
RPS11	10.3450322671514
PNMA1	8.66456110608127
MMP2	7.62081639584417
SAMD4A	3.85602670826035
SMARCD3	5.7324547021158
A4GNT	3.82434018336087
C9orf39	3.38231293091373
PKNOX2	4.01047364129585
RALYL	3.26390686793402
ZHX3	4.45882986657623
ERCC5	5.85861963290175
RXFP3	2.97109452576775
APBB2	3.45774996191514
BBOX1	6.15525306665362
PRO0478	2.83397658351508
GCSH	8.04612849602787
XDH	3.69011118069969
EDN1	3.30901234186616
MTERF	7.06243784332142
PDCL3	7.47675893325464
CLK4	5.70693406659938
KCNG1	4.24205556975671
CXCR4	9.15325451543931
DECR1	7.5959519649788
SALL1	3.12784165255262
PTPRR	3.23755601160718
CADM4	3.36058671217167
IRAK1	8.33173471111953
CFHR5	3.13445608943741
HNRPD	8.07666671099443
TMSB10	11.3776540481367
CXCL3	3.84892355716473
LMAN1	3.71602617168941
SUHW1	3.91709905546266
CHD8	7.38180946821723
SUMO1	7.76330477612972
GP1BA	3.33310852334104
OR7A10	3.75934431244104
DDB1	7.2871186954783
CHRNA10	3.87262246891281
STYK1	3.63341145813076
MYO9B	4.30787937587674
CCNI	10.4578922095619
MMP7	6.68177468680942
EP300	6.16539498241112
CRNKL1	8.03983892212962
C9orf45	3.48064489359195
XAB2	4.4861832051083
RTN1	3.50562380383305
HIC2	4.44316880320256
TBX10	3.6506951553276
CENPQ	4.50786201046674
UTY	3.27164596577225
OR2W1	3.10912938982468
ATP5G2	11.1040676058667
ZEB1	3.36197455255124
ZG16	3.56408248744238
ERG	3.37557747507945
PARN	7.07431919571427
SOD2	5.80928092260164
JOSD3	8.02077008295839
ADAM5P	3.27896479346641
CHD9	5.07884270125742
hCG_40738	3.56644419271785
STK16	4.77792628463787
PDE1C	3.90433877758875
SEMA4D	5.46272754131192
AGPAT1	5.63994101474743
TOB2	5.37285722411556
BANK1	3.53648497456024
MAP3K3	5.56933795993645
MAX	4.77052688938336
GRM2	3.77255289210124
OSBPL8	7.70143327690806
PROSC	5.9399085315586
NR4A2	4.59658265144498
RICS	4.51651231488789
PIR	5.33955985384047
PPCS	10.9899429967040
IPO9	6.39289425191341
LONP1	7.40413744136371
EVC	4.55446133005430
CXCL13	4.29762355421338
SCYL3	5.57839365397023
KIAA1199	6.8183450040054
SORL1	8.13249612112921
NAT10	6.59075858159297
CHD1	6.14649021249695
SYN3	3.65572188781204
DMC1	3.88000654379922
SLC22A2	3.64388612820395
SERPINF1	6.59507487078702
C20orf27	5.59534308646987
OR7A17	3.0893809728781
RPS6KA5	5.1606791548216
LHB	3.42306113920932
TAOK3	4.81303517152331
STK25	6.85081911226304
SLC12A4	3.62935728716368
BRCA1	4.67369823423765
GBL	4.86160387679524
C14orf108	7.34713701791716
CDC25B	7.04145829847058
BMP3	3.14287145371042
MAP1LC3C	3.3470123554642
TMEM180	3.57012588904912
CRYGC	3.58067238445077
SLK	6.75693027925696
POU3F1	3.18214456442655
C20orf32	3.85615848888092
USP52	6.89872601529828
HIGD1B	3.68663495458219
BAZ1B	6.66506272526117
USP6NL	5.17588269780839
SLCO2B1	3.74808021655454
ABCD4	4.75077056031221
DIMT1L	5.77543938443792
SLC25A46	6.71693016690294
LARP7	5.56899055509492
TEK	3.78394951016171
CD160	3.51977672630697
TERF2IP	6.70116281655035
PHF20	6.57486834860829
COL1A1	7.67009993605285
KIAA0090	5.15566319061931
GTPBP1	5.18032729120295
GRK5	3.54884036582187
AP1S2	4.21893107714276
RAB33B	4.24558084880285
CA11	3.98804276431421
ALDOC	5.7248565612313
NUDT1	5.57948248450845
ZNF212	5.68165535310199
ACBD3	7.46944805813165
ZNF83	6.56027871720488
PRDM2	4.59823064454808
GDPD5	6.19848655790602
PDCD4	6.05759038011084
CEP350	6.4656463621202
FOXP3	3.29934442748494
SMYD3	6.3419520097404
CST7	4.0997890620009
SELL	3.84887304494441
CIAO1	6.70687527445137
LGI2	3.93398999328734
WDR45	7.17228527049136
ANKRD6	7.3040343023399
LTBP4	4.08151009412656
PSCD3	3.52270950779511
PYY	3.23960610386298
KCNC1	3.064350533183
SIRT6	3.9190098670636
CCL19	3.96061756765494
ARHGEF9	4.79191016963133
ABR	4.48944632911607
C10orf22	6.72783052754885
STK17A	4.51873106464141
FOXE1	3.47930562560925
GML	3.02125467182956
CNGA3	3.16088946110736
CD38	3.8418633682337
ZDHHC6	7.06923979662503
NEFH	8.8382968045151
PGBD5	3.98184997122869
CTDSP2	8.39900431154364
RMND5B	5.7608607272798
ZNF257	3.75956527832492
DUSP4	3.44584260439414
FLJ22167	4.61386835790227
EXOSC7	6.92171338768401
ROR2	3.62694988627591
FOXM1	6.10658658135296
ZBTB48	4.31533975983038
BUD31	7.6866097370421
MAOA	3.99616295650751
CCDC41	5.0896470258228
TNNT3	3.88736687067291
FBXO11	6.02248126419936
GYPC	4.97350145116634
PLIN	3.66751049681156
RFXAP	3.48648840480446
C6orf15	3.75753416634803
RNF4	8.10701125302966
F8A1	7.92299272831686
PPP1R3D	5.0448573349785
GRB2	7.79056317417024
TPM3	3.18229310920095
SYT13	3.51535322999416
EPB42	3.53821475026869
RP5-1077B9.4	5.30955143119164
EIF1	10.5924953612660
CETN3	7.62928246064433
FPGT	4.66546734322098
PRY	3.40267224949621
NTHL1	5.52179977794506
POLR2B	8.16038941424304
RPS28	11.9103677893354
GDF10	2.98970579935207
COQ9	6.28515482486254
P2RX3	2.83138050843883
GCC2	7.72297623282608
RARRES3	5.85524033489652
PLXNA1	6.24515763720175
WBP4	4.56898301952845
KIAA0100	7.04362710218738
PMF1	6.32783850365703
HS2ST1	5.65959071669328
CRELD2	6.2306968571424
C8G	3.20433904811075
CD82	5.7200267922135
PMM1	4.42765568759146
CBLL1	4.20509639440642
LIM2	3.35711730122266
VAX2	4.13274053733411
SETDB1	5.21748000664974
LRAP	5.70886507842022
GCLM	6.5512759582805
CPEB3	4.06597320274917
PPM1A	6.04326714081754
INTS1	4.15193846091711
MMP16	3.1596639613103
CAMTA1	3.77107694181956
SAMSN1	4.05476526727857
DRD3	2.74554159416724
GMPPA	4.85232376292939
C11orf73	5.65338928064298
AIPL1	3.96457733677973
PTP4A2	9.28803624513826
IL24	3.47302096168442
BDKRB1	3.36298694331695
HPCA	3.40543248321831
MLF1	6.50641327969279
SEC14L1	7.23927496870818
CHFR	5.56917290380289
EMILIN1	3.23508661351530
THADA	6.67468430132526
TAF12	4.81171325192337
NDUFS4	7.50292113082064
ID1	5.99457122734147
PIK3CB	4.1568974912613
COL18A1	7.17117740861516
PDZD3	2.97112882841618
TBC1D17	4.61805912366837
COX8A	9.31999950001004
CDCA4	6.54035475234549
C2orf44	4.73015664971415
C9orf16	7.4569520633352
ERBB2IP	8.54833628917446
EMX2	8.94623022391525
FUS	6.58877341403456
NIPSNAP3B	3.63177643884121
TF	3.34640687276788
CXorf56	5.054587923967
CLCN4	4.00054662927659
PWP2	5.13443995146471
MMP15	3.98176907165433
MTMR14	6.28595584384168
NPR1	6.86484489593813
DNAL4	8.2517934233081
ELAC2	5.16241069153233
ASS1	11.0292547009793
IPP	5.49654905622222
TMEM59	9.43417210129042
POLR2J	9.33003168002155
SEC23IP	5.05604179376791
RGS4	4.13081294930423
UQCRC1	8.75793105771962
SNX6	6.96098912000384
DDX18	6.85514022544466
POLG	4.66411292933531
ADAM23	3.80495342246203
ZNHIT2	4.30112676274902
TFR2	3.35685988110947
NCDN	4.21320273118642
RAG1	3.28161950200132
POMT1	4.4116347253593
CYP1A1	3.59127214105569
SNAPC1	5.48958450584716
GNA11	5.75586281088813
CCDC52	3.06783953793574
CAPN1	6.1817867815802
DDHD2	6.54165036983891
UPF3A	6.1499305043343
LAGE3	6.06038160334016
GNRHR	3.04635684636752
UNC13B	5.50213787697172
TTLL4	5.01089803506943
PPBP	3.19707177741084
HTR3A	4.85672404923109
SDC2	4.89080308484545
ANKRD49	6.34500126015303
BTF3	10.3873920899929
COX7A2	10.3505863785548
SARS	7.8062081774891
C13orf18	3.63889600318301
CACNB1	3.78639337817377
QKI	5.49561938093071
SETMAR	5.47728753320092
LAMB4	3.32860782311192
MAN2B1	6.82966080488318
EML3	5.10943184096454
ACADL	3.21170014427842
OFD1	8.73242540771308
CGA	3.30474749788010
EIF3EIP	11.734799119482
PEX16	5.26277689616132
GNG12	7.15699837388101
HABP4	5.0433392404127
CNTN2	3.62135402624307
ASNSD1	7.0432027154458
FUT4	3.87484611716373
DBH	3.41714532593818
CD53	5.26665716820429
HIST1H2BJ	3.53146201680018
TFAP2B	3.3421966374971
ACF	3.64830952121992
TMEM11	7.2433532792861
CDH8	3.23848681485628
C3orf32	5.92945879913475
AGPS	5.13462967873866
C4orf18	3.14037015748864
PCCB	8.29781915416895
IPO13	5.55279630868619
PECI	7.93117754598204
UNG	8.03931618706831
C6orf105	3.83414965641069
GSTP1	8.41793631929584
SUV420H1	7.09301628352971
ARHGAP15	3.40490987777411
LTBR	6.45350626583681
TDRKH	3.78803752444004
PSG4	3.34862267330983
SLC9A3R1	6.17076800514636
NBPF3	8.81422902873129
SLC9A3	3.60469257225893
OSBP	5.91005472267424
PRR5	4.67914437715793
CHMP7	5.18954362967461
ADRA1A	3.11613626313712
ASAH1	6.4663071479816
FKBP4	7.39558969998222
ZNF350	4.56219292148710
DOM3Z	4.8000793324979
GIPR	3.82759652489003
AHI1	4.67143265388603
BST1	3.74226697572371
NCR2	3.39627316460405
NADSYN1	4.45548952359874
UBE2W	6.1903448044667
RGS14	3.81735209955195
KRT15	4.19172614001194
SCN11A	3.84874241156884
GFI1	3.42441133552289
FHL1	5.03687134350504
SMC6	6.41379989739058
GATA1	3.66719147181225
OSGEP	5.85029807091629
ARMC6	4.41330252738022
HK3	3.38246677201267
PSMD5	6.59043240267897
RSU1	5.93425668968163
RPL4	12.0778009885705
MAD2L1	7.5493318091253
RBPMS	4.46476970329134
EIF4A3	8.83109670808369
E4F1	4.65645257800510
DLEC1	3.59337459455208
PRPF3	5.28504896735127
EMR1	3.66119485934077
CHMP2B	6.66270976789064
CAMSAP1	4.66935968983162
RPS21	10.3823649167908
XCR1	3.14220555099186
ARID5A	4.4504423116446
RBM6	6.30175252284444
UBE2N	7.96911622610241
KLF4	3.67977720124004
MGC4172	5.02915610736175
LMO4	6.80935001480868
KLKB1	3.32819869376902
HDAC3	6.39983451064504
HP	5.30074090025583
SCHIP1	5.35798644288105
BTK	3.91767500462632
KRCC1	7.38654062098074
PRND	2.93185338331075
C6orf27	3.74179766953026
PIGL	3.79757079654863
CLCA1	3.46020564558639
C1orf112	4.9503386573057
OLFML2A	5.58237746536216
HUS1	4.85212865768727
SFRS6	7.12551642113682
CXCR7	6.16642745368254
UIMC1	5.60999704654896
FXYD2	3.57408739591247
GOT2	7.34395868514249
ZNF667	4.01601999606341
TFEC	3.39339517116747
ATP7B	5.58259488033128
RAB38	3.64373488875140
POLD2	6.83253408082926
PPM1H	6.84276283896858
DCX	3.26967902293009
NFYC	7.79444620934844
ZNF228	3.83857303716715
KIN	5.39817872405965
PLSCR4	6.10084677782495
HIST1H4I	4.10284218070187
PPARGC1A	2.99689305797721
HIG2	6.69219266876376
KCNK10	4.24754555277952
EXOC1	7.48022848620254
OR6A2	3.88353601003354
ETFA	8.13485932346257
PDAP1	5.463471489342
C19orf6	3.50411582982084
POLRMT	4.69444705555012
ZNF146	7.15662288203658
MIA2	3.20164594476965
LY6G6E	3.28023766920973
EIF4E2	8.83545195714692
NENF	5.00790412859721
HOXB5	4.13028508202294
ZNF324	4.08722811642135
CUGBP1	4.49824687387207
ENTPD7	4.28267557978665
TTC13	5.94774456181235
GJB5	3.11208421989973
PRSS22	4.18569514213367
CYP3A5	3.48184622943059
MBOAT5	4.60961703045191
CUL4B	4.56661049029936
CENPJ	3.26928565483188
KIAA0664	6.84976214531943
PITX1	3.48351136468245
PDGFRB	5.49962025860852
RDX	5.56698377713645
CELSR3	4.21627279887316
JUND	6.22459040424868
ITSN1	5.50882553268588
CHRNB1	3.93799308160058
EHBP1L1	3.78648660785983
C19orf2	7.01546048300722
FETUB	3.05349573070483
CAMK2B	3.1143684294101
DCTN1	5.86478794953912
TNKS2	7.0039988967994
MRTO4	6.76017598404319
C1QBP	6.84749908377357
TTC3	8.05284015027922
NDUFB8	8.7097226755955
CADPS2	3.7439796142237
EDG2	4.45046534385476
MYF5	3.03369470328813
SEMA3G	3.3081759661805
IL23A	3.72981447254642
GJA9	3.71578503154537
R3HDM2	8.27936899369024
C5	3.81136244316338
SLC2A10	6.48725210321047
TRIM45	5.26516504398858
TSP50	4.07130964922455
PAQR3	5.11565553917842
ANKRD26	3.27003534437829
TCP1	8.64916318480748
TMED7	6.97624822660599
CMA1	2.99335591103910
PTCRA	4.35535781817383
HCRTR1	3.39650679367338
FST	4.77621091965862
PAWR	4.32223955624171
LDLR	3.9663401575692
ASTN2	4.00022029295603
SCRN1	7.17610723945026
GPATCH8	6.58231130406758
KIF4A	6.11442308146897
TANC2	4.16926061326818
ZMYM5	3.60742039809545
PGM1	8.44035227384018
ZNF586	3.65247629764439
POLR3G	3.63027923602676
CPD	6.36020973239288
SNCAIP	4.28016218375685
DCT	3.45101561622712
HLA-DOA	3.55738119504119
TANK	6.53027892244581
RCAN1	4.33405582529868
UPK1B	6.45465812223541
DNAJB4	4.55004863292201
UGT1A8	2.84485715955705
LIMD2	3.56860607504933
HIST1H4L	3.48001431872923
PECR	5.74092651890349
HSPA2	5.46693428460219
SERP1	9.1793338843552
TACR2	3.39395390015409
NUP85	6.81633839227776
CD177	3.25770003048857
GPR135	3.21643563404423
PIGG	7.23878635821388
LGR5	5.56130799198804
JAK2	3.48846192700095
DPYSL4	3.23634695221476
TM9SF4	6.11443007169925
PTHR1	3.29454250671360
SIRPG	2.91671985068571
ZNF264	5.63162903077733
BICD1	6.03290802246177
RAB5A	7.19382776918156
FLJ13224	3.27151033181967
METTL5	9.2179704144161
HERC6	6.09336194955776
CASP1	4.40239745787481
USP9Y	2.87337501857271
LRP1B	3.05595378230152
XAF1	7.20685786859302
PLA2G4C	3.55310192138729
APOA2	3.22257721714346
SPAG6	3.12371869543247
KALRN	3.61807570767729
SECTM1	5.63601928056617
THOC7	9.07400112318903
IFNAR1	5.03536512394238
TCTA	5.78561719416317
NY-REN-7	3.19034435229179
TALDO1	9.15922740550596
B2M	11.1689742739022
LPPR4	4.33879050655735
SQLE	5.62962965404978
SEPHS1	6.16665423776217
EIF5A	6.27111589510053
FAM49A	4.46727853999758
YTHDC2	4.13751215412624
EHD2	4.39931495869234
NCF1	3.49344381528618
SPG7	5.51553502626028
ZNF614	3.44168867094034
HOXA5	3.34573455286759
NUP133	8.01940018418256
FGF12	3.71986808288564
SLMO2	8.11287486449386
INPP5B	4.28408191705364
PPID	6.42716729325865
SNTA1	5.00893839677176
IL20RA	4.17618913136522
UBE2J1	6.11435476607189
CACNG2	3.28889591827737
GCM1	3.17871317034791
ELF1	6.12992253271246
TLR5	3.74717145831397
TCFL5	6.76943200678581
C1orf107	6.21810496641247
C19orf22	6.6494829317792
SAFB2	6.22119163026156
MAP3K7IP1	3.69068540508001
NCK2	7.96566681435335
OXA1L	10.7938743447540
KIAA0652	5.58259476548786
KLRG1	3.79024338365241
FRAG1	6.22321632689338
ZSCAN12	2.97333905877651
PSMD12	7.34725085426158
E2F4	4.94662655859564
CLEC4M	3.87368938806233
KIAA0999	4.97861690296524
CLDN10	7.11575236342218
MGC13053	4.23389800354511
TAC1	2.79142981199273
GYPA	3.40513821626259
HPCAL4	3.41466485074228
TRAIP	4.06959677797395
MEX3D	4.42588995982607
KIAA0232	8.40717802045036
ERCC8	4.58408810530905
NFAT5	4.51949216636243
GPX4	9.52705444666296
CSPG4LYP1	3.23585822515266
KIAA0368	6.3333220310663
FBXO3	5.70504467112471
DVL1	6.55499499557007
CMKLR1	3.5250143734237
GPR157	3.67551905911269
TYMS	8.24477944186426
OR52A1	3.00519020420221
PEF1	5.85909377990547
ZNF750	4.68051362515326
ALG9	5.82965161189209
MCM5	4.98681056540813
SDK2	3.75852964652669
BAIAP3	3.85466506241038
RABGGTB	7.09828112247136
KCNK7	3.33122230406159
PTP4A3	4.56751178692733
ANKRD40	4.5443393064345
CALCOCO2	6.80666889216145
TMSL8	4.94663137712694
SNCA	4.15487542098125
ZNF551	3.92467425407155
HBQ1	3.3151443093512
ARHGAP26	3.87671046749174
GEMIN6	7.02069667702493
HRAS	5.66521391448125
KLRC4	2.8950265091293
BSDC1	5.95555608543032
DSC1	4.18891326253164
RNF43	6.11456955148662
NDUFAF1	5.94180998189327
MAP2K4	6.01883654872038
FOLR2	4.31259937886263
LYZL6	3.85924054423259
EPB41L3	3.12525658667755
TEKT2	4.47514054486418
CDKN2B	3.43772693163849
WSB1	7.32315896544452
ZNF480	3.74425910695063
MAP3K6	3.96029471214518
PROS1	5.22227458383938
PSMB8	7.49296937446584
HN1	8.76567358026499
MAS1	3.14566150444533
APOL1	4.16335085647821
CSHL1	3.36776359664059
ZBTB7C	3.22958104635184
AHCTF1	6.54987571606326
SAE2	9.4672782911979
ITGA2	3.58270799666202
AP2S1	7.9332522935649
P15RS	6.8556742523444
MME	3.83513540932295
VAT1	7.40899929669846
MAST4	5.23372571930756
TUFM	9.06678541356042
KRT33B	3.26766125172541
THEG	3.80697012098544
KCTD2	5.55663082326078
WDR26	8.6501214460596
MFI2	3.37266317000181
KRT34	3.25445270990779
NR4A3	3.41955403876606
SGSM3	4.237542007788
ARSA	3.90839445334527
TOMM22	7.50877029475466
SOCS3	3.64795713625518
UNKL	3.61090475810004
POP4	7.70514731722037
BHLHB3	10.2272401730634
MALL	3.65282233007986
SOX15	3.19414965725354
CCNA2	5.51603950820061
PARK2	3.16967136206505
GPR124	4.10670382175361
TMEM132A	5.35691722383802
CGRRF1	5.36108156627971
RUVBL2	7.5934860710105
MCAT	4.76868086210243
WNT10B	3.64916329447223
ISCA1	6.98317715619276
RPAP1	4.68028214454707
C12orf48	5.52931139480414
RAI16	5.77619475188653
RPL27	9.82092713947098
EPN1	3.81403457202469
MAGI1	2.85636577909405
GBX2	3.26382450705055
SLC35A1	7.13277112566381
GAL	4.080747927425
SLC14A2	3.60898728166266
RDH11	7.0483742854361
ZNF518	4.74607110723051
PCYT1B	3.32240200122862
AUH	6.44038307216064
EIF3H	10.8399903979966
KIF1B	7.37384024302653
MBD2	4.46255993475345
AMOTL2	8.64822502690888
C6orf120	6.79746046914994
PIGT	8.13144801926817
PSRC1	5.21311401175314
PLA2G10	3.65362599093332
ALAS1	7.30674412903845
FOXO1	5.95005257359622
C17orf62	7.41496595272204
KIF5C	5.48409073882866
DUSP10	4.60456080734154
CRLF3	7.93674647632953
CLCNKB	3.55448580477527
PSMA5	8.49869767318206
FARS2	5.11411261754162
CCDC28A	6.6363404046148
AMPD3	4.42833422880077
PIAS1	6.76792225621741
ADCYAP1R1	3.69090190549385
TMEM134	7.00951547954645
CDH20	3.08390128092863
FBXO7	6.86108539106785
FLJ14213	4.22884261193774
ZNF3	6.02290451072913
LRRFIP1	7.39084463081915
TMEM49	8.85026783081595
CNOT2	9.3014265585896
CBX2	3.05313590283243
ZC3H14	7.12620551258706
ALDH5A1	6.48220529018978
HNT	4.11716240364549
SERPINA4	3.13593672432759
FLJ20920	5.97612443633183
CRTAP	6.1751375781293
DDX50	8.90785163553015
STYXL1	7.79804535552604
TK2	4.26435640386212
BLVRB	5.71575665330677
STMN1	6.4336563673901
GUCA2A	3.17595775188624
DPP6	3.19011266937191
GALNT10	4.17473036363902
STK39	4.82496573055397
MMP24	4.712465496985
CKS2	9.49990244071164
RHO	3.61079754766284
BANF1	8.24529693206558
CR1	2.98362513619048
RPS6KA2	5.5587662356718
HMBS	6.05776091067799
C20orf112	3.49089725944074
SLC25A24	6.87185655748813
MRPL22	8.15866114907997
SLC25A15	4.98282110861295
GADD45B	4.64508073675388
TDP1	6.01472882499046
ZNF287	3.64738903471867
DAAM2	4.96720321125857
C11orf57	5.59798728109095
RFK	6.93241139799867
ZFYVE9	4.36800468655539
TCTN3	6.9424963393826
STCH	6.33119810749763
LOC283871	3.44311769782596
NDUFB3	8.00876644059696
DEFB4	3.71703134311111
FPR1	3.53959132886629
FMNL1	4.09650541527458
SEPT7	9.02658557787037
PTCD2	4.66796573788052
GNLY	3.42555309897959
GRAMD1C	5.02286422300683
ZNF165	4.62939708928811
TR2IT1	4.10615747052354
ARMCX3	6.51085783282929
NDE1	5.84769949878962
MAGEF1	7.47781198771015
ITGA10	3.81735375870256
ARHGDIB	6.40634697676514
FSHB	3.78995346252010
ANXA2	11.1845292841337
HLCS	4.07578106778632
MCF2L	3.6853507575115
AK1	5.86118130178016
FH	6.72424477072505
LGALS2	3.79921471389373
SYNPO2L	2.62325414227918
KIAA1045	3.36186441488921
C1orf183	4.54037095326927
MAGEA8	3.02822444429779
DGCR8	4.49482751397977
GSR	4.64285531640611
NEU2	3.57749313910942
HIST1H4B	3.61149303491079
CACNA1C	3.10946165216683
FAM20B	6.58195092444223
HES2	3.12897683568335
PDCD6	9.12838441771447
INTS7	5.23294901482393
AMPH	4.02053798538358
UCKL1	7.07969961580621
ASB4	2.87436820747540
C10orf97	4.5647467917936
ALDH1L1	3.78405478318287
CCL23	3.37931239033219
OBSL1	5.15877300079792
SLC12A7	7.06327443250381
THAP4	6.36418663197857
RBM4B	4.80057607346287
OGFRL1	4.53426119965942
KIAA0831	5.89776256736101
C12orf11	7.7164877122907
PPP1R15A	4.10677904865474
KIAA0240	5.90579783978997
CD1B	3.21215674115761
FCGR2A	3.59490499024211
MDC1	5.15648031146747
MAN1A1	3.36544873663032
KRT9	3.43044706416228
HTR1A	3.76935280333513
OCEL1	6.59684023895481
ATP11B	6.57814035457453
NLGN4X	3.80660104801112
FBXO34	7.11861066983015
ALOX12	3.44779682599094
RB1CC1	7.3102333320773
PCDH12	4.22703065108239
RPE	5.06248791071953
EIF4E	5.60221688802354
CSDC2	3.66149205335072
ABHD5	4.61028965383599
TMBIM1	6.29251065102172
PET112L	4.79326096989988
P2RXL1	3.42642549753071
F2RL2	2.93407325682046
TRMT1	4.83297121182884
IMPG2	3.76498757591775
LRRC32	9.3680663852384
BGLAP	4.05862283911066
HTR4	3.38503794815577
MRAS	4.57697730202623
TRAF6	4.63094362968803
AXL	4.20437248419736
ATP2C2	3.54398759802301
LMNB1	5.44813433232871
TELO2	4.03246718613505
PNPLA3	3.47713174114447
CSNK1E	7.8959841145091
SRP14	9.97039969965314
KCNQ4	3.11184917014638
PIK3C2B	6.42406515647074
C15orf15	7.199557778783
TUBB2B	3.45437573573782
USP15	6.35738487813797
C12orf41	8.38679030051426
CEND1	3.74849885986047
RNF31	4.49913944886788
TCEAL2	3.70786525488716
PTGER2	4.06337697638445
UBN1	6.8776013030555
SLC5A7	3.19704417277004
SLC31A1	5.79038369848112
ADAM29	3.43503930502482
ST7L	3.97285562738942
GFOD1	6.49876218330063
CTNNA1	8.83404382779203
HRBL	3.82541146889848
CBX4	3.63722594705726
NTRK2	3.54564702260918
FOXN3	4.8650893716031
MFGE8	5.95013206676522
PFKFB2	3.92483107478155
TAS2R4	3.56092239144705
SH3TC2	3.06354073520439
IL10	3.57486119006280
PXMP4	6.43703831286432
RNF167	6.85682167476507
PRMT5	9.59072900468287
TSKU	7.16811414933114
ATPIF1	8.58062753509689
ETV3	3.13939849685503
PAK7	2.98204597496009
PDLIM1	8.71953034980513
CEP63	5.34530439605635
WDFY3	5.16700277216659
RNF126	5.23822293195736
DPM1	9.0153107437138
CLIC4	5.94404508259822
ACR	3.76769771800344
KLK7	8.83432348019253
ALOX5AP	4.65438167321268
LRP1	4.85995632776406
TNK1	4.85720622471136
TAS2R9	3.21352625867788
ZNF16	5.91160932039664
POLR1B	5.53462288545306
SLC8A2	3.82077954082876
OLFM4	3.04163275156925
