Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_B08_451984
Composite Element REF	Signal
AACS	6.78225359623658
FSTL1	8.410991615019
ELMO2	6.1915150104187
CREB3L1	4.47524360306873
RPS11	9.90494684593303
PNMA1	8.26852715185372
MMP2	7.02152630261043
SAMD4A	3.85540365145592
SMARCD3	5.86451149618839
A4GNT	3.83331072496625
C9orf39	3.18352483513040
PKNOX2	3.89530309474784
RALYL	3.16396731504338
ZHX3	4.26768682343451
ERCC5	6.1516362766147
RXFP3	3.18494508934784
APBB2	4.94655481411482
BBOX1	3.61347362278113
PRO0478	3.07482466747938
GCSH	8.6240668514254
XDH	3.91892563862177
EDN1	4.18768552642643
MTERF	7.03831352518103
PDCL3	6.99402189714905
CLK4	6.17024019209925
KCNG1	4.31068960250390
CXCR4	6.37357875422445
DECR1	8.48579123694943
SALL1	5.04682376108902
PTPRR	3.40074187616833
CADM4	3.63246155542609
IRAK1	9.22791510884717
CFHR5	3.26034573366345
HNRPD	7.65845492153352
TMSB10	11.7294546842406
CXCL3	3.51474703681290
LMAN1	4.00936221711716
SUHW1	3.66032282395277
CHD8	6.33264972978203
SUMO1	8.05740363262731
GP1BA	3.46213989682053
OR7A10	4.07215845197753
DDB1	7.20709402946066
CHRNA10	3.52493799830155
STYK1	3.30082076159991
MYO9B	4.61254356768402
CCNI	9.43614866739163
MMP7	11.2048084258138
EP300	6.41942004821458
CRNKL1	7.1312933605698
C9orf45	3.42206566469414
XAB2	3.8142325498385
RTN1	4.3071326986026
HIC2	4.36542657585091
TBX10	3.64875210276778
CENPQ	4.65568979226052
UTY	3.16101590704182
OR2W1	2.88532539579218
ATP5G2	10.0485843216902
ZEB1	4.23148165968827
ZG16	3.60840508886838
ERG	3.72884017117514
PARN	5.8749479632188
SOD2	4.90767691527356
JOSD3	8.3471578390124
ADAM5P	3.21993850174101
CHD9	5.14497215784072
hCG_40738	3.77759113989485
STK16	5.00274549673431
PDE1C	3.62987362888247
SEMA4D	5.07402448683419
AGPAT1	5.98371984657341
TOB2	6.36513191193106
BANK1	3.77897064231315
MAP3K3	5.04753117196389
MAX	5.00345957923938
GRM2	3.75111516079181
OSBPL8	6.44643137017671
PROSC	5.55919408299691
NR4A2	4.5743481069572
RICS	4.6550296008781
PIR	4.82173944059948
PPCS	9.2588926274941
IPO9	5.82707410385485
LONP1	6.51983862145964
EVC	3.99629288470223
CXCL13	4.02164253072623
SCYL3	5.36937076792865
KIAA1199	5.93892932521027
SORL1	8.34564387597714
NAT10	6.16174621538725
CHD1	5.98784011583761
SYN3	3.48838616650221
DMC1	3.87708207477754
SLC22A2	3.71106017404307
SERPINF1	7.3017920075197
C20orf27	8.0558237404959
OR7A17	3.16425741235090
RPS6KA5	4.39370375561004
LHB	3.63050810370025
TAOK3	4.56995084374855
STK25	6.00794586248112
SLC12A4	3.67604465481072
BRCA1	3.88405748731853
GBL	4.85901878022487
C14orf108	9.01786456232133
CDC25B	8.24527807000673
BMP3	3.29394461321548
MAP1LC3C	3.53915253835083
TMEM180	4.67899829313983
CRYGC	3.60571992580201
SLK	6.41708285723014
POU3F1	3.37160982839643
C20orf32	4.10133919413781
USP52	5.36769695329366
HIGD1B	3.83712010741319
BAZ1B	6.31027105960316
USP6NL	5.43309433728008
SLCO2B1	4.06950663950491
ABCD4	4.67337863365289
DIMT1L	6.03628648641195
SLC25A46	7.61950804824301
LARP7	6.95433069469994
TEK	3.68747062391474
CD160	3.53009635454974
TERF2IP	7.33361589379532
PHF20	6.37345476276653
COL1A1	8.10760421069675
KIAA0090	6.21681674452296
GTPBP1	4.37266835043019
GRK5	4.09590787738532
AP1S2	4.5101027881961
RAB33B	3.92984595528522
CA11	4.26975277642515
ALDOC	5.35765696894242
NUDT1	5.9412430521712
ZNF212	5.55098815361928
ACBD3	7.38916128532495
ZNF83	7.50293715079485
PRDM2	4.85687722720241
GDPD5	4.58455874361894
PDCD4	5.95498362072331
CEP350	6.16674463499151
FOXP3	3.44072713214962
SMYD3	6.96526519442639
CST7	3.95727194072768
SELL	3.65769657358080
CIAO1	6.31176092394383
LGI2	4.02840404614912
WDR45	6.78473258143029
ANKRD6	5.94898455480686
LTBP4	5.71953222979991
PSCD3	3.76564495268291
PYY	3.11354537964115
KCNC1	2.99265158845701
SIRT6	3.79477002656834
CCL19	3.87789659747439
ARHGEF9	4.56812347483915
ABR	4.40740950138093
C10orf22	7.060609687862
STK17A	5.31772394748066
FOXE1	3.92269019200001
GML	3.27607412776671
CNGA3	2.98933585299176
CD38	3.42543631243541
ZDHHC6	7.92446839535372
NEFH	6.55664006061857
PGBD5	3.62605912614907
CTDSP2	7.1775675055807
RMND5B	6.27854573427467
ZNF257	3.51187327217329
DUSP4	3.51654453513621
FLJ22167	5.7893266757253
EXOSC7	5.99834483577354
ROR2	3.74754806015182
FOXM1	5.30515330903221
ZBTB48	4.5829782915471
BUD31	7.53567050248086
MAOA	4.13312621654708
CCDC41	4.87297165419264
TNNT3	5.36282566118202
FBXO11	5.81347374826263
GYPC	6.14628820827461
PLIN	3.48578448217873
RFXAP	3.77943352336101
C6orf15	3.92293603593652
RNF4	7.68817644767747
F8A1	7.2296514515131
PPP1R3D	4.9711114578675
GRB2	6.79895456494364
TPM3	3.32752112206066
SYT13	3.56340821747841
EPB42	3.72600439931618
RP5-1077B9.4	5.8430774302075
EIF1	10.4454727356074
CETN3	6.77899760352019
FPGT	5.40166494498379
PRY	3.64311953074602
NTHL1	4.68370334965671
POLR2B	8.43506869047277
RPS28	11.7136808061330
GDF10	3.33016972022555
COQ9	7.18020829456581
P2RX3	3.10482667114975
GCC2	6.89857241979325
RARRES3	5.43735916730116
PLXNA1	6.7337491690929
WBP4	5.628172281957
KIAA0100	5.99341119846438
PMF1	6.633209552177
HS2ST1	5.67990817715091
CRELD2	6.37683469132818
C8G	3.35694421576206
CD82	6.0185379244796
PMM1	4.83847561156241
CBLL1	4.92890587416033
LIM2	3.47901087155854
VAX2	4.42634090501029
SETDB1	5.44148276227044
LRAP	2.99772399303687
GCLM	6.74298082219205
CPEB3	3.40334833671075
PPM1A	6.47979728298499
INTS1	4.46112306107322
MMP16	3.26372237302471
CAMTA1	4.19829620189164
SAMSN1	4.52755503653373
DRD3	2.78242878674572
GMPPA	6.21582164946063
C11orf73	6.42837001337324
AIPL1	3.82979124227597
PTP4A2	8.44899469817308
IL24	3.09295017191649
BDKRB1	3.26882780311136
HPCA	3.57187586912107
MLF1	7.53660532134646
SEC14L1	6.08049372813763
CHFR	6.23708768517037
EMILIN1	4.36396040492111
THADA	6.04450768597716
TAF12	5.19386941871745
NDUFS4	8.03716854381637
ID1	8.34963219157494
PIK3CB	4.4333567216611
COL18A1	8.02888135797391
PDZD3	3.23027541375323
TBC1D17	4.73394368881775
COX8A	9.45398030175946
CDCA4	6.54693154144575
C2orf44	4.89465820083188
C9orf16	6.8023478377024
ERBB2IP	7.7983492801325
EMX2	9.85102183166322
FUS	6.83010644954214
NIPSNAP3B	3.75966909520565
TF	3.3780104846162
CXorf56	5.34595702544949
CLCN4	3.89241218715212
PWP2	6.1568940975337
MMP15	4.04320438453319
MTMR14	5.63470626631509
NPR1	5.96195479681025
DNAL4	5.2087512824952
ELAC2	4.84644561100237
ASS1	10.5610547055448
IPP	5.29061963469769
TMEM59	9.55585666284195
POLR2J	8.58847057647204
SEC23IP	5.84906935473151
RGS4	4.32119815347494
UQCRC1	8.69157613020548
SNX6	6.93733250868387
DDX18	6.91895447331795
POLG	4.4530942617685
ADAM23	4.13017194247307
ZNHIT2	4.36864473205495
TFR2	3.50345636863281
NCDN	4.28789059209922
RAG1	3.41702669748476
POMT1	4.49060951577175
CYP1A1	3.55331805024363
SNAPC1	5.86570599521463
GNA11	5.06096320532744
