Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_B12_443114
Composite Element REF	Signal
AACS	6.84661145633387
FSTL1	7.75173292597404
ELMO2	5.55154246677712
CREB3L1	4.08060237413262
RPS11	9.85526020384757
PNMA1	7.73666927202586
MMP2	7.58724748623068
SAMD4A	3.60353579703701
SMARCD3	6.65981574370572
A4GNT	3.58592688633839
C9orf39	3.35562733450511
PKNOX2	3.90884565323106
RALYL	3.33203436235243
ZHX3	4.52438938897772
ERCC5	6.45250720396253
RXFP3	3.13831695994258
APBB2	3.97076259893792
BBOX1	6.59981139367857
PRO0478	3.12546392195123
GCSH	7.16382193746884
XDH	3.77572490357482
EDN1	4.09366530643842
MTERF	6.40721238831444
PDCL3	7.275918029086
CLK4	6.70018928966753
KCNG1	3.97279122189086
CXCR4	6.17974268661090
DECR1	7.72845574697143
SALL1	3.07699838137207
PTPRR	3.44554497417715
CADM4	3.41961177174134
IRAK1	7.9672530885673
CFHR5	3.14793853103604
HNRPD	8.13146419074313
TMSB10	11.6928202219671
CXCL3	3.89098625964250
LMAN1	3.60170755052831
SUHW1	3.78033841306792
CHD8	6.46471387408757
SUMO1	7.09460140978763
GP1BA	3.21661251142684
OR7A10	3.83170474194257
DDB1	7.21067461333901
CHRNA10	3.77105900315733
STYK1	3.82112689933545
MYO9B	4.21369934057004
CCNI	9.89213189601326
MMP7	8.83429271047146
EP300	5.72440164613672
CRNKL1	6.2075979583665
C9orf45	3.2327104625793
XAB2	4.20793316798064
RTN1	3.36890378714502
HIC2	4.10387765710071
TBX10	3.546973801488
CENPQ	4.09943337464335
UTY	3.26233202972215
OR2W1	2.94914499064478
ATP5G2	10.5062119250689
ZEB1	3.74877625035124
ZG16	3.67775211092814
ERG	4.10265142983096
PARN	6.9985151978987
SOD2	5.40438344455029
JOSD3	7.82649282141822
ADAM5P	3.18130014547713
CHD9	5.65209734998475
hCG_40738	3.68885568111097
STK16	4.25894221380782
PDE1C	3.73497262474129
SEMA4D	5.62550942345371
AGPAT1	5.8506686276091
TOB2	6.09106520064193
BANK1	3.92813104339834
MAP3K3	5.70120089772779
MAX	4.8584593359714
GRM2	3.62595125292563
OSBPL8	7.37278271361067
PROSC	6.04836380776759
NR4A2	7.57727702870253
RICS	5.13974618460822
PIR	4.12424297425362
PPCS	9.19181272131793
IPO9	7.30239000542775
LONP1	6.26498929743157
EVC	4.70982719753911
CXCL13	4.27490546329468
SCYL3	5.4596641204455
KIAA1199	5.52803863587619
SORL1	7.49387193658188
NAT10	6.80864018995159
CHD1	6.61439925915652
SYN3	3.45498913433891
DMC1	4.11662935851279
SLC22A2	3.74561944877363
SERPINF1	7.50814198065854
C20orf27	5.10471647549385
OR7A17	2.91326553098264
RPS6KA5	4.68422725705221
LHB	3.87952332975896
TAOK3	4.78781569697765
STK25	5.53379892679516
SLC12A4	3.63432084879502
BRCA1	4.62529001888992
GBL	4.8420116079871
C14orf108	7.92760473442962
CDC25B	6.59149951939928
BMP3	3.40858500674962
