Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_E03_491230
Composite Element REF	Signal
AACS	6.7000490264976
FSTL1	7.41645608843341
ELMO2	5.72885189740933
CREB3L1	3.52622101783894
RPS11	10.3539407187697
PNMA1	7.5374339594788
MMP2	4.89969942128132
SAMD4A	3.70958954110857
SMARCD3	7.19133517953862
A4GNT	3.60807994215203
C9orf39	3.21762022468112
PKNOX2	3.90704083182956
RALYL	3.85252131820725
ZHX3	4.33227944800328
ERCC5	5.27945528965641
RXFP3	3.11715653662172
APBB2	4.44606001116481
BBOX1	6.8695338835665
PRO0478	3.05653469108164
GCSH	9.39168071718217
XDH	4.16451139146291
EDN1	3.6126801167661
MTERF	5.6116448783346
PDCL3	7.77679825932007
CLK4	5.76357274993719
KCNG1	3.83032409392185
CXCR4	5.87369135910907
DECR1	8.4270940006594
SALL1	5.76453876473249
PTPRR	3.31027702379083
CADM4	3.50537775366594
IRAK1	9.37512310780426
CFHR5	3.2182497066922
HNRPD	7.58047699207148
TMSB10	12.5907618932556
CXCL3	4.65760499554764
LMAN1	4.15263547262218
SUHW1	3.53260193542351
CHD8	5.33820387383245
SUMO1	7.99094530721585
GP1BA	3.29740259790351
OR7A10	3.87882850774006
DDB1	7.34722313958927
CHRNA10	3.71129275642103
STYK1	3.69781175957423
MYO9B	4.10141806775033
CCNI	10.2439160129753
MMP7	7.08000390635897
EP300	5.35726458878599
CRNKL1	5.92411722610083
C9orf45	3.06320990677543
XAB2	4.19840592196778
RTN1	3.99796926214798
HIC2	3.68360826800899
TBX10	3.58786574039525
CENPQ	4.21050770803486
UTY	3.12904965201118
OR2W1	3.13098682043058
ATP5G2	10.3482655205887
ZEB1	3.08938194278352
ZG16	3.44991360245602
ERG	3.64942635619963
PARN	6.86324746657577
SOD2	7.3921146983184
JOSD3	7.9713605911797
ADAM5P	3.53214281735539
CHD9	5.16031662374167
hCG_40738	3.71077291352188
STK16	6.48564446708236
PDE1C	3.60510814669863
SEMA4D	5.56818495415805
AGPAT1	5.65073645446806
TOB2	5.74178635658522
BANK1	6.22112169629026
MAP3K3	4.98471840610755
MAX	5.13241406455692
GRM2	3.84290858924768
OSBPL8	7.44386752556938
PROSC	6.41300056131696
NR4A2	4.12185661340167
RICS	4.52887983646702
PIR	7.61241364284396
PPCS	9.11792982664305
IPO9	5.73531244444522
LONP1	6.99457985886715
EVC	4.02795845757287
CXCL13	4.48105514317981
SCYL3	5.73212932488615
KIAA1199	2.97711419914309
SORL1	8.47736647295173
NAT10	6.38329876012288
CHD1	6.22455345926555
SYN3	3.6750452990939
DMC1	3.80891646533778
SLC22A2	3.67896166240104
SERPINF1	4.73994002707216
C20orf27	5.58688879569924
OR7A17	3.25947490764248
RPS6KA5	5.18417511969457
LHB	3.32223776800714
TAOK3	4.46183412217209
STK25	6.38402813550051
SLC12A4	3.6876957221474
BRCA1	3.78652818536014
GBL	6.33396673089892
C14orf108	7.76917621947977
CDC25B	7.30455924070935
BMP3	3.24717653228297
MAP1LC3C	4.39915533979695
TMEM180	3.55478625961745
CRYGC	3.30337218146346
SLK	5.55027144426437
POU3F1	3.38639852903559
C20orf32	3.67205688785381
USP52	5.31630570353669
HIGD1B	3.76952068931121
BAZ1B	5.77332838702461
USP6NL	5.02340259747393
SLCO2B1	4.08474676412262
ABCD4	4.43181408337503
DIMT1L	8.54959280194606
SLC25A46	8.44839752490902
LARP7	7.0876852280268
TEK	3.53168093582357
CD160	3.67556029978208
TERF2IP	8.11829619411544
PHF20	6.3280084029329
COL1A1	5.43837232441354
KIAA0090	7.52557086941259
GTPBP1	4.47484716601973
GRK5	3.66720695904051
AP1S2	4.646704490862
RAB33B	4.85836922040899
CA11	5.02995595379608
ALDOC	6.23992026963821
NUDT1	5.01655718975876
ZNF212	4.74022411281333
ACBD3	7.0039179434105
ZNF83	5.85908496219331
PRDM2	4.95532132609563
GDPD5	4.44276231359883
PDCD4	5.42606520903093
CEP350	5.29313580752735
FOXP3	3.33581380221829
SMYD3	7.25428142110952
CST7	4.01548617534658
SELL	4.74304114119404
CIAO1	6.66229698608918
LGI2	4.1240657634457
WDR45	7.61906054556771
ANKRD6	6.1827653193502
LTBP4	3.71350094533970
PSCD3	3.10663242444234
PYY	3.18118759983027
KCNC1	3.05897123050732
SIRT6	4.60804383528976
CCL19	3.73529643163173
ARHGEF9	4.49587063768222
ABR	4.23090614048907
C10orf22	6.26506357729373
STK17A	5.26774782227351
FOXE1	3.7335356946184
GML	3.33724227597286
CNGA3	2.85932889901769
CD38	6.18188396781703
ZDHHC6	7.56586920351926
NEFH	7.2664534366206
PGBD5	3.54384497953717
CTDSP2	6.77371230652945
RMND5B	6.59302529146625
ZNF257	3.24233300093329
DUSP4	3.76736049150976
FLJ22167	6.07488867582496
EXOSC7	7.22640013844859
ROR2	4.30926719910361
FOXM1	5.41041576670476
ZBTB48	4.266198052403
BUD31	8.2785305630696
MAOA	6.30534580318678
CCDC41	3.57697764790058
TNNT3	3.65103975330892
FBXO11	5.14815334101914
GYPC	4.92081740993618
PLIN	3.37404024333287
RFXAP	3.34562506319197
C6orf15	3.6506421329472
RNF4	7.73544983741082
F8A1	9.5375289895295
PPP1R3D	4.2941669412842
GRB2	9.2165117161787
TPM3	3.31213886383025
SYT13	3.60904287205664
EPB42	3.43419157614899
RP5-1077B9.4	5.23960770618005
EIF1	10.3444618484008
CETN3	8.13960740057794
FPGT	6.38636813533046
PRY	3.46561273575373
NTHL1	5.95260858085473
POLR2B	8.59023204475612
RPS28	11.4226968018360
GDF10	3.09722506030673
COQ9	7.9342722596995
P2RX3	3.11822410060325
GCC2	6.8678339269183
RARRES3	10.0792765941388
PLXNA1	5.03942078270337
WBP4	4.48424270761764
KIAA0100	6.43995006093097
PMF1	7.21110241506602
HS2ST1	5.57693821768962
CRELD2	7.52795669544582
C8G	3.07031866586039
CD82	6.00519637333053
PMM1	5.2809774441867
CBLL1	4.56521343617777
LIM2	3.42772370950466
VAX2	3.84930573126327
SETDB1	5.82211964202968
LRAP	5.54618301575615
GCLM	8.38492165480764
CPEB3	3.78775134369769
PPM1A	6.29221405268293
INTS1	3.78822018027263
MMP16	3.24506970039397
CAMTA1	3.15151597354834
SAMSN1	5.55100904838637
DRD3	2.80799671681142
GMPPA	5.86841979943747
C11orf73	6.31793933011499
AIPL1	3.57671579728097
PTP4A2	9.7684716870547
IL24	3.34813176818461
BDKRB1	3.38894196195978
HPCA	3.23130513098438
MLF1	5.11418904807498
SEC14L1	6.4568329043453
CHFR	5.33847974197816
EMILIN1	3.00684395684138
THADA	5.77479670944476
TAF12	6.23392008603027
NDUFS4	9.15811131649407
ID1	8.99936421204882
PIK3CB	3.32350245904549
COL18A1	7.78818402939979
PDZD3	3.12842768535963
TBC1D17	4.08798071956678
COX8A	10.0716232423970
CDCA4	6.5645287634263
C2orf44	4.26300078283375
C9orf16	8.97955227869478
ERBB2IP	8.2598466852438
EMX2	2.93713536465164
FUS	5.4783804460583
NIPSNAP3B	4.00143791805789
TF	3.28148466101602
CXorf56	5.13852211438788
CLCN4	4.08285915617824
PWP2	5.30416120200341
MMP15	3.73908990696128
MTMR14	7.11195102443662
NPR1	4.26972239101251
DNAL4	5.59849429876767
ELAC2	4.78013713070475
ASS1	10.9353340443687
IPP	5.88940026167083
TMEM59	10.4107939558618
POLR2J	8.86132567656436
SEC23IP	5.19195922011069
RGS4	3.58252631718237
UQCRC1	9.83337018222435
SNX6	7.57478844798948
DDX18	6.51005098059436
POLG	4.15895878489973
ADAM23	4.10239769689396
ZNHIT2	5.18176540276195
TFR2	3.3671055586665
NCDN	4.17448914949003
RAG1	3.29776878761686
POMT1	4.69823581100354
CYP1A1	3.41649693654446
SNAPC1	5.89287424749686
GNA11	4.78735978277797
CCDC52	2.65337801816938
CAPN1	7.9806326020434
DDHD2	6.83310299141362
UPF3A	6.31285609545453
LAGE3	6.89218434471163
GNRHR	3.20566291298920
UNC13B	4.91954923092148
TTLL4	4.33628439592081
PPBP	3.29632587884698
HTR3A	7.94268496782759
SDC2	7.06253830575375
ANKRD49	7.5380273800621
BTF3	10.6853681899637
COX7A2	10.9705051999811
SARS	9.06610528999759
C13orf18	3.6927952187095
CACNB1	3.92375264464551
QKI	6.10768258293309
SETMAR	6.2906248370571
LAMB4	3.27017425451822
MAN2B1	5.38796155983652
EML3	4.61879065574394
ACADL	3.44073752237194
OFD1	7.30523473594127
CGA	3.29607600884552
EIF3EIP	10.0176321666976
PEX16	5.66780931571058
GNG12	7.71380695749628
HABP4	5.01889545137684
CNTN2	3.72064997508200
ASNSD1	7.34470104003539
FUT4	3.95996365057047
DBH	3.45358865253317
CD53	7.12517332884457
HIST1H2BJ	3.61973348237337
TFAP2B	3.03732860096377
ACF	3.50348220936912
TMEM11	7.17569694881911
CDH8	3.21419296224653
C3orf32	3.80235661463086
AGPS	5.14305696053234
C4orf18	3.13003977795771
PCCB	8.0034535742513
IPO13	5.15099810683264
PECI	7.32892099505997
UNG	7.72277022449551
C6orf105	3.64975930886975
GSTP1	8.9933885654308
SUV420H1	6.8360007389036
ARHGAP15	4.06357842178905
LTBR	6.64767338789532
TDRKH	3.8710377702747
PSG4	3.37056782246994
SLC9A3R1	7.35844462878463
NBPF3	9.4838764061199
SLC9A3	3.6823654201753
OSBP	6.10120243759403
PRR5	4.21275121415981
CHMP7	5.73982695382744
ADRA1A	3.16949199880951
ASAH1	8.29671600408957
FKBP4	7.86762130320749
ZNF350	4.5781006105239
DOM3Z	5.06572476710299
GIPR	3.49090350079847
AHI1	5.19475685442225
BST1	4.00607674584672
NCR2	3.60309270925846
NADSYN1	4.20935102767391
UBE2W	5.94346874653311
RGS14	3.83166947118913
KRT15	3.76666315860459
SCN11A	3.82807932957555
GFI1	3.42157768524859
FHL1	5.49868890932076
SMC6	5.96520881776923
GATA1	3.3697023696479
OSGEP	5.62631596122458
ARMC6	4.79288797558866
HK3	3.42436250892993
PSMD5	7.81767052391222
RSU1	7.88039047607662
RPL4	11.1876474731607
MAD2L1	8.12447948441842
RBPMS	6.60678483336902
EIF4A3	9.80601027577413
