Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_A04_443068
Composite Element REF	Signal
CYorf15B	3.02753095448214
TRIM2	4.98289281245451
CP110	5.61399950025373
KIAA1622	2.93273514766292
DNM1	4.71198030443802
HYOU1	7.31508638789264
OTUD4	5.51598562822487
USP7	6.12966962144986
ZSCAN16	5.04703019445576
ASCC1	5.97791547504508
OTUD3	3.82508047863027
YME1L1	8.05058420358258
HNRNPR	7.87509106072071
SERPING1	9.31224372183136
TPCN1	6.20116626177969
STARD13	5.51209831915664
PCBP4	5.36321492751613
ADI1	7.43302236429208
ASIP	3.29467024399225
CDH10	3.30985974858106
WBSCR22	6.8972458366698
SCP2	7.597199761041
KL	3.1258731442846
SLC35D2	5.99059454744763
MAFK	3.63504407281943
SON	7.43073123833521
SBNO2	4.25511359598609
RACGAP1	6.34783557731676
SC4MOL	8.28073198005587
SLC6A6	3.50317791443404
OBP2A	3.50258806924698
PSMD3	5.73756723599389
ERLIN2	4.87960110356536
PPP1R9A	4.85448596797391
RAB35	4.66115211839416
PDZRN3	5.0488836079355
AVEN	5.35539962674951
FLJ21075	4.60587542917017
BCAM	7.38457811982552
C14orf132	5.53554082295016
PCK2	5.00136661459681
FKRP	3.21714671227041
HLA-DRA	8.21118620714608
GUCY2C	2.89628435624631
RP11-125A7.3	4.83105436523389
BARX2	3.70143814198017
DAO	3.40705234381821
EDNRA	5.29425698492374
NIPBL	5.26242465582783
ZNF331	5.52124446145108
PPP2R5A	5.58099514367648
HMGN4	7.67544195851117
DDX39	8.35703042539086
EFHC1	5.07064426555022
EIF3M	8.16411145004462
SLC17A3	2.89657492778722
ZNF24	4.97925657671957
ASCIZ	5.60873873370448
FNDC8	3.58856333294717
ESRRA	5.40566229695036
PTMS	4.26285516011321
PHF7	3.83678360808332
PIP4K2B	5.04649557111997
IRF3	5.80192233918059
GPR19	4.02071278257266
HHLA2	3.40870161069747
GMFG	5.74216477786867
BDH2	6.47019152914635
APOBEC2	3.52725064608459
PRSS21	4.42503363370326
PENK	3.53255081062246
PHF16	4.94356273202435
ZMAT5	3.94099341066758
SMAD9	3.54721356553362
SLAMF1	3.11546329998752
RGL1	6.95131210963224
DLGAP4	4.73679229403899
MBD5	4.44840823814933
PHLDA1	3.97322088799109
BACE2	6.56742184507905
APPBP2	5.48241531654543
LIF	3.77994443411326
OXTR	4.87340355777624
ACTC1	4.89907327457948
USP19	3.4793194426555
SUV39H2	3.1985884704879
ERO1L	4.65249642953188
ZNF395	6.26061091303984
CNTFR	3.55687366425888
HIST1H2BL	2.77805957857949
WNT3	3.55724573849311
ZNF549	3.1620814890022
ZNF467	4.33448539319567
SLC25A21	2.98168102616591
IL5	3.57960056349496
CLSTN2	3.91394816660811
LSM12	5.95317301694922
KRT37	3.25713919505336
NACAD	4.69729191451965
NAG18	2.95393620479015
PTGES	4.39488903818597
GDAP1L1	3.70134379896063
MFAP5	6.42159707405788
OPRK1	3.2467465412954
C12orf4	4.1810761072782
NTAN1	5.81896408915698
CST3	8.86136553092727
WDR6	5.36844131790030
NUP88	6.10597275062018
CD300A	4.14742481302734
FCGBP	4.06365412112406
CNIH	7.93377447594678
VASH1	3.90554143753141
DHX16	6.32852770480702
SLC35A5	5.7065518748041
CLEC3B	6.31041169690629
ARL2BP	5.17706225459787
C10orf79	3.02562403758536
ZNF79	3.994715971199
CRP	3.2073877983607
OCRL	4.46201654596155
GLA	6.29494713285005
NEBL	3.95613514883239
HSPA8	8.98916734913758
DIDO1	6.26796851081238
PLA2R1	2.90504438493985
NGDN	5.47294859896502
CBFA2T2	4.31922585088363
SAC3D1	6.20100259161616
PNOC	6.39087938998321
PIGP	6.32598626315198
AGGF1	4.63658833606921
PRRG1	4.81275351558044
DPF2	6.36333793041989
MYH13	3.03712613826681
TMED9	8.07564398839019
TRPV5	3.69596048206249
UGT2B4	3.04107723558773
PJA2	7.02915223089382
COLEC11	3.90360460173593
SCYE1	5.96456147350594
MED12	5.06665618026773
CARS	7.12526793964615
MYH1	3.38883727911427
CYP7A1	3.03363740989748
PHF1	6.2961226526635
LOC644096	5.42416526343064
FRYL	5.83102246226587
RHOBTB2	3.72514862623607
MMP27	3.01908538333232
ZNF432	5.7832214778315
SRD5A2	4.33960225865312
UTP14C	6.66797905192559
RABEP2	5.24655331520759
VWA1	6.49268326610672
FUBP1	4.7880844355331
IGLL1	4.08425319320658
KIAA0586	4.13295228939779
IL27RA	4.17800143605129
STON1	6.45181089407357
IL5RA	3.48041279026640
PERP	6.81092234172585
SMPD2	4.20012273335772
TNFSF12	4.72641286547807
FN1	9.31733200933691
MTR	5.95204845762443
CSRP3	3.34815878987182
MMP20	3.12276307737729
PHLPPL	4.09374347255666
CBX6	5.92341989045621
DHFR	4.87787488533179
PRG3	3.10469328375396
ALPP	3.51458428286623
ASH1L	4.25842614526472
CHRNA2	4.24841897424447
PPP1R12A	5.43137479370459
RBM38	6.22972023990427
ZNF7	4.7145960183145
RDH8	3.20524781596874
GPR132	3.77886650117209
DGKD	4.69512982360751
TPMT	5.14310181502398
ATP1A1	7.48768169761883
SERTAD2	6.13614253049383
C5orf4	5.04381030255369
ZNF672	5.28687610671411
PLXNB3	3.32809677004955
FAIM3	3.9481264859203
UBQLN2	7.81712477787922
NR1I3	3.19019120756851
ACVR2A	5.73191467860903
YWHAZ	9.70452584320145
LILRP2	3.83351292755301
GNAO1	3.65986396698902
OPA1	5.1191516927908
RPS6KA6	3.5063098816103
RPL10	11.5567035512369
MMP23B	3.90627912504799
PFKL	5.43262714949533
TMEM140	5.27695117630864
AURKB	4.58842825649363
IFI16	8.30475821888791
CSTA	5.06234544464641
PRPF39	4.79972301550628
DISC1	3.96107313676957
USP4	7.4469666557004
OSBPL10	6.15018934265357
CAPN6	3.31850391874304
CLTCL1	3.97004241578636
NUAK1	8.37352658352844
ALG6	5.3139693899282
NPPA	4.0562632875894
LAMB3	5.1601879617799
PPL	6.81394251873917
LRTM1	3.12744668576754
RRAD	3.57120523256096
TIPIN	5.14040635773674
CARD14	3.45862951877854
RBM9	5.85880987939825
LCN1	3.4720850465449
RALGPS1	4.64295951008181
NCOA3	5.62968100890066
CCDC6	7.67513631530761
RASSF4	4.38876004273517
MTHFD1	7.05797354991883
FCMD	5.13504210456045
IGHD	3.56402443932053
PLA2G6	4.32494467912145
TPT1	11.4328172534271
S100A3	3.78086541951167
SEC63	5.58138231348149
C10orf59	2.95176724746074
TOR1AIP1	4.73143370530836
PAFAH1B3	5.79096857777916
CEBPD	7.07010046639724
ZNF107	5.10514857338264
ALDH6A1	5.91965042443397
G6PC2	3.31928636316052
SNTG2	3.15094900515486
GRWD1	4.81658888318302
FLJ22222	5.05726793632772
BCKDK	6.17160761534206
CTSB	9.06218731553758
PFKFB1	3.20559252046698
ZFP36	7.78810226334043
SVEP1	4.26715843985891
PXN	4.49874879464531
TNF	3.5368011746516
SIRT2	6.14793573705388
C5orf21	5.66333539770017
VIL2	6.01812018824428
DIXDC1	4.39663979377097
GANAB	6.63441203332143
PDSS1	4.90641749696316
GRM6	3.29449609223362
NGFR	3.25092854670529
ATP8B4	2.87475889521359
MEIS1	8.24169241490303
BMP8A	3.67022941578344
NGFRAP1	9.3638208827781
EDAR	4.17965780741005
NEDD4L	3.69164736872321
CRYBB3	3.78770541800738
C6orf60	3.71145325211328
IL1A	2.9519589350752
GNRH1	3.45643726601396
PDGFD	6.56639367254744
CACNA1H	4.19996673037834
TXNDC3	3.12270257991609
ERCC1	5.82186719089577
CAV3	3.5889720308909
HARS	6.53318415476064
AQP8	3.28753344045466
CREBBP	4.9642841024159
ITGB1	5.24977042436691
SPACA1	3.288049767305
ZNF254	4.11124935717242
PARK7	9.79989925869644
PAX1	3.06204827937751
PSMC4	6.52455151883093
KCNH4	4.13364755868884
TUBA1A	9.49266957645875
PRMT8	3.56570491198992
SELP	3.93954630535684
PSMD8	7.37850746920526
SOX10	4.29524148803739
HTR1E	3.89996755503514
RABGEF1	5.86855610458125
EPS8L3	4.05572793884314
MAP1LC3B	6.26493863036047
AGXT2L1	3.17831243554757
CYB5R4	5.06703268159663
MEMO1	6.8973645801639
LRBA	5.58695955627069
TRAPPC2	5.47262230210486
FLJ14107	3.55683391455827
FNTB	3.765917953744
MYST3	5.03814520254844
KRT8	6.75345385610437
AURKAIP1	9.10118544232309
LMAN2L	5.77892493740594
C1GALT1C1	5.041001345259
DSE	5.93479236372724
FHIT	3.87049265724325
OSBPL3	6.00213015158964
PPOX	5.43355602547522
SLC39A9	3.67498390029828
EPB49	4.84431307804255
LOC137886	5.86318128619544
C7orf49	5.41851728083035
RHCE	3.57799980548536
CST8	3.50072568344633
ATG7	4.14490356282111
SPP1	10.2228268823638
GLI1	3.32439689047414
HYPK	7.68503255150947
SFTPD	3.88898890918963
MCFD2	6.26389068260117
ZNF157	3.19947780179281
EPS15	6.77312199813129
SFRS2B	5.64952185361259
BTNL3	3.78027873227121
GPR23	3.47280138414834
TRPA1	3.12777145113348
ASPSCR1	4.47365596232275
GNS	6.39223460666061
FDFT1	9.30990802994571
ENO2	5.65930728730733
CBX1	7.11075282649124
PTGS2	4.03734938195062
BMP7	4.35585312488806
CCDC90B	7.2662282261298
LRP5	5.1610220598459
UBE2D3	8.75635026901539
ARFGEF2	4.45021851507128
ARR3	3.66477027991547
MAP1A	3.87857531149435
NEFL	3.22030938767465
CD2	5.03552722707321
FLJ23861	3.83117356008146
NAV2	6.10278836940805
ENTPD2	3.445014466865
COX7B	9.83396326935539
ATP6V1A	6.16124231294852
TRGV3	3.55098768407048
ANKRD17	6.6270398674663
ADH1C	3.49990195423827
ATXN7	4.44188024345198
IL21R	3.75812508992546
CHN2	3.54633270485977
HAS2	3.28888240403919
C6orf48	8.17258392390113
TGIF2	6.03330939924186
KIAA0241	3.76844331686759
IGF2AS	3.71848511125648
CYP2C9	3.42384569155676
DNMT3A	5.20822512852621
CNOT7	7.85431227364143
FCAR	3.3378278028975
SFRS10	7.3156773816926
MARCH3	4.10703919807922
RUNX1T1	4.33874277420533
CTSK	8.426241588853
LRRC61	4.63569830640996
HNF4G	3.31595496569495
LRCH4	5.18385175520804
PSIP1	5.98881399026384
AP2B1	5.75475969428363
C7orf28A	4.13047818445284
SMCHD1	4.58358988502447
EIF2C3	4.96034465208983
S100B	3.32440046159258
BMP2	3.81751449207108
POP7	7.69292980560177
UGT2A3	2.74463616177130
ESR1	4.58379633111729
ZFPL1	4.29465482077192
ARHGAP12	4.9853787483166
PGGT1B	3.88412308969952
LRRC19	2.99269592659256
ZNF767	5.2443956304349
DEPDC6	7.07084862862156
SLCO1B1	3.26409807029115
SST	6.0323069250555
NACA	10.4564830137187
KCNN3	3.76166900642874
GLOD4	6.08244355728197
SCCPDH	4.91174407390774
PRF1	4.62761815220608
LST1	4.2763530464116
CDK4	6.84442945844034
TCF15	4.17212653324734
PARC	4.88439404065584
PRMT1	7.2887181114575
ITIH3	3.83529108935930
PPM2C	6.18128391639056
TEX10	6.98882785590201
EDA2R	3.20407466676441
LOC283345	4.91757594863681
NARFL	5.31443927890202
DENND2A	4.30255595577282
C1orf103	4.52703141176902
DMXL1	6.51012017774328
KCNAB1	3.74086127459838
FLJ20254	6.08693425185769
RBM3	6.28701086762384
GPR1	5.0458214735845
DMTF1	7.88537948904889
HTR5A	3.30848832722651
MXRA5	9.620320744107
GRM1	3.53806469022943
SCFD1	5.8495479865661
RAPSN	3.68765973868784
ACOT9	7.20139109097172
PDE4D	3.25288540911925
TRPC4	3.2258153820151
EPHB3	4.65858806538696
GEMIN4	5.35481903787026
RAMP3	4.49631010980981
CNTN5	3.23021706162682
DLEU2	4.17899393751519
TSPYL5	7.91674554101716
GRTP1	3.92303445248561
ITGB8	4.44654911974561
GAP43	3.33515056858958
FRS3	4.15184016508021
PDE3A	3.43129329681927
TNFRSF10C	3.35202307932801
JMJD5	4.05797602804691
OTOF	2.95891241335211
TEX14	3.28305513762952
XYLT2	5.51772584801825
HIPK3	3.40711083863848
XPOT	6.78521766866644
RRH	3.33158438382151
CDR2L	6.3144608538787
GAL3ST1	3.55691914124951
DHCR7	4.78660306172113
PDZD7	3.77551845538763
FGFR4	3.67601257764326
CRAT	5.59459683144797
C1orf217	4.63389099623894
SLC19A1	3.60639685336802
PPP1R14D	3.71865306499127
LIMS1	7.12703271253823
TMPRSS11D	3.40752269953995
TRIM14	5.64322447616211
PIK3CD	4.38791739847074
MFAP3L	3.41337484519968
DERL2	6.78746022380407
SLC7A11	4.218574321559
FHL5	3.47792658639282
OR10H2	3.18403342957127
ACAN	3.76627462830394
BRWD2	6.85493332957922
PPM1E	3.2824893690954
DCUN1D2	4.54449036611869
TINAGL1	4.88892362057353
C3orf36	3.04867777217322
DOCK4	6.14038997411628
ENOPH1	7.4673837784141
FAM127A	8.3693900724063
SLC5A3	6.23274134487778
ARPC1A	6.79348672455453
CHST2	4.52369690378378
SPATA2	4.5508690007092
PGLYRP4	3.67948160288471
RUFY1	7.33010966273121
NTS	3.36713476079942
FRMD4A	3.77386158097237
RPS4Y1	4.60854913635109
BCL11B	3.28719889162372
TNFRSF8	4.6769848017597
FOXE3	3.18843174139174
PTGIR	4.08480611750489
ART4	3.32481465135776
EVX1	4.01647047686981
PRM1	3.59503137780732
GLCE	3.64829613413951
GPR18	3.85273541700638
ACAA2	6.2935944296334
PIGK	5.7449334861779
HIST1H2AG	3.54353562945536
C16orf67	4.80690415882446
UQCC	6.16590464187061
PLS3	9.05774686580191
DAG1	5.83200842127479
WWOX	4.46830758149566
GTSE1	5.42974819404583
GP2	3.59618372651784
CHIT1	3.77431594812340
PLOD2	7.91559385511035
RPS24	11.7444151557469
KLF9	4.83991891446047
TTC27	5.59635925797566
PYROXD1	6.49661463765236
MIA	4.00946268529705
TSPAN2	3.52912596329434
MRPL9	6.57584331077142
PCSK2	3.45743135644302
PI3	3.5342537180046
RPL24	11.3559596910492
HIST1H2BE	3.77386409557127
CD86	4.06316842442603
CALM2	10.4970653379080
LFNG	3.61728394474002
GYG2	4.42874863644728
INTS12	5.0457751563343
RAB4B	5.63392446705799
CTSF	7.18284047076489
HUNK	3.63968571096033
GNA13	3.21822886143872
B4GALT4	5.16706603553683
TSPAN31	5.59369418294114
CHD1L	5.26237174783632
CNKSR2	3.66449806590300
C1orf156	5.02772160884257
IBSP	3.5659026637157
FUT8	7.56713631509172
TRMT11	4.77122628764064
AGA	3.93368624318604
GFRA2	3.79044803388543
WWP1	6.56178646893841
B9D2	4.13708276156464
CPZ	5.03180349194663
STAT1	6.08537893051202
PTTG1	9.33559207677248
TMEM62	4.62944934180674
COL8A1	2.84212942134165
RBPJL	3.60051355711324
CASP8AP2	5.26376635027285
SSBP2	4.87704312044034
MMP12	3.08306244583268
NME4	6.42622904586234
LOC55565	3.94575467496148
GABRA1	3.60684784909109
PEX11B	5.95567447052922
HABP2	3.43098257162277
REEP1	5.04210236671083
C9orf156	4.39629145907318
SMARCA1	4.7568884505887
WEE1	4.88997196751628
APOF	3.28434022768784
GCDH	5.20421156592107
SSR4	8.82842416034912
SPAST	4.58780360649741
RGS1	5.79909205832241
ACCN4	3.87271451626957
PLXND1	5.74011373891663
FLJ20489	5.38476293811299
MLCK	3.15569113533644
INTS5	5.50736397672603
BSG	5.72393690389446
PARP8	4.93926103304305
ZNF215	3.42334664356113
TEAD4	4.74993968569249
PDE7B	3.32934456595145
MS4A3	3.15354646543887
DTX4	5.43371315680253
EFEMP1	6.87432514561904
TNRC6B	5.15402261303273
TULP2	3.51599043901881
RERE	4.46763626954967
BNC1	4.6021693045936
FGFBP1	3.98244974055825
TIMM8A	4.12917954847197
PIGB	4.28260460481789
AJAP1	3.38225632487151
COMMD8	7.07120995945487
TRIP11	4.40634321353676
SLC25A42	3.15735618806003
SYP	3.70876259128118
PCDHB6	3.96038681243187
FLJ12716	5.1187440438638
FKBP8	4.3288254211484
KIAA1109	4.43527666127476
PTPRC	5.08042687750894
POT1	4.64755932398988
CCT7	7.04743731433876
MMP11	5.01931415109486
MYO1E	4.52452892217866
EEF1A2	3.36024684529255
MIPEP	4.65649403998893
ZFX	4.65272836362491
UCHL3	6.35479214064319
LRFN4	4.99213991594394
XCL1	3.22745818467078
CARHSP1	5.37968454426659
GREM2	3.55048623611698
CCDC102B	4.34519636296347
HDDC2	5.6141499565278
SHC2	4.75733659539513
SDS	4.36190456324898
CASQ1	3.60848405168154
LYPLA3	5.09976258108099
INPPL1	6.14423937571421
SLC25A40	3.48405520336413
IHH	4.45147009642292
CHGB	3.00287938194693
COL9A3	3.63116561848705
C2orf18	4.61998931974773
DDEF2	6.7283878601344
BUB3	6.80254397452426
C6orf211	5.79136323481986
FOXD2	3.38106127398083
GGH	6.5019424828342
GGT1	3.476313464006
ADARB1	4.58383339418606
VPS35	9.32289266383016
CNN2	6.29578476604128
DBP	4.79000598085751
WNT1	3.74662379645529
COL5A3	4.72916297101389
RHOD	5.92536147534484
ASNA1	5.77370083871642
WDTC1	5.49029526986835
COL4A2	8.34571276386636
HEBP1	7.62321428197004
SLC1A6	3.97224791062351
LUM	10.4206121525654
C1S	9.61900780343455
TCF7L1	4.52396173789133
ZCCHC6	6.70147928291226
ME2	5.21185844756177
PAGE1	3.45985607191375
DTX2	4.13669266351500
KPNA4	3.86743051838365
H3F3A	10.1735918994815
GLO1	8.37308073254369
WDR61	6.23329316303365
CD302	5.6458484914218
SIRT7	5.50668178951544
D4S234E	4.08899651567657
RABIF	5.56089266282165
DYRK3	4.38235132675508
PKIG	6.86468217248456
PFAS	4.66172613344597
ALOXE3	3.60095993219944
RPLP0	10.8849782568859
RBM34	5.85642837830289
MKNK2	9.63419807850681
ZNF528	3.97607923624697
U2AF2	5.01909302082365
SEC16A	6.77978406769173
EFNA5	3.68554784959143
ZNF44	4.85010393180011
FCGRT	6.58597374817713
NOL4	3.36855295279477
CCS	5.1462961335887
IGF2BP2	8.6714166720235
MFSD7	3.77891100513969
OR1D5	3.50682800829267
SIX6	3.33687289885595
CCR6	3.09167313976156
TSSC4	5.2151696247989
COL11A2	3.55346582904915
CHRNA6	4.16387091000928
PLD2	4.59985326758526
PALM	5.33015220941479
ORC1L	3.5585604969148
SASH1	6.04519389838557
PUM2	7.11062874675854
ZNF365	3.2611902041973
CDC14B	4.63008444770434
PHC1	4.75641237322055
KIAA0913	4.3498417836079
LDLRAP1	5.19730759552904
NAT8B	3.30167355025185
PPP3CB	6.85436887403683
ANGPTL4	4.8371432117837
HHEX	4.03426247370699
LSM14B	4.79503321084068
PLCH1	3.45007148020376
INSM1	3.63986066460129
TLN2	4.65544337507587
ZNF493	4.0174457814613
HDAC4	4.56211336412327
GLRA1	3.5713066292034
RPS6	10.4018425106871
SFXN1	5.32315291680527
FAM102A	5.36065435447992
KLHL1	3.42227898349065
SAPS2	4.96878718289312
CTNNBIP1	5.67655585567938
SCGB1A1	3.21167430325659
SCAND2	3.56229285702444
HMGN2	10.7986776603656
NEUROD2	3.02237526382683
YAF2	4.34669929975754
BRPF1	5.80052739448250
RICH2	3.60701237716778
TBCE	5.52469904594667
LIAS	4.09731798493469
MAPK1	4.32138755535503
MRM1	4.32082560891627
HDHD1A	6.5396117977654
CTA-246H3.1	5.26768953772339
ATP9A	7.62460572615335
HSD17B3	3.73093050025392
HN1L	5.50614011833622
SAG	3.63144585971331
C20orf10	3.48647281491256
CTRC	3.98583750818887
HNRNPA2B1	9.84927155643755
RNF216	4.17480943896917
GADD45A	7.16770862190439
MSH4	3.16251702849174
HOXD12	3.23459658221075
TMEM70	6.17309974515218
PPP1R14B	6.55604021116727
SBF1	3.87831973183939
HIST1H2AM	3.36921086366892
GNG3	4.09094732830788
C1orf50	5.58048780317133
FTO	7.08412794888298
CALCB	3.06882894568269
PPP3R1	4.43546247404375
USP46	4.09986529223853
CCNJ	3.95446346901895
PSD	3.59926317596934
GNAZ	4.13723758279236
FAM57A	4.10779638269472
LILRB3	5.35608694196607
DHX8	5.14067985870165
SPI1	4.36167878111403
OXSM	5.56150797876371
GYS2	3.00607828718383
UBE3B	4.50741902655497
PLAT	6.39572265392293
NUPL2	4.88007429298526
SF3A1	5.61998696974209
COPE	5.83866968686828
EIF3A	7.62822825069318
IQCE	3.49113233193813
FBXW10	2.77351100298866
KIAA0182	4.86541602991981
YRDC	5.02427937415151
GPRC5D	3.45973415130181
LRRC23	3.32015021270227
BLVRA	5.966112780903
SLC22A7	3.54322196428456
RASL12	4.42061086766941
DAZAP2	8.08663951763226
IKBKB	4.49392518330019
PPFIA2	3.41244476823075
ZNF271	4.53540318141961
CXorf6	3.85628959247743
FRG1	7.16152234881686
BTN2A2	4.27798188210142
THBS4	4.12534835394949
ARHGAP1	5.57172163295815
ENOX1	3.65730547297933
ZNF706	9.64348388873282
DOK1	4.05981610167009
FCHO1	4.0468858606839
PGAP1	4.31411381719568
HOXD10	3.26303775949159
CXCR3	3.90419542758294
FSCN1	5.66331476493225
KIF17	3.53672103450333
TRIM66	3.57617972581845
CHI3L2	3.48770070869299
SRPX2	4.98222158074142
C13orf24	5.10665175158007
CBR3	5.48892412696721
ZNF132	3.00842332165573
AQP3	5.16501077888609
BNIP1	4.13696045668708
ST6GALNAC4	3.78793054949089
KIAA0391	4.5262872943038
KRTAP5-8	4.18158420076527
SIRPA	4.2840557868303
LYVE1	4.18866278898368
IGFBP6	5.40840839860272
APOH	3.27583947622807
TSC22D2	4.20016644709773
PLCD1	5.12638104275341
NPHS2	3.42251652344192
ARHGEF15	3.74213516586983
M-RIP	7.26053625999657
POLDIP2	5.61274602463083
NDUFV1	8.03074273034222
SRD5A1	4.58179006290969
RAB3GAP2	5.54965989332681
CLEC7A	4.92788924716316
REXO4	4.45287803817049
HSPA14	6.33545550855712
TAAR5	3.79786176314523
ZNF142	4.59005919370166
MUT	7.61985513948573
C2orf43	3.95468842969476
SELPLG	4.63603510606518
BAZ2B	5.48360693870125
SLC38A3	4.13846711773379
BRD7	5.58553188023419
POU6F2	3.22700170350751
NISCH	7.29116563948183
TCEB1	7.36809969876507
OPCML	3.28123546208444
DTYMK	5.28538288611883
TAX1BP3	5.79012980914163
F13B	3.18548554776602
RPL34	9.80477730340064
AKAP12	8.55417685415508
MARK2	3.62725900609525
AMBN	3.47366463187606
C14orf32	6.48792342623139
FLJ21865	5.45912689573993
HSD3B2	3.20281957551245
HMG20A	4.44259844553056
WDR77	5.01056515429191
ATF2	5.12269610353623
C10orf137	5.10385429183519
ARL6IP5	8.41792421880617
QTRT1	5.24957745822115
CCNT1	4.50092051324673
AP1B1	5.29969894695595
CD74	9.410720861684
DYNLL1	9.90496025564133
PLSCR1	7.05785393387589
LIPG	3.65104041044194
PHACTR2	5.45261930622514
SLC35E1	5.04052518444031
VENTX	3.86956720526298
FEZ1	4.51074594117808
APOD	5.13345958364684
LAD1	4.48711100346901
C16orf44	4.18392155114884
C1orf166	4.79700828604282
PAOX	4.52346312994556
MAPK8	3.59501372975835
NELF	4.40060951428325
RBBP8	5.79659705146386
DNAJC8	5.18106002736929
KCNJ12	3.36001758753071
WNT11	3.97032105212662
SRP54	5.44568704123159
GPR35	4.02559734244924
NRGN	4.24573794376143
IFNW1	3.80657567937886
ACVR1	6.58426763815613
SCN1B	4.5528891598976
RNASEH2B	4.86296825930161
STAR	3.39135085139068
C14orf65	3.57341755567857
TAAR2	3.09761167100524
VAMP5	5.49009348962861
TUBA1C	10.6924352301680
PIK3R2	4.27867050075112
ARD1A	6.47286718656698
SYTL2	3.14370160982519
UBXD2	7.1064682131908
EBF2	4.17075104600429
CAMSAP1L1	5.29912541193619
CYP3A43	3.11179537544753
CCDC91	5.11475396817927
AKR1B1	7.34189176226336
KAL1	5.88008036689482
GRID2	3.56691144947095
ZNF423	4.67530928414364
PSMB4	10.1998509898210
ARPP-21	3.28322106562775
XPNPEP3	5.2140650134557
CYBB	4.99721153195499
UXS1	5.18754131132378
SART1	6.0768429917161
C7orf16	3.21856175813467
SPTA1	3.22471286053508
SHB	4.30138455184548
CHST7	3.70602209725216
SEMA6D	4.46866853585504
IKZF4	3.79576471993168
NDUFA1	9.31827993054111
HSPE1	7.37504752072508
MAPK13	5.33942529185535
MYCN	3.98814316751932
KCNJ3	3.22311643400797
ZNF573	5.63416195457356
PCDHGA8	4.29376476191261
ERO1LB	3.24964342256571
NTF3	4.21748074623207
GTF2B	6.1776368459099
GSPT1	6.56586176781467
GUSB	7.96482310710757
EXTL3	3.98253660764642
PMPCB	7.98577593757547
COPS3	5.94922916555564
LIG1	4.9871788173156
NID2	6.79205598390265
LSM8	6.13307367989801
TMEM97	5.06862560824266
SUZ12	7.00754438035717
EXTL2	5.62288731887904
PDE6B	3.55610197361263
MRPS16	7.11798529482341
KRT18	9.3162628846597
C10orf118	4.32763843530996
ZDHHC13	5.7430584040899
JMJD2C	4.44514951211537
OR2F1	3.62681423570600
ZNF415	4.77469689075586
CDK5RAP3	7.10596635850465
YTHDF2	7.42184961838705
GGCX	4.24326130941986
FZD8	3.69819595547625
TCEA1	8.20039427604021
ARPC4	5.76692596130471
SUSD4	4.10571752339838
C22orf24	3.14444960245937
EGLN2	5.53759178650206
KBTBD4	4.51384600173666
TNFRSF14	5.55752365028611
ROBO3	4.57654327966639
TRIM28	6.96168345870347
FGF5	3.58846005378256
RTCD1	7.17409196492505
MZF1	4.77677165850526
CNIH4	7.26463473372053
ZFP2	3.52232506514134
CSPG5	4.67855404239562
FKBP15	5.2145462080447
BZW2	8.29873300164168
PTPRN	3.36440160166649
HTATSF1	5.51192308463259
WFDC2	9.96169732264241
TST	6.87521979883414
NDUFA7	7.11827749768246
TTC22	3.10102012881860
RNF24	4.95625135909408
SFRS4	7.54810553333356
CD70	4.32001286365452
DCPS	4.6321734111092
PDXDC1	7.38981288613338
SRC	4.01161867216386
NTNG1	3.22573081753015
SETD1B	6.82729918486817
TINP1	8.98150021561593
ZNF606	5.55120612514923
SSR1	6.9259896245636
NFS1	5.63330202661524
CRMP1	4.30648924286144
NUP107	6.77080128663163
OSBPL9	8.3254217133582
MYOZ3	4.36101622044440
PDE4B	3.82793362349072
ADAM18	3.69354044892791
FBXL7	5.1048303495243
IDH3G	6.0473063361349
CCDC87	3.68206681437796
ARFGAP3	5.9848399839064
MAPRE2	4.06655846761543
CSNK1G1	3.70625665269789
IL1RN	3.97450483034888
MAFB	7.89750971834598
RAC3	3.59052766002731
C1orf54	6.3531865440027
TMEM14B	7.549146464978
ADIPOR1	6.30766943366175
GRINA	4.33682333276888
CLIP4	3.89064326322759
TFPI	4.15494153541903
DPEP1	3.37047829400292
C14orf118	3.97572108261074
FABP6	4.27631683547875
TMEM87A	6.89494364333556
BBS5	6.9977625774586
SMTN	4.58042661587836
CYP17A1	3.91309721901841
SCG3	2.95787528423565
GFER	4.56308592265471
CD209	4.37814493610481
NRIP2	3.36957178810443
CYB5R2	5.39892853061708
RIC8B	4.56587594209345
CSGlcA-T	5.64276984113399
DNTTIP2	7.08688761660565
TNNI1	3.52497086758994
GABRB3	2.83270491275156
PCBD1	7.195699607616
KTELC1	5.25427911405088
HOXD3	3.71027432716034
GPR85	3.72263495365961
P11	3.8960600818505
SP3	8.52054494974496
GOSR2	4.49292330275342
DDX1	7.45784375177144
BFSP1	3.34587583505202
FLRT3	3.66734828585511
RNPS1	7.50653143985648
LCP2	4.50861665691415
TAS2R8	2.90068258049217
SEZ6L	3.52690692149553
NR2C1	4.49151049678819
EXDL2	5.07809476416632
SLC25A10	3.95856112267901
ADAMTS3	3.37279254231114
PCYOX1L	5.38544746843762
TNFRSF13B	3.91455320270293
VPS54	4.87824984181776
MKI67	5.30173312891562
C7orf54	4.10783835705876
GLS	4.59640953589717
PCDHB12	4.29433327918566
LGALS13	3.06928225220294
