Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_B12_491116
Composite Element REF	Signal
AACS	6.65474647557005
FSTL1	7.02475720705655
ELMO2	5.83506233512886
CREB3L1	3.69417230590175
RPS11	10.3490727705213
PNMA1	8.53763289926577
MMP2	5.6328371550585
SAMD4A	3.80258893727829
SMARCD3	7.45793590782733
A4GNT	3.66769466751614
C9orf39	3.19244558577323
PKNOX2	4.53679560292138
RALYL	4.32644347711983
ZHX3	4.10624071458277
ERCC5	5.59888951944532
RXFP3	3.09221370948084
APBB2	3.53325165703262
BBOX1	7.14421478760984
PRO0478	3.12002836531892
GCSH	8.51158159957754
XDH	3.59911195381067
EDN1	4.09808928551578
MTERF	6.76838122358608
PDCL3	6.9753561046472
CLK4	5.93797674376833
KCNG1	3.49912350835144
CXCR4	8.56482864567035
DECR1	8.62577839378436
SALL1	3.07187017359692
PTPRR	3.23084957249442
CADM4	3.25476610999141
IRAK1	9.02106773710021
CFHR5	3.28522355751418
HNRPD	7.6783696408501
TMSB10	12.0193516533280
CXCL3	3.54946613055304
LMAN1	4.09151448041108
SUHW1	3.46593950101915
CHD8	5.96225627279397
SUMO1	7.90520188457408
GP1BA	3.4355500940754
OR7A10	3.53153828529578
DDB1	7.56629669209044
CHRNA10	3.63512568829727
STYK1	3.48658623673698
MYO9B	4.04466392969476
CCNI	10.5538137116094
MMP7	6.87632911464656
EP300	6.36663317539491
CRNKL1	6.91108298461774
C9orf45	3.38532383453174
XAB2	3.97145654866165
RTN1	4.89580850558705
HIC2	3.98857738727507
TBX10	3.54002040507529
CENPQ	4.8915299894832
UTY	3.09035039120668
OR2W1	2.89705015635536
ATP5G2	10.7747641409640
ZEB1	3.22952530649569
ZG16	3.31717548034092
ERG	3.48560847855101
PARN	7.52210879357567
SOD2	5.28300863479248
JOSD3	7.77047869814542
ADAM5P	3.2567182094334
CHD9	5.85823526982415
hCG_40738	3.96506936416701
STK16	5.12926241819013
PDE1C	3.62482356184301
SEMA4D	5.52969076393437
AGPAT1	6.51499715094844
TOB2	6.53745742134507
BANK1	5.45309174918763
MAP3K3	5.14224279606207
MAX	5.23998958954338
GRM2	3.66023163013314
OSBPL8	7.3290728322805
PROSC	5.93939959580191
NR4A2	6.05360394327513
RICS	6.22850444626439
PIR	6.66559528776087
PPCS	10.0167416498426
IPO9	5.76351308068253
LONP1	6.39538272762783
EVC	3.70514773918308
CXCL13	7.52368027526884
SCYL3	5.6632123568804
KIAA1199	4.81794917294889
SORL1	8.12386138379494
NAT10	6.64223793015353
CHD1	5.27727065466035
SYN3	3.6405017959528
DMC1	4.17518373099329
SLC22A2	3.78421337736725
SERPINF1	6.95502531702204
C20orf27	7.01080551899118
OR7A17	3.08855518513941
RPS6KA5	4.57956569322091
LHB	3.40306717077757
TAOK3	4.89543605150861
STK25	5.2680150724955
SLC12A4	3.45658753864666
BRCA1	4.08131552627166
GBL	6.59348595703079
C14orf108	8.58891760550271
CDC25B	6.91602312210926
BMP3	3.2074810410926
MAP1LC3C	3.28310107361086
TMEM180	3.6908254095515
CRYGC	3.66105368977025
SLK	5.47026328542747
POU3F1	3.21489106919310
C20orf32	3.81969223943009
USP52	6.12582822377569
HIGD1B	3.84839504877631
BAZ1B	5.58702023813878
USP6NL	4.86191391360147
SLCO2B1	4.57505480466023
ABCD4	4.76401467133701
DIMT1L	6.98564775111264
SLC25A46	7.24784742161547
LARP7	6.7673376566689
TEK	3.94786769078136
CD160	3.67161027820945
TERF2IP	7.16485614835384
PHF20	5.9912234831045
COL1A1	5.83639058919631
KIAA0090	5.82928994217122
GTPBP1	4.46667283449936
GRK5	3.56071101344293
AP1S2	6.40363217808658
RAB33B	4.96120140529625
CA11	5.37312468645479
ALDOC	4.94728333660686
NUDT1	5.24994311730667
ZNF212	5.53022878705336
ACBD3	7.2186004826915
ZNF83	7.06616870072335
PRDM2	4.6667837621794
GDPD5	4.38268919248578
PDCD4	5.38690999455613
CEP350	4.97778623892395
FOXP3	3.18237631790634
SMYD3	7.0668775283199
CST7	5.54122626920611
SELL	5.03583493798214
CIAO1	6.94588190211994
LGI2	3.75578713675342
WDR45	7.531225094713
ANKRD6	8.3344327442436
LTBP4	3.83545822185666
PSCD3	3.17256011935628
PYY	3.1459301251368
KCNC1	3.27277399738642
SIRT6	4.46774595882559
CCL19	4.7069420739467
ARHGEF9	4.69721448378653
ABR	4.29173265277376
C10orf22	6.88759733432064
STK17A	4.99541575005646
FOXE1	3.45256652373371
GML	3.1758225603848
CNGA3	3.1777606161961
CD38	6.40541547295032
ZDHHC6	7.65487592053933
NEFH	6.51727518852678
PGBD5	4.80450289285239
CTDSP2	6.98188776344723
RMND5B	5.58163630848092
ZNF257	3.31003510765342
DUSP4	3.67573300246880
FLJ22167	6.76596538734146
EXOSC7	6.85597786941448
ROR2	3.35104247068165
FOXM1	5.31386673263917
ZBTB48	4.59881593483224
BUD31	8.49001120220668
MAOA	3.7310363982129
