Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C01_458684
Composite Element REF	Signal
AACS	6.68638585862046
FSTL1	8.95004064479201
ELMO2	5.68726108441571
CREB3L1	4.51055134732535
RPS11	9.7891023591803
PNMA1	7.11657558313185
MMP2	9.20613976170505
SAMD4A	3.8575050584282
SMARCD3	6.07315634681698
A4GNT	3.61281732770118
C9orf39	3.01911813939885
PKNOX2	3.89563555612048
RALYL	3.14882379563949
ZHX3	4.30879131809478
ERCC5	6.9554705938203
RXFP3	2.96104857716958
APBB2	4.51274853902026
BBOX1	5.42875016964955
PRO0478	3.06413587076396
GCSH	8.49058099530215
XDH	4.08391799424159
EDN1	3.48151048342412
MTERF	6.83318552853925
PDCL3	7.36701314802232
CLK4	6.86403241792816
KCNG1	3.60733957079634
CXCR4	7.28381649672068
DECR1	7.71385760369341
SALL1	3.25985401065596
PTPRR	3.28405253817486
CADM4	3.16741676757707
IRAK1	8.44725112669855
CFHR5	3.05192946843943
HNRPD	8.13268029995798
TMSB10	11.6684488616243
CXCL3	4.46108870443746
LMAN1	3.83695557434230
SUHW1	3.58511028357645
CHD8	5.54731583861104
SUMO1	8.03057183826902
GP1BA	3.0973843789699
OR7A10	3.74611058473068
DDB1	7.47030872095037
CHRNA10	3.63429924286825
STYK1	3.95490297488792
MYO9B	4.20208585049578
CCNI	9.88923257773215
MMP7	6.54113030047092
EP300	6.25733359856963
CRNKL1	6.93963938106788
C9orf45	3.26071226272011
XAB2	3.93968914451918
RTN1	4.52852076164296
HIC2	4.06244854866772
TBX10	3.49360542920744
CENPQ	4.23945431266803
UTY	3.18091317613543
OR2W1	2.89734029671398
ATP5G2	10.4155437273773
ZEB1	4.05163014970836
ZG16	3.33884952386327
ERG	3.86986857163734
PARN	7.68932834129707
SOD2	6.32821568035555
JOSD3	8.7630361444885
ADAM5P	3.08589204785766
CHD9	6.39923567308245
hCG_40738	3.83769596978337
STK16	5.04220525733195
PDE1C	3.62916726691568
SEMA4D	5.07959545884166
AGPAT1	5.50476747477262
TOB2	5.7189136837855
BANK1	3.52845518388024
MAP3K3	5.35912566818734
MAX	5.00112810898007
GRM2	3.63078725088935
OSBPL8	6.47687213270925
PROSC	5.88553123727351
NR4A2	5.84085138101029
RICS	4.78670684529714
PIR	4.74357814657489
PPCS	9.58007140228869
IPO9	6.30636032255722
LONP1	6.87230871236951
EVC	4.47522207651303
CXCL13	4.24930807250745
SCYL3	5.6538751234619
KIAA1199	5.93902575976895
SORL1	8.9249472071517
NAT10	6.62450466063934
CHD1	7.00119495638986
SYN3	3.4237728710548
DMC1	3.83149049506369
SLC22A2	3.29851137617221
SERPINF1	9.17265075763913
C20orf27	5.37994757208819
OR7A17	3.44270853655492
RPS6KA5	4.96185873500489
LHB	3.43095590940593
TAOK3	5.21273756109901
STK25	5.85596732228711
SLC12A4	3.68019005709518
BRCA1	3.80097354054919
GBL	4.57104745169547
C14orf108	7.66457184759257
CDC25B	6.11029085811733
BMP3	3.32700077215688
MAP1LC3C	3.46130969701014
TMEM180	3.74227139659433
CRYGC	3.74791780471607
SLK	5.84588480927778
POU3F1	3.29264235933040
C20orf32	3.93437548556791
USP52	5.94238402752767
HIGD1B	4.62787359696124
BAZ1B	6.37278444027911
USP6NL	5.57397752969676
SLCO2B1	4.93998903384167
ABCD4	4.59777558285052
DIMT1L	6.4473275647756
SLC25A46	6.35428207430743
LARP7	7.215963805621
TEK	3.65854906052245
CD160	3.66684811083608
TERF2IP	7.30353941238664
PHF20	6.22070836746386
COL1A1	9.09327795904039
KIAA0090	6.38332644963742
GTPBP1	4.12041840672699
GRK5	4.10987830684936
AP1S2	5.70957755209206
RAB33B	4.27525822264068
CA11	3.82186076959720
ALDOC	6.0009330480616
NUDT1	5.51388707410783
ZNF212	5.38451185347581
ACBD3	6.97140743045544
ZNF83	7.44269664206743
PRDM2	5.54195764378109
GDPD5	4.49495065403555
PDCD4	6.24668856169117
CEP350	6.23878810718954
FOXP3	3.41666225005239
SMYD3	7.21803857913865
CST7	5.15043821762461
SELL	4.06950663950491
CIAO1	6.56035102826764
LGI2	3.69664805236073
WDR45	6.26680998374993
ANKRD6	6.58905709503231
LTBP4	4.31211545327545
PSCD3	3.33874168627007
PYY	3.05534053084679
KCNC1	2.95911076188501
SIRT6	3.96630442052101
CCL19	3.53946933767006
ARHGEF9	3.8333868800071
ABR	4.41829169373447
C10orf22	6.97379054146131
STK17A	4.88853907290283
FOXE1	3.52545473637472
GML	3.21548145436597
CNGA3	2.91356037205772
CD38	3.42740185571230
ZDHHC6	7.67150824137752
NEFH	5.54277695726477
PGBD5	3.33173771750572
CTDSP2	7.4355565795266
RMND5B	5.56089860859574
ZNF257	4.23192266730592
DUSP4	3.74138540966962
FLJ22167	4.83954481717122
EXOSC7	6.19345888525186
ROR2	4.40084608958021
FOXM1	4.3926000362982
ZBTB48	4.60597871211469
BUD31	7.14444260058131
MAOA	3.72382090320614
CCDC41	5.04316699651298
TNNT3	3.97125120590000
FBXO11	5.40487311683576
GYPC	7.00690369348782
PLIN	3.52444977132517
RFXAP	3.37786874118248
C6orf15	3.88862537283412
RNF4	7.8696801544403
F8A1	7.04472428826472
PPP1R3D	5.04043454895364
GRB2	6.9882752070386
TPM3	3.21324323172257
SYT13	3.40482024698883
EPB42	3.61687960145403
RP5-1077B9.4	4.82540506335583
EIF1	10.3994808184418
CETN3	7.4302677517001
FPGT	5.08908269602696
PRY	3.3993011361858
NTHL1	4.96103329346646
POLR2B	8.68261874719938
RPS28	11.8889772076066
GDF10	2.96209940720831
COQ9	6.9241322714911
P2RX3	2.90487602958436
GCC2	7.93305981552053
RARRES3	7.8662055578061
PLXNA1	5.83826948615616
WBP4	4.95146650619942
KIAA0100	6.08416542597988
PMF1	6.52109694016917
HS2ST1	5.3073705154939
CRELD2	7.10695759701709
C8G	3.06423703749251
CD82	5.60938099141665
PMM1	4.55235037548151
CBLL1	4.9482559106488
LIM2	3.49399784480234
VAX2	3.74930590778392
SETDB1	5.03912337652132
LRAP	6.73577302084806
GCLM	6.72027244400116
CPEB3	3.75584070996977
PPM1A	5.49683976162656
INTS1	4.11119394785132
MMP16	3.18593373415559
CAMTA1	4.20863832813028
SAMSN1	6.03720206510785
DRD3	2.74773806538579
GMPPA	5.55931745222987
C11orf73	6.70375828574397
AIPL1	3.80970729826622
PTP4A2	8.90773925231562
IL24	3.28613187576816
BDKRB1	3.70182253657713
HPCA	3.68090889141986
MLF1	5.02530602923938
SEC14L1	5.63400913811343
CHFR	5.73304936374446
EMILIN1	4.35121855756155
THADA	5.47909810726481
TAF12	5.37722112344647
NDUFS4	8.39900170297205
ID1	7.24485244738128
PIK3CB	4.88299746498341
COL18A1	7.22540736779181
PDZD3	3.04026747711142
TBC1D17	4.18967663679347
COX8A	9.57229926848784
CDCA4	5.82048157143892
C2orf44	4.60348225788855
C9orf16	6.73669579695436
ERBB2IP	8.30467384101022
EMX2	8.43796308443973
FUS	6.72135373317698
NIPSNAP3B	3.60469777474691
TF	3.37467894383008
CXorf56	5.04846608651556
CLCN4	3.68465157464089
PWP2	5.76232941759433
MMP15	4.10400087861068
MTMR14	5.48951456165592
NPR1	5.90776519473204
DNAL4	5.20751038300604
ELAC2	4.61051045023421
ASS1	10.3351132134426
IPP	5.72222374832482
TMEM59	10.1269749137484
POLR2J	8.64854004481346
SEC23IP	6.0460385450526
RGS4	4.87273320680121
UQCRC1	7.8716757310418
SNX6	7.13605849000143
DDX18	7.66633378303706
POLG	4.66909601985474
ADAM23	3.99372750546215
ZNHIT2	4.28050063364576
TFR2	3.35965118184478
NCDN	4.41001120287914
RAG1	3.29635654936839
POMT1	4.35305136197562
CYP1A1	3.24608036019044
SNAPC1	5.52516089715852
GNA11	4.99184159430228
CCDC52	2.97096941507921
CAPN1	6.87468320479632
DDHD2	7.22720417741241
UPF3A	6.48722682896701
LAGE3	5.5012452116251
GNRHR	2.97946226610317
UNC13B	5.65498645844146
TTLL4	4.23285915989742
PPBP	2.92719608430344
HTR3A	7.75005779782339
SDC2	6.2331115882607
ANKRD49	7.72096261334652
BTF3	10.4632670447893
COX7A2	10.5868656660867
SARS	7.77122276075833
C13orf18	4.10407240626973
CACNB1	3.67007464399758
QKI	6.27233661778415
SETMAR	5.48536021920887
LAMB4	3.36525822291126
MAN2B1	7.05388860465934
EML3	5.1441147190392
ACADL	3.20859903758244
OFD1	8.39602655865612
CGA	3.27810386075786
EIF3EIP	10.7070963120694
