Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_A11_433738
Composite Element REF	Signal
AACS	6.14389417017215
FSTL1	7.96932608923305
ELMO2	6.40465045283016
CREB3L1	3.87355384867450
RPS11	10.1060623970565
PNMA1	7.58296646576995
MMP2	5.57068216271547
SAMD4A	4.06870481486267
SMARCD3	5.48596991985393
A4GNT	3.91835055260983
C9orf39	3.99166923139552
PKNOX2	3.9679016004894
RALYL	4.15708752726623
ZHX3	4.83103377339889
ERCC5	6.72403332106666
RXFP3	2.98371880296671
APBB2	4.30558405394554
BBOX1	7.09885134135635
PRO0478	3.40307913640169
GCSH	8.14538910183904
XDH	4.09792393822505
EDN1	3.75059618481744
MTERF	6.14930429553891
PDCL3	7.52342173103954
CLK4	7.04877587203946
KCNG1	4.63942749139898
CXCR4	9.54052479385119
DECR1	8.086486296826
SALL1	3.31364894218234
PTPRR	3.36931005699126
CADM4	3.53987597431373
IRAK1	6.18036386855414
CFHR5	3.35680307330196
HNRPD	7.8828899370232
TMSB10	12.1098387824206
CXCL3	3.78897963710046
LMAN1	4.0354852766641
SUHW1	3.51565436648231
CHD8	6.66091794513774
SUMO1	8.00435867279349
GP1BA	3.63701307272982
OR7A10	3.95112496168744
DDB1	7.39451542204535
CHRNA10	3.93939421497227
STYK1	3.42479279245761
MYO9B	4.62191503700347
CCNI	9.59627541962604
MMP7	4.17544919552934
EP300	7.40803774922063
CRNKL1	7.98458056498822
C9orf45	3.36804879538601
XAB2	4.86132387788543
RTN1	3.48760883995685
HIC2	4.84118040512672
TBX10	3.81114231120837
CENPQ	4.20080688115945
UTY	3.26659455061152
OR2W1	3.01578730309490
ATP5G2	10.568225436279
ZEB1	3.37754642486594
ZG16	3.50269610420314
ERG	3.66066121363857
PARN	5.93845297850173
SOD2	3.86389275523293
JOSD3	7.52245809317225
ADAM5P	3.39093342898273
CHD9	6.21783599774967
hCG_40738	4.07488361404390
STK16	4.68943221831005
PDE1C	4.29061991590679
SEMA4D	6.62846567641639
AGPAT1	6.09161697344135
TOB2	6.43212169777915
BANK1	4.13532351398274
MAP3K3	5.36461800864816
MAX	4.99135913387926
GRM2	4.09178272234988
OSBPL8	7.42902458660991
PROSC	5.93222033989745
NR4A2	6.72947926761772
RICS	5.60429667575408
PIR	3.19407494232204
PPCS	7.36388984368463
IPO9	6.58222940229021
LONP1	7.03151780426212
EVC	4.07177854070781
CXCL13	4.5244243034353
SCYL3	5.258715540138
