Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_E11_298086
Composite Element REF	Signal
AACS	6.24596579533701
FSTL1	8.19138578747989
ELMO2	5.50005323955019
CREB3L1	4.113780153226
RPS11	9.85917873058654
PNMA1	6.84854147282006
MMP2	8.06335607316716
SAMD4A	4.03912739367055
SMARCD3	7.29349592518413
A4GNT	3.67625378476485
C9orf39	3.32680552398582
PKNOX2	3.91099929819154
RALYL	3.45991946656030
ZHX3	4.04130755667868
ERCC5	6.67168240147901
RXFP3	2.88414750346034
APBB2	3.90670530106722
BBOX1	7.50283823674877
PRO0478	3.01149753883539
GCSH	6.57570784579816
XDH	4.08566662932715
EDN1	4.19359228384594
MTERF	4.91817637123029
PDCL3	6.96931440657111
CLK4	6.8364044588746
KCNG1	3.56938304572297
CXCR4	8.49955700332323
DECR1	8.6000737380554
SALL1	3.31122487752984
PTPRR	7.56240909035136
CADM4	3.40442931372153
IRAK1	8.89371156313813
CFHR5	3.17330245315423
HNRPD	7.24131549235674
TMSB10	12.3009197444382
CXCL3	3.57900051614581
LMAN1	3.60897284810664
SUHW1	3.47636909337572
CHD8	5.42768969894896
SUMO1	7.89670240970564
GP1BA	3.54742740097278
OR7A10	3.55868800702491
DDB1	7.5335142678678
CHRNA10	3.74150803020023
STYK1	3.86313722728753
MYO9B	4.21942084426837
CCNI	10.3325863611094
MMP7	11.0976822303433
EP300	6.64374611667916
CRNKL1	5.99207420401029
C9orf45	3.34363886714719
XAB2	4.41841292062011
RTN1	3.62303673948557
HIC2	4.19901327847534
TBX10	3.65997434107839
CENPQ	3.83231213328799
UTY	3.14662103398700
OR2W1	3.05163545967258
ATP5G2	10.3820367410237
ZEB1	3.62614726863182
ZG16	3.60350931068759
ERG	3.39708260355712
PARN	7.307496427209
SOD2	4.72958962833509
JOSD3	7.7105535945855
ADAM5P	3.33768423332558
CHD9	6.57816984510447
hCG_40738	3.87300724418039
STK16	4.90891664138024
PDE1C	3.93575559057746
SEMA4D	6.04271843164282
AGPAT1	5.66920493286058
TOB2	6.23589794862124
BANK1	5.41747424024805
MAP3K3	5.74541726426589
MAX	5.05529849057421
GRM2	3.55012709650817
OSBPL8	6.35601317273853
PROSC	6.03114521483245
NR4A2	4.35844758002302
RICS	5.02807467467275
PIR	5.82864176813799
PPCS	9.04607819080328
IPO9	5.81142545783743
LONP1	7.82759700942284
EVC	4.57547323283792
CXCL13	3.88488168005936
SCYL3	6.02817958250518
KIAA1199	5.72029499217556
SORL1	9.23341064041626
NAT10	6.69276415022818
CHD1	6.05720396787218
SYN3	3.53053635989157
DMC1	3.72540973868047
SLC22A2	3.62357354324807
SERPINF1	7.81116181668706
C20orf27	5.76859980027533
OR7A17	2.96693145079676
RPS6KA5	3.81943351576548
LHB	3.67907455943587
TAOK3	4.71514151467604
STK25	6.14419502345
SLC12A4	3.82962238746816
BRCA1	3.722629846885
GBL	5.47867137944802
C14orf108	6.97234512394197
CDC25B	8.47874654107544
BMP3	3.19997481540019
MAP1LC3C	3.36075494143393
TMEM180	3.86502082061367
CRYGC	3.51680924291941
SLK	6.24137747094895
POU3F1	3.31368408975403
C20orf32	3.94529942233016
USP52	5.98376802559438
HIGD1B	3.98371923780293
BAZ1B	6.73548082649686
USP6NL	5.66124890905554
SLCO2B1	3.95507153640446
ABCD4	4.23739729369642
DIMT1L	5.56618286239953
SLC25A46	7.29096604274637
LARP7	6.78171889366265
TEK	3.57992781964564
CD160	3.60860000637947
TERF2IP	7.73552679241519
PHF20	6.20601497318691
COL1A1	7.69254601362651
KIAA0090	5.78296842379463
GTPBP1	4.6846176552265
GRK5	3.95248230103114
AP1S2	4.69714839920275
RAB33B	4.29467669365368
CA11	5.59645037120003
ALDOC	4.58864213123529
NUDT1	5.00235424040549
ZNF212	4.53172590529264
ACBD3	7.9817534833787
ZNF83	6.33488469886076
PRDM2	5.5332705523493
GDPD5	4.92874543025746
PDCD4	5.25937476414395
CEP350	6.61759278845814
FOXP3	3.30001161196883
SMYD3	6.69736021982593
CST7	4.23091888996396
SELL	3.98936885838253
CIAO1	6.39030988999566
LGI2	3.59063216175358
WDR45	7.10139450230562
ANKRD6	5.27073745939423
LTBP4	3.96580902793785
PSCD3	3.41194356988106
PYY	3.23019433591389
KCNC1	3.02660972213518
SIRT6	4.71505717844944
CCL19	3.99352384003747
ARHGEF9	4.46849304177849
ABR	4.36697194136804
C10orf22	6.4677766753027
STK17A	4.52021833088539
FOXE1	3.46319244462665
GML	3.18841529047871
CNGA3	3.15087976430254
CD38	3.66320573214315
ZDHHC6	7.22081993807247
NEFH	3.54714683108988
PGBD5	4.22650406707248
CTDSP2	7.57564541685688
RMND5B	5.8932402335672
ZNF257	3.33548249611561
DUSP4	4.1370101931695
FLJ22167	4.55934196141737
EXOSC7	7.15641797099068
ROR2	3.92421003371788
FOXM1	4.90680143704737
ZBTB48	4.29033122591545
BUD31	6.03583611232554
MAOA	3.48460842447699
CCDC41	3.87922883564882
TNNT3	3.84026390511398
FBXO11	5.35178617681902
GYPC	5.70032826907869
PLIN	3.52570216495221
RFXAP	3.54630585382695
C6orf15	4.83023771721545
RNF4	9.06829003879833
F8A1	9.4789778020478
PPP1R3D	4.64563006980751
GRB2	7.57038303158047
TPM3	3.21459734221261
SYT13	3.53466420163098
EPB42	3.58077852236746
RP5-1077B9.4	5.02438608021954
EIF1	10.5727986274712
CETN3	7.61527142311979
FPGT	5.31974584283132
PRY	3.36054840244781
NTHL1	6.35770018732698
POLR2B	8.7084394039718
RPS28	11.8877930925909
GDF10	3.27551683907458
COQ9	7.11415901660197
P2RX3	2.90487309030929
GCC2	6.76740909012277
RARRES3	6.35009222842225
PLXNA1	6.57796074884015
WBP4	4.24212900405964
KIAA0100	5.43019716922327
PMF1	6.18421538379304
HS2ST1	5.6778133920286
CRELD2	7.8275169623952
C8G	3.28945355175388
CD82	5.63717795631496
PMM1	6.20166837692704
CBLL1	3.81754035217325
LIM2	3.65212197421072
VAX2	3.54068488415561
SETDB1	5.19260089922253
LRAP	6.1408898248289
GCLM	6.52584551313377
CPEB3	3.95011800222333
PPM1A	5.07996973789146
INTS1	4.31041031001757
MMP16	3.37750869525048
CAMTA1	4.20655981863069
SAMSN1	4.54124163306596
DRD3	2.82662422434097
GMPPA	5.45038151994684
C11orf73	4.74234953067656
AIPL1	3.5696050929458
PTP4A2	9.71823894584455
IL24	3.52090086091743
BDKRB1	3.30616253892077
HPCA	3.57365030755316
MLF1	5.71694711728989
SEC14L1	6.76512470169038
CHFR	4.87367634154216
EMILIN1	3.75182331592376
THADA	6.1979933791536
TAF12	5.39449422663312
NDUFS4	8.7644629368779
ID1	4.66188321653286
PIK3CB	3.77072498080608
COL18A1	8.05361604004123
PDZD3	3.20108652351675
TBC1D17	4.24216084866472
COX8A	9.83904939499059
CDCA4	6.16410331501265
C2orf44	4.37114742809594
C9orf16	8.75980672739982
ERBB2IP	7.69335284800197
EMX2	8.13633876241404
FUS	5.82350339832204
NIPSNAP3B	3.72367437913173
TF	3.38814082007122
CXorf56	5.25967689762247
CLCN4	3.74273520430296
PWP2	6.00659471365676
MMP15	4.69810670054108
MTMR14	6.7416047202491
NPR1	8.0715569614212
DNAL4	7.18453715346713
ELAC2	4.38419273113589
ASS1	11.3428805067705
IPP	6.0946432866198
TMEM59	10.6697051565047
POLR2J	8.30855373531556
SEC23IP	4.562173935282
RGS4	3.98012606416679
UQCRC1	10.0316078238596
SNX6	6.9886210707475
DDX18	6.2580921117039
POLG	4.95201405388585
ADAM23	4.11675339909224
ZNHIT2	4.8430807857333
TFR2	3.67879589936669
NCDN	4.8125524949378
RAG1	3.16500310911145
POMT1	5.42195218985963
CYP1A1	3.59903293052126
SNAPC1	5.02921593848048
GNA11	6.16770249755123
CCDC52	2.82357929539451
CAPN1	7.79967855614406
DDHD2	7.96888629913305
UPF3A	5.70426525092512
LAGE3	6.16745811464434
GNRHR	3.18369913106104
UNC13B	5.51607366321455
TTLL4	4.17973904252598
PPBP	2.93987760242690
HTR3A	3.98056723544089
SDC2	5.59089172727764
ANKRD49	7.13515877789924
BTF3	10.1303912994139
COX7A2	10.0720846699769
SARS	9.88705723468535
C13orf18	3.81410392604021
CACNB1	4.01977039032887
QKI	5.22313882947464
SETMAR	4.81818416806256
LAMB4	3.59277762720824
MAN2B1	5.96678917182985
EML3	5.55818443994055
ACADL	3.27795365533828
OFD1	9.08218624497352
CGA	3.56933517824795
EIF3EIP	10.6145565257200
PEX16	5.38962438147824
GNG12	9.40693249336414
HABP4	5.63947739463484
CNTN2	3.67600009103623
ASNSD1	6.68054227594145
FUT4	3.92482120038127
DBH	3.40090822324485
CD53	5.94651242608446
HIST1H2BJ	3.47624546964100
TFAP2B	3.33017450830086
ACF	3.74760613987883
TMEM11	5.59298914790513
CDH8	3.5072153921964
C3orf32	3.95262386520662
AGPS	4.64948457638495
C4orf18	3.11909927818932
PCCB	5.79239632540077
IPO13	5.78891762513703
PECI	6.79198456853625
UNG	6.84511337472469
C6orf105	4.06911783233954
GSTP1	8.11670169037711
SUV420H1	8.18414984053222
ARHGAP15	3.85115950442088
LTBR	7.19163127105008
TDRKH	3.63997809792097
PSG4	3.54184022348009
SLC9A3R1	6.18391004489213
NBPF3	9.87681489805955
SLC9A3	3.60634070904677
OSBP	6.06526771123072
PRR5	5.1639080604828
CHMP7	5.97940844775283
ADRA1A	3.22300150443297
ASAH1	6.71666489879268
FKBP4	6.29123338364606
ZNF350	4.45697837471936
DOM3Z	4.69751728854856
GIPR	3.69759820249273
AHI1	4.59537871578602
BST1	5.6111294011927
NCR2	3.53447553852939
NADSYN1	5.17979506931444
UBE2W	6.44901510783023
RGS14	4.27975041401934
KRT15	3.99622512003008
SCN11A	3.8345629600102
GFI1	3.42465031849687
FHL1	4.30388621540384
SMC6	5.94543526303473
GATA1	3.64780270064552
OSGEP	4.14836377412002
ARMC6	4.99665501825868
HK3	3.52709037081529
PSMD5	6.94529960095881
RSU1	7.44606695451133
RPL4	11.6571701386029
MAD2L1	5.28823906433271
RBPMS	5.77422102356313
EIF4A3	9.27866497155623
E4F1	5.33050525743867
DLEC1	3.58996379115737
PRPF3	6.10004261226139
EMR1	2.94104402321844
CHMP2B	5.44240899337719
CAMSAP1	4.76547772792917
RPS21	9.32980331693106
XCR1	3.23199822997456
ARID5A	4.55302912883851
RBM6	6.73513846345017
UBE2N	7.0291569500708
KLF4	4.11609627504357
MGC4172	4.8570590633826
LMO4	7.9962483983298
KLKB1	4.04829162620562
HDAC3	6.19416664421318
HP	6.44110024627478
SCHIP1	5.2427407628165
BTK	3.99267509734576
KRCC1	8.30560047398544
PRND	2.87572723202998
C6orf27	3.69140680481364
PIGL	3.65486576198704
CLCA1	3.83500911781923
C1orf112	4.06301400741976
OLFML2A	5.73622178387021
HUS1	5.28451504483673
SFRS6	6.88602193575744
CXCR7	4.48664355801157
UIMC1	6.58333382328643
FXYD2	3.52589185933211
GOT2	7.27534121230596
ZNF667	3.73729614134767
TFEC	3.4522042832059
ATP7B	3.64309210933215
RAB38	3.76323901616071
POLD2	6.28132971273828
PPM1H	5.33951119550057
DCX	3.2844882164403
NFYC	6.19403390007935
ZNF228	3.91417323682084
KIN	5.15979220815691
PLSCR4	5.94976972755588
HIST1H4I	4.38977337570761
PPARGC1A	3.24821627057007
HIG2	5.76388290925942
KCNK10	4.20324179518861
EXOC1	8.14456754009844
OR6A2	3.56198743786394
ETFA	7.84725418986752
PDAP1	4.20578355659132
C19orf6	3.64099707069252
POLRMT	4.58022428828792
ZNF146	7.49603368721866
MIA2	3.24927132104049
LY6G6E	3.06956055937503
EIF4E2	8.02564397413697
NENF	5.13785982780049
HOXB5	4.14220492763522
ZNF324	4.15121447507556
CUGBP1	5.3069127769127
ENTPD7	4.36372759320539
TTC13	7.29197878099598
GJB5	3.12314243181892
PRSS22	4.0117430365067
CYP3A5	3.65715574290208
MBOAT5	4.26641983601682
CUL4B	5.34476089946106
CENPJ	3.10365599191711
KIAA0664	6.29790673181975
PITX1	3.42368517388163
PDGFRB	5.62676857049359
RDX	5.75302062700155
CELSR3	4.44738079153959
JUND	6.51202149838258
ITSN1	5.36413358605327
CHRNB1	4.00769270398055
EHBP1L1	4.89124034718165
C19orf2	5.82819189295082
FETUB	3.22133045537952
CAMK2B	3.66085246118898
DCTN1	6.82875419081154
TNKS2	6.65762745450805
MRTO4	6.9520515690332
C1QBP	5.5237737035027
