Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_C05_547286
Composite Element REF	Signal
AACS	5.7190507666773
FSTL1	7.27620152245288
ELMO2	5.34615808733135
CREB3L1	3.93452873581084
RPS11	10.0247610953517
PNMA1	6.86805273828362
MMP2	6.67388323379964
SAMD4A	4.01597543350279
SMARCD3	6.39611634535164
A4GNT	3.76337580163512
C9orf39	3.30341440910097
PKNOX2	4.53996374640997
RALYL	3.42360170276087
ZHX3	4.35243210948911
ERCC5	6.55815558928572
RXFP3	3.19840247460602
APBB2	4.60785888628594
BBOX1	6.37829419434061
PRO0478	2.91733665666285
GCSH	8.80221814989577
XDH	3.9647773753193
EDN1	4.57911921018678
MTERF	6.56620946218248
PDCL3	7.32961214279863
CLK4	5.63747029911975
KCNG1	3.97806609037478
CXCR4	7.24084358210353
DECR1	7.7315555173271
SALL1	3.29471763431034
PTPRR	3.4286639244898
CADM4	3.37335067605633
IRAK1	7.34049315105773
CFHR5	3.25990026043875
HNRPD	8.16944719274217
TMSB10	11.8894901307543
CXCL3	3.81426668457124
LMAN1	3.99033451650361
SUHW1	3.37583157727591
CHD8	5.1898590869289
SUMO1	8.34290220298858
GP1BA	3.27434758069763
OR7A10	3.82872552918761
DDB1	7.14283593834903
CHRNA10	3.82996510820762
STYK1	3.08785045830234
MYO9B	4.1726164256262
CCNI	10.3703529714235
MMP7	9.9238331469352
EP300	6.87138527106762
CRNKL1	7.14518974268166
C9orf45	3.3457356355423
XAB2	4.36836911030117
RTN1	3.6185413267541
HIC2	4.39213737027719
TBX10	3.46792726362861
CENPQ	4.05048074634109
UTY	3.21051097795912
OR2W1	2.92443513989129
ATP5G2	11.0350643626452
ZEB1	3.25234854358096
ZG16	3.42291798099003
ERG	3.5981068092633
PARN	6.79827837341409
SOD2	5.41892139631611
JOSD3	8.66490718122212
ADAM5P	3.30543431682371
CHD9	5.72676645034168
hCG_40738	3.91063961994785
STK16	5.3897261192923
PDE1C	3.71865034778714
SEMA4D	5.73444294980387
AGPAT1	5.55665444271613
TOB2	6.46551932506765
BANK1	4.18931091312264
MAP3K3	4.94283921678292
MAX	5.48791459667515
GRM2	3.71750249849757
OSBPL8	7.12403719938176
PROSC	5.58049619896959
NR4A2	4.4122408462299
RICS	5.08448580730825
PIR	3.69540131101905
PPCS	8.9764850245908
IPO9	5.98755391417675
LONP1	7.2960957591147
EVC	4.07035601201035
CXCL13	4.41317906215409
SCYL3	5.46511970815075
KIAA1199	3.5882321958561
SORL1	8.35837071170876
NAT10	6.89489795413244
CHD1	6.0519450631679
SYN3	3.57438518254819
DMC1	3.82523433545821
SLC22A2	3.63528004741787
SERPINF1	5.85697693134032
C20orf27	7.30679863240371
OR7A17	3.295851873372
RPS6KA5	4.41948100131352
LHB	3.87644200409323
TAOK3	4.45932529817191
STK25	6.19665270011396
SLC12A4	3.67224037120379
BRCA1	3.47308539118822
GBL	6.40307211311261
C14orf108	8.23611144352777
CDC25B	5.94756274682138
BMP3	3.35204706387526
MAP1LC3C	3.42696019688716
TMEM180	3.75375497877711
CRYGC	4.40472203643072
SLK	5.69185052293312
POU3F1	3.42961374239167
C20orf32	3.84155225509704
USP52	5.90789847456256
HIGD1B	4.03809411567583
BAZ1B	5.65809585128708
USP6NL	5.27183714239944
SLCO2B1	4.03385329834443
ABCD4	4.22380390475288
DIMT1L	5.76086052429068
SLC25A46	6.76598389512389
LARP7	7.55898011682537
TEK	3.50296372899605
CD160	3.78411450772448
TERF2IP	7.77101727978808
PHF20	6.14489096338133
COL1A1	6.90881789820485
KIAA0090	6.8800620516437
GTPBP1	4.53806670376658
GRK5	3.62333486440569
AP1S2	5.72000956474305
RAB33B	4.75813607210018
CA11	4.58870914642165
ALDOC	6.50222651816502
NUDT1	4.49684585545263
ZNF212	5.76012155610945
ACBD3	6.60469200676998
ZNF83	6.20632789316472
PRDM2	5.4845711809158
GDPD5	5.70666716471403
PDCD4	6.76134112250499
CEP350	5.30235081604753
FOXP3	3.54307301435333
SMYD3	7.24667595081873
CST7	4.18424762453541
SELL	3.83302991074233
CIAO1	6.23732230508043
LGI2	3.94469812226657
WDR45	6.21809550382516
ANKRD6	8.30315238267809
LTBP4	5.44121577172863
PSCD3	3.4487796233079
PYY	3.31463399521196
KCNC1	3.38230633358725
SIRT6	4.04733695980419
CCL19	4.02003365055492
ARHGEF9	4.24359908465405
ABR	4.81140752392579
C10orf22	6.49768253709675
STK17A	4.03496666886774
FOXE1	3.1391050750033
GML	3.1476555352515
CNGA3	3.15520132963448
CD38	4.18077586884662
ZDHHC6	7.22238588598091
NEFH	3.36332723493152
PGBD5	4.05729272954003
CTDSP2	7.18511043999278
RMND5B	5.85846958033164
ZNF257	3.88665525966341
DUSP4	3.21984709442445
FLJ22167	5.88529550863074
EXOSC7	7.39915533979695
ROR2	3.3456624178347
FOXM1	5.06393219980058
ZBTB48	5.12774107143347
BUD31	6.49095392018848
MAOA	4.26725004211638
CCDC41	3.92412384246648
TNNT3	3.83097770024568
FBXO11	5.26480866261829
GYPC	6.09303966374093
PLIN	3.55586028958058
RFXAP	3.74731325901067
C6orf15	3.77694450485033
RNF4	7.54594967706157
F8A1	6.81874452910986
PPP1R3D	4.61761677572945
GRB2	7.29056184506537
TPM3	3.08196447122104
SYT13	4.32507812732204
EPB42	3.83752611284177
RP5-1077B9.4	5.25490174181669
EIF1	10.0930988381687
CETN3	6.53771488433425
FPGT	4.53436700748035
PRY	3.59073094604305
NTHL1	5.17939372372008
POLR2B	8.64103897923742
RPS28	12.1344574995430
GDF10	3.13350897062128
COQ9	8.13010201150892
P2RX3	2.98767785513850
GCC2	6.84910143394734
RARRES3	5.56876702186751
PLXNA1	5.59561318709873
WBP4	4.69771272561314
KIAA0100	6.33871924742232
PMF1	7.48171999514232
HS2ST1	5.76667286294011
CRELD2	5.3478692261476
C8G	3.19442593359153
CD82	5.9650174730622
PMM1	4.64099089459351
CBLL1	4.06303903134038
LIM2	3.42413514234872
VAX2	4.37414321874237
SETDB1	6.024929127314
LRAP	2.98106089789348
GCLM	5.97105671295193
CPEB3	3.67886014420289
PPM1A	5.5229598014022
INTS1	4.27590084157484
MMP16	3.18640687030275
CAMTA1	5.06721753027872
SAMSN1	4.89702365112884
DRD3	2.85798127978848
GMPPA	5.47692180914164
C11orf73	6.95698767168061
AIPL1	3.73284137388832
PTP4A2	8.54063179857136
IL24	3.76588022825564
BDKRB1	3.50036561054525
HPCA	3.68434156219181
MLF1	6.27954370578517
SEC14L1	5.74498582206782
CHFR	3.96777709192728
EMILIN1	3.37289215374041
THADA	6.41284554990974
TAF12	5.32482975550106
NDUFS4	9.07176937709879
ID1	4.36102037159985
PIK3CB	3.84868425299336
COL18A1	7.89994340752621
PDZD3	3.41662681812068
TBC1D17	4.26858611641722
COX8A	10.3789031084817
CDCA4	5.96279171183959
C2orf44	4.7694184870141
C9orf16	8.77206030432207
ERBB2IP	7.49988967073126
EMX2	9.33402239848884
FUS	6.45447175334876
NIPSNAP3B	3.4654109610942
TF	3.40744762408963
CXorf56	4.42107823730962
CLCN4	3.53759865845766
PWP2	5.07328908578406
MMP15	4.70034943765411
MTMR14	6.38857402795395
NPR1	6.8135394107419
DNAL4	6.65008067728492
ELAC2	4.38527511538613
ASS1	10.2416099396902
IPP	5.29089434985447
TMEM59	9.7615940420161
POLR2J	7.9261760791806
SEC23IP	5.74233287613495
RGS4	3.77194075694797
UQCRC1	9.36344421252666
SNX6	7.68520915113762
DDX18	7.43689196125437
POLG	4.83356214680549
ADAM23	4.15283767298757
ZNHIT2	4.59018360742162
TFR2	3.32470521025022
NCDN	4.48928731149974
RAG1	3.58505273146359
POMT1	4.67971514456686
CYP1A1	3.17906548794255
SNAPC1	6.26873644373399
GNA11	5.24327525783361
CCDC52	2.76230822666061
CAPN1	6.47126216436666
DDHD2	6.57311956922739
UPF3A	6.16908364634022
LAGE3	4.61204742805801
GNRHR	3.38476293811299
UNC13B	3.63836686033253
TTLL4	5.11106688051038
PPBP	2.89533240546215
HTR3A	3.36314205671888
SDC2	5.64599082691637
ANKRD49	7.95938258424358
BTF3	10.5010608764905
COX7A2	11.1510981637542
SARS	8.74312868660485
C13orf18	4.15856947350597
CACNB1	3.91542079950146
QKI	5.48528404993629
SETMAR	6.20048138640327
LAMB4	3.39487177234553
MAN2B1	6.84833047611351
EML3	5.23136592961556
ACADL	3.32400126570128
OFD1	6.94316788025248
CGA	3.5382505160251
EIF3EIP	11.5188707860575
PEX16	5.49774088080092
GNG12	6.96338146203868
HABP4	4.41123645232733
CNTN2	3.60708035103292
ASNSD1	7.38691380881837
FUT4	4.5308237496512
DBH	3.4689645405194
CD53	6.71234657587277
HIST1H2BJ	3.89701173747118
TFAP2B	3.28057581821897
ACF	3.89819052802901
