Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_C09_543760
Composite Element REF	Signal
AACS	7.19457351983353
FSTL1	7.63319868548692
ELMO2	5.48663938480507
CREB3L1	3.74623834087184
RPS11	9.7726162154916
PNMA1	8.4679879421774
MMP2	5.5802286595079
SAMD4A	4.00325745475994
SMARCD3	4.76581043855877
A4GNT	3.53437567601513
C9orf39	3.43206127642117
PKNOX2	3.50703895844392
RALYL	3.07208188876335
ZHX3	4.28373385189552
ERCC5	5.79548591423362
RXFP3	3.1547533793647
APBB2	4.37041284025584
BBOX1	6.19256372785501
PRO0478	3.11248914133257
GCSH	8.46540759794411
XDH	3.41286027670941
EDN1	3.35577988128497
MTERF	6.29451922954776
PDCL3	7.52896804170728
CLK4	6.49857144409655
KCNG1	3.74317471774148
CXCR4	8.42715322341494
DECR1	7.87984047475121
SALL1	2.93727206601961
PTPRR	3.38946933237903
CADM4	3.39563009731315
IRAK1	8.48762625744303
CFHR5	3.0934302990764
HNRPD	8.01813751141889
TMSB10	12.1782291441130
CXCL3	3.3911089106091
LMAN1	3.75438782515039
SUHW1	3.30823888827348
CHD8	6.4579345305383
SUMO1	7.96005895458636
GP1BA	3.47950953697328
OR7A10	3.65489066669765
DDB1	7.8321773834629
CHRNA10	3.52708201644109
STYK1	4.14117633405197
MYO9B	4.58458179556053
CCNI	10.0737344567436
MMP7	10.6588921146450
EP300	6.27833119577637
CRNKL1	6.96092374079689
C9orf45	3.18727760957592
XAB2	3.95521444340002
RTN1	4.80497025552275
HIC2	3.68109114521673
TBX10	3.36565617705758
CENPQ	3.73888546556136
UTY	3.24218106017270
OR2W1	2.83009871047081
ATP5G2	10.6901293018877
ZEB1	3.32396183464867
ZG16	3.33871666353259
ERG	3.49229831746009
PARN	6.47245472562502
SOD2	4.84623775138092
JOSD3	8.26329270065193
ADAM5P	3.19356716915689
CHD9	5.76249548695689
hCG_40738	3.66729782131737
STK16	4.85382027986766
PDE1C	3.55202865045992
SEMA4D	5.29464626782411
AGPAT1	5.65834137999753
TOB2	5.95553826031555
BANK1	4.63286222113374
MAP3K3	5.32762240123473
MAX	5.71066972112708
GRM2	3.81175783184377
OSBPL8	7.19292727387143
PROSC	6.38724718898589
NR4A2	3.90827065790682
RICS	5.8261452975618
PIR	4.22935059209814
PPCS	9.05650575042335
IPO9	6.32614691499405
LONP1	7.74661088126024
EVC	4.17766284767415
CXCL13	3.93044472311021
SCYL3	5.36896930939071
KIAA1199	7.08853577578729
SORL1	8.67879611423713
NAT10	6.89989916676663
CHD1	6.77573434624035
SYN3	3.51649728654091
DMC1	4.05309678209531
SLC22A2	3.59177056874124
SERPINF1	7.48385168756347
C20orf27	5.97587944714916
OR7A17	3.12648030080903
RPS6KA5	4.90459419934747
LHB	3.44121437838463
TAOK3	5.53347767157736
STK25	6.65605022577
SLC12A4	3.59721101597876
BRCA1	4.14841203284215
GBL	5.17055332742205
C14orf108	8.6149191844603
CDC25B	7.82646518164162
BMP3	3.47950287607736
MAP1LC3C	3.37628797398795
TMEM180	4.22423637058670
CRYGC	3.47716670625017
SLK	6.39453923380372
POU3F1	3.35050167141535
C20orf32	3.74059429791871
USP52	6.2969307659985
HIGD1B	4.01843401115737
BAZ1B	7.15568094561278
USP6NL	5.67013560358235
SLCO2B1	5.21621047254875
ABCD4	4.72306510847003
DIMT1L	5.90212601753604
SLC25A46	7.43036053751458
LARP7	6.91927943778858
TEK	3.57994415749378
CD160	3.70625517696262
TERF2IP	6.76902434007566
PHF20	6.34776057408643
COL1A1	6.09955617373725
KIAA0090	5.97406705409702
GTPBP1	4.18043474401842
GRK5	5.12316327604941
AP1S2	6.26202098617441
RAB33B	4.10387429636664
CA11	5.22398621293246
ALDOC	5.67323951411666
NUDT1	5.36833287191527
ZNF212	5.55595715522568
ACBD3	6.9034290905121
ZNF83	6.77042143115043
PRDM2	5.26972453085125
GDPD5	4.21481223411919
PDCD4	7.1339361365878
CEP350	6.04837578223967
FOXP3	3.23657293432453
SMYD3	6.85869142876925
CST7	4.53527822476195
SELL	4.12078414285775
CIAO1	6.32277138888129
LGI2	3.82052938701252
WDR45	6.54496042492023
ANKRD6	7.82260049029273
LTBP4	4.38143746601096
PSCD3	3.45057999599815
PYY	3.2536635743722
KCNC1	3.48072944240172
SIRT6	3.83059315371736
CCL19	4.59956091921786
ARHGEF9	4.31818406289444
ABR	4.79439652979275
C10orf22	6.96547966985518
STK17A	4.67652583436141
FOXE1	3.10874792718577
GML	3.20218586472677
CNGA3	2.91627475229268
CD38	3.75203716518711
ZDHHC6	7.74979517692041
NEFH	7.03425793914803
PGBD5	4.78659349052543
CTDSP2	7.35723182968023
RMND5B	6.27354634898421
ZNF257	2.88270619767721
DUSP4	3.36635796951701
FLJ22167	4.2349659114417
EXOSC7	6.59418311644946
ROR2	3.66751374517581
FOXM1	5.45819118442127
ZBTB48	5.03407016230301
BUD31	7.5415962563852
MAOA	5.08028438261917
CCDC41	4.71994482937886
TNNT3	3.42529659155038
FBXO11	6.08572902403446
GYPC	6.58948405496823
PLIN	3.46857867859465
RFXAP	3.50637163077102
C6orf15	3.56204288870901
RNF4	7.97337917682746
F8A1	7.06079486662915
PPP1R3D	3.99648934977337
GRB2	7.01958495980302
TPM3	2.88225822329764
SYT13	4.23554244309023
EPB42	3.63177144408557
RP5-1077B9.4	5.46997810139679
EIF1	10.1489877543602
CETN3	7.55672062190264
FPGT	4.85409289045421
PRY	3.27857976256562
NTHL1	5.1686614076525
POLR2B	8.54603213320887
RPS28	12.3196420799213
GDF10	3.02331561816245
COQ9	7.40964303662957
P2RX3	3.12221882490332
GCC2	6.72835786019326
RARRES3	8.35342940896965
PLXNA1	5.70729730258156
WBP4	4.36573879785353
KIAA0100	6.12903534066889
PMF1	6.86810936751605
HS2ST1	5.72275917820021
CRELD2	6.6989573660033
C8G	2.97715604699501
CD82	6.26752124215525
PMM1	5.40990907334681
CBLL1	4.25437701660827
LIM2	3.09392831454760
VAX2	3.78133289648972
SETDB1	5.06893798177913
LRAP	5.61454349571323
GCLM	6.6869263134257
CPEB3	4.0688437029298
PPM1A	5.74668509080456
INTS1	4.025526716226
MMP16	3.1157695053981
CAMTA1	4.47798943891682
SAMSN1	6.23367598997981
DRD3	2.98721247938899
GMPPA	5.17400477086748
C11orf73	6.20813699571949
AIPL1	3.68016472664873
PTP4A2	9.37358539158231
IL24	3.32197280968364
BDKRB1	3.14426053982288
HPCA	3.67199795236770
MLF1	5.7335003193436
SEC14L1	5.64536235654827
CHFR	5.9919584226763
EMILIN1	3.34882025802406
THADA	6.59008638512783
TAF12	5.76860908778916
NDUFS4	8.8255135655269
ID1	5.62137426174438
PIK3CB	4.42051770966447
COL18A1	8.60025310785203
PDZD3	3.57633683107599
TBC1D17	4.57751849394194
COX8A	9.84949883245583
CDCA4	6.3946811803623
C2orf44	4.53893037047424
C9orf16	7.52649398566916
ERBB2IP	8.56854252626049
EMX2	9.08808799423621
FUS	6.18851142756309
NIPSNAP3B	3.44538874740818
TF	3.19910421758033
CXorf56	4.647472809451
CLCN4	3.66499243965508
PWP2	6.50493667246641
MMP15	3.99911229647148
MTMR14	6.28806300763712
NPR1	7.01709962211242
DNAL4	5.27085663102508
ELAC2	4.58096571084333
ASS1	10.4478071654224
IPP	5.53215649431204
TMEM59	9.3994894238519
POLR2J	8.76371122577735
SEC23IP	5.59733151789049
RGS4	3.7423967175004
UQCRC1	9.6898141739711
SNX6	7.97037011955746
DDX18	6.9590141566394
POLG	4.91267987041882
ADAM23	3.79165913192971
ZNHIT2	4.05386922030538
TFR2	3.30710058823357
NCDN	4.32463503724228
RAG1	3.60139097947526
POMT1	4.4917959816717
CYP1A1	3.07557446457561
SNAPC1	5.70023099548175
GNA11	5.18746474310177
CCDC52	2.78559773931536
CAPN1	7.59508602846053
DDHD2	7.63866901472816
UPF3A	6.35996907829661
LAGE3	5.49472718794857
GNRHR	3.17173480489954
UNC13B	5.56330323804999
TTLL4	5.01110301727293
PPBP	2.86064694206204
HTR3A	7.2687303053184
SDC2	5.32113427979256
ANKRD49	6.94349870451431
BTF3	10.9074127780095
COX7A2	10.0613659184082
SARS	8.68897847457674
C13orf18	4.46218608825390
CACNB1	3.68836450943187
QKI	5.56795781563413
SETMAR	5.85499770247436
LAMB4	3.279842495198
MAN2B1	7.84855207437543
EML3	5.17678871862612
ACADL	3.18065493657716
OFD1	7.74526142642861
CGA	3.40424348908557
EIF3EIP	10.7228745348685
PEX16	5.09053405319485
GNG12	7.87272127870093
HABP4	4.66534329124019
CNTN2	3.45256036565059
ASNSD1	7.52643500224470
FUT4	4.40165739405157
DBH	3.30947954574884
CD53	8.39535435323465
HIST1H2BJ	3.35271038848885
TFAP2B	3.31917691540948
ACF	3.5034373214088
TMEM11	6.01520404498481
CDH8	3.31875393346236
C3orf32	3.26482269053738
AGPS	4.83548781019497
C4orf18	3.41954233759194
PCCB	7.36397510474434
IPO13	4.7526733171791
PECI	7.75434714614803
UNG	8.0712690538936
C6orf105	3.76831165574353
GSTP1	9.43231225067674
