Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_E12_516386
Composite Element REF	Signal
AACS	5.77177013047893
FSTL1	9.09414809582239
ELMO2	6.03726106068917
CREB3L1	3.47123846932236
RPS11	9.67120230357873
PNMA1	7.35975974626645
MMP2	5.63546749292409
SAMD4A	3.51158256467923
SMARCD3	6.8028426153324
A4GNT	3.82879330913608
C9orf39	3.31545005187879
PKNOX2	3.96836454442246
RALYL	3.34542541600412
ZHX3	4.48244547608471
ERCC5	5.68001531089899
RXFP3	2.89820621535452
APBB2	4.18448146187661
BBOX1	4.20998011274199
PRO0478	3.29516412049217
GCSH	6.8834193858381
XDH	4.58822956475622
EDN1	4.13095964954025
MTERF	6.71911669138701
PDCL3	7.8847621840636
CLK4	5.1592682179069
KCNG1	4.57859566262794
CXCR4	7.40935260575395
DECR1	7.27514012466422
SALL1	5.07951652238317
PTPRR	3.31607943973119
CADM4	3.34929283895101
IRAK1	8.90990708831011
CFHR5	3.15085110660163
HNRPD	8.06519900063347
TMSB10	11.8861455148306
CXCL3	4.21256035639347
LMAN1	4.0451518947596
SUHW1	3.71646897718289
CHD8	5.86336185693143
SUMO1	7.98437986354446
GP1BA	3.35756556182091
OR7A10	3.63935428950294
DDB1	7.14920861158062
CHRNA10	3.41743663911942
STYK1	3.35013607877966
MYO9B	4.14026592066656
CCNI	10.4422491356358
MMP7	6.1681331293249
EP300	5.97957826965787
CRNKL1	6.41431735720191
C9orf45	3.25750783438192
XAB2	4.31950578502592
RTN1	3.96073182687718
HIC2	3.98325728088858
TBX10	3.50931049618682
CENPQ	3.98592243484992
UTY	3.24263596229914
OR2W1	2.71188024336128
ATP5G2	10.8328995727478
ZEB1	3.26419187191983
ZG16	3.36532911778081
ERG	3.85175628402657
PARN	7.4447165393747
SOD2	6.65268187039155
JOSD3	8.33427055702832
ADAM5P	3.16823123966605
CHD9	6.15998448008845
hCG_40738	3.98615669536699
STK16	4.36573425983892
PDE1C	3.70900848505941
SEMA4D	6.57108449644215
AGPAT1	5.77020111350549
TOB2	5.32756374515059
BANK1	3.54391729323614
MAP3K3	5.00390370749324
MAX	5.26600097813596
GRM2	4.09311770253052
OSBPL8	5.84575916822262
PROSC	5.20834868403813
NR4A2	4.20481663296841
RICS	4.2672251771801
PIR	7.85125359867127
PPCS	8.6151481437572
IPO9	5.44454695350555
LONP1	7.036131513207
EVC	3.78992123441196
CXCL13	4.80704581155255
SCYL3	5.45979792644554
KIAA1199	4.44188480137772
SORL1	8.84756713433995
NAT10	7.09310706112596
CHD1	6.18460040924212
SYN3	3.79480036211891
DMC1	4.07043970973872
SLC22A2	4.40354688851703
SERPINF1	5.77120028927713
C20orf27	5.64357064280034
OR7A17	2.98252128878027
RPS6KA5	4.55362448983677
LHB	3.28368482785618
TAOK3	4.67091164037349
STK25	6.06228087735397
SLC12A4	3.52686001106039
BRCA1	3.65517922414301
GBL	6.12538256808793
C14orf108	7.84639606411946
CDC25B	6.58886020507464
BMP3	3.28100532876166
MAP1LC3C	3.29444434744278
TMEM180	3.63386816470495
CRYGC	3.98767083007823
SLK	5.60383831814638
POU3F1	3.36271679223495
C20orf32	3.9686009700541
USP52	6.35459577569224
HIGD1B	4.0967622772794
BAZ1B	6.57223588217476
USP6NL	4.73635785147131
SLCO2B1	4.35882434991762
ABCD4	4.72717760981438
DIMT1L	5.09138663637914
SLC25A46	7.41922006796022
LARP7	5.64812680976971
TEK	3.44085979192763
CD160	3.59039459496145
TERF2IP	7.41395842063923
PHF20	5.86882133047873
COL1A1	6.4100737196718
KIAA0090	5.65252914324989
GTPBP1	4.24394534929002
GRK5	3.67471339133134
AP1S2	6.68660792050737
RAB33B	4.84230928880987
CA11	3.79025710746242
ALDOC	4.89078407043288
NUDT1	4.16612537709013
ZNF212	6.3375746753684
ACBD3	7.11076843525265
ZNF83	5.70160164116742
PRDM2	4.787077155229
GDPD5	4.19366717415536
PDCD4	6.12609678031821
CEP350	5.3918412962428
FOXP3	3.26479048337736
SMYD3	7.20512265189514
CST7	4.18840366907846
SELL	4.1663952719722
CIAO1	6.8403468020192
LGI2	3.63938222369639
WDR45	6.6216358443323
ANKRD6	5.89006579140189
LTBP4	3.31405668438254
PSCD3	3.52933689573107
PYY	3.22578817485209
KCNC1	3.11172072800115
SIRT6	3.84736478917957
CCL19	3.71863320838158
ARHGEF9	5.8470095412183
ABR	4.3613674195136
C10orf22	6.57798851488241
STK17A	4.75982155635821
FOXE1	3.48543650730411
GML	3.22352553845602
CNGA3	3.27608577412495
CD38	3.77403779345473
ZDHHC6	7.95801047721354
NEFH	4.89311077845923
PGBD5	4.13259668505641
CTDSP2	8.49417404901168
RMND5B	5.70473383994923
ZNF257	4.52730410699450
DUSP4	6.56884134355254
FLJ22167	5.36744261398989
EXOSC7	6.35410932109469
ROR2	3.6057977925924
FOXM1	5.22828057338469
ZBTB48	4.33429633905764
BUD31	7.81504999655061
MAOA	4.32941847960672
CCDC41	3.81044170346687
TNNT3	4.06785971997174
FBXO11	5.35011125289484
GYPC	4.74001530134044
PLIN	4.23843039754167
RFXAP	3.96623972188866
C6orf15	3.89938965508228
RNF4	8.5581303590904
F8A1	8.07344436833547
PPP1R3D	4.64841628422687
GRB2	6.63257792855507
TPM3	3.21540946549506
SYT13	3.49015091661109
EPB42	3.59112064974852
RP5-1077B9.4	4.64255899516391
EIF1	10.0909621839817
CETN3	5.0779285756703
FPGT	6.16334302430135
PRY	3.25834289574987
NTHL1	5.3312709693681
POLR2B	8.49078576710936
RPS28	11.7852401224590
GDF10	3.12542040766477
COQ9	8.53256947732958
P2RX3	2.78822237120550
GCC2	7.28777366460935
RARRES3	6.04413560106189
PLXNA1	5.91412167273982
WBP4	3.91457418733551
KIAA0100	5.59598701034987
PMF1	6.61147029641744
HS2ST1	5.11921123093432
CRELD2	7.01434131633909
C8G	3.13263025710008
CD82	6.20110791714184
PMM1	4.62237807817477
CBLL1	5.51474511083804
LIM2	3.52853447298020
VAX2	4.25931484713464
SETDB1	5.37481237980538
LRAP	6.48008632792142
GCLM	7.18854900530986
CPEB3	3.57373165784283
PPM1A	6.21175449802053
INTS1	4.00087100113073
MMP16	3.17960876044328
CAMTA1	3.25118448051304
SAMSN1	5.87448078141968
DRD3	2.86245650692834
GMPPA	5.02896243976916
C11orf73	5.22704270015556
AIPL1	3.70741421814202
PTP4A2	9.69823549301167
IL24	3.4169736270925
BDKRB1	3.34555116311459
HPCA	3.55803527466736
MLF1	7.12322043822701
SEC14L1	6.01717151181492
CHFR	5.9739354589041
EMILIN1	3.18305226759943
THADA	5.02793433586951
TAF12	5.94430733494764
NDUFS4	7.9843392678698
ID1	5.51867836550714
PIK3CB	3.74201527219026
COL18A1	7.05799783539039
PDZD3	3.19161033880414
TBC1D17	3.82015792254349
COX8A	9.51834003683529
CDCA4	6.42633258626462
C2orf44	4.53677153754154
C9orf16	7.60820461671336
ERBB2IP	7.1695380268017
EMX2	8.08990074871754
FUS	6.74396698340588
NIPSNAP3B	3.83632595858983
TF	5.50079460005123
CXorf56	5.8256780501252
CLCN4	4.19297511789118
PWP2	4.71043094219695
MMP15	4.89154695456296
MTMR14	5.98342482368833
NPR1	4.84852246623297
DNAL4	5.27855083856948
ELAC2	4.58734821952583
ASS1	10.1682543504915
IPP	5.48582058913117
TMEM59	10.0326970363742
POLR2J	9.24053820607486
SEC23IP	5.65554830131746
RGS4	3.92577390452116
UQCRC1	8.9046743079357
SNX6	8.14424777914746
DDX18	6.81234694121734
POLG	4.53609019034133
ADAM23	4.00890763077082
ZNHIT2	4.12904619213924
TFR2	3.40586494410979
NCDN	4.15529352834283
RAG1	3.53611130199417
POMT1	5.55338121845296
CYP1A1	3.31837979164628
SNAPC1	5.32444262759195
GNA11	5.35619456571229
CCDC52	2.72452301248841
CAPN1	6.28500761024018
DDHD2	5.92684639263279
UPF3A	5.76731512459112
LAGE3	6.17326279844968
GNRHR	3.208438441226
UNC13B	5.89629368870619
TTLL4	6.51895216394529
PPBP	3.20339326215198
HTR3A	3.24227135417107
SDC2	5.16900746893106
ANKRD49	6.56454155533371
BTF3	9.79639267753884
COX7A2	10.3518569282294
SARS	8.6786217363491
C13orf18	3.63119182401501
CACNB1	3.82393666737662
QKI	6.41794442914169
SETMAR	5.23271748799439
LAMB4	3.35677487001341
MAN2B1	6.32484128946764
EML3	4.60967992259001
ACADL	3.43710703709996
OFD1	9.16273720713338
CGA	4.89004945850337
EIF3EIP	10.6936664596627
PEX16	5.3094842642082
GNG12	7.95206703708006
HABP4	4.95591325076124
CNTN2	3.51145794058334
ASNSD1	8.29310254193043
FUT4	3.9889374764123
DBH	3.20473829004315
CD53	7.74282317936593
HIST1H2BJ	3.28713166246827
TFAP2B	3.16203968013066
ACF	3.47143558535624
TMEM11	5.73144561765166
CDH8	3.38206643430337
C3orf32	3.08648046569165
AGPS	5.90206721076187
C4orf18	3.20548767099940
PCCB	6.76427572928789
IPO13	4.66710439367142
PECI	7.14284279225879
UNG	7.46094977035198
C6orf105	3.73022974068006
GSTP1	8.86610016770547
SUV420H1	6.19300400407833
ARHGAP15	4.10772807199329
LTBR	6.78233329455672
TDRKH	3.36289333233293
PSG4	3.35866796681170
SLC9A3R1	6.42109853195612
NBPF3	9.58371198900655
SLC9A3	3.75055774986904
OSBP	6.22592464669628
PRR5	4.38859649287671
CHMP7	5.39736258774342
ADRA1A	3.02766542747682
ASAH1	7.22785945144371
FKBP4	7.49440932073255
ZNF350	4.72826858332159
DOM3Z	5.56451480848886
GIPR	3.35056574176412
AHI1	4.56516496519883
BST1	3.72313074581752
NCR2	3.47810118369552
NADSYN1	4.69439551076406
UBE2W	5.83356040968399
RGS14	3.50646897113959
KRT15	4.15132024673774
SCN11A	3.79256343774794
GFI1	3.52901941281487
FHL1	4.24008802973552
SMC6	5.46785849981131
GATA1	3.64886058803394
OSGEP	5.4446024312558
ARMC6	4.87232477761044
HK3	3.5288747108616
PSMD5	6.6926865825034
RSU1	7.45464369048802
RPL4	11.4160806697747
MAD2L1	5.8659788227458
RBPMS	5.04979521696926
EIF4A3	8.93809873443333
E4F1	5.14257780263324
DLEC1	3.3057017731495
PRPF3	5.59245897630433
EMR1	3.21423892022408
CHMP2B	6.89337560266437
CAMSAP1	4.13827148764293
RPS21	9.7163232746334
XCR1	3.2508403828193
ARID5A	4.91013599292556
RBM6	5.98675563193767
UBE2N	7.16646423190108
KLF4	4.48042610362806
MGC4172	4.12262738893498
LMO4	6.24412498489988
KLKB1	3.07128525942480
HDAC3	7.02883314501636
HP	9.88226774023452
SCHIP1	6.01820951924866
BTK	4.23872353943245
KRCC1	7.97122067829517
PRND	3.03007285227856
C6orf27	3.69528883475713
PIGL	3.97950151647027
CLCA1	3.82511416351538
C1orf112	4.77660973428706
OLFML2A	4.45482476708603
HUS1	5.34871248789816
SFRS6	8.76000721014257
CXCR7	6.70386038989315
UIMC1	5.34148556890634
FXYD2	3.64116469756825
GOT2	8.1047782116877
ZNF667	3.45225494201854
TFEC	3.89418301638236
ATP7B	4.29294448477486
RAB38	6.38520532563553
POLD2	7.06096848105147
PPM1H	5.45367316936166
DCX	3.22634471658845
NFYC	6.16181924126643
ZNF228	3.32169610603669
KIN	5.41502412756577
PLSCR4	6.8217937334252
HIST1H4I	4.34704386011643
PPARGC1A	3.5708470462776
HIG2	6.81645910209656
KCNK10	3.98779406722129
EXOC1	7.82848062337826
OR6A2	3.90722709201421
ETFA	8.45576655094884
PDAP1	5.49548129305470
C19orf6	3.60307719758889
POLRMT	4.26461325956287
ZNF146	7.90987953676532
MIA2	3.1551843409549
LY6G6E	3.12582570188109
EIF4E2	7.88206423204957
NENF	4.92405785872265
HOXB5	4.91174233700226
ZNF324	4.47499689443640
CUGBP1	4.12104889567641
ENTPD7	4.72558999312405
TTC13	6.47192335965525
GJB5	3.23281832820363
PRSS22	4.90081513454409
CYP3A5	3.2318514941963
MBOAT5	5.18055220446548
CUL4B	5.94327422808999
CENPJ	3.94293440628471
KIAA0664	6.77514114648531
PITX1	3.91865527394138
PDGFRB	5.09084462620441
RDX	6.44852784292441
CELSR3	4.38297923742037
JUND	6.75304042410227
ITSN1	4.37511170369160
CHRNB1	3.5608580369445
EHBP1L1	3.53737068163421
C19orf2	7.96085093667989
FETUB	3.14785827950523
CAMK2B	3.30881270001437
DCTN1	6.8554701895729
TNKS2	6.43507187068016
MRTO4	6.93218942576047
C1QBP	6.14999126576358
TTC3	7.14861823922705
NDUFB8	8.71321952046405
CADPS2	4.88579512945122
EDG2	4.35369524807812
MYF5	2.81226104849576
SEMA3G	3.12427484779715
IL23A	3.9762713049739
GJA9	3.43143664664
R3HDM2	8.16288868527658
C5	3.70568627397768
SLC2A10	8.19920219168392
TRIM45	5.15814060097853
TSP50	3.77258611457631
PAQR3	6.1268163095338
ANKRD26	3.3071713413026
TCP1	9.46881082947255
TMED7	6.59032560189
CMA1	2.85057573507642
PTCRA	4.09712473357392
HCRTR1	3.38696852264272
FST	4.42108003558096
PAWR	3.78364883048637
LDLR	5.73636786504424
ASTN2	3.89260506994904
SCRN1	6.94389373396975
GPATCH8	5.92156149387791
KIF4A	6.2517843235639
TANC2	3.24743849294829
ZMYM5	3.85265741938811
PGM1	9.6959785299287
ZNF586	5.53562577444452
POLR3G	3.46140662823801
CPD	8.09613186242522
SNCAIP	5.40207094467785
DCT	3.34249453076177
HLA-DOA	3.36742554979006
TANK	5.51077877328493
RCAN1	4.13311727761052
UPK1B	4.62140847139389
DNAJB4	5.9758164007326
UGT1A8	3.07813451622412
LIMD2	3.36594739764513
HIST1H4L	3.40660220455150
PECR	4.48637067854023
HSPA2	4.99957058141018
SERP1	9.97221863138833
TACR2	3.17017324659437
NUP85	6.00115921317302
CD177	3.58873739250451
GPR135	3.21687741690132
PIGG	7.01616064824687
LGR5	7.448448947737
JAK2	3.74698824429206
DPYSL4	3.25689942821698
TM9SF4	6.91207176313255
PTHR1	3.32910295138067
SIRPG	3.24294220262417
ZNF264	4.0555651110774
BICD1	6.11308987032986
RAB5A	6.79788857146354
FLJ13224	3.32375889194127
METTL5	8.54744316964028
HERC6	6.35224606633968
CASP1	5.90727486832413
USP9Y	2.78279159943058
LRP1B	2.88952772927794
XAF1	6.14826383774286
PLA2G4C	3.54997345422565
APOA2	3.25938870131695
SPAG6	3.07620919383625
KALRN	3.50295875320569
SECTM1	5.39709918995536
THOC7	8.9057803989039
IFNAR1	3.76033062534349
TCTA	6.50559654775729
NY-REN-7	3.22250145421687
TALDO1	8.59278549564935
B2M	11.8742682907419
LPPR4	3.62671042878999
SQLE	6.10483418781817
SEPHS1	7.58770759692551
EIF5A	5.71904199041901
FAM49A	4.17974466048638
YTHDC2	4.15700192161232
EHD2	3.91517166509337
NCF1	3.75420695282832
SPG7	4.93041313921676
ZNF614	3.57998131965648
HOXA5	7.33054656155817
NUP133	8.12890967784239
FGF12	4.35893807243936
SLMO2	7.9791764912418
INPP5B	4.43402800462583
PPID	6.59395809772115
SNTA1	4.04023101641987
IL20RA	4.16359347932777
UBE2J1	6.29647768455218
CACNG2	3.07962573023463
GCM1	3.17395659846386
ELF1	6.12283241730005
TLR5	4.63746952521928
TCFL5	7.30438001153875
C1orf107	5.07913675323646
C19orf22	6.18370109953079
SAFB2	5.69282660570815
MAP3K7IP1	3.89490553827036
NCK2	8.09079359539642
OXA1L	8.35322491507883
KIAA0652	6.46986647070232
KLRG1	3.96080322325112
FRAG1	5.47317967610256
ZSCAN12	3.03554786622678
PSMD12	6.72945177984766
E2F4	5.2712488585436
CLEC4M	3.61619242891928
KIAA0999	4.82644850053777
CLDN10	7.34460284894748
MGC13053	4.24747326291209
TAC1	2.73234725189082
GYPA	3.31641550742909
HPCAL4	3.22956652485991
TRAIP	3.75053986091354
MEX3D	4.08009941106879
KIAA0232	7.23466133492992
ERCC8	4.37684012169457
NFAT5	5.91566897921842
GPX4	9.09881761636937
CSPG4LYP1	3.26126597136816
KIAA0368	5.80779562170576
FBXO3	4.85202709344235
DVL1	6.14666779746095
CMKLR1	3.45825803213275
GPR157	3.54001094240497
TYMS	8.13134533402263
OR52A1	3.23305437503593
PEF1	7.07569017254638
ZNF750	4.02278872281688
ALG9	5.98597027987757
MCM5	6.2170992193205
SDK2	3.40337434374154
BAIAP3	3.78930936060604
RABGGTB	8.25506041919043
KCNK7	3.29470080952357
PTP4A3	6.66792038260963
ANKRD40	4.46297760454812
CALCOCO2	7.25202884118329
TMSL8	7.12717649076342
SNCA	4.25528420965264
ZNF551	3.83440276466284
HBQ1	3.5823465674963
ARHGAP26	4.09695300432091
GEMIN6	7.15360769321943
HRAS	4.69060996324786
KLRC4	2.7669467813182
BSDC1	6.16317777081406
DSC1	4.17761692611265
RNF43	4.54637627784075
NDUFAF1	5.23634359433255
MAP2K4	5.60692892978813
FOLR2	5.08770675272922
LYZL6	3.59613389580902
EPB41L3	3.98237401047249
TEKT2	3.84609903409815
CDKN2B	3.6611772410887
WSB1	6.12780922810641
ZNF480	3.26705296858990
