Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_G08_491196
Composite Element REF	Signal
AACS	7.10972386855571
FSTL1	8.86520135009736
ELMO2	5.43452248127227
CREB3L1	3.97482670941321
RPS11	10.2749428467956
PNMA1	8.13872817695543
MMP2	6.56760276755666
SAMD4A	4.03860222394575
SMARCD3	4.59474636387286
A4GNT	3.71647630379033
C9orf39	3.13658518814216
PKNOX2	5.91143596901251
RALYL	3.64638390768547
ZHX3	4.13483175549468
ERCC5	5.22199179355282
RXFP3	3.26915736253497
APBB2	4.30795481422771
BBOX1	3.08284324252032
PRO0478	3.173949280996
GCSH	9.46018726882248
XDH	3.43349311721309
EDN1	5.83418332314029
MTERF	6.8507056303608
PDCL3	8.3525937495178
CLK4	6.44448957791615
KCNG1	4.25050935883262
CXCR4	8.47632780422651
DECR1	7.01015842337558
SALL1	4.55936086822037
PTPRR	3.26555023760702
CADM4	3.57139297278071
IRAK1	8.40704806361629
CFHR5	3.16768244011265
HNRPD	7.32183549645652
TMSB10	12.5958170095924
CXCL3	3.95305895700342
LMAN1	3.97889153234941
SUHW1	3.46462900457475
CHD8	5.7431892049159
SUMO1	9.46794131442127
GP1BA	3.22572434630453
OR7A10	3.58558265150847
DDB1	7.17531989618587
CHRNA10	3.7917829177515
STYK1	3.31951240024232
MYO9B	4.15386123515478
CCNI	10.4112579204955
MMP7	11.6480230983817
EP300	6.25715819048208
CRNKL1	7.35926819246633
C9orf45	3.33847022078104
XAB2	4.11175622183149
RTN1	3.63178598432610
HIC2	3.83330966320722
TBX10	3.39832670700938
CENPQ	4.96415275781141
UTY	3.28823765596439
OR2W1	2.9125964592987
ATP5G2	11.1153488332736
ZEB1	3.31977326365512
ZG16	3.4287474865445
ERG	3.52316278144884
PARN	6.85684570026971
SOD2	5.04581747503162
JOSD3	7.72054894796887
ADAM5P	3.27811463977108
CHD9	5.82289656407336
hCG_40738	3.72617428704827
STK16	5.8769914294075
PDE1C	3.71258451324368
SEMA4D	4.98380489798202
AGPAT1	6.96752241383107
TOB2	6.18717398848199
BANK1	3.50970941445648
MAP3K3	5.3577270303923
MAX	5.53605330350982
GRM2	3.83510234322659
OSBPL8	8.05844778608614
PROSC	5.49148908926087
NR4A2	3.99842971805342
RICS	4.16625856832522
PIR	5.13157173429066
PPCS	9.43699689889755
IPO9	6.3732147147568
LONP1	6.33604271468105
EVC	4.14028776733092
CXCL13	4.07161718722439
SCYL3	6.48210506754203
KIAA1199	4.92682784738137
SORL1	8.1676926985321
NAT10	6.28068809221743
CHD1	6.29823950638904
SYN3	3.64336178565512
DMC1	4.12805239369187
SLC22A2	3.68892822760171
SERPINF1	5.18298530801293
C20orf27	5.6032026448521
OR7A17	3.26322090896312
RPS6KA5	4.8413773804461
LHB	3.26922500639142
TAOK3	5.15015493688256
STK25	7.49434742369287
SLC12A4	3.62545881174378
BRCA1	4.24836945926142
GBL	5.59150876444724
C14orf108	8.41679340504896
CDC25B	6.44010079299312
BMP3	3.13813021747321
MAP1LC3C	3.89408437008668
TMEM180	3.61873230362967
CRYGC	3.54732325283307
SLK	6.13926373946583
POU3F1	3.19278463511342
C20orf32	3.85021717484282
USP52	6.6445080906107
HIGD1B	4.01751391595805
BAZ1B	6.22920109253738
USP6NL	6.62257122878715
SLCO2B1	4.28063641611553
ABCD4	4.98457204726128
DIMT1L	6.27005188879267
SLC25A46	7.94784950294925
LARP7	6.88936739492618
TEK	4.00070994165772
CD160	3.47624448060840
TERF2IP	7.51313939797422
PHF20	5.93538620480046
COL1A1	6.72046732792384
KIAA0090	6.63365534856185
GTPBP1	4.24946866832742
GRK5	3.59458737838235
AP1S2	5.30191617489743
RAB33B	4.12913142838662
CA11	4.10705101468019
ALDOC	4.82517221227877
NUDT1	6.03598122026004
ZNF212	6.10889752614494
ACBD3	6.95281561674603
ZNF83	6.87523048742539
PRDM2	5.13388425638722
GDPD5	5.1604572769203
PDCD4	6.9866344758477
CEP350	5.85826278193648
FOXP3	3.20330677556736
SMYD3	7.47142404941404
CST7	4.75917076699942
SELL	3.64884588980021
CIAO1	6.8440001933259
LGI2	3.39698490972029
WDR45	6.66618856356995
ANKRD6	7.36988045264041
LTBP4	3.95552682020049
PSCD3	3.32817814521155
PYY	3.07127772960466
KCNC1	3.05426099877255
SIRT6	4.12322896498756
CCL19	3.930323798174
ARHGEF9	4.65527892796582
ABR	4.25745316314726
C10orf22	7.32912403437666
STK17A	4.75445154308674
FOXE1	4.47109753159351
GML	3.70555846135101
CNGA3	2.99587624540454
CD38	3.59093077796952
ZDHHC6	7.79708628265073
NEFH	5.56854820865666
PGBD5	5.61978966752168
CTDSP2	7.05031284087003
RMND5B	6.14905010652315
ZNF257	4.549063363834
DUSP4	3.45988883241422
FLJ22167	6.18760503956566
EXOSC7	6.92352280764715
ROR2	3.63725027355194
FOXM1	6.85259275149867
ZBTB48	5.16078777330776
BUD31	8.62265567518118
MAOA	5.85066700633281
CCDC41	5.27603137630429
TNNT3	4.22338309429202
FBXO11	5.85403313938286
GYPC	8.02169572822691
PLIN	3.52515790946590
RFXAP	3.32581777214638
C6orf15	3.75884566874522
RNF4	7.52468960179398
F8A1	8.65026193607553
PPP1R3D	4.2332666817545
GRB2	6.92266397222242
TPM3	3.09764397764526
SYT13	3.91697418303246
EPB42	3.46467013139388
RP5-1077B9.4	5.89344744868062
EIF1	10.6863452468787
CETN3	8.18639810433452
FPGT	6.82474669366038
PRY	3.47153481545824
NTHL1	5.22854598737748
POLR2B	8.35204073091557
RPS28	12.3535173095487
GDF10	3.29825670954488
COQ9	7.96147672008877
P2RX3	2.95527564690834
GCC2	7.8269244181418
RARRES3	6.58111953675348
PLXNA1	5.68013681970978
WBP4	4.47015254586428
KIAA0100	6.32795538006474
PMF1	7.21064786222993
HS2ST1	5.33062424292386
CRELD2	6.5976870535485
C8G	3.11016020574511
CD82	5.05848857864185
PMM1	5.11217094151847
CBLL1	4.56752501661002
LIM2	3.41045212788983
VAX2	3.75881761682245
SETDB1	5.17181587666483
LRAP	3.19500251629842
GCLM	7.22983331561189
CPEB3	3.25244802097659
PPM1A	5.9806930853015
INTS1	4.33995898056491
MMP16	3.27337048215907
CAMTA1	5.96089537943572
SAMSN1	5.26005637841402
DRD3	2.81584470511013
GMPPA	5.39663495999393
C11orf73	6.63108300133389
AIPL1	3.96589232424544
PTP4A2	9.7813000749626
IL24	3.24404715038903
BDKRB1	3.25452393007184
HPCA	3.26657124702348
MLF1	7.09247149796897
SEC14L1	5.59022804645282
CHFR	5.50644887403932
EMILIN1	3.33366256782828
THADA	6.4593086614372
TAF12	4.48751169068371
NDUFS4	8.66979132105997
ID1	5.8065076341778
PIK3CB	3.80431076455965
COL18A1	6.93193307427634
PDZD3	3.26542704979412
TBC1D17	5.80632364040273
COX8A	9.79537116617465
CDCA4	6.91969906389304
C2orf44	5.00791695676381
C9orf16	7.00223730644646
ERBB2IP	8.35868728090865
EMX2	9.86209208836816
FUS	5.58145058621512
NIPSNAP3B	3.72077541419283
TF	3.28718691181492
CXorf56	5.58969880177428
CLCN4	3.75032814105599
PWP2	4.54541654323904
MMP15	4.26319224860854
MTMR14	6.11302992000109
NPR1	6.37019597024101
DNAL4	6.20179399056315
ELAC2	4.76175309583669
ASS1	9.10181894195467
IPP	5.56928672964633
TMEM59	10.2532078077489
POLR2J	9.22283940870113
SEC23IP	6.01749862420641
RGS4	4.23087448613325
UQCRC1	9.16288330853564
