Hybridization REF	TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_E09_586152
Composite Element REF	Signal
AACS	7.15228515181487
FSTL1	8.00706508987904
ELMO2	6.55653692625524
CREB3L1	3.39464441950614
RPS11	10.1626806676043
PNMA1	8.6774739480192
MMP2	6.90437672619938
SAMD4A	3.98140675310973
SMARCD3	7.44156469869949
A4GNT	3.70961088972463
C9orf39	3.40240240250465
PKNOX2	3.87768217574609
RALYL	3.06638979507945
ZHX3	4.78678330738201
ERCC5	6.900475020045
RXFP3	2.80575764607069
APBB2	5.14699106094962
BBOX1	4.78467497896429
PRO0478	2.99721023958904
GCSH	9.35792028572034
XDH	3.72822736876229
EDN1	3.28389518149649
MTERF	6.55287767105652
PDCL3	7.46911276856349
CLK4	7.59188262563211
KCNG1	3.75667582821899
CXCR4	8.692847778247
DECR1	8.85940634720604
SALL1	3.11422368677542
PTPRR	3.12274728194023
CADM4	3.29437394911046
IRAK1	8.3823352296539
CFHR5	3.04207480547698
HNRPD	7.95095851838081
TMSB10	12.1816456148702
CXCL3	3.60202835779683
LMAN1	3.9848406791038
SUHW1	3.80952204395338
CHD8	7.13899918487601
SUMO1	8.28798060572274
GP1BA	3.19875661051046
OR7A10	3.8247298955753
DDB1	7.7253843577117
CHRNA10	3.73325535797
STYK1	4.09257182621682
MYO9B	4.87687670990152
CCNI	10.0862433129249
MMP7	9.4831388484915
EP300	6.53373477651381
CRNKL1	7.92080005883842
C9orf45	3.18071912146557
XAB2	4.74174213240339
RTN1	4.40582574105045
HIC2	4.24098052909848
TBX10	3.45528745697573
CENPQ	5.56778099869011
UTY	3.15187282790442
OR2W1	2.89044919019519
ATP5G2	11.3992358034900
ZEB1	3.48014168870925
ZG16	3.24879838792674
ERG	3.52725327144338
PARN	6.92774993605412
SOD2	6.42907363889125
JOSD3	8.84223369924037
ADAM5P	3.26278707358203
CHD9	7.20905096307484
hCG_40738	3.99842438077525
STK16	5.68173373062074
PDE1C	3.59383264166325
SEMA4D	6.57512787962328
AGPAT1	6.68635743052127
TOB2	6.4975021317193
BANK1	4.74304216875315
MAP3K3	6.15456473523858
MAX	5.77936218181769
GRM2	3.76733462546816
OSBPL8	8.3091444956833
PROSC	6.63467536137764
NR4A2	4.39131348107398
RICS	4.58021543077526
PIR	4.1241154730372
PPCS	8.34470483210889
IPO9	7.2634624931242
LONP1	7.0820699195494
EVC	4.55785653637037
CXCL13	8.21106720311204
SCYL3	5.82094252157405
KIAA1199	7.82364576279045
SORL1	7.4729416598834
NAT10	7.10654153550476
CHD1	7.30686397811206
SYN3	3.38576762968958
DMC1	3.86316729338337
SLC22A2	3.73089309216983
SERPINF1	7.22475760158555
C20orf27	7.22547694723159
OR7A17	3.11917845359015
RPS6KA5	5.58806230847274
LHB	3.39407771285524
TAOK3	4.8881910339266
STK25	6.82909305198299
SLC12A4	3.52095923203794
BRCA1	3.97875252248374
GBL	6.16473556185412
C14orf108	8.42940967881004
CDC25B	6.74789087084682
BMP3	2.9600797296724
MAP1LC3C	3.14450328239556
TMEM180	3.84701785938004
CRYGC	6.8416339263906
SLK	6.87157609764003
POU3F1	3.16718504893511
C20orf32	3.62423121281519
USP52	7.56031394014303
HIGD1B	3.62255514319927
BAZ1B	6.13065570904128
USP6NL	6.76015770623474
SLCO2B1	4.31908937880145
ABCD4	4.80137938498502
DIMT1L	6.06833367052078
SLC25A46	7.83492090001991
LARP7	7.68245286803322
TEK	3.45129350391072
CD160	3.58040993844057
TERF2IP	8.00105008777746
PHF20	6.74327263177008
COL1A1	6.97899510475291
KIAA0090	5.90042674160806
GTPBP1	4.40272051477933
GRK5	3.87314180208299
AP1S2	5.46361454587769
RAB33B	5.05330115966425
CA11	5.77530725494621
ALDOC	6.44428368945093
NUDT1	5.16928156642823
ZNF212	5.64382757157778
ACBD3	8.03617545751667
ZNF83	7.54170566271249
PRDM2	5.32654688916826
GDPD5	4.49259354765692
PDCD4	6.91985715353664
CEP350	6.02046914576047
FOXP3	3.24906338270672
SMYD3	7.11451093349208
CST7	5.66782490456312
SELL	6.22114249978785
CIAO1	6.65774530380735
LGI2	3.88439991007561
WDR45	6.83023771721545
ANKRD6	8.88870711612447
LTBP4	4.27045089400796
PSCD3	3.15755325641794
PYY	2.96675177397795
KCNC1	3.07872757156004
SIRT6	3.96799981046769
CCL19	6.79314654097361
ARHGEF9	5.86280939054338
ABR	4.59875631491655
C10orf22	7.30770917357933
STK17A	4.70315681218402
FOXE1	3.39704773231846
GML	3.03217742513498
CNGA3	2.81955055620982
CD38	5.0797844005331
ZDHHC6	7.75267913528167
NEFH	6.09909767044648
PGBD5	4.51403400967357
CTDSP2	8.18696657288551
RMND5B	6.17034320263032
ZNF257	3.90487602958436
DUSP4	6.05402080894831
FLJ22167	6.43479745659241
EXOSC7	7.6737872871046
ROR2	5.01301813331289
FOXM1	5.50551841081943
ZBTB48	5.94848772302914
BUD31	8.0696357816021
MAOA	4.37151664233048
CCDC41	5.97407633447588
TNNT3	3.5842072992573
FBXO11	6.2903285538922
GYPC	5.04681909934937
PLIN	3.42850061953086
RFXAP	3.38570154959226
C6orf15	3.74933240601361
RNF4	8.21657106929917
F8A1	7.43812989167002
PPP1R3D	4.45339033878291
GRB2	7.68776693898963
TPM3	3.38562348693227
SYT13	3.60703846054122
EPB42	3.59399421701582
RP5-1077B9.4	5.83414830586647
EIF1	10.6582005848001
CETN3	8.19054902231688
FPGT	5.56445049774109
PRY	3.37927616134048
NTHL1	6.17252700597082
POLR2B	8.3667734928422
RPS28	12.6712244438604
GDF10	3.28878836395988
COQ9	7.90114770961516
P2RX3	2.8553795068661
GCC2	7.97842558271392
RARRES3	7.03916103685628
PLXNA1	5.68211001207683
WBP4	5.23550095686867
KIAA0100	6.98682714049949
PMF1	7.4890159119886
HS2ST1	6.49506499767882
CRELD2	6.09215788688255
C8G	3.05886540106982
CD82	5.28695335613934
PMM1	4.74740279938115
CBLL1	5.13960474653501
LIM2	3.26767282333707
VAX2	4.99544585622824
SETDB1	6.39850716302756
LRAP	3.72988281077542
GCLM	6.68590068730889
CPEB3	3.79663487330811
PPM1A	6.68982046440996
INTS1	4.12782512562012
MMP16	3.10614948139769
CAMTA1	6.28247339090053
SAMSN1	6.18645447764834
DRD3	2.77233229559741
GMPPA	5.54406320723357
C11orf73	6.7958254476442
AIPL1	3.68394948350743
PTP4A2	8.82413066832446
IL24	3.22061258105005
BDKRB1	3.30582393493279
HPCA	3.37205161592461
MLF1	7.09654466327476
SEC14L1	6.67812255311427
CHFR	5.22213747138419
EMILIN1	3.11319370412986
THADA	6.47116626526929
TAF12	5.70430187811797
NDUFS4	8.35136267393706
ID1	4.50512245194785
PIK3CB	4.20301605899246
COL18A1	7.9510592228789
PDZD3	3.25829443915724
