Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_A01
Composite Element REF	Signal
AACS	6.77966676153795
FSTL1	6.51657146494095
ELMO2	5.04917069811172
CREB3L1	3.69096891601575
RPS11	10.1278244960190
PNMA1	7.12624663961354
MMP2	5.03716116902773
SAMD4A	4.04154201853849
SMARCD3	7.7059784499183
A4GNT	3.79436093001705
C9orf39	3.20027527658029
PKNOX2	3.95298637678249
RALYL	3.50964817039366
ZHX3	4.25591490156131
ERCC5	5.00609781064462
RXFP3	2.91724823242445
APBB2	3.1291276541944
BBOX1	3.66724464754477
PRO0478	3.06686504965946
GCSH	8.29942995611891
XDH	3.69711137778397
EDN1	6.54452385417997
MTERF	8.04927773969877
PDCL3	6.92367159388353
CLK4	6.83434614712213
KCNG1	3.71008184606725
CXCR4	7.08048087874389
DECR1	7.896604489815
SALL1	3.18476171404693
PTPRR	3.29619996882388
CADM4	3.37761592420632
IRAK1	7.78961672283015
CFHR5	3.43149734921062
HNRPD	6.46929241097559
TMSB10	11.861733066895
CXCL3	5.9235356831138
LMAN1	3.94223223602036
SUHW1	3.41950684773617
CHD8	5.05145955670856
SUMO1	8.4698581508275
GP1BA	3.33289921687764
OR7A10	3.84515540268927
DDB1	7.49338725224475
CHRNA10	3.57328590827648
STYK1	4.37167243648102
MYO9B	4.15193582946227
CCNI	9.975792003391
MMP7	11.3804261861213
EP300	6.3447396374608
CRNKL1	7.52875765138077
C9orf45	3.20111913744775
XAB2	4.26386633264331
RTN1	4.72105463880719
HIC2	3.98848793603758
TBX10	3.61679616211228
CENPQ	4.34189067670016
UTY	3.26534391711436
OR2W1	2.89677704606431
ATP5G2	10.3235377796804
ZEB1	3.25158281452008
ZG16	3.627806707085
ERG	3.71839302626817
PARN	6.39135832533786
SOD2	5.46224214019628
JOSD3	7.75727972005916
ADAM5P	3.31115709532737
CHD9	5.87607735341823
hCG_40738	3.62014060729320
STK16	6.85560724842243
PDE1C	3.78048440031536
SEMA4D	4.7078450386541
AGPAT1	6.14725384362244
TOB2	7.32188640569046
BANK1	3.21425493104659
MAP3K3	4.95555750433547
MAX	5.46113318050813
GRM2	4.01915853186621
OSBPL8	8.04758874826525
PROSC	5.7882365126013
NR4A2	4.1211967502103
RICS	5.15055303276182
PIR	3.98561735292299
PPCS	9.48766648857912
IPO9	5.73607579115639
LONP1	6.73232137154634
EVC	3.81477948861146
CXCL13	5.13645924247334
SCYL3	5.96334185884377
KIAA1199	5.53019699007022
SORL1	9.21478941263587
NAT10	6.90242056750869
CHD1	5.4320625511595
SYN3	3.71822295147927
DMC1	3.8790980235874
SLC22A2	3.87855491917238
SERPINF1	5.7707437300355
C20orf27	6.24312603186964
OR7A17	3.37735697251934
RPS6KA5	4.20655355892132
LHB	3.36167637186693
TAOK3	5.32298574437572
STK25	5.43920085756159
SLC12A4	3.70947080338571
BRCA1	3.82948883786482
GBL	4.73651362176247
C14orf108	8.12922688071559
