Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_A11_297970
Composite Element REF	Signal
CD226	3.21275447900303
TCTN1	5.41014503469265
STAT3	8.61937919692919
PPP2R5C	6.97962283696446
SYNJ2	4.07219575053307
CAPG	5.72348107372098
MBD4	7.20914647875654
SLAMF8	4.50610827036126
ROBO1	7.27823093452874
ST3GAL6	4.30759092326444
ATN1	4.48731025682706
MPZL1	6.0213629574787
ARSB	3.73771049946160
KRT36	3.13304215699023
MAD1L1	3.81668086541607
DDX52	4.3402184827959
AMPD1	3.77520907941957
INPP1	5.93454718233487
DPEP3	3.29575842661169
DENND4A	3.2298843507717
ANKRD11	6.34992248124267
EIF5A2	3.72349492674828
CAP1	10.2832681269096
NT5DC3	3.9753522558374
SEZ6L2	5.59328077895588
SEPT9	6.1979110663439
GUCY2D	3.28125470896451
VPS11	5.86985398477112
CPM	3.50030469803813
NDUFB5	10.9397677762395
CIDEA	3.64204893775897
SLC26A4	3.32760595584424
FAM59A	4.54476638359099
N6AMT1	5.25800797999693
FBXO5	5.23470518387937
SIPA1L1	5.00078076191195
OXR1	6.18991261131014
DGKB	3.03907550463204
DPYS	3.25067213383025
GCN5L2	4.97391330630403
MIR16	7.08458036703281
TGM3	3.49107384272550
MTCH1	9.995292989735
WDR4	3.61652068830116
HK1	7.7097755684309
PDC	2.99555359494509
VPS33B	4.85747791154254
HEXB	9.35527769288723
GALNT12	5.27984787822353
LOC339229	5.79669388132568
MRPL35	7.52161673282349
ORC4L	7.57435399753532
TCEB3	6.03633679880792
TNKS	4.11581426404165
C2orf24	4.85975106917678
CRLF1	3.27652244470423
GGTLA1	4.00233449451363
PYCR1	4.69197391343835
CDK5R2	3.16724815115567
WAS	5.1604509678264
CCBL2	7.83751754728787
MADD	4.3927175463472
CDY1B	3.63401811472718
SLC30A4	3.32442985430858
WDR42A	5.58534402244458
TUB	3.56006386198797
KLF12	3.77966295468828
ARHGEF18	6.07073269543221
ARRB1	3.43428003706664
KCNK1	5.88398917939665
HSPA1A	9.87455141708453
ITM2C	5.03884884482261
DAPK2	4.0483944089987
RUNDC3B	4.19800132531471
SCAMP5	4.7071529883294
EREG	3.14334739979292
IL17RB	4.02081890516002
CENPA	6.03593290848754
TMED5	7.55213867605704
MCAM	4.8083904755262
FLJ20323	6.06509428464964
CDH6	5.35334406086339
POLR3E	6.9100214993951
BRP44	9.05608778258635
OR7C1	3.27766809426445
AQR	5.71993083780549
THG1L	4.67525618944029
CAMP	4.39567519979274
GABRA2	4.13314832841537
C14orf166	10.3613696954011
ADAMTSL2	3.62337449809812
MYL1	2.99574446852924
TNFSF18	3.50514729344413
PPIB	8.30662913686771
KLHL4	2.79980323648894
SFN	6.22204015786482
FRAP1	4.56061096826734
CLMN	5.66464757840262
GOLGA5	6.88610550168111
SDCCAG1	6.79367236268211
SSTR3	3.42694574124358
MAGEA5	3.37946813818904
OVOL2	5.74946673125068
C10orf95	3.57656023251176
RBL2	6.22089505151909
JMJD1B	6.11239416603581
PPP1R10	5.76646188001225
C1orf163	6.15931826927526
CSE1L	7.78951981477831
ASRGL1	7.6407094128781
RDH16	4.00733238967731
TOM1	3.83144661739792
PTX3	4.84612419553346
CENPN	5.66359295668486
TTC15	6.28179181977416
TMED2	6.76657591774057
ANG	4.07031309661484
RCAN3	3.71954800077073
CINP	5.91289563891649
U2AF1	9.3318057694809
NMT2	4.44191480736277
OSGEPL1	4.79884849531792
DFNB31	3.87668115064608
MARCH7	6.85023663610504
SLC6A20	3.01076898886898
PFKM	7.49049396154251
SGMS1	6.84020809350642
DKC1	7.36682550820042
MGC5590	3.41004705652633
CREBZF	3.89598300546719
DAZ1	3.11598185854227
RIOK3	6.15780857256714
PRPSAP1	6.33495451145108
GCHFR	5.17351656972617
LOC196993	3.3327912066878
UBD	8.05070691451173
ATG9A	4.3460793436875
S100A1	8.22445645578289
RPL6	11.0874549097933
TMEM40	3.50813230656899
DNAJB6	5.79801409899075
ELP3	5.3065860298227
ZNF787	4.44450284780376
KERA	3.19015729044574
PELI1	6.8400167230301
PPT1	9.96825334945656
SLC35C2	4.01129022369686
MT1X	8.6374370210244
UBE2B	6.39410585062367
KEAP1	6.75941421243542
MST1	4.96843793719475
MUC4	3.44400495383269
RFC4	9.22479203947542
BCL2L13	5.70177389807902
GNB2	6.85337162102692
NUP50	4.886239401794
SULT4A1	4.63222389877321
S100A8	7.74822530675013
C7	4.96046706393398
CCDC130	5.6245179356527
RQCD1	3.50201899208141
AYTL2	6.29370583539268
MTUS1	4.64706432049080
ARFIP2	7.22295891922728
UROS	6.40924123467176
LEMD3	5.84082823992746
PLEKHF2	6.2338920075802
KHDRBS2	3.3438285982408
HOXA7	3.49505596766732
POLQ	4.45983356426857
GTF3C2	6.99424629915484
SOAT1	4.4604872683382
SPAG4	5.57833721548171
MRPS30	7.38752921973765
MR1	4.34930687898771
UBE1L2	4.44988653236705
F8	6.04142938801724
KPNA5	3.38291619486828
ACHE	3.42666440302167
TNFRSF12A	6.04959665659809
EGR3	4.63590108183878
TCEB3B	3.93884580318817
ZNF184	5.32999022433884
OASL	5.66601265504185
SERPIND1	3.3664690987138
IFRD1	7.61124210367242
SPINLW1	3.02049000146109
KCTD9	4.71797621854355
PRR14	5.8060177516802
ZNF267	5.66973802288949
PPP1R3A	3.29174852874902
ZBTB6	3.62499809666045
ACTN2	3.54095347436013
TXNIP	7.92537560220187
NUDT3	5.8149779507829
DFNA5	5.26129266112834
RPL36AL	9.56318602915286
KLK15	3.6362328548309
RAP2B	6.00199860125144
CHAD	3.76958202739097
HEBP2	9.70163474062335
GABPA	4.02179974569745
CAMK2G	4.61011524585526
TLR3	5.9865000292797
FGF14	3.37385603702517
HMGB2	10.3729420896821
POLB	8.0683773009237
KIF3B	6.48713051286408
C3orf27	3.52943770339371
MTMR9	4.75980794622407
SEC31A	9.55916630303892
TRIM58	4.23335490202886
TAS2R14	3.15250210078819
NSDHL	5.7817199940772
GLRA3	3.18217760938279
VPS8	6.30694085980467
H1F0	5.79811627369764
PRKCB1	4.40703185061508
POLR2D	5.43338461311693
UGT2A1	3.21433335186064
TOR1B	7.70429902819685
LSS	4.91026054351381
TOPORS	6.28194445519166
HNRNPC	8.63097017241785
TMEM100	5.42501185715887
DHRS9	4.04990071701079
ISG15	10.7738136015858
DNAH2	3.46678608143629
ZCCHC14	4.45382209781503
FXR1	8.44516782878567
ZMYM3	6.65408552440301
CREBL2	6.22862158032718
TGDS	4.76891039479638
CASP3	6.5514027055807
FAM120C	3.94972440649519
KCNQ1DN	3.62880339001929
SCLY	3.60689042267149
CACNA2D3	4.92563556600906
CA7	3.46260311745638
ENTPD5	3.85343006688746
SUCLG1	10.1142047785971
PDIA5	9.56211697516748
KCTD20	3.69030399978455
WDR47	5.42589802508513
KLRF1	5.20711116265675
MAGEH1	6.56345116140659
PRPF40A	8.0939984097195
SMR3A	3.45226587805482
TAS2R16	3.08559839722063
SPINK2	3.54594849908247
NPY5R	3.37661878459097
IRF4	3.77742429084284
PRKCE	4.00415924656389
ITGAM	4.1932281532686
RGS2	5.96237410938403
DDX19A	5.150547299969
PDPN	6.93312610940735
TMEM34	6.79477825490164
MST1R	4.52184529603181
MGAM	3.49085479301539
COL3A1	10.5975994280555
PTMA	11.5591898810208
PRDM11	3.24032245344368
NAPA	6.97046789833413
DIRAS3	3.46578932769863
LIPF	3.46017464247487
PSG9	3.32813608825143
ASGR2	3.16435348463218
ARHGEF11	4.04830609607082
PIK3R4	5.77571083991585
IVNS1ABP	6.5632863614868
SIGIRR	5.66621305683323
BTBD3	6.475631891928
UBE2NL	5.50617366088047
PPP1R2	5.5349722547931
FOSL2	4.69124693914611
IL1RAPL2	3.74629657587248
C4orf30	7.81421142306634
TUBA4A	5.43723774384826
SEPT4	3.63114718550001
SFRS2	8.79993472207264
EEF2	10.1430029152473
ZDHHC11	3.10458867637679
HNF1A	3.478356497294
EPHA3	3.15982484539047
PRDX3	9.8575106585963
P4HA2	6.20795148238813
RFWD3	4.522684727443
RBM12	6.17532065770003
H2AFJ	3.41979009932654
EDIL3	3.72841017802503
LOC200383	3.88989911291201
SERGEF	3.94599251366821
B3GALT4	4.61348699968557
SMC2	5.63055465049751
LOC90925	3.05404913686271
NPFF	3.40124346439406
DEDD	4.89350484885436
SCYL2	4.15962131247402
PTPN1	5.31260782603609
ZNF174	3.96677236491517
MYH14	3.81574436456483
CCR8	3.40390868444127
SKAP1	4.93007460669776
GADD45G	4.62457917762007
PILRB	4.57961011527116
IFITM3	10.8060312278867
DNMT3L	3.65971112738501
GPATCH1	4.68245833334835
VPS37C	6.20769461275443
DSC3	3.51653768238245
TBX4	3.44387372086946
B3GNT3	3.65594828308638
LHCGR	2.89191856027895
SAP130	6.30574142816524
UBE2S	7.37069964402237
CNR2	3.55288212592413
PCDH1	3.97472966317365
ATP6V1B2	6.55228047705684
PLCG2	5.5056010299029
CAPZA1	9.97013143778291
GLRX3	7.56565204192473
HRH3	3.60000044075252
KIAA0247	6.52547014963073
MGC15523	5.32184058746075
CRYGD	3.62072938107436
HTR2B	2.9828151041247
CCR1	5.31279918973008
NUS1	4.64569382991172
DNAJA2	6.47295640539194
PGRMC1	8.78677034799183
UVRAG	5.74724143828985
ITGA2B	3.52884753292855
CLDN5	4.42390607337558
PTPRN2	3.54331271942075
PSAP	9.39350685572112
MYOM2	3.65056347218975
CHM	3.58343781439448
CCNL1	6.96182112082749
FAM105A	4.87350738314184
LYN	5.66649664986926
DUSP6	5.6094637334687
TGFB3	4.32613347086312
PCDH11Y	2.76470518733205
NAP1L3	4.55907665650101
ELK1	4.89255106165964
HGD	3.73650722198904
C10orf57	5.59039745056383
B3GALNT1	5.30306554108222
AARSD1	4.34467517241096
MYO3A	3.56171108380849
SERPINE2	5.72695838090766
GDAP2	3.92593178253042
MAPK6	7.72003879911671
COX6B1	11.0718246851402
DNASE2	5.61010375311609
MSH5	4.07458983703474
LGMN	7.1364154327068
TCN1	3.34768489119897
SLC24A6	4.37034152954166
TATDN2	6.23275041917158
SDCBP	10.3364831327366
NUDT11	4.70333976272463
LILRB1	3.91787928612758
PYGL	6.55466460987582
P2RY5	5.49406036740092
SNPH	4.73073391562691
NUCB2	7.96110997538566
B3GNT4	3.78331411329347
SNX27	5.37736835889763
C2orf37	3.2305913246135
MIZF	5.90232036653527
FOXO4	4.15810900453577
NUBPL	4.32932129605401
NOD1	4.74763492279238
ID4	6.28877498949863
CDH22	3.92382109000891
PXMP3	8.04343536760158
SOX5	3.74808451725007
NUBP1	5.41537725399202
DSCAM	4.20990472623301
INA	3.75797600880258
DGKI	3.64296942240737
MCOLN1	3.85122967052281
FAM136A	7.74274928478462
RIN3	3.93782412870698
NFIX	4.41503934809116
SLC16A6	3.87423291949797
AKAP1	4.98789769622012
PSG2	3.43362491578954
HIBCH	6.25087752793298
PLA2G5	3.07857041364957
TIMM10	7.0873417603833
MED17	5.52677227370964
PSORS1C1	3.10119794829664
KIAA0495	4.79666388258479
LPA	3.68435440489999
PIGA	4.80136379287683
COL4A4	3.22222357363093
LY75	7.0848852515497
TPP1	6.3412553464206
UTS2	3.10750891326023
GJA3	3.14747186099793
GALNACT-2	6.15098432135682
RREB1	3.41142861986095
TMPRSS5	3.52780341737169
MGC3196	8.49627682484782
FLJ31568	5.19077581342935
DNMBP	4.27614954337096
LPHN1	5.65520346820384
NQO1	6.83119018664168
ZSCAN2	3.23263874284301
SP1	3.34152981736828
TOX4	5.35357465068475
SEC24C	6.55020485112174
HSPA9	8.11635332202137
APOBEC1	3.15212574625774
SURF1	9.76153145034127
LSM5	6.41366808263175
ZBTB1	4.04995986011591
GTF2F1	5.02065514083523
DUSP21	3.54536174594667
RPS15A	12.5219890279308
TAF1	4.08499210805405
GINS4	4.88198229813685
MYO15A	3.72431691263144
AP1G2	5.75379434857267
RBM42	6.25816013255692
HCN2	3.68164538137499
UTP3	7.39120674087355
HNRPA3	7.34960722204606
CKLF	6.61760321288206
U1SNRNPBP	5.91131974974978
FLJ20674	3.41992649797926
RUSC1	6.88990895081865
MBNL1	6.47443848922567
NUP160	3.82908617873294
GRIK5	4.30779420776767
USP21	5.30514690603762
FLJ22639	4.07425107822388
HAND1	3.17562995151193
ORMDL2	7.9441232984955
SERPINB1	6.88691894633816
FGA	3.4076524839792
PRSS7	3.09042582952295
IGFBP1	3.07729721075785
SLC1A1	3.97471732409473
DHX57	4.29096084161721
PSAT1	7.66776698679604
FLJ13195	4.49001181448161
GDPD3	4.23520116885478
PTPN21	3.49321852727838
TBR1	2.97830197913462
TBC1D1	5.28190725268111
IFNG	3.51965316796412
FOS	6.7971028118472
IQGAP1	8.40406907803826
ZNF226	6.55491609388653
EMD	5.31412474549053
RETN	4.00385482405739
APH1A	7.65134123641252
C14orf1	4.96570943587084
PUS7	6.93704823547051
PAFAH2	4.1263750555412
NPEPL1	4.96083618102879
RP11-114G1.1	3.24561000622371
TUBB6	8.21634770533453
FOXL2	3.17058541651462
LATS1	3.36083583450866
BAZ2A	4.79754813806731
KCNQ2	3.03575105383805
SPOCK2	6.50936414273681
MARCH6	7.63425525441736
MGC10334	6.57512037604562
HTATIP2	5.58590282465616
CENTA2	5.65492682145541
FGF2	3.81585086014523
FXYD7	4.15892412550204
CCDC33	3.20372168469666
PRODH	3.99579207517659
DDX6	3.97345187700295
SLC43A1	3.31448975830972
NTN1	3.34515385148338
ING4	5.37905308177163
DPH2	5.69643432293749
ZNF313	8.07643446373146
VPS28	10.1158912393122
FCGR2C	3.37373445859529
DIAPH1	5.23587341366686
CEP76	4.03902461808499
CORO1A	4.81363530586376
TRAF4	4.10813820681903
ZNF460	2.99049613245962
RRM2	9.44168487215348
EDG4	4.53179252415186
OS9	6.2026998793037
SLC4A1AP	6.34442188896747
COG5	7.65421284305681
COPS8	5.89087329687088
NGLY1	8.67999609611283
AKAP9	4.79694552936552
NCBP2	7.2762232508583
C17orf42	5.97914473498485
GPSM3	4.13544173028209
SLC20A1	6.58288058246065
SIL1	5.94958745522858
LDB2	4.57021450415117
ASB6	5.14790127749565
KLK5	8.83503543749489
SMAD5OS	3.30721971272011
UNC93A	3.48047849297870
SPTB	3.81775658303527
EFEMP2	5.68724527693968
EFNB2	7.39900613754095
C21orf62	3.00797853037574
PCM1	5.65644308522538
FMO5	3.63841249136012
TSG101	8.08324525216109
CEBPG	6.50653640334008
GTF3C4	5.94105011452078
ABHD3	4.70261870596257
TNFRSF1B	4.87482792291262
CLEC1A	3.85480980544876
IQSEC1	4.42419640924974
PIGN	4.38338301370828
PATZ1	4.21180840421756
RBM22	7.70455359894064
AEBP1	6.82185288887352
BAG2	5.7418525874756
PAQR5	3.01866882423736
C9orf127	4.47398933105538
THNSL1	4.60240471395306
ANKRD2	4.01368251709362
JAM2	4.39488197491259
SNRPN	3.17127027204201
ALX4	3.9256616412981
FAM130A1	5.0265028427096
CACNA1S	3.22831756985663
TRIM38	6.86924751115951
CORIN	2.80908403091942
TMCC1	4.96306857598694
PCLKC	3.86543387126408
PLEKHG6	3.61529836802567
LRRC40	7.642764333533
SMG5	5.08666316336855
NCAPD2	7.27221514738405
WNT2B	3.33317023086609
DCP2	6.85296919412894
ASNS	8.51929442893322
MRPL49	7.79605030614969
TMEM24	4.74389386625507
RPL18	11.2995182744849
SMU1	4.89330069753114
ISG20	6.34303332256225
CASZ1	4.48998095550141
POLR1D	9.0626899743036
GIN1	5.63811116729339
TMEM177	6.23286003798567
CDKN2AIP	6.57529871975465
KRR1	5.96853839573899
CXCL1	5.67082975588492
C1D	7.45872475314984
EPM2A	3.76901666999393
LDHC	4.07226838179505
PC	3.86996098306607
PDZRN4	3.09130672810586
FAH	5.04186615820888
UBE4B	4.66159523592779
NIT1	6.02614162283252
CDC2L6	5.56262860370598
BTN3A3	6.26807405799154
PAX8	6.43776819768394
PRO2012	2.85133319742465
BEX1	5.52122588730253
COMMD3	8.76656924556858
MRPL40	7.62510448005077
SLC2A4	3.57488751486168
SHFM1	8.58880051535475
PKMYT1	3.62114092135557
FEZF2	3.91583143084266
DUT	8.2421349658885
LRRC59	7.54757272507696
LY6H	3.06202422673915
MAP2	3.76052037589838
LYL1	4.47585549097232
EDEM1	5.56783263054966
NOS3	2.87392702057468
ZNF34	4.89580138835371
ADH1A	3.58359986947864
CYP11B1	2.95836234452243
CDC73	5.91888870753822
GPR172A	6.21506102414305
GSTM3	6.04933458153662
C19orf54	6.09269972655079
KCNA5	3.70107046552048
FLRT2	4.53821273693816
WRN	5.04864568043001
ANAPC5	6.59994143712223
SDF2	6.81624765794147
KRT8P12	3.77141531591723
DZIP3	4.31682315895649
C15orf24	8.04279590126351
NFATC2IP	5.83149735686873
RIT1	5.57718204514202
RHBDF2	4.91931781387013
SCML1	4.79527940079649
MED9	4.12581261948212
RAB13	10.322298016536
FBXW11	5.94113753979146
ETAA1	5.41451117936927
C14orf131	4.07961954580813
SLC12A5	3.55385729354145
PHF14	2.96252900351821
NRIP3	4.3742520249773
TMEM121	3.55056878565924
NOS1AP	3.76441515012126
FAM3A	5.65798500639521
RPL13	11.7502863250101
PRDX2	9.9286176766878
SAP30BP	5.43831800271201
WDR76	3.82079073782500
PRMT3	5.64097953491378
TRIM10	3.68224913632061
FAM82B	7.08234869495357
GCNT4	3.54590950743126
MAP9	6.12873052254745
GPRASP1	3.26701366499324
CXorf36	3.51558952458235
CDKN1C	4.42727690543324
DSCR3	4.56322106478622
ZFAND3	6.37873923095158
C7orf43	4.31951570783914
HSPH1	9.0734339077202
SPSB3	5.94076128682729
AQP1	4.75401912340737
COL17A1	3.26307043574924
GFAP	5.29682674906621
CDC16	7.2552686477558
KIAA1614	3.22100896857600
PRSS16	4.95143866979049
KIF13B	5.56504686122353
PCDH9	3.72610525307562
MKRN3	3.25003075757450
ADAMTS13	4.13315883535457
ITFG1	8.89534109685287
TUBG2	4.02589079285868
TTYH1	3.54818433789813
SFRS7	8.73696174174968
C3orf18	4.81836207165529
FLJ13236	4.20818731544763
C18orf25	3.96833606526342
EXTL1	4.12905672899611
RANBP10	4.16691009321356
RARG	3.93513707676718
MYO7A	3.59937226860011
SFRS18	6.91816836238531
CD96	3.81474556155714
ACVR1B	4.02674394337321
DENND1C	3.93630248189019
RBMS3	3.65764195452492
SLC41A3	5.79531834729087
PSMD1	7.82362224689808
DGCR6L	3.04526240167571
ILVBL	4.98799594177771
CSNK1G3	6.36696327315177
RNF186	3.71515460992121
IFNGR1	7.42013242137138
MAGEL2	3.76964830590423
TSPAN6	8.21271396474368
SLC29A2	4.3579532975834
MSL2L1	5.38818747139165
MATN2	5.67857306149387
ST6GALNAC2	5.94091708537475
RBMX	8.27143738055488
MPP3	3.52100178033985
FGL1	3.98705422610772
PSORS1C2	3.49872299070456
RAD51L3	3.34799746289020
ARHGEF6	5.54655538429888
TGFBR2	5.31744463345217
ORAI2	4.41554050383026
CDC123	8.06251261438764
IL33	3.11923213204031
DEAF1	5.15799633061117
AMN	3.84073759244327
MSLN	8.92509448795968
DEFA6	2.94384161201295
WWTR1	5.30953852538173
COBL	5.55736004175044
PPP1R16B	4.16794515515185
CIB1	7.4542857369594
TSSK1B	3.12439050182133
GAS7	4.20879428914482
MDN1	5.57497514527068
HAAO	4.41388535752739
HLA-DRB1	10.7557336634035
CTNNAL1	8.08052674567517
TLE6	3.33380994959880
CIT	4.96006682263286
TNFAIP2	6.39618796159167
FOXN1	3.23198490428748
HERC4	4.44756984419344
DRAP1	6.0843863750468
PEMT	6.04950708778816
SLC38A1	9.49567719825349
ARHGAP6	3.86270082016259
PHF20L1	4.41049909845563
MCM3AP	4.92214646505516
MYO1F	4.87788808111258
RAB11A	7.86915891436223
PTBP2	5.84742844924303
SNX1	4.58243110432353
CTB-1048E9.5	4.80829059729482
C19orf60	5.6250114786503
C7orf25	5.417041252858
ELF5	3.26414217929757
HOXB9	3.33967578455673
RBM8A	5.98825769494125
PARP3	4.87117975176135
ITGA9	3.64094512446432
ZFR	6.34567920004047
VANGL1	7.26582232950485
FLJ20699	4.8328093912729
ACSL6	3.11080809348884
CHAF1B	4.46891794431666
NDUFA3	10.7225368795833
FABP4	6.8241470848339
KCNB1	3.51370157669548
CANX	9.01254901236359
SLC25A28	5.08140590524721
SHARPIN	5.94237624144154
ADIPOR2	7.49818575007833
TTC23	4.05564222489136
UGP2	9.16419556051623
ECHDC2	7.73822103705956
CIRBP	6.59788103813828
SEC14L4	3.7605223047486
SMA4	5.24213700162929
FRZB	6.15013990347278
PABPC1	11.1424065694585
APOBEC3G	7.76431896434995
CUEDC1	4.98294476070568
CLDN8	3.48065450726314
VPS52	8.3308166504081
LOC23117	7.10274768930018
FAT	8.61918908944205
M6PRBP1	6.81027772820626
PPM1F	4.4497494114162
TSR1	4.9307256088623
E2F6	5.60412256001142
TMEM126B	8.30513841506618
ZFHX3	4.44463187529993
PCSK5	3.97480282036751
HEMK1	5.12211168804035
GIMAP5	5.19476211367734
DPY19L4	5.98471371312081
FAM77C	3.84192746340724
CTPS2	4.38983520051366
NDUFA9	10.3319653647342
SCRIB	7.64654640545687
AURKC	3.46393066672391
LOC51035	5.13651478508625
RSRC2	7.40095133748559
ORM2	3.53367870207965
FAM115A	5.20338698868812
EGLN3	3.93227874147377
FZD6	7.50233288040845
PITX3	3.87777876774104
GPX3	9.5254912977838
UNC119	4.57784057677821
NOV	4.83531884973088
GRM4	3.64923764525032
CABC1	5.92537315717882
KLK1	3.95264039345145
GPM6B	6.0084872672965
RRAGD	7.10777739009068
EIF2S2	7.60645785276967
RNF130	7.872981044776
CKAP5	6.36335223551164
UCHL5	5.35868661028462
C10orf18	7.11073148362578
TMEM93	6.75328735479898
KCNMB2	3.88507128862147
AIM2	5.18337778022299
PNO1	7.01009079452385
ANK3	6.1309874486532
OR2F2	3.23014800367413
GNAT2	3.30745404093808
KRT5	5.62279864193435
ST13	8.09578106583992
SIX1	4.21113524906733
TIMP2	6.01587490755755
CDH12	3.43930588107322
ZMAT4	3.16656092349452
QRSL1	5.54824337969147
CCL15	3.83067786525033
GTF2IRD1	7.85382846369282
CCDC22	4.14132931322502
SNX24	5.64269945241057
RARS	9.64794923376817
MORC2	5.54519156646279
FAM48A	6.36946848587019
FOXD1	3.39581415885796
COX4I1	8.88811335012587
DSN1	5.16956952684033
AMT	4.49266480949727
GPRC5B	6.55080783563945
CTAGE1	2.73964022969833
DTWD1	4.66434018211202
STRN4	5.1141915903932
KITLG	2.91242688140910
HSD11B1	4.15500656559014
HDGF	9.20788581745931
KRT6B	3.19354310676924
SUMO4	7.09630272418057
ARID4B	5.09291598618672
SATL1	5.60309655884406
SETX	6.28267402459567
DDR2	3.79590311198862
KCTD12	8.39524699621776
WWP2	4.26480565661788
CTSH	8.11249598185795
FASTKD1	8.92036712227272
PAF1	5.7031341001921
IFT57	8.25582977857132
TMEM2	5.35081687009636
ZNF592	4.17195312337400
TNFSF9	4.25516043029388
PPFIA4	3.55045875769664
CFP	3.42255720032164
DCTD	8.10029916618416
CNIH3	3.71937158585177
MAP4K4	4.71330039771376
ROD1	4.36562787934824
MFNG	3.64864295111767
JMJD2B	4.70847603059317
DOCK3	4.03827048335179
STX16	5.63281120122965
ALDH3B1	4.26127386355296
THSD4	3.28473120702620
DLAT	6.44733109647005
KIF21B	3.90535725512017
FEZ2	6.23440479186919
CDC5L	6.24596536026327
KCNJ5	3.73704532312004
LMNA	6.22146056413847
TBCD	4.87080690299406
ZNF250	6.81963202088947
CASQ2	4.12821778582517
PEG10	6.17744706445586
TPSD1	3.52303975214087
PRAME	7.54953922059905
NP	7.2929206202894
ZNF12	5.45769849386229
XTP3TPA	9.26104109770873
SIGLEC7	4.08924420968481
FAM70A	3.37206450600828
PANK4	5.79529327498629
SNED1	3.57829137198232
HIP1	4.49716355189035
WNK1	7.90924295873504
AHNAK2	5.17736068129581
FLJ10490	4.00449926629207
TOE1	5.94253168672322
RECQL4	4.69530094310453
PPA1	12.4028839022429
DPAGT1	6.48660563048524
HAS1	3.69358319810696
ST7	5.25158310344208
MAGED2	8.77418814039982
ANKRD55	3.7020062907108
TRPS1	8.6031409415596
POPDC3	2.92435249629455
ACOX2	4.10448150193163
TFPI2	5.97190300909284
CYP4F11	3.83001144956859
PDHB	8.90634436704085
ERN1	3.47663991595294
LHX2	3.27605964070209
B3GALT1	3.30604430087228
ADAMTS5	3.9337498973628
NOTCH3	4.82374050268873
C1orf116	3.33006656754431
UGCGL1	5.59398043026242
NF2	4.01327478973204
POM121	3.70772921102451
CLPP	7.1078163326398
MTMR3	3.98672725316434
ATP1B3	9.2673006280777
TMEM16A	3.36543672179216
HIST1H3F	3.02756638772958
TRIM25	4.12765905878975
CRKL	4.99902676594873
HOXB2	6.98422399426685
ANP32B	9.89275198449873
NUP62	6.1622212017721
GATM	4.31242086882788
AP4E1	3.42689584897166
RASA3	3.23492674685568
EDG5	3.64246722237672
CDKN3	8.43347859953228
CDH4	3.64090663231594
PGD	6.23814288279653
TMEM168	7.42725350003224
RND1	3.8834419469695
GAD1	3.1581170193087
MPG	5.7851327402727
ZNF133	4.82741936878791
LOC440350	3.48054419269894
FJX1	6.7613003347017
CLCF1	4.2291327195678
AMELY	3.10304619695987
PHTF2	4.73964002370139
IGSF2	3.44094037013564
TFF3	3.924430609115
NDFIP1	7.6650301860544
IQCC	3.6419037880158
CUTA	10.6955697434885
HEYL	4.09706299057807
FTSJ2	4.54045881350464
APPL1	6.53084505754833
TNR	3.37620038987947
WAC	7.58486848047511
ADCY9	4.23401236083751
PYCRL	5.29676766746902
PCGF1	6.2498252428745
PTPN13	5.49032612212623
AGPAT7	5.058469421148
SSTR5	3.9607618703364
CDKAL1	3.11772314927491
PDYN	3.1583905738039
SFRP1	4.10999639556692
VAV3	7.19437122365398
MTMR11	4.45855830789384
SUOX	5.39740293546237
IDH3B	8.33701763842335
STXBP3	7.39489910983081
EIF3G	7.88175868259643
GOLT1B	5.84703229653541
ARHGAP22	3.50186657679375
NPFFR1	4.85440254784037
NPC1	5.69897145652348
ALDH9A1	8.80008930850232
ICAM5	3.37224375925524
ADD2	3.72080943323633
RASSF1	4.92119018102398
PITPNB	9.53832192645571
PAPOLB	3.27119028773313
URM1	6.42639414384674
TMEM106B	7.76227172480093
LRIG2	3.75999228153667
SLC27A5	4.36702074912123
CDKL1	3.89448668617871
PRODH2	3.67283092121370
SFRS11	8.69865009487736
IL7	4.45471195765413
SCN9A	4.32162991495165
BTG3	10.1510242833849
PAK2	6.32793290983761
ATP2B1	5.89147835137332
GATA4	3.73222550670561
PRKAG1	6.20682881143065
FAM64A	5.07716255771431
ATF7IP2	4.27097793079322
EEF1G	11.2501590267178
INCENP	3.4870343130385
SMAD5	5.24727680160779
GARS	7.85467010298362
CDK10	3.78165406776091
HLX	4.61072231541441
ELAVL3	3.86083152355313
MDM4	2.87086201357150
GNL2	8.39090955763544
CDX1	4.35965386254616
PFDN2	8.06900421923355
ZNF200	4.17528715069692
NDN	4.80846461861065
PRR3	3.71045963559238
HBA2	5.17459642848167
FBLN5	4.6998921273073
PUM1	8.42181803671565
CCDC88A	3.37997003957847
TNNT1	8.27888144497581
KLHL24	7.453951047893
HNRPH2	7.53418555002898
RAB7A	7.05897535786319
SGPP1	3.60340234163671
PMS2	5.60293158356678
ARNT2	5.05084107094532
CBR1	6.40957182626572
ITPR3	5.01842042716341
BIRC3	3.96212191851218
NRSN2	5.15895123692404
SPOCK1	5.16270233110965
H2AFY	8.3125592194926
RXRB	4.71738074928251
ZNF638	7.51952168066864
APBA1	3.39127466736938
RAB2A	7.30204800384349
ACTN4	6.34619123414345
FXC1	5.31912136129607
C6orf162	4.26542161269125
HPSE2	3.93780491601985
PLCE1	4.06445497422671
INSL3	3.18307847491716
