Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_B02_547224
Composite Element REF	Signal
AACS	6.41097182445166
FSTL1	7.1567003333011
ELMO2	5.15096217138385
CREB3L1	3.76965990685294
RPS11	9.91428922645147
PNMA1	7.0461239986123
MMP2	5.65054879129492
SAMD4A	3.69477275475616
SMARCD3	6.47348553309654
A4GNT	3.66099756613437
C9orf39	3.52936871167612
PKNOX2	3.82687885010679
RALYL	3.12131644593675
ZHX3	4.340615797591
ERCC5	6.18854945804783
RXFP3	3.00347553522913
APBB2	4.16170316682147
BBOX1	5.4592757626677
PRO0478	3.13759642265991
GCSH	7.09360293167302
XDH	4.45724747503879
EDN1	4.02926700364168
MTERF	6.5338892075442
PDCL3	6.92502066827791
CLK4	6.56739898154764
KCNG1	3.55112818973088
CXCR4	7.49157802016459
DECR1	7.54272052481754
SALL1	3.17891737007016
PTPRR	3.43741263610375
CADM4	3.34276252787354
IRAK1	8.86267509497262
CFHR5	3.3530076001394
HNRPD	7.92172210316145
TMSB10	11.8172240464072
CXCL3	3.92382553204611
LMAN1	3.95633609538192
SUHW1	3.43068849456204
CHD8	5.27585013012135
SUMO1	7.79587250243369
GP1BA	3.34904684614039
OR7A10	3.86457771003197
DDB1	7.34781368488493
CHRNA10	3.7614653051341
STYK1	3.46566740933595
MYO9B	4.83593445291237
CCNI	10.0280962640462
MMP7	9.89655275586885
EP300	6.26682685107827
CRNKL1	5.95149291916431
C9orf45	3.37141254863784
XAB2	4.23776298970688
RTN1	5.75355994985384
HIC2	3.80862320327784
TBX10	3.7331237568151
CENPQ	4.0706247774955
UTY	3.26395886029685
OR2W1	2.95377860947439
ATP5G2	10.2905605795731
ZEB1	3.73830238053480
ZG16	3.55162354788155
ERG	3.81743495715365
PARN	6.56308184840594
SOD2	6.95999061570341
JOSD3	8.15120131114893
ADAM5P	3.24350451555973
CHD9	5.86771734590062
hCG_40738	3.93842964612379
STK16	4.96593309013576
PDE1C	3.60249703196931
SEMA4D	5.8783219772458
