Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_B08_472046
Composite Element REF	Signal
AACS	6.4419688672038
FSTL1	6.4415096105774
ELMO2	5.17779908317617
CREB3L1	3.44991964594141
RPS11	9.71692755108474
PNMA1	8.34984097390976
MMP2	4.89923732897462
SAMD4A	3.76777327502387
SMARCD3	4.75215163402593
A4GNT	3.59062473838344
C9orf39	3.3660416113355
PKNOX2	3.64124398270677
RALYL	3.32089927188229
ZHX3	3.97943906427288
ERCC5	4.9891200432322
RXFP3	3.13318533759263
APBB2	3.8733970801776
BBOX1	8.2183134232947
PRO0478	3.12024689643629
GCSH	7.41198907005769
XDH	4.59081796197555
EDN1	4.42898677433806
MTERF	6.79719693557788
PDCL3	7.99963328638548
CLK4	4.98372758663291
KCNG1	3.61734571877311
CXCR4	6.78730876243579
DECR1	7.38045260965909
SALL1	3.08035367983722
PTPRR	3.41357524992776
CADM4	3.23251871408361
IRAK1	9.1904926580642
CFHR5	3.345068824765
HNRPD	8.15356099954117
TMSB10	11.5709763694241
CXCL3	3.97173613973892
LMAN1	4.17631911381907
SUHW1	3.34327275113696
CHD8	6.57058014315373
SUMO1	7.86433437575027
GP1BA	3.18902686661898
OR7A10	3.74026261813748
DDB1	7.53267731147664
CHRNA10	3.73784023912397
STYK1	3.24956328127966
MYO9B	4.30907314523097
CCNI	10.6668494107794
MMP7	9.76615389266358
EP300	5.96606260004056
CRNKL1	5.35938362279005
C9orf45	3.2706945494948
XAB2	3.97322062518389
RTN1	4.39645074182622
HIC2	4.5671882021811
TBX10	3.63164989970157
CENPQ	4.36402094050421
UTY	3.08321505662045
OR2W1	2.77555653248199
ATP5G2	10.0232078174587
ZEB1	3.29338155616816
ZG16	3.77371230652945
ERG	3.60323162750609
PARN	7.77340012817383
SOD2	7.8853028640955
JOSD3	7.66203669573486
ADAM5P	3.34873733786438
CHD9	6.0505822108968
hCG_40738	3.80023538486446
STK16	4.66645449913924
PDE1C	3.38833950480332
SEMA4D	4.92734530610858
AGPAT1	5.96872716505132
TOB2	6.57842244826686
BANK1	5.94732641550502
MAP3K3	5.54637616007771
MAX	5.55946368421281
GRM2	3.84328890895057
OSBPL8	6.23840255252415
PROSC	6.06282829002409
NR4A2	4.15572556371882
RICS	4.32900711569745
PIR	5.41878644642683
PPCS	9.58778323789693
IPO9	5.47134205473693
LONP1	6.54617924682926
EVC	4.48788614551521
CXCL13	5.47234452604428
SCYL3	5.35206673629614
KIAA1199	2.77061631111856
SORL1	9.39141772217309
NAT10	7.03964434090609
CHD1	6.56417100923963
SYN3	3.56375813253075
DMC1	3.78611115962362
SLC22A2	3.48699664120593
SERPINF1	6.38805053562564
C20orf27	5.29408965635793
OR7A17	3.37913573234453
RPS6KA5	4.67027761645447
LHB	3.82996646267353
TAOK3	4.94149059082608
STK25	5.4159803869479
SLC12A4	3.51086386773103
BRCA1	3.64589058901894
GBL	6.02957740048674
C14orf108	8.17773568053066
CDC25B	5.40961015082561
BMP3	3.30851207445521
MAP1LC3C	3.36411501283756
TMEM180	3.40355052902851
CRYGC	3.77987482064822
SLK	5.749947866931
POU3F1	3.5534627822163
C20orf32	4.1077692503267
USP52	5.15864188998896
HIGD1B	4.1750694885351
BAZ1B	5.13743866919807
USP6NL	5.55253343231999
SLCO2B1	4.39205782027567
ABCD4	4.75232633211325
DIMT1L	5.09672030107982
SLC25A46	6.67567486297496
LARP7	8.21389019601172
TEK	3.47798795715995
CD160	3.51070453786047
TERF2IP	6.54780827200409
PHF20	5.80932969968782
COL1A1	5.80686286949896
KIAA0090	5.87984617580635
GTPBP1	4.17169724468437
GRK5	3.56973139892406
AP1S2	6.5409125743259
RAB33B	5.01058273914677
CA11	3.92214011189376
ALDOC	4.56622363304564
NUDT1	4.19247628859496
ZNF212	5.07753763136666
ACBD3	6.81817997379869
ZNF83	7.89995373017491
PRDM2	4.91846957355787
GDPD5	4.09798950093418
PDCD4	6.43392590622827
CEP350	5.77012124635248
FOXP3	3.17253616182162
SMYD3	4.92279833220606
CST7	5.03450715081015
SELL	4.30589781135632
CIAO1	6.68065537124967
LGI2	3.8010510269647
WDR45	7.42482661514427
ANKRD6	9.55690218983961
LTBP4	3.57993978541171
PSCD3	3.1952146383412
PYY	3.19784524270328
KCNC1	3.11289712989907
SIRT6	3.78697539176895
CCL19	3.87037328047218
ARHGEF9	3.59319470946487
ABR	4.25747359316687
C10orf22	6.58176696631717
STK17A	5.36347482566848
FOXE1	3.19397812285232
GML	3.54107522193423
CNGA3	2.82264658261829
CD38	4.1845908756545
ZDHHC6	7.12256183057502
NEFH	3.33837772588170
PGBD5	3.13700722154104
CTDSP2	6.97397678616577
RMND5B	4.67916564403884
ZNF257	3.57909353810353
DUSP4	3.53188982974294
FLJ22167	4.51273455628799
EXOSC7	5.99272971946114
ROR2	3.83564615050007
FOXM1	4.15096294586417
ZBTB48	4.87179208662531
BUD31	8.30139655389718
MAOA	4.02522660069972
CCDC41	4.61355455677856
TNNT3	4.0383470198795
FBXO11	5.29975581288201
GYPC	6.65001601476882
PLIN	3.72012033900703
RFXAP	3.49924640396076
C6orf15	3.88014418812149
RNF4	8.63768796978789
F8A1	9.01294825214333
PPP1R3D	4.97417176132378
GRB2	7.60508756868639
TPM3	3.36850393042041
SYT13	3.3316990439689
EPB42	3.42776142704046
RP5-1077B9.4	4.5948908705833
EIF1	9.85360167842632
CETN3	6.49303414122875
FPGT	5.29029255141205
PRY	3.64319980972017
NTHL1	5.95987859658689
POLR2B	8.64141080910875
RPS28	11.7626715725969
GDF10	3.02751914320627
COQ9	7.59001989090266
P2RX3	2.93764644648235
GCC2	7.68168194403703
RARRES3	9.39169959434165
PLXNA1	5.26278148317673
WBP4	3.85094316923857
KIAA0100	6.11044714742431
PMF1	6.11251586692198
HS2ST1	4.72267789153932
CRELD2	5.77286152963503
C8G	3.09808558991361
CD82	5.608027248397
PMM1	4.67635451796975
CBLL1	4.15776910635642
LIM2	3.40078994553989
VAX2	3.55924987474195
SETDB1	4.79060771647853
LRAP	4.44729363484192
GCLM	5.8605269372197
CPEB3	4.79369954659201
PPM1A	6.00141283338665
INTS1	3.75142402536867
MMP16	3.18573521262555
CAMTA1	4.29074308022146
SAMSN1	5.18069408514666
DRD3	2.85128486672927
GMPPA	5.11134408944419
C11orf73	4.80486088634006
AIPL1	3.93112144491846
PTP4A2	10.4666952356977
IL24	3.60513381226959
BDKRB1	3.17994886608853
HPCA	3.65679689454921
MLF1	6.27158712613825
SEC14L1	5.90393138737844
CHFR	5.18660076594617
EMILIN1	3.28535325148367
THADA	6.69443207055476
TAF12	6.81799629209823
NDUFS4	7.44735985423166
ID1	4.26703253085326
PIK3CB	3.88686351568004
COL18A1	5.85338037853794
PDZD3	3.07928196610336
TBC1D17	5.68772561870121
COX8A	10.0195685023286
CDCA4	4.61749212724228
C2orf44	4.22030407310375
C9orf16	8.66298568669928
ERBB2IP	6.49704145359636
EMX2	2.5166284486741
FUS	6.39772162972497
NIPSNAP3B	3.28157748050669
TF	3.34112759510095
CXorf56	5.55372361467785
CLCN4	3.81937893912326
PWP2	5.86290556497065
MMP15	3.86283255999359
MTMR14	5.88678027268778
NPR1	7.43975087776161
DNAL4	4.97417281185946
ELAC2	4.69497578808093
ASS1	10.4579776015000
IPP	5.76361033320942
TMEM59	9.73426080004496
POLR2J	8.47467031798207
SEC23IP	5.50627924820273
RGS4	3.71523611205503
UQCRC1	8.4572486024485
SNX6	7.84742902274435
DDX18	7.29572480110915
POLG	4.82277823908311
ADAM23	4.05846033776460
ZNHIT2	4.52409078802525
TFR2	3.46578422202906
NCDN	4.1704714205975
RAG1	3.29626579634684
POMT1	4.53245366850893
CYP1A1	3.49903455460233
SNAPC1	5.49534709605976
GNA11	5.16489158598137
CCDC52	2.85340779301137
CAPN1	7.54174075132159
DDHD2	6.12112401083591
UPF3A	5.15820672007565
LAGE3	6.22400049620274
GNRHR	3.12125035361946
UNC13B	5.02142514603168
TTLL4	4.41393815438717
PPBP	2.90576295780699
HTR3A	3.37507404295825
SDC2	3.66832052060423
ANKRD49	6.56106053408064
BTF3	9.80788138772651
COX7A2	10.3129210289286
SARS	8.19128682922224
C13orf18	3.63039089687894
CACNB1	3.85235653192502
QKI	6.11855379995464
SETMAR	6.18917304517134
LAMB4	3.1999228608588
MAN2B1	6.21574449426358
EML3	5.80819316761836
ACADL	3.50903014843162
OFD1	7.74640165949418
CGA	3.50613793864932
EIF3EIP	10.5056171412843
PEX16	5.49728222835246
GNG12	7.94596796381468
HABP4	4.6409186543293
CNTN2	3.45546092743465
ASNSD1	6.95617521628049
FUT4	3.76427016027469
DBH	3.35465388098249
CD53	8.30178865903794
HIST1H2BJ	3.74195902360846
TFAP2B	3.35558526370093
ACF	3.59342349479527
TMEM11	6.03850711379665
CDH8	3.44109910617486
C3orf32	3.88253736069424
AGPS	5.72494344816457
C4orf18	3.51174384822878
PCCB	7.21779932304122
IPO13	4.563522615408
PECI	8.6814159053888
UNG	7.15943037803963
C6orf105	3.99545905443784
GSTP1	8.69967030075478
SUV420H1	8.02626001294262
ARHGAP15	4.59775853655229
LTBR	5.99727821646728
TDRKH	3.02129483506080
PSG4	3.34129905893974
SLC9A3R1	5.66493701139956
NBPF3	9.43527678846485
SLC9A3	3.76117004951619
OSBP	7.38152974945743
PRR5	3.75188949616012
CHMP7	5.24500410707364
ADRA1A	3.10695775671056
ASAH1	6.65831936803229
FKBP4	6.27145348144422
ZNF350	4.97426473076934
DOM3Z	4.68698303982223
GIPR	3.48703014096216
AHI1	4.21948421374743
BST1	4.14361894264815
NCR2	3.63670470865342
NADSYN1	5.58050700992551
UBE2W	5.79414731291332
RGS14	3.79455111584348
KRT15	3.82843336116496
SCN11A	3.73864553971355
GFI1	3.63201550092244
FHL1	8.7412038257307
SMC6	5.41377911251344
GATA1	3.9031421034309
OSGEP	5.75184129110308
ARMC6	5.0804646135244
HK3	3.47309084278343
PSMD5	7.01704370542263
RSU1	8.19712038429881
RPL4	12.0876889503667
MAD2L1	6.63475533623561
RBPMS	4.67389067209712
EIF4A3	9.29497643089095
E4F1	4.88212292671855
DLEC1	3.50546244036492
PRPF3	5.40662036850914
EMR1	3.04124421368731
CHMP2B	7.28041383377605
CAMSAP1	3.77877177531897
RPS21	9.4308450454309
XCR1	3.59951756127120
ARID5A	4.28400945748710
RBM6	5.17062652007148
UBE2N	7.06810122617293
KLF4	3.71320095267342
MGC4172	4.29439694814664
LMO4	6.31972930740929
KLKB1	3.34894395416003
HDAC3	6.4014040243462
HP	4.63211948167476
SCHIP1	5.11948418820001
BTK	4.26265691185968
KRCC1	8.2552516447507
PRND	2.89796387327906
C6orf27	3.56856618343596
PIGL	3.55430381533654
CLCA1	3.81468699395772
C1orf112	4.41219587095858
OLFML2A	4.71855754174284
HUS1	4.4448604569001
SFRS6	6.95183908884566
CXCR7	3.92471529545357
UIMC1	5.30431483177399
FXYD2	3.63568945093825
GOT2	7.6313967881211
ZNF667	4.46820029700271
TFEC	4.67382642119008
ATP7B	3.46857942432109
RAB38	4.40371928265593
POLD2	6.84561198298654
PPM1H	5.18630530271459
DCX	3.18739859213508
NFYC	6.4274792248202
ZNF228	4.01693730476306
KIN	5.55187767417748
PLSCR4	7.96558966972711
HIST1H4I	4.12152339966092
PPARGC1A	3.08338972745331
HIG2	6.45197183324195
KCNK10	4.16371016945755
EXOC1	8.18471753103457
OR6A2	3.50726451874239
ETFA	8.3696055993424
PDAP1	4.86813235778466
C19orf6	3.66109850009803
POLRMT	4.18000321482835
ZNF146	8.24355695786617
MIA2	3.17381954222639
LY6G6E	3.09152820037268
EIF4E2	6.5883541363512
NENF	4.90569163070584
HOXB5	3.87091091539273
ZNF324	4.45436079909064
CUGBP1	4.5698089151908
ENTPD7	3.79470598275567
TTC13	4.55184787590367
GJB5	3.37401237501245
PRSS22	3.88227800352746
CYP3A5	4.73989142108027
MBOAT5	3.95979406811771
CUL4B	6.70246071206767
CENPJ	3.42625361978238
KIAA0664	6.54434449531985
PITX1	3.32346713754580
PDGFRB	4.64980238866822
RDX	6.59410860780528
CELSR3	4.01537744768228
JUND	6.44534858290203
ITSN1	4.89626975683153
CHRNB1	3.86764156789967
EHBP1L1	4.40822386340073
C19orf2	6.99474246716035
FETUB	3.06210149029639
CAMK2B	3.12037885357955
DCTN1	5.39320831261085
TNKS2	6.76197845968034
MRTO4	8.4070500091642
C1QBP	6.6914723009541
TTC3	7.77048928422478
NDUFB8	7.96469145908041
CADPS2	4.60622061838515
EDG2	4.56365771664113
MYF5	3.33029830873086
SEMA3G	3.61517980667534
IL23A	3.86102659171348
GJA9	3.41656535776077
R3HDM2	7.531266270305
C5	3.87641155760204
SLC2A10	4.57983116943544
TRIM45	4.39666748969477
TSP50	3.72892858255577
PAQR3	5.0800657329575
ANKRD26	3.47678352646779
TCP1	9.534325207787
TMED7	6.23281964537308
CMA1	2.80206783552477
PTCRA	4.24580814502704
HCRTR1	3.84138707493068
FST	5.34445873295931
PAWR	4.01753753290044
LDLR	4.63788206585198
ASTN2	3.53865868024872
SCRN1	7.97305723744362
GPATCH8	5.93825212821528
KIF4A	4.48983448880074
TANC2	3.41848266650484
ZMYM5	3.68282103396132
PGM1	8.6657926037054
ZNF586	5.61863631430733
POLR3G	3.60399809793403
CPD	5.63158484982467
SNCAIP	3.73595890373807
DCT	3.38408045496409
HLA-DOA	4.34158180079073
TANK	6.60094541810893
RCAN1	4.47870766486049
UPK1B	3.75400219512475
DNAJB4	4.59934343534572
UGT1A8	3.05779032185788
LIMD2	3.64249509636154
HIST1H4L	3.37538259330737
PECR	4.44850251123385
HSPA2	4.89340124914008
SERP1	9.27507957971488
TACR2	3.72029415706427
NUP85	6.8282688998391
CD177	3.32439634107051
GPR135	3.44347350040968
PIGG	6.49994062835952
LGR5	3.52235356362772
