Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_A01_543632
Composite Element REF	Signal
AACS	7.0418613133582
FSTL1	7.80887680432014
ELMO2	6.19571792781808
CREB3L1	4.80991195307527
RPS11	9.87556029467826
PNMA1	7.70583990832862
MMP2	8.2007220351202
SAMD4A	3.60518909910698
SMARCD3	7.28122626311724
A4GNT	3.69442271813835
C9orf39	3.04635318238773
PKNOX2	4.16620523199948
RALYL	3.26306771275604
ZHX3	4.93282857373185
ERCC5	6.85739855617851
RXFP3	3.00267700449482
APBB2	4.21221523451013
BBOX1	4.23169082922743
PRO0478	2.95266225309732
GCSH	7.41042702453616
XDH	3.63299918956089
EDN1	3.39744393490114
MTERF	6.80206477778645
PDCL3	7.4970483995849
CLK4	6.75792739648376
KCNG1	4.56436071374688
CXCR4	9.41227535216858
DECR1	8.37856303192095
SALL1	3.02486590631685
PTPRR	3.29380320315458
CADM4	3.42186682112045
IRAK1	8.8900678330012
CFHR5	3.10221089274087
HNRPD	7.78107190468535
TMSB10	12.2767327094675
CXCL3	4.24375712177724
LMAN1	3.46921066775520
SUHW1	3.49978653379433
CHD8	7.14231930906833
SUMO1	7.64976698221045
GP1BA	3.32699898981415
OR7A10	3.91499500163529
DDB1	7.57898589457481
CHRNA10	3.71841069115400
STYK1	3.61767169835327
MYO9B	5.08226795959992
CCNI	10.0887447360839
MMP7	9.22162060247029
EP300	6.14196475944965
CRNKL1	6.62142825895811
C9orf45	3.13190357727065
XAB2	4.43602434528111
RTN1	3.88833523965323
HIC2	4.32821362553717
TBX10	3.38360278824425
CENPQ	4.40971502026131
UTY	3.02614027167676
OR2W1	2.74253066210141
ATP5G2	10.7537304996061
ZEB1	3.81451020120733
ZG16	3.36231548437997
ERG	3.49988164382858
PARN	7.15240925928654
SOD2	6.71367650651557
JOSD3	7.98579869035083
ADAM5P	3.17966418491171
CHD9	6.09101643818675
hCG_40738	4.29336668051327
STK16	4.62935261756873
PDE1C	3.71869026927158
SEMA4D	6.01434795730238
AGPAT1	7.08503815606483
TOB2	6.36536743427319
BANK1	4.07559747634997
MAP3K3	5.77392203071605
MAX	5.08410507277391
GRM2	3.63675791390378
OSBPL8	7.17895170438734
PROSC	6.53944874841975
NR4A2	4.35814182647167
RICS	4.8923642867064
PIR	7.00616442818428
PPCS	8.25456040381474
IPO9	6.88117614884491
LONP1	7.06872236108247
EVC	4.57166562714987
CXCL13	6.47876110395927
SCYL3	5.31400162447019
KIAA1199	6.4231587506023
SORL1	8.3596527902662
NAT10	7.44435914738229
CHD1	7.08414644419533
SYN3	3.35926551104824
DMC1	3.91069670610321
SLC22A2	3.69789732198724
SERPINF1	7.96916603731875
C20orf27	6.04851647484233
OR7A17	3.01132656998586
RPS6KA5	4.04339281208411
LHB	3.37064617194854
TAOK3	5.00087134488839
STK25	6.47241642323809
SLC12A4	3.55829773450151
BRCA1	4.13603532714294
GBL	5.58803313387906
C14orf108	7.70337356167116
CDC25B	7.94857799589736
BMP3	3.19087736812462
MAP1LC3C	3.35248841615461
TMEM180	3.80877823607912
CRYGC	3.80968306348770
SLK	5.59662848605209
POU3F1	3.26700937726337
C20orf32	3.83863862503359
USP52	6.66710515183711
HIGD1B	3.66968385782269
BAZ1B	7.34414864515026
USP6NL	5.6498414114974
SLCO2B1	4.07998096476291
ABCD4	4.48706486699456
DIMT1L	6.61379092550123
SLC25A46	7.38696313026663
LARP7	6.67666463737264
TEK	3.44740879156084
CD160	3.70550340984969
TERF2IP	7.71329987323258
PHF20	6.56280675179543
COL1A1	7.66465441350937
KIAA0090	6.08812148559861
GTPBP1	4.47445594266047
GRK5	3.79365529806822
AP1S2	5.51389791412806
RAB33B	4.13730795058567
CA11	4.47085333927464
ALDOC	5.93196660807264
NUDT1	4.74133129696003
ZNF212	6.29573418830746
ACBD3	7.4371747418794
ZNF83	6.8292183136489
PRDM2	5.31334447856332
GDPD5	5.79628027934475
PDCD4	5.85416015502092
CEP350	6.45726350922746
FOXP3	3.19211819888515
SMYD3	7.24820063224613
CST7	4.13609276408947
SELL	4.0766910099871
CIAO1	6.77785426668428
LGI2	3.56566621826418
WDR45	7.13774774971073
ANKRD6	5.98345309352988
LTBP4	4.74895647440605
PSCD3	3.26609737341235
PYY	3.27925987645825
KCNC1	3.42651801891977
SIRT6	3.87063544485101
CCL19	4.07844451211279
ARHGEF9	4.55294378925745
ABR	4.5644679421694
C10orf22	6.74933926068877
STK17A	4.5429317219578
FOXE1	3.258008123816
GML	3.15157945518098
CNGA3	2.93304918659771
CD38	5.12413030667871
ZDHHC6	7.18358207799279
NEFH	4.6406496240319
PGBD5	3.95400296674104
CTDSP2	7.5572341674132
RMND5B	5.92092414639221
ZNF257	5.42389581761849
DUSP4	3.87627974030287
FLJ22167	5.71722279469765
EXOSC7	5.68512636272559
ROR2	4.05252460299227
FOXM1	5.84821584296548
ZBTB48	5.42482123431534
BUD31	8.47574654023609
MAOA	3.60207832523841
CCDC41	5.11867846719807
TNNT3	3.75720401845935
FBXO11	6.52548161985391
GYPC	6.88379588679791
PLIN	3.6033409864961
RFXAP	3.5195683504328
C6orf15	3.49417478162459
RNF4	7.97687400918461
F8A1	8.22452917220746
PPP1R3D	5.07278961646546
GRB2	7.66375960715761
TPM3	2.78950061148605
SYT13	4.45607386491025
EPB42	3.52332421158037
RP5-1077B9.4	5.91358675780723
EIF1	10.2479020235792
CETN3	7.4303521142894
FPGT	5.31244967566553
PRY	3.34500816569942
NTHL1	4.99852458057425
POLR2B	7.90704028154228
RPS28	11.6368878768990
GDF10	3.29102423788592
COQ9	7.43559854350618
P2RX3	2.9090190413567
GCC2	7.03160984292639
RARRES3	6.94676013303041
PLXNA1	6.7133863051571
WBP4	5.21282526492344
KIAA0100	6.44007467906227
PMF1	6.98436856293605
HS2ST1	5.73022714886517
CRELD2	7.19247508457505
C8G	2.99702938309631
CD82	5.9513509771446
PMM1	4.39451097365132
CBLL1	4.8177873171923
LIM2	3.34287847273329
VAX2	4.56396848290807
SETDB1	5.32690260292433
LRAP	6.48226463250533
GCLM	5.57453601609507
CPEB3	3.44364574159091
PPM1A	5.01939068176614
INTS1	4.12116654800227
MMP16	3.19275845305003
CAMTA1	4.51747945047388
SAMSN1	5.04065711411399
DRD3	2.71986620332847
GMPPA	5.8017698235321
C11orf73	4.97798812161932
AIPL1	3.71348888390116
PTP4A2	9.62683417201619
IL24	3.38435875734737
BDKRB1	3.25674181666453
HPCA	3.74687100790099
MLF1	6.99603318906667
SEC14L1	6.61016279327382
CHFR	6.31256503574645
EMILIN1	4.60941864302055
THADA	7.43533911026202
TAF12	5.50584365068232
NDUFS4	8.01487896512723
ID1	6.1362669389946
PIK3CB	4.56497059997656
COL18A1	8.70090965694998
PDZD3	3.04543772861379
TBC1D17	4.9026049411976
COX8A	9.58666721709268
CDCA4	5.96633056322693
C2orf44	5.75082340030747
C9orf16	7.47112929341024
ERBB2IP	8.72268945953595
EMX2	9.42036890136579
FUS	5.93177585167628
NIPSNAP3B	3.41792666465802
TF	3.31466635318848
CXorf56	5.52008077871791
CLCN4	3.79501338695548
PWP2	6.06192339898724
MMP15	4.98131981796243
MTMR14	6.15310728095425
NPR1	6.37407010165023
DNAL4	5.09969485191083
ELAC2	5.04009687328399
ASS1	10.8958780123058
IPP	5.77428145824815
TMEM59	8.93185933324079
POLR2J	8.94064435967212
SEC23IP	5.30268214892994
RGS4	4.20284796641443
UQCRC1	8.96330357766216
SNX6	8.73657359245336
DDX18	7.10352025519464
POLG	4.62160722906049
ADAM23	4.21821156408483
ZNHIT2	4.57080466929612
TFR2	3.72962312902539
NCDN	4.67505100797195
RAG1	3.32068116350950
POMT1	4.70608535191415
CYP1A1	3.13307556184087
SNAPC1	5.39556577481599
GNA11	5.58829339617339
CCDC52	2.95962260865812
CAPN1	6.71080454229941
DDHD2	7.06985814769096
UPF3A	6.05208258810259
LAGE3	5.94855037103896
GNRHR	3.01178585357319
UNC13B	5.19940875442061
TTLL4	5.09933159596961
PPBP	2.70887770466873
HTR3A	5.10023114132106
SDC2	5.05317469099055
ANKRD49	6.88421300857106
BTF3	10.4979300248535
COX7A2	10.0274398364210
SARS	8.4237110733091
C13orf18	3.47975892838775
CACNB1	3.6841321028892
QKI	5.82188120090254
SETMAR	5.22509340952032
LAMB4	3.38336824661232
MAN2B1	8.57451130172432
EML3	4.97503346876381
ACADL	3.33471137995574
OFD1	8.44328201287432
CGA	3.30971211967281
EIF3EIP	10.5991573675357
PEX16	5.5019217153384
GNG12	7.847420802537
HABP4	4.66642253311157
CNTN2	3.42367478833704
ASNSD1	6.92876620947139
FUT4	3.59200174785344
DBH	3.50762444671256
CD53	7.34106894245956
HIST1H2BJ	3.56098277947453
TFAP2B	3.23550124902933
ACF	3.53864328885714
TMEM11	6.16654743916036
CDH8	3.15492099083643
C3orf32	3.51733466778413
AGPS	4.52283926848592
C4orf18	3.42228745398308
PCCB	8.20245597314848
IPO13	5.59155179308843
PECI	6.50529088102848
UNG	7.89569869293577
C6orf105	3.58020634314081
GSTP1	8.57241319491432
SUV420H1	7.42817574359539
ARHGAP15	3.95845226715224
LTBR	7.01755367375377
TDRKH	3.45744500882788
PSG4	3.32521719137591
SLC9A3R1	6.11611896683586
NBPF3	10.1539648034925
SLC9A3	3.36086998502459
OSBP	6.27398919367939
PRR5	5.48952999621737
CHMP7	6.35112957300371
ADRA1A	2.9774668538007
ASAH1	6.92157656594455
FKBP4	6.76835143805545
ZNF350	4.66246802399241
DOM3Z	5.95252726893504
GIPR	4.01690772874506
AHI1	4.89436085879615
BST1	3.86709073827037
NCR2	3.59159379328297
NADSYN1	5.27230244191773
UBE2W	5.93331488617879
RGS14	4.56602185935909
KRT15	3.67077660409882
SCN11A	3.89912049169676
GFI1	4.0158391859918
FHL1	5.13451531268359
SMC6	6.90409433888715
GATA1	3.60173950980306
OSGEP	5.64121663589117
ARMC6	5.63625730872675
HK3	3.76127253339879
PSMD5	6.11469456348082
RSU1	6.39080239402859
RPL4	12.4760271242494
MAD2L1	6.54681252392245
RBPMS	4.33479920110625
EIF4A3	8.95450810897628
E4F1	5.19707072724395
DLEC1	3.36131721520041
PRPF3	5.78215489221428
EMR1	3.45032286548739
CHMP2B	6.65951254234691
CAMSAP1	4.16161460573248
RPS21	10.2143072614770
XCR1	3.23761465112364
ARID5A	4.54864978511846
RBM6	6.10183496819573
UBE2N	7.95975180202583
KLF4	3.66142616051003
MGC4172	4.93100716156639
LMO4	7.51831410063242
KLKB1	3.33484829134548
HDAC3	7.1619821909539
HP	3.93703368348622
SCHIP1	5.99110434559697
BTK	4.3377672468582
KRCC1	8.57994128112549
PRND	3.03944370905331
