Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_D10_471990
Composite Element REF	Signal
AACS	5.43734659358948
FSTL1	9.2421031207121
ELMO2	5.73575773607815
CREB3L1	3.63686608817536
RPS11	9.05496758755226
PNMA1	8.89941565587383
MMP2	6.97306678715581
SAMD4A	3.81084391312249
SMARCD3	6.57473094451684
A4GNT	3.55317107676734
C9orf39	3.42541620678041
PKNOX2	3.83183731361072
RALYL	3.08562449111513
ZHX3	4.17153905353439
ERCC5	5.7743433986593
RXFP3	3.00443600091322
APBB2	4.17860923617627
BBOX1	7.61480564580038
PRO0478	3.09048882637911
GCSH	7.56568364799882
XDH	3.58939467247543
EDN1	7.15533151805626
MTERF	4.60933510924169
PDCL3	7.21938391438381
CLK4	5.78680802958812
KCNG1	3.37823571024061
CXCR4	9.28311916491898
DECR1	7.84349288083326
SALL1	2.81277368463943
PTPRR	3.85134539900103
CADM4	3.39902335397339
IRAK1	8.20942272450263
CFHR5	3.10611656573255
HNRPD	8.16592012509502
TMSB10	11.9717574488817
CXCL3	5.26101928295525
LMAN1	4.80005918273404
SUHW1	3.36598436324007
CHD8	6.48657469856053
SUMO1	8.24445776719998
GP1BA	3.34882066315972
OR7A10	3.73015592396968
DDB1	7.66250507591042
CHRNA10	3.63170873068209
STYK1	4.07322664114103
MYO9B	4.15907569645964
CCNI	9.4879642622261
MMP7	11.5471288228540
EP300	5.95488638382142
CRNKL1	7.21154776467422
C9orf45	3.25878209418581
XAB2	3.82259348879799
RTN1	4.41851149038764
HIC2	3.63026745835841
TBX10	3.26208581037057
CENPQ	4.06867529737595
UTY	3.16318990438127
OR2W1	3.02533154684208
ATP5G2	10.2717877124212
ZEB1	3.51158570125524
ZG16	3.49887732060759
ERG	3.60582389793412
PARN	6.7535494428402
SOD2	5.95552504653112
JOSD3	8.05951527928934
ADAM5P	3.14520467224677
CHD9	5.81198609864085
hCG_40738	4.13454194668431
STK16	4.59179647268600
PDE1C	3.35631816859887
SEMA4D	6.42013923356561
AGPAT1	5.96120661706829
TOB2	5.98015326534988
BANK1	3.15244484923501
MAP3K3	5.43664457803366
MAX	5.01660955501857
GRM2	3.63541313291307
OSBPL8	7.19612886989801
PROSC	4.86184322425956
NR4A2	6.77287471522137
RICS	5.79139622568357
PIR	6.47605358462388
PPCS	8.1612627677104
IPO9	6.2759194495323
LONP1	6.19714888757631
EVC	4.71275577867076
CXCL13	5.42627601752197
SCYL3	4.90503804786006
KIAA1199	5.60007736878475
SORL1	9.06330702348393
NAT10	6.4742700093994
CHD1	7.44187467263429
SYN3	3.45287049928494
DMC1	3.95813078565404
SLC22A2	3.52364785509507
SERPINF1	7.47278279535081
C20orf27	5.22449443364405
OR7A17	3.04481332088244
RPS6KA5	5.49993004780673
LHB	3.43016334457013
TAOK3	4.69700561222203
STK25	5.52182780767363
SLC12A4	3.51970931034815
BRCA1	3.51173094138331
GBL	5.10707496695281
C14orf108	6.91090755765724
CDC25B	6.95638998365376
BMP3	3.2982558703713
MAP1LC3C	3.34206774839706
TMEM180	3.36999969473315
CRYGC	3.4879042954579
SLK	5.97571242496476
POU3F1	3.22539265712111
C20orf32	3.8917852789406
USP52	5.39057400536551
HIGD1B	3.55053931260949
BAZ1B	6.74138386655963
USP6NL	5.45818367324888
SLCO2B1	4.20017423159743
ABCD4	4.41725428549946
DIMT1L	5.47599386262295
SLC25A46	8.11519307410109
LARP7	7.90094353179066
TEK	3.47739945588745
CD160	3.42251921816028
TERF2IP	7.80051544665209
PHF20	5.76288371862997
COL1A1	7.78648112392742
KIAA0090	5.1364808339403
GTPBP1	4.21882807930724
GRK5	3.84049471745646
AP1S2	5.41005754063747
RAB33B	4.43367712252425
CA11	4.12747738654361
ALDOC	4.07226625525601
NUDT1	4.45834603104523
ZNF212	4.83718633895204
ACBD3	8.08577229358455
ZNF83	6.06180575770308
PRDM2	4.56367994138582
GDPD5	4.1691819979695
PDCD4	6.16514437981894
CEP350	5.78136591739458
FOXP3	3.34675975252317
SMYD3	6.56779770673004
CST7	4.70629554831922
SELL	6.69097147279437
CIAO1	5.9647684755157
LGI2	3.6888704040762
WDR45	6.3000603637215
ANKRD6	9.17233288825898
LTBP4	3.36462174873038
PSCD3	3.44692640893251
PYY	3.11064626829213
KCNC1	3.13853445709889
SIRT6	3.72163858194991
CCL19	3.976689885987
ARHGEF9	4.48693393444326
ABR	4.60130652612184
C10orf22	5.78776917562159
STK17A	5.36287768533312
FOXE1	3.25128909537724
GML	3.20508401144761
CNGA3	3.10093257393586
CD38	5.47340712393633
ZDHHC6	7.47190004747407
NEFH	3.27391622541425
PGBD5	3.42084174509819
CTDSP2	7.09190794940242
RMND5B	5.42431406516526
ZNF257	3.72479391614794
DUSP4	5.53908010378238
FLJ22167	5.47347723406639
EXOSC7	6.51900833361494
ROR2	4.60366878738112
FOXM1	5.30177931115189
ZBTB48	4.24884861186637
BUD31	6.92098863863622
MAOA	4.01532129403658
CCDC41	3.81365037451769
TNNT3	3.39651371834252
FBXO11	5.60987895024979
GYPC	4.58408443411678
PLIN	3.45289650827358
RFXAP	3.21998914982832
C6orf15	3.58862589159187
RNF4	8.52632586461063
F8A1	7.76141082436535
PPP1R3D	4.23122147373983
GRB2	7.28028397821761
TPM3	3.32029457353399
SYT13	3.70376367094166
EPB42	3.48176014500161
RP5-1077B9.4	4.29404000106291
EIF1	10.3414508206966
CETN3	6.3161085880368
FPGT	5.20845020004585
PRY	3.50146924978138
NTHL1	5.16803547153285
POLR2B	8.91749801009961
RPS28	11.0329258413876
GDF10	2.95920921826762
