Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_B10_443118
Composite Element REF	Signal
AACS	5.65761186410177
FSTL1	7.26007433018004
ELMO2	4.88447127285659
CREB3L1	4.01121394470459
RPS11	10.1452533477767
PNMA1	7.60899416010339
MMP2	6.75445398979939
SAMD4A	3.72796323542453
SMARCD3	6.27277143500147
A4GNT	3.74786946676705
C9orf39	3.34292023772156
PKNOX2	3.97954495229844
RALYL	3.43549795507507
ZHX3	4.21543301780499
ERCC5	6.16689155670848
RXFP3	3.11751453994536
APBB2	3.87943564224225
BBOX1	3.56752722154534
PRO0478	3.07998063934757
GCSH	6.61184667365908
XDH	3.92020945202916
EDN1	4.19374206057742
MTERF	6.00683574071943
PDCL3	6.59236932166744
CLK4	6.05246622829956
KCNG1	3.36450473299294
CXCR4	8.08184536545793
DECR1	7.91885395870968
SALL1	3.05243189889721
PTPRR	3.38379313576991
CADM4	3.39659419885151
IRAK1	8.86773987118073
CFHR5	3.362168443994
HNRPD	7.63217085893861
TMSB10	11.7718681374051
CXCL3	3.52461894800687
LMAN1	3.63847248346903
SUHW1	3.72682121602483
CHD8	6.00380988413931
SUMO1	7.7545887564789
GP1BA	3.50280267458158
OR7A10	3.72441153485788
DDB1	7.6765125989583
CHRNA10	3.79353286346573
STYK1	3.44745230402894
MYO9B	4.16218508370591
CCNI	9.80636199486257
MMP7	6.88266758145817
EP300	6.40235842072835
CRNKL1	5.16893450005062
C9orf45	3.37155958045241
XAB2	3.84710027351743
RTN1	4.03625596270326
HIC2	4.73523971384982
TBX10	3.61689014317804
CENPQ	4.30155926953556
UTY	3.20332081691982
OR2W1	3.01594940969146
ATP5G2	9.41053933923923
ZEB1	3.81955416180131
ZG16	3.58800086952377
ERG	3.88213673688187
PARN	6.68293148684686
SOD2	5.89732616965201
JOSD3	7.82557130709426
ADAM5P	3.29551098061962
CHD9	5.68112096442319
hCG_40738	3.80879129381276
STK16	4.98867281314943
PDE1C	3.50456249597204
SEMA4D	6.18693968069731
AGPAT1	6.40036377882171
TOB2	5.95345759450377
BANK1	5.66458562698996
MAP3K3	5.24763768451465
MAX	5.09827485684312
GRM2	3.60410490967929
OSBPL8	5.96456094472714
PROSC	4.55216107896171
NR4A2	4.29457489780739
RICS	4.15234798062239
PIR	4.56176095261983
PPCS	8.44752091232708
IPO9	6.11773139157728
LONP1	6.2135648219941
EVC	4.23984628589701
CXCL13	5.2340962950766
SCYL3	4.26550703007125
KIAA1199	3.21086423475877
SORL1	8.78967522269206
NAT10	6.65490311889173
CHD1	6.37726309767377
SYN3	3.53249754378634
DMC1	3.97315071676954
SLC22A2	3.48516339940724
SERPINF1	6.61163519865256
C20orf27	6.32333670163578
OR7A17	3.11182131811189
RPS6KA5	4.49394484500898
LHB	3.44247037505581
TAOK3	4.36995950486103
STK25	5.90066516977783
SLC12A4	3.75445837348251
BRCA1	4.33906925370928
GBL	5.11251220809078
C14orf108	8.35591843623086
CDC25B	7.03219962594693
BMP3	3.27900490675481
MAP1LC3C	3.43817990469157
TMEM180	4.33187012893760
CRYGC	3.48804887367154
SLK	6.03623046988022
POU3F1	3.2587450082917
C20orf32	3.80367235250156
USP52	5.27509777189157
HIGD1B	3.81415117094271
BAZ1B	6.36934094533129
USP6NL	5.55938922796031
SLCO2B1	4.31824061867957
ABCD4	4.77703423224364
DIMT1L	5.93275722090586
SLC25A46	7.19303093390895
LARP7	7.08517077909446
TEK	3.53012100792408
CD160	3.59139519462854
TERF2IP	6.80278928058747
PHF20	6.02010658142374
COL1A1	7.11631429191091
KIAA0090	5.12602854269484
GTPBP1	4.65116055123411
GRK5	3.96910911007397
AP1S2	5.33327220632265
RAB33B	4.74734348206825
CA11	5.1094291308247
ALDOC	5.23114543080973
NUDT1	4.74429945539547
ZNF212	5.89780253541999
ACBD3	7.50304248983102
ZNF83	7.62879460334818
PRDM2	4.53090540837578
GDPD5	5.75562966479399
PDCD4	5.09100174454102
CEP350	5.13655984343782
FOXP3	3.39139162982479
SMYD3	5.83785060400988
CST7	4.28840017259353
SELL	4.75441535164416
CIAO1	6.0725605057507
LGI2	3.82168222659363
WDR45	6.64388656847033
ANKRD6	7.41965445922624
LTBP4	3.70740516015791
PSCD3	3.41058863590416
PYY	3.27305141981268
KCNC1	3.1531614130263
SIRT6	3.97569694601368
CCL19	3.72450000987316
ARHGEF9	4.56512462959362
ABR	4.22147856011789
C10orf22	6.24924180343634
STK17A	4.4528145846542
FOXE1	3.39718068255929
GML	3.33216141863969
CNGA3	2.97294640359085
CD38	5.50572022563911
ZDHHC6	7.2523440676588
NEFH	5.34623696196481
PGBD5	3.1834412382986
CTDSP2	6.90907078813303
RMND5B	5.73227892677633
ZNF257	3.37624477885918
DUSP4	3.65363779809711
FLJ22167	4.88749777184809
EXOSC7	6.43907210454063
ROR2	3.51353352435820
FOXM1	4.88862017083162
ZBTB48	4.20805972621134
BUD31	6.5599741545489
MAOA	3.79876614511458
CCDC41	3.58442455336281
TNNT3	3.84253517058370
FBXO11	5.17685033720532
GYPC	5.93171770021596
PLIN	3.6156076370515
RFXAP	3.68706881957125
C6orf15	4.26884478960774
RNF4	8.10995049988574
F8A1	6.86854951098681
PPP1R3D	3.8916442913286
GRB2	7.47259887727317
TPM3	3.18068285659584
SYT13	3.62643127142881
EPB42	3.33187040222005
RP5-1077B9.4	4.55941852076893
