Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_B01
Composite Element REF	Signal
AACS	7.85291501453484
FSTL1	7.48466017053535
ELMO2	6.02472626937798
CREB3L1	3.98629386511273
RPS11	10.1165359244871
PNMA1	8.54073406638356
MMP2	7.06167459448565
SAMD4A	3.77810400715677
SMARCD3	8.05831400483393
A4GNT	3.42697452446177
C9orf39	3.26571361334599
PKNOX2	4.00792687713443
RALYL	3.25294732563624
ZHX3	4.2674117966418
ERCC5	7.68084699069022
RXFP3	2.79107453257718
APBB2	5.73853782806383
BBOX1	8.84814944710169
PRO0478	2.99843539965042
GCSH	8.71900792967282
XDH	3.98934235017562
EDN1	4.21803310833618
MTERF	6.99290247421504
PDCL3	6.92876593844009
CLK4	6.7703111252858
KCNG1	3.63826896420289
CXCR4	7.03348887332743
DECR1	7.05974927600662
SALL1	3.11056741971515
PTPRR	3.44093124830026
CADM4	3.77463164802157
IRAK1	8.97642602540627
CFHR5	3.2025308531377
HNRPD	7.94904183627934
TMSB10	11.8828124335841
CXCL3	5.90277668929874
LMAN1	4.75812570004847
SUHW1	3.15957589084684
CHD8	6.33987949017655
SUMO1	7.8845958231961
GP1BA	3.17488043547658
OR7A10	3.83566388199024
DDB1	7.94693277104167
CHRNA10	3.61588306079492
STYK1	4.20518710006869
MYO9B	4.68262828360009
CCNI	10.3312981720124
MMP7	11.1742341774914
EP300	7.02706180374417
CRNKL1	6.38464556872963
C9orf45	3.22128147716058
XAB2	4.79422179489153
RTN1	3.9213852479673
HIC2	4.34561410023281
TBX10	3.50389911539405
CENPQ	4.37140483769515
UTY	3.10257422541573
OR2W1	2.84481502714628
ATP5G2	10.4358855189758
ZEB1	3.57071470092205
ZG16	3.40776410740921
ERG	3.71369433411392
PARN	6.61682139629321
SOD2	5.70083548853653
JOSD3	8.20027976730416
ADAM5P	3.11961241595318
CHD9	7.28474024249351
hCG_40738	3.72168373955267
STK16	5.39744328205296
PDE1C	3.70544202811274
SEMA4D	6.30675427905586
AGPAT1	7.04433324663903
TOB2	6.67065927432175
BANK1	3.10209424803562
MAP3K3	6.88487190094598
MAX	6.194181676754
GRM2	3.53176849413233
OSBPL8	7.61262207936149
PROSC	6.56324224870992
NR4A2	5.46866965437488
RICS	6.38065446951653
PIR	6.82748546567642
PPCS	8.98773648270255
IPO9	6.53839712267377
LONP1	6.82372330421555
EVC	4.93411007127219
CXCL13	3.90599591674236
SCYL3	6.46749535260631
KIAA1199	7.0903999838631
SORL1	8.96277653483082
NAT10	7.51907974275117
CHD1	6.46414997772713
SYN3	3.34473598090688
DMC1	3.82830241350300
SLC22A2	3.71815541775979
SERPINF1	6.61554904380032
C20orf27	6.35767025672023
OR7A17	3.16572496299516
RPS6KA5	5.7075229095156
LHB	3.52077356293174
TAOK3	5.81462431714841
STK25	6.76729430989268
SLC12A4	3.70531429932330
BRCA1	3.36906186115099
GBL	5.67941351970978
C14orf108	9.05476907553263
CDC25B	5.6556204677993
BMP3	3.20423560031031
MAP1LC3C	3.30316799409605
TMEM180	3.28698930108582
CRYGC	3.6975988387574
SLK	5.72366958847011
POU3F1	3.0826740272602
C20orf32	3.69171402519691
USP52	6.19687823374456
HIGD1B	3.86756663424604
BAZ1B	6.76632740905299
USP6NL	5.97792106337297
SLCO2B1	4.49846869983145
ABCD4	4.59752441367763
DIMT1L	6.56885096682929
SLC25A46	6.46257640923191
LARP7	7.4353910006432
TEK	3.28761713599082
CD160	3.56240536357637
TERF2IP	8.32393188281531
PHF20	6.01867985934207
COL1A1	7.3972564247623
KIAA0090	6.08491995240523
GTPBP1	4.54796743853704
GRK5	3.81067978747372
AP1S2	5.06770498381349
RAB33B	4.82888141830867
CA11	4.9923775779353
ALDOC	5.6115047417181
NUDT1	4.78476642305443
ZNF212	6.50422435670961
ACBD3	8.49567549060206
ZNF83	8.0528875676058
PRDM2	5.1593185772783
GDPD5	4.53008587376057
PDCD4	5.82728590586928
CEP350	6.98916838881039
FOXP3	3.26879454325775
SMYD3	7.4719363795925
CST7	4.07562864774265
SELL	4.52480723088025
CIAO1	6.58215151662366
LGI2	3.77319364891351
WDR45	7.12695932185263
ANKRD6	6.98129072226416
LTBP4	4.22123426766495
PSCD3	3.19749073300856
PYY	3.00832637192272
KCNC1	3.06545771680181
SIRT6	4.11878918548844
CCL19	3.88262196821577
ARHGEF9	5.26371148594194
ABR	4.86328764603987
C10orf22	7.55104015520372
STK17A	4.77110636880487
FOXE1	3.24813011288343
GML	3.08042460030401
CNGA3	2.76484891889558
CD38	3.94830689296018
ZDHHC6	7.7193148652826
NEFH	3.56337702704899
PGBD5	3.61124176591591
CTDSP2	7.7549472234953
RMND5B	6.06393762920574
ZNF257	4.04383966584081
DUSP4	4.68354187845871
FLJ22167	6.82949725766147
EXOSC7	6.89221816662424
ROR2	3.5692997112494
FOXM1	4.47022107628257
ZBTB48	5.41039997971275
BUD31	8.44041526394098
MAOA	3.71788085959541
CCDC41	4.94861542228107
TNNT3	3.63086188833951
FBXO11	6.86965107087248
GYPC	6.07809280911882
PLIN	3.31085515554289
RFXAP	3.44893145159936
C6orf15	5.27309696380465
RNF4	8.90128215464975
F8A1	8.32005873996636
PPP1R3D	5.07037206400582
GRB2	7.7605376339402
TPM3	3.04097242564714
SYT13	3.63470981092510
EPB42	3.49310037140201
RP5-1077B9.4	5.68800522825792
EIF1	9.93961902687335
CETN3	7.37828519694108
FPGT	5.48065487701844
PRY	3.36066480192002
NTHL1	5.14589421866954
POLR2B	8.65250233774989
RPS28	12.0546881065746
GDF10	3.16008591668243
COQ9	8.62256687229147
P2RX3	3.03112080972802
GCC2	7.83607771546963
RARRES3	8.1714234530864
PLXNA1	6.98874344676597
WBP4	5.50081805768603
KIAA0100	6.44173666141955
PMF1	7.29958856197888
HS2ST1	5.86742995277848
CRELD2	6.56479678832147
C8G	3.07530759910686
CD82	7.88017941473427
PMM1	5.2070700426443
CBLL1	6.05169901178999
LIM2	3.33852870714225
VAX2	3.87343603920912
SETDB1	5.57902135450666
LRAP	3.73761901464120
GCLM	7.72360262168687
CPEB3	4.03174376804438
PPM1A	6.28748116350649
INTS1	3.9313533212012
MMP16	3.12575414128460
CAMTA1	3.78057601028271
SAMSN1	5.80541070002221
DRD3	2.7176164983276
GMPPA	5.90554373277703
C11orf73	6.37683654560193
AIPL1	3.83983445555697
PTP4A2	9.57607440265657
IL24	3.25732280705524
BDKRB1	3.24645618504461
HPCA	3.26340976646192
MLF1	5.56160761217786
SEC14L1	7.70032477623389
CHFR	6.2952675566018
EMILIN1	3.30494965204321
THADA	7.59953935390989
TAF12	5.90909972888358
NDUFS4	8.55759820287926
ID1	3.54611776481896
PIK3CB	4.54746270372071
COL18A1	8.1333258383674
PDZD3	3.08049486668599
TBC1D17	5.4039233727652
COX8A	10.0206281840559
CDCA4	6.49147306398967
C2orf44	5.06859936906596
C9orf16	9.24687162435539
ERBB2IP	7.7345147902916
EMX2	8.97196526228974
FUS	6.34009525902237
NIPSNAP3B	3.96855667615662
TF	3.48975843291783
CXorf56	5.34063100883734
CLCN4	3.68258703017725
PWP2	6.37031864550573
MMP15	5.5598958747099
MTMR14	6.4796248642766
NPR1	8.38503426062839
DNAL4	5.51675791600521
ELAC2	4.58754863497062
ASS1	10.8283199449072
IPP	6.511106449878
TMEM59	10.3268924565613
POLR2J	8.70162575202832
SEC23IP	6.30534274129713
RGS4	4.27808329531186
UQCRC1	9.12697129140379
SNX6	8.34258459202522
DDX18	7.4350914606031
POLG	5.09003034026605
ADAM23	3.98400254922071
ZNHIT2	5.05075058313619
TFR2	3.36855388526944
NCDN	4.52342843152109
RAG1	3.37493293907458
POMT1	6.04344321103054
CYP1A1	3.23642958285365
SNAPC1	6.13615066823311
GNA11	5.8502707880777
CCDC52	2.72392086844822
CAPN1	7.95460847727545
DDHD2	7.4448604569001
UPF3A	7.18417875259169
LAGE3	6.05838139249676
GNRHR	3.15802623398795
UNC13B	6.67684818115886
TTLL4	5.21609439924804
PPBP	2.83445291803891
HTR3A	6.79714804347055
SDC2	6.65370656197344
ANKRD49	7.21270342788175
BTF3	9.99738323401681
COX7A2	11.0735700532352
SARS	8.2648387222779
C13orf18	4.35055050002329
CACNB1	3.80853100044397
QKI	6.13140170190476
SETMAR	5.49159624604157
LAMB4	3.37689429179154
MAN2B1	6.48464234846825
EML3	4.8885433462179
ACADL	3.16490370514341
OFD1	7.97481830891476
CGA	3.28024545829058
EIF3EIP	9.94580342437756
PEX16	5.5130962556232
GNG12	8.01858376621305
HABP4	5.15672594376064
CNTN2	3.36407252069659
ASNSD1	7.43497773357392
FUT4	4.42931861985117
DBH	3.39411265595502
CD53	7.28585117365183
HIST1H2BJ	3.52669384274474
TFAP2B	3.1499260091269
ACF	3.70400830666494
TMEM11	6.09544064724592
CDH8	3.28134726022815
C3orf32	3.16562576208299
AGPS	5.28877189223729
C4orf18	3.22868234538009
PCCB	7.54715542317553
IPO13	5.6729554097672
PECI	7.16901511744697
UNG	7.64478663226265
C6orf105	3.34994744531582
GSTP1	8.82082783333947
SUV420H1	8.37118186726866
ARHGAP15	4.62641879386107
LTBR	6.94564172355601
TDRKH	3.93932776007168
PSG4	3.46069998019435
SLC9A3R1	7.08530744264009
NBPF3	9.33158834719678
SLC9A3	3.46495686490402
OSBP	7.26955704320845
PRR5	4.28143485297366
CHMP7	6.18208241360518
ADRA1A	3.01472678215977
ASAH1	7.95809741191192
FKBP4	6.49635790225844
ZNF350	5.49520825003032
DOM3Z	4.94795755670405
GIPR	3.92863059711745
AHI1	4.78328603348502
BST1	6.61697682911503
NCR2	3.45427682464096
NADSYN1	5.42764290115946
UBE2W	6.47000417628787
RGS14	4.07170621206754
KRT15	4.94228665368017
SCN11A	3.74397376093163
GFI1	3.70151999964621
